subject_id,outer_fold,pm,target_id,calibration_record_group_id,calibration_budget_seconds,budget_fully_available,calibration_exact_lag_slots,calibration_low,calibration_high,calibration_middle,calibration_extreme,calibration_extreme_sample_hash,evaluation_low,evaluation_high,evaluation_extreme,evaluation_extreme_sample_hash,evaluation_ready,eligible,eligibility_reason,calibration_evaluation_overlap,record_stitching_used,middle_used_for_training
a1721173,1,stress,target_stress,a1721173__day1____2023.11.30T14.11.21p03.00,1800,False,27,13,6,8,19,74085f34dddb4985c6a96ce31c8c288ff79046b41a7ffcbdd8ccc7fe20f1b905,80,32,112,f8309536d8341a3233afd0a00bc5a797d04256c3851890aaad8efa1f7d85e7c4,True,False,operational_fallback,0,False,False
c060c06a,1,stress,target_stress,c060c06a__day1____2023.11.29T09.22.25p03.00,1800,True,180,77,57,46,134,597ee69d4d43e85f2e9f654dd969296f7e133d313190be229bb8d1001eea0d4d,141,86,227,45a8b3d2ee0be4d60766b45ef83cd8d15b41e5d0f3f4a9a184f2e044078994d4,True,True,full1800_min10_each_eval_ready,0,False,False
c112918e,1,stress,target_stress,c112918e__day1____2023.12.04T15.14.19p03.00,1800,True,180,126,9,45,135,3e61e4e16dc38bc79ea0bd1ce679b8bd4a26e47fdb730e82e22b9877a7e52063,68,144,212,ec66442b354338929d495b8e3e7fa344c351f46cec73cc39fdc5cedac5f0527d,True,False,operational_fallback,0,False,False
d111e017,1,stress,target_stress,d111e017__day1____2023.12.05T11.06.22p03.00,1800,True,180,100,27,53,127,1075a7faf99932a8d77bc5114bd1f71ccc1bc95befcb6f37ad7b038d61ebb9e4,465,456,921,a685b16f05aaf44b59afb95c6d376a1098f9b7b96845c15b0e6c769ed11aa52e,True,True,full1800_min10_each_eval_ready,0,False,False
f1d06060,1,stress,target_stress,f1d06060__day1____2023.12.11T17.50.49p03.00,1800,True,178,81,68,29,149,508a92f920cab9516ccb9ceb9603644c9459734bc8d8ce0408eb1a1649f0182b,193,147,340,f592685079d60ebda56d693eb86415293827e12860d10b74de17f542ee040582,True,True,full1800_min10_each_eval_ready,0,False,False
1081b177,2,attention,target_attention,1081b177__day1____2023.12.08T11.39.57p03.00,1800,True,180,53,77,50,130,d988c4218545d39c8d9bcea318ed94580d7e0bab9f42d6054d4345856753b59b,152,115,267,227b4d6f57fd47553846d9a3a6e5364e14a45acf91da8350eea968667ce17014,True,True,full1800_min10_each_eval_ready,0,False,False
517001af,2,attention,target_attention,517001af__day1____2023.11.27T13.40.34p03.00,1800,True,180,101,0,78,101,0ed23b5c597f86e381ce9a1e324dec47040b74d13b84b14bb7e4603c9577a6cb,75,32,107,f20696a8e3a33aff9ca5cddcec5917d0dd776ed785eda541eb35ac6b520d2605,True,False,operational_fallback,0,False,False
6030f0fd,2,attention,target_attention,6030f0fd__day1____2023.12.05T15.32.40p03.00,1800,True,180,72,56,52,128,aba44396cded88d7a90ef2bf01073fc5c8ab954e807fd3bcb5e1195922063b07,64,163,227,7c06ed050cd4d38a4f6d5c6560dd3947f8ca120a9f1667a3309d44cb5d2e8ab6,True,True,full1800_min10_each_eval_ready,0,False,False
7072a0e0,2,attention,target_attention,7072a0e0__day1____2023.12.11T13.28.50p03.00,1800,True,180,76,13,91,89,284d0b1c15c2bf5f010d374270e804b7eb25de69b62ecfbc4a506d88f7c0aeee,221,186,407,fe4540e53f8190423c51d95ab99b9616f8b68e48529ddcca1806b5355a801b9a,True,True,full1800_min10_each_eval_ready,0,False,False
71a251fa,2,attention,target_attention,71a251fa__day1____2023.11.28T17.13.45p03.00,1800,False,127,71,11,18,82,23d4fe278d2564ed1a7ad5c4f2e149e65e8abf5a7e3df680f277f5d1936d522c,58,90,148,7c5fac878092a5778df0bd74910856b8b352e29a98d6cf4407170cfa58a4872b,True,False,operational_fallback,0,False,False
71c09041,2,attention,target_attention,71c09041__day1____2023.12.06T13.27.03p03.00,1800,True,180,46,15,119,61,185d68b56eaf11a8a4f1a68a70421d64d4b9fef957f37682ebaa52da7c0317bb,33,78,111,91cb13b5813965b2c6c82a9598e4e599864df43ddad0794799de69e1ecc41c26,True,True,full1800_min10_each_eval_ready,0,False,False
9192c107,2,attention,target_attention,9192c107__day1____2023.12.13T15.29.18p03.00,1800,False,2,0,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,False,operational_fallback,0,False,False
a02151ac,2,attention,target_attention,a02151ac__day1____2023.11.29T14.45.43p03.00,1800,True,180,48,69,63,117,fa587b296373b5de2dcc92a4c93bfe487fe3dc51fe8a3a1d7e57bd052628d7fb,151,189,340,14442a6cecc8ce919e40f6dbaf7f03c6076cc3fd6c48c95a42d72fb8db71e54c,True,True,full1800_min10_each_eval_ready,0,False,False
d0e2d025,2,attention,target_attention,d0e2d025__day1____2023.11.30T15.28.34p03.00,1800,True,180,103,16,61,119,5e981dd27dfa8cc441b73bc6878f3b08d3c926c46734c32b7c95890a675e1a9b,400,149,549,e2a3e7effc9f5f9ba5010568a7015c8508dbd2d587c73c05b93eb5fa9724d3c3,True,True,full1800_min10_each_eval_ready,0,False,False
d18000a3,2,attention,target_attention,d18000a3__day1____2024.02.01T14.18.30p01.00,1800,True,180,46,59,75,105,cea860a705249a5a51e84799eea78bf8bb36843ac3868eb4ab8f9b768c6ea419,168,220,388,ca5562f54882b03263e97591651b03ad2f06e0b4f638fec391557d16f039f468,True,True,full1800_min10_each_eval_ready,0,False,False
f0f2a1e1,2,attention,target_attention,f0f2a1e1__day1____2023.12.05T17.42.49p03.00,1800,True,180,47,19,114,66,5235665955822f2d472f45fbec0d4989432f2c316761a855a2029d2094cde9d4,55,161,216,ae75b44b16d8a57370a738969003888486a448f9fca975d1f1a6881682c1a54a,True,True,full1800_min10_each_eval_ready,0,False,False
1081b177,2,engagement,target_engagement,1081b177__day1____2023.12.08T11.39.57p03.00,1800,True,180,17,93,70,110,64219e8d525a64dcbd4feb03b7b4b6869e4b33b11ccd0e05e22f1fc5452338e4,73,188,261,640b314903571314524906e7c771a2579d3b14df967959cdb6ee38e6371794e7,True,True,full1800_min10_each_eval_ready,0,False,False
517001af,2,engagement,target_engagement,517001af__day1____2023.11.27T13.40.34p03.00,1800,True,180,0,137,43,137,73c1505a8ff5dba79dbf4d797546ba621afff3f41bd8435df6ceaff72f20b753,35,180,215,26c213f90f34acda06ee4146b3ce8e21fd142e1ba94f36aa0f2579f16dc89919,True,False,operational_fallback,0,False,False
6030f0fd,2,engagement,target_engagement,6030f0fd__day1____2023.12.05T15.32.40p03.00,1800,True,180,24,87,69,111,121494092aa8551c6330859a45eb7129fdf5b6523ec6b5895e6d7e2fcbeb874c,88,99,187,cc96aa1d95339cad7a385ba7a8d1396068693dda0572c4c374d10f9e48fcfdc0,True,True,full1800_min10_each_eval_ready,0,False,False
7072a0e0,2,engagement,target_engagement,7072a0e0__day1____2023.12.11T13.28.50p03.00,1800,True,180,30,76,74,106,603ff4a811bae2bd60ada87a012e9e8eab8e3a5dc22d08d2d14fbf601f71de17,193,192,385,38e26c8495d2e5191087676b5225b57c5ced2083a27df3e4b5f26c2b54f125bb,True,True,full1800_min10_each_eval_ready,0,False,False
71a251fa,2,engagement,target_engagement,71a251fa__day1____2023.11.28T17.13.45p03.00,1800,False,127,20,72,35,92,436d91d0c4c02add05e7325fa7a8b03a36979916d8e38c42f534d596ae50917b,22,151,173,ce35642eb457c0a74a4ffefb4c249734833c1aca6af3a024d35aeba49a3a43c1,True,False,operational_fallback,0,False,False
71c09041,2,engagement,target_engagement,71c09041__day1____2023.12.06T13.27.03p03.00,1800,True,180,61,65,54,126,526187516998a519f485f49c91ac5ac06b83a41c904a7fdb367e97a116a22c95,211,119,330,6e745766811957cae6b9de0ef8c0dcbe32029cdc390319107eb41cbeb79b29a1,True,True,full1800_min10_each_eval_ready,0,False,False
9192c107,2,engagement,target_engagement,9192c107__day1____2023.12.13T15.29.18p03.00,1800,False,2,0,0,2,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,False,operational_fallback,0,False,False
a02151ac,2,engagement,target_engagement,a02151ac__day1____2023.11.29T14.45.43p03.00,1800,True,180,16,51,113,67,a6e86819990359dc35fccf4dc06224ae8fcb78a80c9208a7133fc9563bcbd0a9,98,167,265,61f07c988c5fad312857978c1997bf6971994d98b24cff3033070ad18d8cab5d,True,True,full1800_min10_each_eval_ready,0,False,False
d0e2d025,2,engagement,target_engagement,d0e2d025__day1____2023.11.30T15.28.34p03.00,1800,True,180,10,78,92,88,14e7db39757b0e6ce50aa4bfff978bdc0a7a9d901a347141ae7411e66e76b15d,126,280,406,d61de83582937a084b1892f2a198313c3ce571fa9d695e7a0b13735a27f52d45,True,True,full1800_min10_each_eval_ready,0,False,False
d18000a3,2,engagement,target_engagement,d18000a3__day1____2024.02.01T14.18.30p01.00,1800,True,180,22,70,88,92,1ee04a4e3822da79ec20cad28c23628c73f902e589570f7a9b1a94a901f3e18c,204,136,340,9230c2a5cfea84f766226036d9d91f581c6116293ff0e8c8a4526448ee1b870e,True,True,full1800_min10_each_eval_ready,0,False,False
f0f2a1e1,2,engagement,target_engagement,f0f2a1e1__day1____2023.12.05T17.42.49p03.00,1800,True,180,46,59,75,105,3d547a81602203a461b3d579e3509db1b64909d9da6866d714de58bd97556148,97,119,216,52943519b3ca86c6b5b7b1287dd0eb8f4ff291b349edc3c26430ef6fa41d0ca9,True,True,full1800_min10_each_eval_ready,0,False,False
1081b177,2,excitement,target_excitement,1081b177__day1____2023.12.08T11.39.57p03.00,1800,True,180,73,47,60,120,e21dc4be0d2b280f8511160ff27e59d6f42920883f989ef19826d911dd0d68a5,122,184,306,ec62b2e04fac79fcb79fc9adae1cbcb83f594284fccebf53f5534341c754bec8,True,True,full1800_min10_each_eval_ready,0,False,False
517001af,2,excitement,target_excitement,517001af__day1____2023.11.27T13.40.34p03.00,1800,True,180,17,106,57,123,c44884128b017dd04def78b10d3ee64ef9da0c42bec24d87f4dac717a93abe52,121,128,249,dad86721089fea8addc449a3f08070ccd5526abafc45134773344c73196e7c62,True,True,full1800_min10_each_eval_ready,0,False,False
6030f0fd,2,excitement,target_excitement,6030f0fd__day1____2023.12.05T15.32.40p03.00,1800,True,180,81,42,57,123,e38e01fc560b9b6d6b43a6e0303474dd73cb22e6096b6ac37699ef7568f6eab3,121,54,175,0da0abe8860982da853cfb74d7e88148bdabf495b6d6e8406ae4ac1ed56d9e35,True,True,full1800_min10_each_eval_ready,0,False,False
7072a0e0,2,excitement,target_excitement,7072a0e0__day1____2023.12.11T13.28.50p03.00,1800,True,180,21,32,127,53,c5bc256a39a8484361639e4802a5daede59a16ab0e0352ccb8181b14b1280613,79,318,397,97a1dcbd158e82f2cb37747aa787d3f6ebb51ac1fa5b54e2fbdf58242c459f62,True,True,full1800_min10_each_eval_ready,0,False,False
71a251fa,2,excitement,target_excitement,71a251fa__day1____2023.11.28T17.13.45p03.00,1800,False,127,97,8,22,105,8ffcc88746825e87f7ad484c6ec947e02d0bc0d8fd41b6591e90a4343ed2867b,76,38,114,f15dcfb94e75190ad2bc98b8d8cfd82b50baf66946e70f352ceb2ddcf1e29e81,True,False,operational_fallback,0,False,False
71c09041,2,excitement,target_excitement,71c09041__day1____2023.12.06T13.27.03p03.00,1800,True,180,136,6,38,142,e3eec03ff7a904d7fa3a00a91f8b80641604366527d0976453b42e644692a898,184,41,225,6f13884e342c6a4e5a57d05760b399fa04fdcf788a67dde54b292eced721c123,True,False,operational_fallback,0,False,False
9192c107,2,excitement,target_excitement,9192c107__day1____2023.12.13T15.29.18p03.00,1800,False,2,1,0,1,1,c1e35dbce48c747418d199a21cd60c0b656ae421309293b34ce7fd06dfd5b8ce,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,False,operational_fallback,0,False,False
a02151ac,2,excitement,target_excitement,a02151ac__day1____2023.11.29T14.45.43p03.00,1800,True,180,63,33,84,96,97e94bd84fe291f4e03c059a28ecda4eb1b0c0b58ac968921ed23ba3cea533de,316,93,409,9d1f846f8826f5882127016146d581fed9c25232fe7db3224452bad3d90413ce,True,True,full1800_min10_each_eval_ready,0,False,False
d0e2d025,2,excitement,target_excitement,d0e2d025__day1____2023.11.30T15.28.34p03.00,1800,True,180,22,73,85,95,24abad6a126c971f6be714a9cb75aa1504f1787eafb38a5e8e9f3d71fa13963e,146,391,537,8ce08446f987952c584e05a7ca77d40575c594d791bc98f96c68097d72a4e355,True,True,full1800_min10_each_eval_ready,0,False,False
d18000a3,2,excitement,target_excitement,d18000a3__day1____2024.02.01T14.18.30p01.00,1800,True,180,67,37,76,104,be50f345963ce2d78381e854dfae5b46c923ac028442353b1f6e848711f0041a,90,236,326,0430e492bafc786e6a08d8442f9ef50a79738ec45d26e2ca45fc67b6be428a28,True,True,full1800_min10_each_eval_ready,0,False,False
f0f2a1e1,2,excitement,target_excitement,f0f2a1e1__day1____2023.12.05T17.42.49p03.00,1800,True,180,17,108,55,125,f2160dcea908605da4a5e6a24d3efe070f53c98ec0b2a7eef387970a79ce727f,45,229,274,60aad71a195a26f036ffd277182cce50e4ccad6d7896b7da726db9355cebdd83,True,True,full1800_min10_each_eval_ready,0,False,False
1081b177,2,focus,target_focus,1081b177__day1____2023.12.08T11.39.57p03.00,1800,True,180,40,60,80,100,fc1e4835fe05049a31d90cee0656b5b40c925df32ebb0558063e8e70bad703d6,97,234,331,1a8050db84ac55060018f5c41ffb62078cffa5d9b5c82a289dcfca39ca175f54,True,True,full1800_min10_each_eval_ready,0,False,False
517001af,2,focus,target_focus,517001af__day1____2023.11.27T13.40.34p03.00,1800,True,180,3,156,21,159,4b153fcad6af526421e41acb6e6cf15956cdf5f38f96ce05de3f3f1c92f2aa66,119,135,254,00adf53e757557d0c6d88d6d94985edabac6f0d1e481998614e3c0b57493b5c5,True,False,operational_fallback,0,False,False
6030f0fd,2,focus,target_focus,6030f0fd__day1____2023.12.05T15.32.40p03.00,1800,True,180,82,44,54,126,7cacc3f59d01670a9052e0ce174363102a973ed5fa59e1a66ae84852ed8ab7f3,130,29,159,c759ca9d8ef0e9d61f91796ac380a333648299cfcbdc30620c0d77c11b12b8e6,True,True,full1800_min10_each_eval_ready,0,False,False
7072a0e0,2,focus,target_focus,7072a0e0__day1____2023.12.11T13.28.50p03.00,1800,True,180,48,22,110,70,e299d26afbcd98ab8736b0c55c1df4577ba6be32b56b5b6476bb3d92ed6172db,66,341,407,13bd929d3a3c931b88637dde297a4748dc0431d0f37e3a28d04d60bcfa0097c1,True,True,full1800_min10_each_eval_ready,0,False,False
71a251fa,2,focus,target_focus,71a251fa__day1____2023.11.28T17.13.45p03.00,1800,False,127,70,3,54,73,77b363e4a43c0bf69d94bb76d02059f961c30b303d215fc097a645df1a041644,128,21,149,f92e98d03ae2e253e673c0b65d49dd0d095fbaf2a9f0f0f95180fdaa3814e78e,True,False,operational_fallback,0,False,False
71c09041,2,focus,target_focus,71c09041__day1____2023.12.06T13.27.03p03.00,1800,True,180,139,5,36,144,19f39283daacfc425d8c3ce05613442c10f1727f9469f864c788c9b71a076fa2,214,35,249,12098b5dc63762e029a92a83c682f153c4bea27b99e969e7639a597294f37735,True,False,operational_fallback,0,False,False
9192c107,2,focus,target_focus,9192c107__day1____2023.12.13T15.29.18p03.00,1800,False,2,2,0,0,2,ccf84d32d9eaae31857ff33b7e92792067afd20dcad063944edf29ce76f05491,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,False,operational_fallback,0,False,False
a02151ac,2,focus,target_focus,a02151ac__day1____2023.11.29T14.45.43p03.00,1800,True,180,50,54,76,104,fae69699fca71a974cfb39b17787eedb80dba17d2527963955c052ca4bdd9d94,319,76,395,c2615751b397a76df01986f974b365f007a28b09881a256e7ba217dcb3326791,True,True,full1800_min10_each_eval_ready,0,False,False
d0e2d025,2,focus,target_focus,d0e2d025__day1____2023.11.30T15.28.34p03.00,1800,True,180,32,60,88,92,1d191f93397bc9bd9a95d17b8c13f44f77cb209de9b8ef5b9c3a446485798b9c,130,394,524,84fac9f1e48991c325d5325e08ac4ef6df4b08e3f593628dd3a84533ffd4312e,True,True,full1800_min10_each_eval_ready,0,False,False
d18000a3,2,focus,target_focus,d18000a3__day1____2024.02.01T14.18.30p01.00,1800,True,180,88,31,61,119,7b6214ac0bca9df624c53c20d940527044bbf9cc0653c5cff7930ee2a0b2ad1f,72,249,321,c28a55c7cd17ea74513e74433c260bc9e427984db1691c237aa75e9540d09864,True,True,full1800_min10_each_eval_ready,0,False,False
f0f2a1e1,2,focus,target_focus,f0f2a1e1__day1____2023.12.05T17.42.49p03.00,1800,True,180,6,122,52,128,10c824e2a4281138e0351f873654b85d432aee2037ac0fb0322aa0c2490a9238,29,242,271,87a9299e99a88b3436fc8fbeca49b8a42bc7bc7fce8e25145bcd8fcb61be1b95,True,False,operational_fallback,0,False,False
1081b177,2,interest,target_interest,1081b177__day1____2023.12.08T11.39.57p03.00,1800,True,180,100,45,35,145,4b69f76dc21e4f55a3a036934df30bc75b36485e96902431c88525eaf3bcd6ff,134,183,317,c6d7d62ba703c3bf617592f9ff76f80a7db5e40b1cfa3b76564f57d3ea0fde7a,True,True,full1800_min10_each_eval_ready,0,False,False
517001af,2,interest,target_interest,517001af__day1____2023.11.27T13.40.34p03.00,1800,True,180,94,20,66,114,35b20be663ef65b191dafcd591f0a03349845e181a637082045e11105972b2de,55,51,106,99a0772f552126e586d8baa1e2e7c3e19a8d097e96fc591853278d6e49f170c8,True,True,full1800_min10_each_eval_ready,0,False,False
6030f0fd,2,interest,target_interest,6030f0fd__day1____2023.12.05T15.32.40p03.00,1800,True,180,61,78,41,139,9bddee57a34beb6b59f2ed8633112ca930eda90542a8bae7008b36c84e740e9b,70,61,131,20b9621e1cdf1ef54d9d06a1662a3a5aa80ffe8a563778c41161ebd304c7fff1,True,True,full1800_min10_each_eval_ready,0,False,False
7072a0e0,2,interest,target_interest,7072a0e0__day1____2023.12.11T13.28.50p03.00,1800,True,180,25,30,125,55,4aafba00b7fe3d35540af9e062da306b5c2f308a8cd0aaaf1b22904429b981d3,98,282,380,6c36700502941333c28b0984e6b9c4ae4c51a1b67541d592a970704808f5b0b8,True,True,full1800_min10_each_eval_ready,0,False,False
71a251fa,2,interest,target_interest,71a251fa__day1____2023.11.28T17.13.45p03.00,1800,False,127,70,7,50,77,7022772c12b67d4862756bc545322e9f4167f70abedd7df99b87e3910d1397b7,60,104,164,4dd8b6d19252a82d4f167b0cff70e3399519b2bcdbd2e0b1c3bd919ac53cf06c,True,False,operational_fallback,0,False,False
71c09041,2,interest,target_interest,71c09041__day1____2023.12.06T13.27.03p03.00,1800,True,180,52,47,81,99,d9f410b65b3a6e922622c7fe2e5fdd2d05b6bc7dca02ce1493d1ddeadedf7ffc,60,223,283,46c335c9765254bfb72e3cc9757e87f2b51e6984eda6040fbbfaeca75ac7308f,True,True,full1800_min10_each_eval_ready,0,False,False
9192c107,2,interest,target_interest,9192c107__day1____2023.12.13T15.29.18p03.00,1800,False,2,1,0,1,1,c1e35dbce48c747418d199a21cd60c0b656ae421309293b34ce7fd06dfd5b8ce,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,False,operational_fallback,0,False,False
a02151ac,2,interest,target_interest,a02151ac__day1____2023.11.29T14.45.43p03.00,1800,True,180,20,63,97,83,5042bf60e378111e4e0e192d22c7251f7773ce6167313bd231fcfb3f94c4138a,117,153,270,2ccb53cdb3997eb0c8bdae62e7639c3240cdf95034e2a4097613fd3cc4af7d0a,True,True,full1800_min10_each_eval_ready,0,False,False
d0e2d025,2,interest,target_interest,d0e2d025__day1____2023.11.30T15.28.34p03.00,1800,True,180,93,21,66,114,12e72c2fe47b676820b3452f422a2a8f7221570eed9bc125dead8e3c33d03a28,247,280,527,fbd1b9f40907ae75c16f2b0a1299594315a7cee9bb2aeae025177405482423a4,True,True,full1800_min10_each_eval_ready,0,False,False
d18000a3,2,interest,target_interest,d18000a3__day1____2024.02.01T14.18.30p01.00,1800,True,180,54,38,88,92,e016f933539007bb7c34a4b9b3ee71567f48d837b47693e4eb97a56145c364ea,108,191,299,3bd11e43713d3c651f3fff72173819e662c67f066683967278a9c70122151d77,True,True,full1800_min10_each_eval_ready,0,False,False
f0f2a1e1,2,interest,target_interest,f0f2a1e1__day1____2023.12.05T17.42.49p03.00,1800,True,180,3,23,154,26,529e8e0b6f3c63f802b57696c91dc633a19642ffbdd8cf92620c1e3539cbb6b4,86,121,207,329fa6f19b24abe004cc4837d22d6af293f7a70a3a0aefbb1f885b3fd89cc2b7,True,False,operational_fallback,0,False,False
1081b177,2,relaxation,target_relaxation,1081b177__day1____2023.12.08T11.39.57p03.00,1800,True,180,109,18,53,127,8c4e889ca156d5945424addcee27ce862e0bd3c7a4a0ea9d0d2f5d6e0e7d94d5,174,97,271,3b1d0a3245dc7ac8a5fda059d2429c786e88ef1179b27e74e72757ae4f7f2683,True,True,full1800_min10_each_eval_ready,0,False,False
517001af,2,relaxation,target_relaxation,517001af__day1____2023.11.27T13.40.34p03.00,1800,True,180,134,15,31,149,17ead14aa73c2a20f380896d89f5e94e1a8a5a75fa85c309eaa4e01d72b6b4ab,135,63,198,f76411b80d4233da0f00c77612cb7a37c5586352841d388ed4bdd71c0312fb15,True,True,full1800_min10_each_eval_ready,0,False,False
6030f0fd,2,relaxation,target_relaxation,6030f0fd__day1____2023.12.05T15.32.40p03.00,1800,True,180,35,57,88,92,83527806395990a15f303285415f5495d3166f79d07bd8c7e70a1618adba03c6,64,73,137,a5b0c2a453c652362c42041bf40596d89c44ce48f971aba384c79be71140b739,True,True,full1800_min10_each_eval_ready,0,False,False
7072a0e0,2,relaxation,target_relaxation,7072a0e0__day1____2023.12.11T13.28.50p03.00,1800,True,180,13,17,150,30,e222bc05a7daaf55886457debde5a07c0e34a86eeedca59cad76519c0b91d86a,125,178,303,e55870739be886d125d92dd01d640f9b57b93bfd29db2483636f7f034eedd54b,True,True,full1800_min10_each_eval_ready,0,False,False
71a251fa,2,relaxation,target_relaxation,71a251fa__day1____2023.11.28T17.13.45p03.00,1800,False,127,88,7,32,95,2451575f59798cf8f564d9f5a73de146c9f91a5040e3f1147b33bc147a4db3ea,59,91,150,39ceedb484d08d7ea492c231d7e97c4b92d5d798771634b50c2312e3316efedb,True,False,operational_fallback,0,False,False
71c09041,2,relaxation,target_relaxation,71c09041__day1____2023.12.06T13.27.03p03.00,1800,True,180,33,40,107,73,ab96902f0e4eb26682e954970372494214f490abaf6a1783f7a221d41e1d0a92,159,177,336,ba1cfa56cf8aadc23e127a2a0dad65c99ce41364e5b40ffee4be3d8c9b56988a,True,True,full1800_min10_each_eval_ready,0,False,False
9192c107,2,relaxation,target_relaxation,9192c107__day1____2023.12.13T15.29.18p03.00,1800,False,2,2,0,0,2,ccf84d32d9eaae31857ff33b7e92792067afd20dcad063944edf29ce76f05491,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,False,operational_fallback,0,False,False
a02151ac,2,relaxation,target_relaxation,a02151ac__day1____2023.11.29T14.45.43p03.00,1800,True,180,49,39,92,88,1090070b60f6897f9924581804a34b8325d676efee45b181b45b7b4c3cff336c,210,179,389,e1b2cfebf157407c60f828531f5f9895961f3dbf75b100c3fe478e4eec41249b,True,True,full1800_min10_each_eval_ready,0,False,False
d0e2d025,2,relaxation,target_relaxation,d0e2d025__day1____2023.11.30T15.28.34p03.00,1800,True,180,39,40,101,79,fd4915b21909c48fb55797d4e1274571798724726f8d496cb647c918f3c08d01,183,290,473,1df607063182f22488640073a6d918ce5971fc976b891a7a5c5b70c6e5f9c1ec,True,True,full1800_min10_each_eval_ready,0,False,False
d18000a3,2,relaxation,target_relaxation,d18000a3__day1____2024.02.01T14.18.30p01.00,1800,True,180,37,46,97,83,59253eed508d208e8d9f8e258877d46f6739c2bbdae39fb5e65f6b1bdaad259b,181,214,395,7cbae68d1bc4a9384f92a2eb693c847944839bb84696281d593e1ee142ec96f0,True,True,full1800_min10_each_eval_ready,0,False,False
f0f2a1e1,2,relaxation,target_relaxation,f0f2a1e1__day1____2023.12.05T17.42.49p03.00,1800,True,180,89,19,72,108,9834baed87ed0e5a11669ea4585505fb6636e847b6d7aee7a65feb16cb9244aa,129,80,209,f5ed40201f305417313a1065f632fd71c041321821653a3689ceed663b356d44,True,True,full1800_min10_each_eval_ready,0,False,False
1081b177,2,stress,target_stress,1081b177__day1____2023.12.08T11.39.57p03.00,1800,True,180,77,40,63,117,3c90b30b04b4731e136796fc85f297e5b81804c7459b5ebbc3c138dd3accd72e,153,166,319,6293eef1d07861679cf1cb0c1772c2ce42c9fd23d4afd543db35323b34380205,True,True,full1800_min10_each_eval_ready,0,False,False
517001af,2,stress,target_stress,517001af__day1____2023.11.27T13.40.34p03.00,1800,True,180,13,21,146,34,3f2da3c018bf6ca7e0bbe389a6408e93e9fd28deb70b7d8f947794f78e3f0658,9,69,78,15d3c030b9a43345471d98209e1cf388ed498dff5eacfdc6d51f3d3f3dfa8a5b,True,True,full1800_min10_each_eval_ready,0,False,False
6030f0fd,2,stress,target_stress,6030f0fd__day1____2023.12.05T15.32.40p03.00,1800,True,180,70,77,33,147,68284f0255626ee382b5c4e03544c3505c7ebd3cf3ee3af43c54437542cec315,128,27,155,cc7e98106eb1542fa4ea2730598e51b3451255fb5efcf516b512b63c4d51e1e6,True,True,full1800_min10_each_eval_ready,0,False,False
7072a0e0,2,stress,target_stress,7072a0e0__day1____2023.12.11T13.28.50p03.00,1800,True,180,46,13,121,59,f019242fe3cf1cd88061245cb369452ce9e88de65531fc0a0b9351c15e7479ff,84,369,453,b143a484ddcc3b1ca1fbc95f1b747e4e5e29e80893d072b2849f2bfad786b43f,True,True,full1800_min10_each_eval_ready,0,False,False
71a251fa,2,stress,target_stress,71a251fa__day1____2023.11.28T17.13.45p03.00,1800,False,127,6,1,120,7,087ad56dcf119fcf82a19a8d175041c31ecdc6d8e951a5e45d7b0e554900cd9c,37,36,73,31e6c65667860947a668c5d6c6b1cf8c99e81707980b236eecf7d2502b7d5404,True,False,operational_fallback,0,False,False
71c09041,2,stress,target_stress,71c09041__day1____2023.12.06T13.27.03p03.00,1800,True,180,6,4,170,10,7c79b31e73fe59381054a12c47e7e1541bccdede6c4d87dd16cacc0f023d75e6,0,248,248,7d0553d6364beba2d9e219ae07a06a0a9fa37a2a4dfbcad1529335e65a75e009,False,False,operational_fallback,0,False,False
9192c107,2,stress,target_stress,9192c107__day1____2023.12.13T15.29.18p03.00,1800,False,2,2,0,0,2,ccf84d32d9eaae31857ff33b7e92792067afd20dcad063944edf29ce76f05491,0,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,False,operational_fallback,0,False,False
a02151ac,2,stress,target_stress,a02151ac__day1____2023.11.29T14.45.43p03.00,1800,True,180,50,93,37,143,bbe3c564f4ad5f3ffbbd6f72b76649914470569bcb4ea2352c12fceef97cedc4,233,89,322,67f6809f032fc9ebfb036a46a3c3987a25f9446ed34b84380441a7043bb0c12d,True,True,full1800_min10_each_eval_ready,0,False,False
