model,estimator,model_params_hash,outer_fold,subject_id,pm,target_id,lag_seconds,feature_count,calibration_budget_seconds,n_outer_train,n_outer_train_subjects,outer_train_sample_hash,threshold_hash,n_calibration_low,n_calibration_high,n_calibration_extreme,calibration_sample_hash,evaluation_low,evaluation_high,n_evaluation_extreme,evaluation_sample_hash,base_outer_train_sample_weight,personal_total_mass,calibration_low_sample_weight,calibration_high_sample_weight,calibration_low_total_mass,calibration_high_total_mass,specification_hash,run_id
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,8191f1d9,engagement,target_engagement,-10,371,1800,16528,42,346f7b7e7729a5185038ff24672d882799d06a3b9532a846a0a88d310ca16a04,fd819c1414dbc4a71c004ee2f223fde45d23c5e1a929dfb308519bdd81be5cc8,13,97,110,949c89822162160520f836799b710b615acd10bafb849fca8be8afa65854e01f,490,23,513,4e471f685c421c8f5f228c83cb601ac1b1acb50313bead70a1edf37a7dc073ee,1.0,393.5238095238095,15.135531135531135,2.0284732449680902,196.76190476190476,196.76190476190476,cca40c362c1b426c68f713e6ed733d053688a98ca963c0e0723d68e91a82188a,xgboost__fold_05__engagement__8191f1d9__weighted_aug__cca40c362c1b
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,81e150c1,engagement,target_engagement,-10,371,1800,16528,42,346f7b7e7729a5185038ff24672d882799d06a3b9532a846a0a88d310ca16a04,fd819c1414dbc4a71c004ee2f223fde45d23c5e1a929dfb308519bdd81be5cc8,11,86,97,711e8c0ef95c546e313f5a74dd17b1ecc733b4bd337254e2f4491e56f8219902,72,171,243,b9b21e1f06cea130f669aa583ab532190e4b40e20775591068c52b1645dc6d66,1.0,393.5238095238095,17.88744588744589,2.2879291251384273,196.7619047619048,196.76190476190476,366bea3f83efa9ae8ec8986cfdab2be5f80595bc21580825a92111dd85e1ea9c,xgboost__fold_05__engagement__81e150c1__weighted_aug__366bea3f83ef
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,c1a150b1,engagement,target_engagement,-10,371,1800,16528,42,346f7b7e7729a5185038ff24672d882799d06a3b9532a846a0a88d310ca16a04,fd819c1414dbc4a71c004ee2f223fde45d23c5e1a929dfb308519bdd81be5cc8,73,44,117,7cac027bf10572d6e23ab09e8c5640c7d09bc1645aacede8d4c638ed365d2fa2,78,251,329,8f557d984488b50ddfc0c4200e79b56c50140033a49eab39337e11804e51d355,1.0,393.5238095238095,2.695368558382257,4.471861471861472,196.76190476190476,196.7619047619048,a668ed0f375379d17260d502503bfb77de6dfcfc896f95285bdf1026244e1d9f,xgboost__fold_05__engagement__c1a150b1__weighted_aug__a668ed0f3753
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,0001508a,excitement,target_excitement,-10,371,1800,16537,43,c4809372afeffc8c0ab08e218557e903e3bed3671b35dcd9b17b3e80ec3e1e4c,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,56,40,96,42f5af785ec8a9b4a7bba8fcd5ab58c001f265fd4337487f9912edd7d00209eb,27,47,74,0b094782358b6530b924f0b10adf1a6bcddcfd8c6bdb0f644b7b03bd4165ee99,1.0,384.5813953488372,3.4337624584717608,4.807267441860465,192.2906976744186,192.2906976744186,d722f073db1e56c4f9025f5052a84acc0cba8f9c65180f898d987a6c7c09d629,xgboost__fold_05__excitement__0001508a__weighted_aug__d722f073db1e
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,0110f12e,excitement,target_excitement,-10,371,1800,16537,43,c4809372afeffc8c0ab08e218557e903e3bed3671b35dcd9b17b3e80ec3e1e4c,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,60,44,104,9b5f3acd836a2e94bc49861c4ed45c12153754129b904165c78d5a33676227ea,146,162,308,4a1ee735f5a95e473f34f5ab4268a0850097486c5bc8da107ee303c756a267a7,1.0,384.5813953488372,3.20484496124031,4.370243128964059,192.2906976744186,192.2906976744186,5c3c46c3e609054bcb8f117c9416bcc526ed82cf903a225de1ee5733f22609f3,xgboost__fold_05__excitement__0110f12e__weighted_aug__5c3c46c3e609
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,2182c1cd,excitement,target_excitement,-10,371,1800,16537,43,c4809372afeffc8c0ab08e218557e903e3bed3671b35dcd9b17b3e80ec3e1e4c,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,40,115,155,a78c451259f9c34823659bf72f02373062fa24f4b98efe93881f7b8ca43ac206,66,118,184,b7feb518535afb27c88cf394665733240e2cf0e3a7271899ce2ccce19e70fd89,1.0,384.5813953488372,4.807267441860465,1.6720930232558138,192.2906976744186,192.2906976744186,5182978b8d0b681ef2bfa9b11af4c7fb81cfde0180bfc9254a277793e6467d48,xgboost__fold_05__excitement__2182c1cd__weighted_aug__5182978b8d0b
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,219060fa,excitement,target_excitement,-10,371,1800,16537,43,c4809372afeffc8c0ab08e218557e903e3bed3671b35dcd9b17b3e80ec3e1e4c,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,29,53,82,7536b7e20b6f5fcc90e4740b8e537048a0ee1fd6e1f1bdd0213ba973c92f73a8,63,159,222,47682a48d9fc3e1811e08e035b95882aa329f0ca140b8c7c5b5ee8bc5a603572,1.0,384.5813953488372,6.630713712910986,3.628126371215445,192.2906976744186,192.2906976744186,055e23b984d709c828e3685bae1cbda2c9a45651d505ef9c95803bea4a18d6af,xgboost__fold_05__excitement__219060fa__weighted_aug__055e23b984d7
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,71e10186,excitement,target_excitement,-10,371,1800,16537,43,c4809372afeffc8c0ab08e218557e903e3bed3671b35dcd9b17b3e80ec3e1e4c,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,34,57,91,fd6240f35aa909bf63cdc05351807224c4f31e4c52e01ea1a9f99fee6afbd1a5,181,244,425,16ce358ce1494c52ad85bde7e41f6ff7d8c904d64f4b8c46a5ce1fb53051b587,1.0,384.5813953488372,5.6556087551299585,3.373521011831905,192.2906976744186,192.2906976744186,c952a62dd02cd9148ef64c8fe4ceaad04167e16563f2f088b4f746b507c1bd42,xgboost__fold_05__excitement__71e10186__weighted_aug__c952a62dd02c
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,8191f1d9,excitement,target_excitement,-10,371,1800,16537,43,c4809372afeffc8c0ab08e218557e903e3bed3671b35dcd9b17b3e80ec3e1e4c,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,17,91,108,eeedad7e6bb0fc6a423b528e851bccbadd6d993ee0bf5133dfc2c16df5076372,215,224,439,c25903cf3f166704e486ca4d88271b56382ad84acfd8c26cb481102ac457cd3a,1.0,384.5813953488372,11.311217510259917,2.113084589828776,192.2906976744186,192.2906976744186,c25798cc91dcf265280a0833c58146726a0d370cf60387c11280eef31de13ca2,xgboost__fold_05__excitement__8191f1d9__weighted_aug__c25798cc91dc
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,81e150c1,excitement,target_excitement,-10,371,1800,16537,43,c4809372afeffc8c0ab08e218557e903e3bed3671b35dcd9b17b3e80ec3e1e4c,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,39,16,55,7c73c4b95546fab4150a8b970480815703ad5da5f2540ba3d6b3d049e7a65105,54,140,194,486d27becd25f2e329044a131c7a21faa55a44238d61f9f0333455689ef478e0,1.0,384.5813953488372,4.930530709600477,12.018168604651162,192.2906976744186,192.2906976744186,234a015c2a06a704af00853bcaec11e582f63821a491d489dcce53f38d49580e,xgboost__fold_05__excitement__81e150c1__weighted_aug__234a015c2a06
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,f121f1e0,excitement,target_excitement,-10,371,1800,16537,43,c4809372afeffc8c0ab08e218557e903e3bed3671b35dcd9b17b3e80ec3e1e4c,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,42,51,93,fabdb381bde8595663a212930b4008f7a567beae61f01f91b085908e99fe7a21,83,269,352,e99be0e3cbddc25502dd01e5b9058ea83db4c0ed515207bbf0bf5c023c01577f,1.0,384.5813953488372,4.578349944629014,3.770405836753306,192.2906976744186,192.2906976744186,601d7a31171470e1b257cfd13f1884176f679ea067a51bb3b8346eae9782a5ad,xgboost__fold_05__excitement__f121f1e0__weighted_aug__601d7a311714
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,0001508a,focus,target_focus,-10,371,1800,16541,43,a5d17c5668a7a564616395987307aaf225e9945fa5e651416dfd56d7d9442b6a,d1251c35ecfb7ccdf7b0d7e26663f103bb7b943f31fc83ad844ddbed424760ce,99,33,132,a45ad990d45ae8f9d5616f62cb514816bb8c6b7d78a8a6922dca795b2075b055,28,32,60,a6da05ff73ab07be2c1c59108a7c70f81ec913ebe49946db8d35516772651370,1.0,384.6744186046512,1.9428000939628847,5.828400281888654,192.3372093023256,192.3372093023256,861d11854cf171e9e67638ac30e05e6e45314695af029b6cf5ade76a1de5b73f,xgboost__fold_05__focus__0001508a__weighted_aug__861d11854cf1
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,0110f12e,focus,target_focus,-10,371,1800,16541,43,a5d17c5668a7a564616395987307aaf225e9945fa5e651416dfd56d7d9442b6a,d1251c35ecfb7ccdf7b0d7e26663f103bb7b943f31fc83ad844ddbed424760ce,31,42,73,b8f802bd4199e38568a1d44550c214fa5d56e7b9b5e33f298f50aec4709e718c,188,125,313,d730937c1aa6916184c21b9f44ba81aa0a827946bc0caa11865e86704f20d75f,1.0,384.6744186046512,6.204426106526632,4.579457364341086,192.3372093023256,192.33720930232562,ec09af83f30ed048b2716079b44db3d42544c95354f07ac891ec5e69796f0a93,xgboost__fold_05__focus__0110f12e__weighted_aug__ec09af83f30e
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,0182e16c,focus,target_focus,-10,371,1800,16541,43,a5d17c5668a7a564616395987307aaf225e9945fa5e651416dfd56d7d9442b6a,d1251c35ecfb7ccdf7b0d7e26663f103bb7b943f31fc83ad844ddbed424760ce,88,19,107,80c841daa73c9a462115fca5069e89448a497b48f29f3d11d00d45c49c30f0ff,191,53,244,0868f0ee774bff248aa97501d3bbe13a6f8ef3a0059cc4315117e7297a3dd0de,1.0,384.6744186046512,2.185650105708245,10.123011015911873,192.33720930232556,192.3372093023256,6745f9340b6950e7eca30b8396aae7b14feb686d7c0838e85fbe90bfca3f8c90,xgboost__fold_05__focus__0182e16c__weighted_aug__6745f9340b69
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,2182c1cd,focus,target_focus,-10,371,1800,16541,43,a5d17c5668a7a564616395987307aaf225e9945fa5e651416dfd56d7d9442b6a,d1251c35ecfb7ccdf7b0d7e26663f103bb7b943f31fc83ad844ddbed424760ce,35,116,151,22a27c223b4f7603b099c0d2d877b7aba6ee164a30006d9e6c3e4bbd9eaf41a8,62,106,168,15821744601d5d1651deacef09b9db92b565ce4708bd97130a149f967ea9e18d,1.0,384.6744186046512,5.495348837209303,1.6580793905372895,192.3372093023256,192.3372093023256,1903b35c7b42e25d624f6d38ec672f7926897c28c00f0fdb22401d4decf5babc,xgboost__fold_05__focus__2182c1cd__weighted_aug__1903b35c7b42
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,219060fa,focus,target_focus,-10,371,1800,16541,43,a5d17c5668a7a564616395987307aaf225e9945fa5e651416dfd56d7d9442b6a,d1251c35ecfb7ccdf7b0d7e26663f103bb7b943f31fc83ad844ddbed424760ce,87,17,104,28dda53b46028c8c941e74390c4f0be73e2232aede607c50d46b6daa5b9458fa,85,107,192,7466c595a53f1a1e6ce15e6b5b70256b7c4cd18ca3842ba31a071eed7d9553b6,1.0,384.6744186046512,2.210772520716386,11.313953488372093,192.3372093023256,192.33720930232556,3b896182a697986b115176cb2559e299c20ec9e294f3b09ff223a50738d0118e,xgboost__fold_05__focus__219060fa__weighted_aug__3b896182a697
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,71e10186,focus,target_focus,-10,371,1800,16541,43,a5d17c5668a7a564616395987307aaf225e9945fa5e651416dfd56d7d9442b6a,d1251c35ecfb7ccdf7b0d7e26663f103bb7b943f31fc83ad844ddbed424760ce,15,55,70,b1fa0193994e532227a8456b004ae70aa7dfe6294c8a38c5bd5e41c2347b5a52,166,253,419,250c92c8db6820c8f6670807a13255a61c0be6be0e739308a69ac0b5a7c98a00,1.0,384.6744186046512,12.822480620155039,3.4970401691331925,192.3372093023256,192.3372093023256,bc29f14e721754e427d6d5d6f3507f782a353eb52ae24f69817992e0900497d8,xgboost__fold_05__focus__71e10186__weighted_aug__bc29f14e7217
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,f121f1e0,focus,target_focus,-10,371,1800,16541,43,a5d17c5668a7a564616395987307aaf225e9945fa5e651416dfd56d7d9442b6a,d1251c35ecfb7ccdf7b0d7e26663f103bb7b943f31fc83ad844ddbed424760ce,53,58,111,b3ebdc24cefcb62e133296529230299c4cc48a4ace147ada90a9c264f9afeb45,107,260,367,e29d20e0084125003338b7dfa2bf5f0b51859d2e09478cd73da99490c6674b47,1.0,384.6744186046512,3.6290039491004826,3.316158781074579,192.3372093023256,192.3372093023256,f19589230203a0eef4191351745c96f8ee7cf13084e4c1f678ef1ef044ff8254,xgboost__fold_05__focus__f121f1e0__weighted_aug__f19589230203
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,0001508a,interest,target_interest,-10,371,1800,16528,43,6e396b2c20ae510b314530d23b3dd9ef1d7496266d7214d984cdf177230647e0,df1d4a9a8a978ee0e3bcd8ba820067c8fc420fd3f5f02f8d6b88fa7e63bbaac1,31,39,70,59f72242e341cdc87bb4d9fa3f4e77848b414bced3cf0b989ef3423aafe9016e,21,44,65,3147d2d7f3d401978bf693033a3839371d7a9026364d769dda1da1b696935e02,1.0,384.3720930232558,6.199549887471868,4.927847346451998,192.1860465116279,192.18604651162792,8f8de49cea7d85ac49810a57145acbe543305348d2695f21e6066fe321d1e76c,xgboost__fold_05__interest__0001508a__weighted_aug__8f8de49cea7d
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,0110f12e,interest,target_interest,-10,371,1800,16528,43,6e396b2c20ae510b314530d23b3dd9ef1d7496266d7214d984cdf177230647e0,df1d4a9a8a978ee0e3bcd8ba820067c8fc420fd3f5f02f8d6b88fa7e63bbaac1,48,31,79,79b9a33181e557daeffc8d44157288fe5d07fdc5f8edd20ee4ac6a629ffd117e,87,205,292,6503ba40faff8d93881a19984721146ac4c77a4f907d9ab7c4f93d09a8ee7e18,1.0,384.3720930232558,4.003875968992248,6.199549887471868,192.18604651162792,192.1860465116279,846b4086fa584aafb051f370087a95016fd3fc09d9972f1326e2b879a1c15cff,xgboost__fold_05__interest__0110f12e__weighted_aug__846b4086fa58
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,0182e16c,interest,target_interest,-10,371,1800,16528,43,6e396b2c20ae510b314530d23b3dd9ef1d7496266d7214d984cdf177230647e0,df1d4a9a8a978ee0e3bcd8ba820067c8fc420fd3f5f02f8d6b88fa7e63bbaac1,25,122,147,8887b49630a49af29645e2128617021e3cbc767c06727f894a7f64aa5ce5ca01,85,143,228,6f5d296ebce203e0e588f11be6fb911720322e60cfe4742fdab55727222aae34,1.0,384.3720930232558,7.687441860465116,1.5752954632100646,192.1860465116279,192.1860465116279,ec6c7fc000436818335418f4df01481192871c5d1c5ed259d8d779bd9d50c2c1,xgboost__fold_05__interest__0182e16c__weighted_aug__ec6c7fc00043
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,2182c1cd,interest,target_interest,-10,371,1800,16528,43,6e396b2c20ae510b314530d23b3dd9ef1d7496266d7214d984cdf177230647e0,df1d4a9a8a978ee0e3bcd8ba820067c8fc420fd3f5f02f8d6b88fa7e63bbaac1,68,85,153,f5bad54e51b3c63af66a41726ae991938601a571687e3bce9cf2976b5359d04d,111,52,163,3b85025b9c5b868f98b053ea1813dd97dc66a45468a97e3106842ae9396b407f,1.0,384.3720930232558,2.826265389876881,2.2610123119015046,192.1860465116279,192.1860465116279,4563b34d4acc0b244c5f6efebb44957ce410347f4c922b97513fd4af3a3e5c24,xgboost__fold_05__interest__2182c1cd__weighted_aug__4563b34d4acc
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,71e10186,interest,target_interest,-10,371,1800,16528,43,6e396b2c20ae510b314530d23b3dd9ef1d7496266d7214d984cdf177230647e0,df1d4a9a8a978ee0e3bcd8ba820067c8fc420fd3f5f02f8d6b88fa7e63bbaac1,73,21,94,72cd5b200fb0b806c5e0ae92e6c8b32a457a891ce5cdc51c4da42cf76e730c68,182,270,452,15a29d244a55d88a70e12a90e70e064d4f54db08a65fd89cb943f7e363365eac,1.0,384.3720930232558,2.632685568652437,9.151716500553709,192.1860465116279,192.1860465116279,d7977a16b4564b2d828ceec74fa389e17d17391444c9da1f8cde980ea6dd5176,xgboost__fold_05__interest__71e10186__weighted_aug__d7977a16b456
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,8191f1d9,interest,target_interest,-10,371,1800,16528,43,6e396b2c20ae510b314530d23b3dd9ef1d7496266d7214d984cdf177230647e0,df1d4a9a8a978ee0e3bcd8ba820067c8fc420fd3f5f02f8d6b88fa7e63bbaac1,58,82,140,811667a955aab8c6ed419ed62897b965da7a11479b9c92481ea4856513e1369f,539,9,548,8f614b1580ad657fa73584bcaf860bcc890f957249125aa8ff4755562e48fbe9,1.0,384.3720930232558,3.31355252606255,2.3437322745320475,192.1860465116279,192.1860465116279,4f12ffbbca80e3346b8d875b2cf968d4b8af862b3b16762b77adabbf2d125845,xgboost__fold_05__interest__8191f1d9__weighted_aug__4f12ffbbca80
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,f121f1e0,interest,target_interest,-10,371,1800,16528,43,6e396b2c20ae510b314530d23b3dd9ef1d7496266d7214d984cdf177230647e0,df1d4a9a8a978ee0e3bcd8ba820067c8fc420fd3f5f02f8d6b88fa7e63bbaac1,87,57,144,4d87a68cc910f9dc59e430b0dd1f3f37ea955d47949f0775b8b542dca8254112,162,280,442,be30307add2ff46f0100f87110fbdf1da62a5e04ef08853763f0baf196e26282,1.0,384.3720930232558,2.209035017375033,3.3716850265197875,192.18604651162786,192.1860465116279,2f73d55f195ddc1ea42f3d152b6a855b078a9bfeb97a6462ad7123f505423480,xgboost__fold_05__interest__f121f1e0__weighted_aug__2f73d55f195d
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,0001508a,relaxation,target_relaxation,-10,371,1800,16548,43,1f6a8f73338edc08be6c918244ea7a42d13eee1132a7c5cab422880956d63d5a,a638d2bb20962ed825b35f176b1a4005a8304bfc01370b1636d6ce403b817a6a,12,91,103,9e8261ea4655fb6b6c2b8049e921fe375b020360a2279ad0785703135bffdd75,53,59,112,2e5f9dfd935773f60e9920a44c8989bf24090d1e5e160f1786142af0dbefcbd5,1.0,384.83720930232556,16.03488372093023,2.1144901610017888,192.41860465116278,192.41860465116278,2cf574c4df1fb31811c57c7c968b0cd6eb5b65d20c6f79709221fb9c825466df,xgboost__fold_05__relaxation__0001508a__weighted_aug__2cf574c4df1f
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,0110f12e,relaxation,target_relaxation,-10,371,1800,16548,43,1f6a8f73338edc08be6c918244ea7a42d13eee1132a7c5cab422880956d63d5a,a638d2bb20962ed825b35f176b1a4005a8304bfc01370b1636d6ce403b817a6a,86,22,108,c63aed329ff74e692f2a69cbd3a4675541d67e0c278305153d0c2138008e4850,121,236,357,3c0f51a9cea8302ecaea698fb4dc5ffdab602ae45b99fca51cfbe573ecb238bf,1.0,384.83720930232556,2.237425635478637,8.74630021141649,192.41860465116275,192.41860465116275,b9e1b2e38fdffaa538720d98ecd6fd74656d800aafdf429ff2089b15bedd0750,xgboost__fold_05__relaxation__0110f12e__weighted_aug__b9e1b2e38fdf
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,2182c1cd,relaxation,target_relaxation,-10,371,1800,16548,43,1f6a8f73338edc08be6c918244ea7a42d13eee1132a7c5cab422880956d63d5a,a638d2bb20962ed825b35f176b1a4005a8304bfc01370b1636d6ce403b817a6a,49,97,146,8d4e49d5c3a4d2dff2ed91356a99251b7a3813dedaeb8adddd92bae0f1b00ac8,83,97,180,844eb24eefa3249c04caf3efc66a5134e23cc5c11b28e9f32727d8c3667e2713,1.0,384.83720930232556,3.926910299003322,1.9836969551666266,192.41860465116278,192.41860465116278,5618c2f1907c48be990440ef4a05add2d3f1c655f7dc7d493590c641fba10464,xgboost__fold_05__relaxation__2182c1cd__weighted_aug__5618c2f1907c
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,219060fa,relaxation,target_relaxation,-10,371,1800,16548,43,1f6a8f73338edc08be6c918244ea7a42d13eee1132a7c5cab422880956d63d5a,a638d2bb20962ed825b35f176b1a4005a8304bfc01370b1636d6ce403b817a6a,10,104,114,194519598448948f0314ad9339f6bf8cc421ce6020689809dffed88635495cb2,60,171,231,33a913c4fa80e2dc242d8fbd3cc03aed441a73d8fd7e4cb952b79b317923bf60,1.0,384.83720930232556,19.24186046511628,1.8501788908765653,192.41860465116278,192.41860465116278,0fe5682de8a3576ffdbeadf5d3ba2815a9dea5101c1a6911e27d212059fd8d90,xgboost__fold_05__relaxation__219060fa__weighted_aug__0fe5682de8a3
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,81e150c1,relaxation,target_relaxation,-10,371,1800,16548,43,1f6a8f73338edc08be6c918244ea7a42d13eee1132a7c5cab422880956d63d5a,a638d2bb20962ed825b35f176b1a4005a8304bfc01370b1636d6ce403b817a6a,43,28,71,818919767ee2cb24d149631252e2de885c2f5147dd0029254949eb95e11831fc,57,212,269,ebc736f4f73724f507f0b6de3a2e4104a7df35ce492e2ad25aeb4f2cf3f1fdc3,1.0,384.83720930232556,4.474851270957274,6.872093023255814,192.41860465116275,192.41860465116278,ff4b088086f4dd0e7b8834d4c441d6c9a1f2cd1aa8c7e23e288a48a75705998d,xgboost__fold_05__relaxation__81e150c1__weighted_aug__ff4b088086f4
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,c1a150b1,relaxation,target_relaxation,-10,371,1800,16548,43,1f6a8f73338edc08be6c918244ea7a42d13eee1132a7c5cab422880956d63d5a,a638d2bb20962ed825b35f176b1a4005a8304bfc01370b1636d6ce403b817a6a,109,21,130,5f9e3240a167470daa4dcdd9eb78543037a4f6cd994b2cb38801d47b5419a57a,211,97,308,5da8bf7162e8c77122c6ceace4588a8b9a7944d025c2dc5759e2696e700daf59,1.0,384.83720930232556,1.765308299551952,9.162790697674419,192.41860465116278,192.4186046511628,524c9fab8b6c3ca74a40c84271e89e7b75989557cf613aae73912a96b517e2c2,xgboost__fold_05__relaxation__c1a150b1__weighted_aug__524c9fab8b6c
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,f121f1e0,relaxation,target_relaxation,-10,371,1800,16548,43,1f6a8f73338edc08be6c918244ea7a42d13eee1132a7c5cab422880956d63d5a,a638d2bb20962ed825b35f176b1a4005a8304bfc01370b1636d6ce403b817a6a,16,27,43,603832e858beac9ba568fe521aa56d43091e41f2a548e97e0fa85dbcefd48bf7,195,173,368,3f106aa75063d6d5ac2a438a56364eb58e3a1a2e9a60119105c4e974ac847f2b,1.0,384.83720930232556,12.026162790697674,7.126614987080103,192.41860465116278,192.41860465116278,50567bb1eef79df00170f5fdda808743fdf34209a9c141d1ecf62ea11904c4b9,xgboost__fold_05__relaxation__f121f1e0__weighted_aug__50567bb1eef7
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,0001508a,stress,target_stress,-10,371,1800,16523,43,5598d9b428cc8d2daffd3a09ae72357ec7e9584093626d817f11e57cc0f076c5,f830184ed4091f7c1893003e91eb518737ed15e8b5f007bf46bf30fa7cf23cdb,44,87,131,2fe00ef6b49cf993ff03ac83fe4bcb2fa9d5cff38a7f30b1851e6a2a2be81a9b,67,39,106,c7e60c6b6d43fb1a622b52f710061ff2c921677cb01688ed0de749dd9f0a5b98,1.0,384.25581395348837,4.36654334038055,2.2083667468591286,192.12790697674419,192.12790697674419,d56b1753733d59cf569b8015bf1023fc0e7133e3c55e75b17552af1b74fba722,xgboost__fold_05__stress__0001508a__weighted_aug__d56b1753733d
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,5,0110f12e,stress,target_stress,-10,371,1800,16523,43,5598d9b428cc8d2daffd3a09ae72357ec7e9584093626d817f11e57cc0f076c5,f830184ed4091f7c1893003e91eb518737ed15e8b5f007bf46bf30fa7cf23cdb,88,33,121,69ff61828e4ccdf456ea8762a140415ca425f16230500f23d9831bef3ea9c899,173,196,369,78cc4de0249588d36844785f653a8a3da27154ecfdc2009b8cf6d6829464882a,1.0,384.25581395348837,2.183271670190275,5.822057787174066,192.12790697674419,192.12790697674419,66691bf17c128e4f2b2bd4be496e10bfe5a289dd1c46607285a628e05f0caea2,xgboost__fold_05__stress__0110f12e__weighted_aug__66691bf17c12
