model,estimator,model_params_hash,outer_fold,subject_id,pm,target_id,lag_seconds,feature_count,calibration_budget_seconds,n_outer_train,n_outer_train_subjects,outer_train_sample_hash,threshold_hash,n_calibration_low,n_calibration_high,n_calibration_extreme,calibration_sample_hash,evaluation_low,evaluation_high,n_evaluation_extreme,evaluation_sample_hash,base_outer_train_sample_weight,personal_total_mass,calibration_low_sample_weight,calibration_high_sample_weight,calibration_low_total_mass,calibration_high_total_mass,specification_hash,run_id
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3,41e2010c,relaxation,target_relaxation,-10,371,1800,16534,43,859ef1bfd9ab662090b6e308b6572b188a70e20137a1c047b9d4e06fff054f2d,e60bf995e60c88b6af88b34c7d1f44be24f60c5b4257ba68426a2504b9aa025a,23,41,64,b7c4d64bf5cbf1bbb1a97d392986f1675e814f7a659e74c67475da1ddc83b8b3,54,45,99,fa90f03bec54ece536d8b20eeb1e6864b2aa4cb69231f93bc86789bf5199509c,1.0,384.51162790697674,8.358948432760364,4.689166193987521,192.25581395348837,192.25581395348837,9d1d8b7e72818f1ff85cc440a5c6c10faa385e74ab6aa5a26996b002d38e8fa4,xgboost__fold_03__relaxation__41e2010c__weighted_aug__9d1d8b7e7281
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3,5001d09a,relaxation,target_relaxation,-10,371,1800,16534,43,859ef1bfd9ab662090b6e308b6572b188a70e20137a1c047b9d4e06fff054f2d,e60bf995e60c88b6af88b34c7d1f44be24f60c5b4257ba68426a2504b9aa025a,73,30,103,507af79f15ac2478a7bc968bedd3953106cd654eb7b5fdc0d69cb542ead459b9,21,35,56,82cd9462be2ef84973b089ac0f488a4aca61784d0f77d98f91092aceab0a7944,1.0,384.51162790697674,2.633641287034087,6.408527131782946,192.25581395348834,192.25581395348837,5ef494a205387f92312d846682b535403baacae2d9713eb038198760c8634f96,xgboost__fold_03__relaxation__5001d09a__weighted_aug__5ef494a20538
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3,50c02189,relaxation,target_relaxation,-10,371,1800,16534,43,859ef1bfd9ab662090b6e308b6572b188a70e20137a1c047b9d4e06fff054f2d,e60bf995e60c88b6af88b34c7d1f44be24f60c5b4257ba68426a2504b9aa025a,33,64,97,e96acaf2cced65fbd88c7d9f459e9fe3122b92e6d00fa34830f67d7fa34c2401,220,372,592,54cc6dac5b10a2c5f5842398434575c5f91ece0f539cc04d290eab65f42e4465,1.0,384.51162790697674,5.8259337561663145,3.003997093023256,192.25581395348837,192.25581395348837,76c2bfd1c442b824e5775e08f3e8cb7df31a1d73e605dc3296c7673164ffc5a9,xgboost__fold_03__relaxation__50c02189__weighted_aug__76c2bfd1c442
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3,71f21142,relaxation,target_relaxation,-10,371,1800,16534,43,859ef1bfd9ab662090b6e308b6572b188a70e20137a1c047b9d4e06fff054f2d,e60bf995e60c88b6af88b34c7d1f44be24f60c5b4257ba68426a2504b9aa025a,32,69,101,cd017af71f90a1a911bb59a748f437dd3d49bc4dbb0cc1dd2493cd7bb19cd2da,146,111,257,e84cbe38009098df945a2010229dc466e3ec0b40646d449ab40bca5a378b3859,1.0,384.51162790697674,6.007994186046512,2.7863161442534548,192.25581395348837,192.25581395348837,a4126ee093b7d74d28eb57b337f86437ea55e0144156fca50fffdd940c867284,xgboost__fold_03__relaxation__71f21142__weighted_aug__a4126ee093b7
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3,b0700166,relaxation,target_relaxation,-10,371,1800,16534,43,859ef1bfd9ab662090b6e308b6572b188a70e20137a1c047b9d4e06fff054f2d,e60bf995e60c88b6af88b34c7d1f44be24f60c5b4257ba68426a2504b9aa025a,12,50,62,ac69ee81ffaec0d4b44c21f12700df5f2dc788e9f898258e8986ab41c9e18cf9,127,278,405,9ea4d15f9e6c5c4d6d6940feef3eb8c780c6a5f7164d902fb3009fab6b41b586,1.0,384.51162790697674,16.021317829457363,3.8451162790697673,192.25581395348837,192.25581395348837,961326cb464588367be7da802ef4845e0b54506d1c31066f33fc8eea7bf37d07,xgboost__fold_03__relaxation__b0700166__weighted_aug__961326cb4645
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3,d0724095,relaxation,target_relaxation,-10,371,1800,16534,43,859ef1bfd9ab662090b6e308b6572b188a70e20137a1c047b9d4e06fff054f2d,e60bf995e60c88b6af88b34c7d1f44be24f60c5b4257ba68426a2504b9aa025a,36,36,72,141cbf99d521a27e505890569fec75971ff7c8a4b927672eed00290fc1a9f8f4,63,173,236,786b4b3e6e12a9fb21e8c360c67b167329dddb08ffa775d47a890b072a380b7c,1.0,384.51162790697674,5.340439276485788,5.340439276485788,192.25581395348837,192.25581395348837,2dd1f6dd5a6897e0cefe811ea90fa68b6bc32d0ffd5dc2584c9567076581eae2,xgboost__fold_03__relaxation__d0724095__weighted_aug__2dd1f6dd5a68
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3,0012905a,stress,target_stress,-10,371,1800,16507,43,b7d9c058d17c7ccbcb337407c89dce3643aea4836abb54fc1caad17d93661355,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,123,21,144,7a7a75110d601c34e1b47bf7758af608aa136cb541cb5fcedd1ff461f7108ac3,183,252,435,38ad2ba9b860a3bec66587ca6c8a8705c6500c8c96d0b6dbd288aa0823839a77,1.0,383.8837209302326,1.5605029306107017,9.140088593576966,191.9418604651163,191.9418604651163,63f42348c4a0d4c7741f3e4b98d466def0f92d0293204a135e305f623e1a6f85,xgboost__fold_03__stress__0012905a__weighted_aug__63f42348c4a0
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3,20201194,stress,target_stress,-10,371,1800,16507,43,b7d9c058d17c7ccbcb337407c89dce3643aea4836abb54fc1caad17d93661355,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,108,53,161,c4687e24c547073bbddd114aff8f8dc2f8751241ef2cbbddbd0991649287ed3f,137,86,223,eaa39568c4292804ac17333a3313a2e6071b8e74f9ea9d6557f992392ddeb27a,1.0,383.8837209302326,1.7772394487510768,3.621544537077666,191.9418604651163,191.9418604651163,7cef4e12636557523cb553f1c8d71af1747b42fd2ac03c0687bf4dd7271b9755,xgboost__fold_03__stress__20201194__weighted_aug__7cef4e126365
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3,2162c09e,stress,target_stress,-10,371,1800,16507,43,b7d9c058d17c7ccbcb337407c89dce3643aea4836abb54fc1caad17d93661355,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,105,50,155,9ce7b83c96cf2bc02d47aae3ff3f54f84b565b108142aef22e93b3e3d14eedd0,228,123,351,b13a6e8216077cfff973249b6b40d6a7d9821abf8cb0843e38d1999fdec8502a,1.0,383.8837209302326,1.8280177187153932,3.838837209302326,191.9418604651163,191.9418604651163,c78a138c83b6ab744d7d7c06c39d69c2bb7cf2f16f04c9d5f5b3ec4678880471,xgboost__fold_03__stress__2162c09e__weighted_aug__c78a138c83b6
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3,21a031f6,stress,target_stress,-10,371,1800,16507,43,b7d9c058d17c7ccbcb337407c89dce3643aea4836abb54fc1caad17d93661355,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,69,74,143,74a31498bfc4f6227c8995dba8ba08b93a4ada6e0f7d0e1710e2faaefe35cb62,363,119,482,56814786cf9381a8b0d89103c578b35ff0d03bc88d45b86cc7ccebdc35f987bc,1.0,383.8837209302326,2.7817660936973376,2.593808925204274,191.9418604651163,191.9418604651163,631bbf5b7e71172e497f2609dc1b93519b4a4d7e5a43ccb6709d1fea72d8fe0c,xgboost__fold_03__stress__21a031f6__weighted_aug__631bbf5b7e71
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3,41e2010c,stress,target_stress,-10,371,1800,16507,43,b7d9c058d17c7ccbcb337407c89dce3643aea4836abb54fc1caad17d93661355,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,45,105,150,061debf965382c2716ba005b6b4c510cc01a77fb9a95d5fc3f299cced1e4a574,46,102,148,ec6c9d5a2b1c730db4dae03fdc9ca4b0177f79d47aae83e0d4f8e7eaa8598c28,1.0,383.8837209302326,4.265374677002584,1.8280177187153932,191.9418604651163,191.9418604651163,9e0c8e348d228244bcccd37491504ea5225f4623614410f8486353114b42d37e,xgboost__fold_03__stress__41e2010c__weighted_aug__9e0c8e348d22
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3,5001d09a,stress,target_stress,-10,371,1800,16507,43,b7d9c058d17c7ccbcb337407c89dce3643aea4836abb54fc1caad17d93661355,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,73,32,105,ab19a7e84ab90b4e73d557f451ae3bfea03a8bb87adcd3f0625c70e9daa1c7e6,79,50,129,98f4bf5c6248bd80dcb8c3e6fb61910f3017492d2d44a2e9351db972efb42a12,1.0,383.8837209302326,2.6293405543166615,5.998183139534884,191.9418604651163,191.9418604651163,6bcea085f33979bc1a56f516ea238f2379ebbf45dba516a75280a94a6b3c2abb,xgboost__fold_03__stress__5001d09a__weighted_aug__6bcea085f339
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3,50c02189,stress,target_stress,-10,371,1800,16507,43,b7d9c058d17c7ccbcb337407c89dce3643aea4836abb54fc1caad17d93661355,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,156,19,175,3eb3951cf8ef03b800154fea7fa8de930d8b405eb746e3e2859821e15067fbe7,238,431,669,f60083067fd7d7752ef001ba0e7b1969a242bcfe78dac317e2510aa3b90a6522,1.0,383.8837209302326,1.230396541443053,10.102203182374542,191.9418604651163,191.9418604651163,22ec02840d90526b59e9cc9243fcdf3e12d155f7f119fc2bc1d97672e8e1f3ee,xgboost__fold_03__stress__50c02189__weighted_aug__22ec02840d90
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3,b0700166,stress,target_stress,-10,371,1800,16507,43,b7d9c058d17c7ccbcb337407c89dce3643aea4836abb54fc1caad17d93661355,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,93,29,122,a80585c50d5a1c2984a3c615574f15533494b6e6313b8a473328f8d860a1c10f,84,298,382,ef975bcb69998f7b1fefc381428f3112c8bda50cdea3e047f7e3d6b7c39d5e85,1.0,383.8837209302326,2.063890972743186,6.6186848436247,191.94186046511626,191.9418604651163,d6546302279837fbd9b0f72f69be8739156358b90dbe043eb67813b535c7782d,xgboost__fold_03__stress__b0700166__weighted_aug__d65463022798
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3,d0724095,stress,target_stress,-10,371,1800,16507,43,b7d9c058d17c7ccbcb337407c89dce3643aea4836abb54fc1caad17d93661355,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,108,47,155,e95218a4c3d4e8ac97992da9c1a0bf7d37a38b45d6cb9695aa9f45a09aecf33e,251,55,306,83c9ed49eeec9c5aba8050ec4980a007f7bcc04892b378fc886f46cc768a4ab8,1.0,383.8837209302326,1.7772394487510768,4.083869371598219,191.9418604651163,191.9418604651163,f3661cc497cfcd44d65fdba8f90409ca1f7e6c6697fb62e627e468b6ece9a9d8,xgboost__fold_03__stress__d0724095__weighted_aug__f3661cc497cf
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,01c2a0d8,attention,target_attention,-10,371,1800,15937,43,d6bc4dd44a146802aea289085e20f3a5469bc59a944f3a84808d81b7aed2dd74,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,89,59,148,eb3d06eff99c20b68643552548fda2d724bec09899bc82a6497db7dd3dfd22ef,129,105,234,aa0d35b5066706ad664a3f547732f314d9c63fbc8cd3ca6d185f40b2d1b00c0d,1.0,370.6279069767442,2.0821792526783383,3.1409144659046118,185.3139534883721,185.3139534883721,f3157c1a8beb031e55af964f0961cb297ece41fd26a80f5d75b8fe1d2c2255db,xgboost__fold_04__attention__01c2a0d8__weighted_aug__f3157c1a8beb
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,30908049,attention,target_attention,-10,371,1800,15937,43,d6bc4dd44a146802aea289085e20f3a5469bc59a944f3a84808d81b7aed2dd74,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,17,23,40,f73caa5299a136376c65c49ae1bb9b5fd27eb3cb444c8a688fa6d7622cc73751,182,95,277,a98f3daa6cfe4a1080c3d8e31249fc53c73e2c84c5dab3e58e906a150b305f0d,1.0,370.6279069767442,10.900820793433653,8.057128412537917,185.31395348837208,185.3139534883721,a7805e99bff77b0bb1f427dd28aadc833cd72ce240b2d1be1220693eefc358de,xgboost__fold_04__attention__30908049__weighted_aug__a7805e99bff7
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,40009139,attention,target_attention,-10,371,1800,15937,43,d6bc4dd44a146802aea289085e20f3a5469bc59a944f3a84808d81b7aed2dd74,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,106,27,133,00f3bfcb5171eddd4bcbd2dc0a31567adf70b2dda0c837f7c275d9e4799ff45a,42,89,131,9c374c282bbdf5979ec2317011acdc3a5779617957414e5e13ff0ef90451a6aa,1.0,370.6279069767442,1.7482448442299254,6.863479758828596,185.3139534883721,185.3139534883721,332dfc5ded48cd95153b2fe5dbbd0fcfa61c97b418ef942d368770a6958e0efc,xgboost__fold_04__attention__40009139__weighted_aug__332dfc5ded48
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,7092f07b,attention,target_attention,-10,371,1800,15937,43,d6bc4dd44a146802aea289085e20f3a5469bc59a944f3a84808d81b7aed2dd74,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,125,22,147,635c71361c7fc9e61ed2215e261ab2e9b359d4e56775bea693ac2b54b7ff43a9,34,196,230,017ddacdff799be68f3254e0aa3565a1cfad6c14c7850cfec281e82f0aa2f9eb,1.0,370.6279069767442,1.4825116279069768,8.423361522198732,185.3139534883721,185.3139534883721,7f32e6630dbb7991b706b55752c93a2fd7bed55c97a188f1a3f49c3dc82c9f30,xgboost__fold_04__attention__7092f07b__weighted_aug__7f32e6630dbb
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,8030618f,attention,target_attention,-10,371,1800,15937,43,d6bc4dd44a146802aea289085e20f3a5469bc59a944f3a84808d81b7aed2dd74,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,25,81,106,a6a3cc0aeeaabab264743e6fb52c3a89c68df3438a8ef6d12a77295383d786d5,130,76,206,a0fc97f917cb0d9a9d56b34554d3c265f479e0cb5d73e10e98be1a9d1bdc57ea,1.0,370.6279069767442,7.412558139534884,2.287826586276199,185.3139534883721,185.31395348837214,9d60ce33fbad7ca8a9813897f40efda68bf0ec8c21af85fe7aa76470b0d15dfe,xgboost__fold_04__attention__8030618f__weighted_aug__9d60ce33fbad
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,a1b210fc,attention,target_attention,-10,371,1800,15937,43,d6bc4dd44a146802aea289085e20f3a5469bc59a944f3a84808d81b7aed2dd74,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,62,77,139,7f1ddad7919035ba31ec359948350215795d6b6a98fba5da10f9b38c055f8fdd,68,216,284,35503ba14b58aebf968bb70defbd829a8235bdc13ab5d51552797abb9d0bea9f,1.0,370.6279069767442,2.988934733683421,2.4066747206282093,185.3139534883721,185.3139534883721,9ebd61cf65adb09eed6886be1019eeac248b6ab3c3de7f753ddb79916c10c21d,xgboost__fold_04__attention__a1b210fc__weighted_aug__9ebd61cf65ad
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,b112005d,attention,target_attention,-10,371,1800,15937,43,d6bc4dd44a146802aea289085e20f3a5469bc59a944f3a84808d81b7aed2dd74,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,128,23,151,9b0903aa67d101421d3473a138deb06b7f733094bb6541e4196ae3def49a989e,228,188,416,b5fd3c35d5df54505044fbd8f60860fe1b6fd89a49f6aab7bd2a42bc33e26938,1.0,370.6279069767442,1.447765261627907,8.057128412537917,185.3139534883721,185.3139534883721,d9013e7c3b0327ff5dbfcb39fd3220071dbbd88013dd1365eaa210864a1e844d,xgboost__fold_04__attention__b112005d__weighted_aug__d9013e7c3b03
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,d151b0c4,attention,target_attention,-10,371,1800,15937,43,d6bc4dd44a146802aea289085e20f3a5469bc59a944f3a84808d81b7aed2dd74,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,48,22,70,bd88a8e476f322ede73d11f558a85d7a999fc2f55ef452a5332f749141d8807c,190,183,373,b4607bad16d4987bcd82328bea9113fc9c59cda74709dfcc9fa1b31586b7fa0b,1.0,370.6279069767442,3.8607073643410854,8.423361522198732,185.3139534883721,185.3139534883721,a055a53eea9e3abc9857682c3b89c9a7f5a30e2250ca22d00bc1b44e4cf94452,xgboost__fold_04__attention__d151b0c4__weighted_aug__a055a53eea9e
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,f1a0c120,attention,target_attention,-10,371,1800,15937,43,d6bc4dd44a146802aea289085e20f3a5469bc59a944f3a84808d81b7aed2dd74,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,137,12,149,1232d7f4cf51fd1f5edd395798f1b6146c2fcae5f481ba2dfb27a84ebb65a0d6,123,63,186,f8375dd054790fb62ac5d8b681f159e3598a55f5735c0a3897a53301c3bc373b,1.0,370.6279069767442,1.3526565948056357,15.442829457364342,185.3139534883721,185.3139534883721,59835470db1b16552e5affc51ddd121573e7c9112073f33cfd8ed411feb0807f,xgboost__fold_04__attention__f1a0c120__weighted_aug__59835470db1b
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,01c2a0d8,engagement,target_engagement,-10,371,1800,16687,43,986d1415067904080d56b49303685c463e195fe0f6cc22b9219e6da5b4f26546,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,41,49,90,679e0de806cf6b02e9df32f33772c4f359fa5ecea5355f2ce7995e424cb5d23a,218,44,262,4af947be5370fcfb0b0ee503d128919382d3d108a0a9c2e8cf786f18bcf55886,1.0,388.06976744186045,4.732558139534883,3.959895586141433,194.03488372093022,194.03488372093022,74318bc4ce5cfd194786991232e756c222f8e1d280e7dbac392bf363699fd589,xgboost__fold_04__engagement__01c2a0d8__weighted_aug__74318bc4ce5c
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,30908049,engagement,target_engagement,-10,371,1800,16687,43,986d1415067904080d56b49303685c463e195fe0f6cc22b9219e6da5b4f26546,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,59,50,109,e4b4e56961eef4068ba1a4ec7b373ef3a6c107eaa9941a0e2caef6b9e18ede72,167,183,350,3e392d28dfa253fd64d771e858c3ac39a499bd3914353036b4116bd2a0d30b10,1.0,388.06976744186045,3.288726842727631,3.8806976744186046,194.03488372093022,194.03488372093022,ad09602bf78ef8d35d2b533b350952749a54dba77f67dae3754f3cd9ce0f4dc5,xgboost__fold_04__engagement__30908049__weighted_aug__ad09602bf78e
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,40009139,engagement,target_engagement,-10,371,1800,16687,43,986d1415067904080d56b49303685c463e195fe0f6cc22b9219e6da5b4f26546,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,26,57,83,05b6df5931340c68f7dc126072455fe6238875fb8d544171aa7a2748bf074efe,64,104,168,1927cef6a89f14267c555a8dfd74d66d883500c754f9bd16d457c48fcd8514ac,1.0,388.06976744186045,7.4628801431127005,3.404120767033864,194.03488372093022,194.03488372093022,f890e9fe81dae9511a95a61d428b980444538c48a29c255ec59c533018f0eb49,xgboost__fold_04__engagement__40009139__weighted_aug__f890e9fe81da
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,7092f07b,engagement,target_engagement,-10,371,1800,16687,43,986d1415067904080d56b49303685c463e195fe0f6cc22b9219e6da5b4f26546,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,41,61,102,bc4ba75736ad65f5bc7d2cf523e2b1457fd7085cd6d828dbe32873b9d985fb7f,153,46,199,f5870359c2361845fb6452e4390fe85aa53e82bc81d65a523b27eb8add6d5fdb,1.0,388.06976744186045,4.732558139534883,3.1808997331300035,194.03488372093022,194.03488372093022,6627ae05f8cceb31284781ec8fa474aef2dc919842809418704991eb6e6a973f,xgboost__fold_04__engagement__7092f07b__weighted_aug__6627ae05f8cc
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,8030618f,engagement,target_engagement,-10,371,1800,16687,43,986d1415067904080d56b49303685c463e195fe0f6cc22b9219e6da5b4f26546,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,21,37,58,4931fd0cf9c5cf853e8f80ca251792337e1be9a5cbf90c024062cf090d803de9,165,17,182,7f942bb4421a8a1df4b0df11ee43bc50e11c204c21af00ba2e149accce5c20d9,1.0,388.06976744186045,9.239756367663343,5.2441860465116275,194.0348837209302,194.03488372093022,1a544da27aa39ff449f87d68de33420000a7a348497bef6be64c888ccdfa4a60,xgboost__fold_04__engagement__8030618f__weighted_aug__1a544da27aa3
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,a1b210fc,engagement,target_engagement,-10,371,1800,16687,43,986d1415067904080d56b49303685c463e195fe0f6cc22b9219e6da5b4f26546,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,19,106,125,cd59f391ce84c8dac32825f08a5cc8f7b92900c86675ef7d246db66918c7b8df,155,124,279,812fd4be251238ffd4c7f92d17c6f773aa9995b00c1657b078823d0cb84b8c3f,1.0,388.06976744186045,10.21236230110159,1.8305177709521718,194.03488372093022,194.03488372093022,2f2f894f989100ab7d8eff68705109d606ecb3933ed2c1da59813d0b71a16689,xgboost__fold_04__engagement__a1b210fc__weighted_aug__2f2f894f9891
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,b112005d,engagement,target_engagement,-10,371,1800,16687,43,986d1415067904080d56b49303685c463e195fe0f6cc22b9219e6da5b4f26546,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,25,46,71,071474708397f5a044428af87689c36790b5a7e91e47b111190a580fba2d4edc,199,103,302,2110ede6d407c6b646d7a357ab7ad861d5f43c601222fe3ae7660c7894b4e6c5,1.0,388.06976744186045,7.761395348837209,4.218149646107179,194.03488372093022,194.03488372093022,91f5bcdeea74ef78e4085cf4530aba7f484b6811eee686a7353164bc4e79e6e3,xgboost__fold_04__engagement__b112005d__weighted_aug__91f5bcdeea74
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,b1c2f044,engagement,target_engagement,-10,371,1800,16687,43,986d1415067904080d56b49303685c463e195fe0f6cc22b9219e6da5b4f26546,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,96,42,138,94018a802674d39ff0f5434107d4aac777e26bff111352d1deb00f6b7035fbc3,228,69,297,0346616ff7480d6a16abbdb107b2eeea8c02b778841e12db21ac727452f1437e,1.0,388.06976744186045,2.0211967054263567,4.619878183831672,194.03488372093022,194.0348837209302,07c96301a1977156d39e71d73de7239d2e487e3858a561e0eb861e8be675e72e,xgboost__fold_04__engagement__b1c2f044__weighted_aug__07c96301a197
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,d151b0c4,engagement,target_engagement,-10,371,1800,16687,43,986d1415067904080d56b49303685c463e195fe0f6cc22b9219e6da5b4f26546,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,47,47,94,b5d2b6c843a840c3bcd46ca9799f70632aa8722df72fad14b09d762175b54192,244,102,346,4af35eed8938fe4be8389c05c8a93ec4de4704ecf1d51eded50d61df66bf20b8,1.0,388.06976744186045,4.128401781296388,4.128401781296388,194.03488372093022,194.03488372093022,c48730c43945d63de32c4970876ced96f832798fe735a8ec97157e4b1ba31887,xgboost__fold_04__engagement__d151b0c4__weighted_aug__c48730c43945
xgboost,XGBClassifier,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4,01c2a0d8,excitement,target_excitement,-10,371,1800,16689,44,2bf159cea185c08806e5852a0521171522678bfd8d04d9dfff4d87344dd97627,01a9a36af7fd4938668057f58a4af0d4815b36985a13f61e071f1297e75e14d1,91,50,141,ad1838181c78a9500c889460be1936e2d1e2aa26fd69bde66eb3556e7a5ed1ca,106,137,243,6cd7a72869784ddf8c9cb708a5c18dfdefd93e6e600bd2b4d77b35e8be6efbb9,1.0,379.29545454545456,2.084040959040959,3.7929545454545455,189.64772727272728,189.64772727272728,ae4354e9eb7202aff47355cb3fd4134e771e0b3f854aedc568d5ef7ead89d9b3,xgboost__fold_04__excitement__01c2a0d8__weighted_aug__ae4354e9eb72
