model,outer_fold,pm,subject_id,budget_seconds,budget_minutes,budget_fully_available,calibration_low,calibration_high,calibration_extreme,calibration_class_eligible,adaptation_applied,adaptation_reason,personalized_threshold,threshold_shift_from_0_5,median_probability_low,median_probability_high,evaluation_low,evaluation_high,evaluation_extreme,evaluation_sample_hash,zero_shot_balanced_accuracy,personalized_balanced_accuracy,delta_balanced_accuracy,zero_shot_macro_f1,personalized_macro_f1,delta_macro_f1,zero_shot_low_recall,personalized_low_recall,delta_low_recall,zero_shot_high_recall,personalized_high_recall,delta_high_recall,zero_shot_precision,personalized_precision,delta_precision,zero_shot_accuracy,personalized_accuracy,delta_accuracy,zero_shot_roc_auc,zero_shot_pr_auc
xgboost,4,relaxation,30908049,600,10.0,True,2,8,10,True,True,adapted,0.4777729984216421,-0.022227001578357886,0.0002466194018779788,0.9552993774414062,203,104,307,b1ef08f4330270317ef38c823944ee9a3dcac5aa8c1733ad9fb2b3386e7aa7a3,0.8449696854869269,0.8400435771125426,-0.0049261083743842304,0.8465876641918904,0.8400435771125426,-0.006544087079347727,0.9014778325123153,0.8916256157635468,-0.009852216748768461,0.7884615384615384,0.7884615384615384,0.0,0.8483022477283597,0.8400435771125426,-0.008258670615817088,0.8631921824104235,0.8566775244299675,-0.006514657980456029,0.9275767336112163,0.9000764317243605
xgboost,4,relaxation,30908049,900,15.0,True,3,12,15,True,True,adapted,0.4778674732806394,-0.022132526719360612,0.00043556911987252533,0.9552993774414062,203,104,307,b1ef08f4330270317ef38c823944ee9a3dcac5aa8c1733ad9fb2b3386e7aa7a3,0.8449696854869269,0.8400435771125426,-0.0049261083743842304,0.8465876641918904,0.8400435771125426,-0.006544087079347727,0.9014778325123153,0.8916256157635468,-0.009852216748768461,0.7884615384615384,0.7884615384615384,0.0,0.8483022477283597,0.8400435771125426,-0.008258670615817088,0.8631921824104235,0.8566775244299675,-0.006514657980456029,0.9275767336112163,0.9000764317243605
lightgbm,4,relaxation,30908049,300,5.0,True,2,3,5,True,True,adapted,0.4404120022428051,-0.05958799775719492,0.0052921328449634505,0.8755318716406467,203,104,307,b1ef08f4330270317ef38c823944ee9a3dcac5aa8c1733ad9fb2b3386e7aa7a3,0.8432171276998863,0.8332464948844259,-0.0099706328154604,0.8585869903516963,0.8426179084073822,-0.015969081944314123,0.9556650246305419,0.9261083743842364,-0.029556650246305494,0.7307692307692307,0.7403846153846154,0.009615384615384692,0.8839957604663486,0.8556875631951466,-0.02830819727120204,0.8794788273615635,0.8631921824104235,-0.01628664495113996,0.9382341796134899,0.9069973733605619
lightgbm,4,relaxation,30908049,600,10.0,True,2,8,10,True,True,adapted,0.4337863177117605,-0.06621368228823948,0.0052921328449634505,0.8622805025785576,203,104,307,b1ef08f4330270317ef38c823944ee9a3dcac5aa8c1733ad9fb2b3386e7aa7a3,0.8432171276998863,0.8332464948844259,-0.0099706328154604,0.8585869903516963,0.8426179084073822,-0.015969081944314123,0.9556650246305419,0.9261083743842364,-0.029556650246305494,0.7307692307692307,0.7403846153846154,0.009615384615384692,0.8839957604663486,0.8556875631951466,-0.02830819727120204,0.8794788273615635,0.8631921824104235,-0.01628664495113996,0.9382341796134899,0.9069973733605619
lightgbm,4,relaxation,30908049,900,15.0,True,3,12,15,True,True,adapted,0.42855257466382785,-0.07144742533617215,0.008649851964888619,0.848455297362767,203,104,307,b1ef08f4330270317ef38c823944ee9a3dcac5aa8c1733ad9fb2b3386e7aa7a3,0.8432171276998863,0.8332464948844259,-0.0099706328154604,0.8585869903516963,0.8426179084073822,-0.015969081944314123,0.9556650246305419,0.9261083743842364,-0.029556650246305494,0.7307692307692307,0.7403846153846154,0.009615384615384692,0.8839957604663486,0.8556875631951466,-0.02830819727120204,0.8794788273615635,0.8631921824104235,-0.01628664495113996,0.9382341796134899,0.9069973733605619
xgboost,4,interest,30908049,300,5.0,True,21,0,21,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,28,155,183,ca88c281f104430b6ad226df2d4f85c481f5fb27c640fcca966a852079b50918,0.6627880184331797,0.6627880184331797,0.0,0.43947561872090174,0.43947561872090174,0.0,0.9642857142857143,0.9642857142857143,0.0,0.36129032258064514,0.36129032258064514,0.0,0.5983709273182957,0.5983709273182957,0.0,0.453551912568306,0.453551912568306,0.0,0.8232718894009217,0.9595250093482426
xgboost,4,interest,30908049,600,10.0,True,21,3,24,True,True,adapted,0.4044122826308012,-0.0955877173691988,0.016724970191717148,0.7920995950698853,28,155,183,ca88c281f104430b6ad226df2d4f85c481f5fb27c640fcca966a852079b50918,0.6627880184331797,0.6642857142857144,0.001497695852534675,0.43947561872090174,0.4599757711303699,0.020500152409468175,0.9642857142857143,0.9285714285714286,-0.0357142857142857,0.36129032258064514,0.4,0.03870967741935488,0.5983709273182957,0.5936186974789917,-0.004752229839304012,0.453551912568306,0.4808743169398907,0.027322404371584674,0.8232718894009217,0.9595250093482426
xgboost,4,interest,30908049,900,15.0,True,21,6,27,True,True,adapted,0.40926880948245525,-0.09073119051754475,0.016724970191717148,0.8018126487731934,28,155,183,ca88c281f104430b6ad226df2d4f85c481f5fb27c640fcca966a852079b50918,0.6627880184331797,0.6642857142857144,0.001497695852534675,0.43947561872090174,0.4599757711303699,0.020500152409468175,0.9642857142857143,0.9285714285714286,-0.0357142857142857,0.36129032258064514,0.4,0.03870967741935488,0.5983709273182957,0.5936186974789917,-0.004752229839304012,0.453551912568306,0.4808743169398907,0.027322404371584674,0.8232718894009217,0.9595250093482426
lightgbm,4,interest,30908049,300,5.0,True,21,0,21,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,28,155,183,ca88c281f104430b6ad226df2d4f85c481f5fb27c640fcca966a852079b50918,0.6935483870967742,0.6935483870967742,0.0,0.4645002310180194,0.4645002310180194,0.0,1.0,1.0,0.0,0.3870967741935484,0.3870967741935484,0.0,0.6138211382113821,0.6138211382113821,0.0,0.4808743169398907,0.4808743169398907,0.0,0.8557603686635945,0.9692765713122848
lightgbm,4,interest,30908049,600,10.0,True,21,3,24,True,True,adapted,0.39266515280170633,-0.10733484719829367,0.08688002492497962,0.6984502806784331,28,155,183,ca88c281f104430b6ad226df2d4f85c481f5fb27c640fcca966a852079b50918,0.6935483870967742,0.6997695852534562,0.006221198156681984,0.4645002310180194,0.5085677749360613,0.04406754391804191,1.0,0.9285714285714286,-0.0714285714285714,0.3870967741935484,0.47096774193548385,0.08387096774193548,0.6138211382113821,0.607037037037037,-0.006784101174345025,0.4808743169398907,0.5409836065573771,0.060109289617486406,0.8557603686635945,0.9692765713122848
lightgbm,4,interest,30908049,900,15.0,True,21,6,27,True,True,adapted,0.40615944813516364,-0.09384055186483636,0.08688002492497962,0.7254388713453477,28,155,183,ca88c281f104430b6ad226df2d4f85c481f5fb27c640fcca966a852079b50918,0.6935483870967742,0.6868663594470046,-0.006682027649769662,0.4645002310180194,0.49102402022756003,0.026523789209540627,1.0,0.9285714285714286,-0.0714285714285714,0.3870967741935484,0.44516129032258067,0.058064516129032295,0.6138211382113821,0.6019869215291751,-0.011834216682206966,0.4808743169398907,0.5191256830601093,0.03825136612021862,0.8557603686635945,0.9692765713122848
xgboost,4,focus,30908049,300,5.0,True,0,20,20,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,50,431,481,30fa1630ca10f83fc24fad3959d38c3c95fda2735432cf7d6b9678ab90c58a7d,0.8177958236658933,0.8177958236658933,0.0,0.7453632712668856,0.7453632712668856,0.0,0.74,0.74,0.0,0.8955916473317865,0.8955916473317865,0.0,0.7093190292805184,0.7093190292805184,0.0,0.8794178794178794,0.8794178794178794,0.0,0.9015777262180974,0.9855302948979308
xgboost,4,focus,30908049,600,10.0,True,1,39,40,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,50,431,481,30fa1630ca10f83fc24fad3959d38c3c95fda2735432cf7d6b9678ab90c58a7d,0.8177958236658933,0.8177958236658933,0.0,0.7453632712668856,0.7453632712668856,0.0,0.74,0.74,0.0,0.8955916473317865,0.8955916473317865,0.0,0.7093190292805184,0.7093190292805184,0.0,0.8794178794178794,0.8794178794178794,0.0,0.9015777262180974,0.9855302948979308
xgboost,4,focus,30908049,900,15.0,True,4,63,67,True,True,adapted,0.8034188523888588,0.3034188523888588,0.6130473762750626,0.993790328502655,50,431,481,30fa1630ca10f83fc24fad3959d38c3c95fda2735432cf7d6b9678ab90c58a7d,0.8177958236658933,0.8155916473317866,-0.0022041763341067444,0.7453632712668856,0.667948717948718,-0.0774145533181676,0.74,0.84,0.09999999999999998,0.8955916473317865,0.7911832946635731,-0.10440835266821347,0.7093190292805184,0.6476295910393332,-0.061689438241185224,0.8794178794178794,0.7962577962577962,-0.08316008316008316,0.9015777262180974,0.9855302948979308
lightgbm,4,focus,30908049,300,5.0,True,0,20,20,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,50,431,481,30fa1630ca10f83fc24fad3959d38c3c95fda2735432cf7d6b9678ab90c58a7d,0.82707656612529,0.82707656612529,0.0,0.7685541612133344,0.7685541612133344,0.0,0.74,0.74,0.0,0.91415313225058,0.91415313225058,0.0,0.7340294840294841,0.7340294840294841,0.0,0.896049896049896,0.896049896049896,0.0,0.908491879350348,0.9849390649009857
lightgbm,4,focus,30908049,600,10.0,True,1,39,40,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,50,431,481,30fa1630ca10f83fc24fad3959d38c3c95fda2735432cf7d6b9678ab90c58a7d,0.82707656612529,0.82707656612529,0.0,0.7685541612133344,0.7685541612133344,0.0,0.74,0.74,0.0,0.91415313225058,0.91415313225058,0.0,0.7340294840294841,0.7340294840294841,0.0,0.896049896049896,0.896049896049896,0.0,0.908491879350348,0.9849390649009857
lightgbm,4,focus,30908049,900,15.0,True,4,63,67,True,True,adapted,0.9031196775034089,0.40311967750340894,0.8572142797337972,0.9490250752730207,50,431,481,30fa1630ca10f83fc24fad3959d38c3c95fda2735432cf7d6b9678ab90c58a7d,0.82707656612529,0.772784222737819,-0.05429234338747102,0.7685541612133344,0.5515695308921402,-0.2169846303211942,0.74,0.94,0.19999999999999996,0.91415313225058,0.605568445475638,-0.308584686774942,0.7340294840294841,0.6026131126937578,-0.13141637133572626,0.896049896049896,0.6403326403326404,-0.2557172557172557,0.908491879350348,0.9849390649009857
xgboost,1,attention,30c140ca,300,5.0,True,0,26,26,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,101,127,228,6233feb324e6daf7af54a843d3f490a39a73f30069006a91c9f78b172eb1967c,0.8351913931550635,0.8351913931550635,0.0,0.8322880371660859,0.8322880371660859,0.0,0.8514851485148515,0.8514851485148515,0.0,0.8188976377952756,0.8188976377952756,0.0,0.8314702027600032,0.8314702027600032,0.0,0.8333333333333334,0.8333333333333334,0.0,0.9107351680049894,0.9158137489268412
xgboost,1,attention,30c140ca,600,10.0,True,9,30,39,True,True,adapted,0.9976056218147278,0.4976056218147278,0.9968947172164917,0.9983165264129639,101,127,228,6233feb324e6daf7af54a843d3f490a39a73f30069006a91c9f78b172eb1967c,0.8351913931550635,0.5748031496062992,-0.26038824354876433,0.8322880371660859,0.45594343791427305,-0.37634459925181285,0.8514851485148515,1.0,0.14851485148514854,0.8188976377952756,0.14960629921259844,-0.6692913385826771,0.8314702027600032,0.7416267942583732,-0.08984340850162997,0.8333333333333334,0.5263157894736842,-0.3070175438596492,0.9107351680049894,0.9158137489268412
xgboost,1,attention,30c140ca,900,15.0,True,22,30,52,True,True,adapted,0.997803270816803,0.497803270816803,0.9972900152206421,0.9983165264129639,101,127,228,6233feb324e6daf7af54a843d3f490a39a73f30069006a91c9f78b172eb1967c,0.8351913931550635,0.5708661417322834,-0.26432525142278007,0.8322880371660859,0.44889677347821266,-0.38339126368787324,0.8514851485148515,1.0,0.14851485148514854,0.8188976377952756,0.14173228346456693,-0.6771653543307087,0.8314702027600032,0.7404761904761905,-0.09099401228381265,0.8333333333333334,0.5219298245614035,-0.3114035087719299,0.9107351680049894,0.9158137489268412
lightgbm,1,attention,30c140ca,300,5.0,True,0,26,26,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,101,127,228,6233feb324e6daf7af54a843d3f490a39a73f30069006a91c9f78b172eb1967c,0.8312543852810478,0.8312543852810478,0.0,0.8279911016539316,0.8279911016539316,0.0,0.8514851485148515,0.8514851485148515,0.0,0.8110236220472441,0.8110236220472441,0.0,0.8273497688751926,0.8273497688751926,0.0,0.8289473684210527,0.8289473684210527,0.0,0.9086302331020504,0.9105504805537961
lightgbm,1,attention,30c140ca,600,10.0,True,9,30,39,True,True,adapted,0.9624876738036832,0.46248767380368316,0.9610398195202267,0.9639355280871396,101,127,228,6233feb324e6daf7af54a843d3f490a39a73f30069006a91c9f78b172eb1967c,0.8312543852810478,0.5905511811023623,-0.24070320417868551,0.8279911016539316,0.4833986928104575,-0.34459240884347414,0.8514851485148515,1.0,0.14851485148514854,0.8110236220472441,0.18110236220472442,-0.6299212598425197,0.8273497688751926,0.7463414634146341,-0.08100830546055848,0.8289473684210527,0.543859649122807,-0.2850877192982456,0.9086302331020504,0.9105504805537961
lightgbm,1,attention,30c140ca,900,15.0,True,22,30,52,True,True,adapted,0.9626526522752916,0.4626526522752916,0.9613697764634437,0.9639355280871396,101,127,228,6233feb324e6daf7af54a843d3f490a39a73f30069006a91c9f78b172eb1967c,0.8312543852810478,0.5905511811023623,-0.24070320417868551,0.8279911016539316,0.4833986928104575,-0.34459240884347414,0.8514851485148515,1.0,0.14851485148514854,0.8110236220472441,0.18110236220472442,-0.6299212598425197,0.8273497688751926,0.7463414634146341,-0.08100830546055848,0.8289473684210527,0.543859649122807,-0.2850877192982456,0.9086302331020504,0.9105504805537961
xgboost,1,engagement,30c140ca,300,5.0,True,2,13,15,True,False,nonseparated_medians,0.5,0.0,0.4763249112293124,0.34791287779808044,147,44,191,074cccdb84c2db09871004d40f9e61ce9e06b55ccaaba87c7749ed0330fad996,0.7082560296846011,0.7082560296846011,0.0,0.6669737145113005,0.6669737145113005,0.0,0.7346938775510204,0.7346938775510204,0.0,0.6818181818181818,0.6818181818181818,0.0,0.6600142551674982,0.6600142551674982,0.0,0.7225130890052356,0.7225130890052356,0.0,0.7884972170686457,0.6707554551408955
xgboost,1,engagement,30c140ca,600,10.0,True,2,39,41,True,True,adapted,0.5605271137319505,0.06052711373195052,0.4763249112293124,0.6447293162345886,147,44,191,074cccdb84c2db09871004d40f9e61ce9e06b55ccaaba87c7749ed0330fad996,0.7082560296846011,0.7070964749536177,-0.001159554730983392,0.6669737145113005,0.6726484524649663,0.005674737953665798,0.7346938775510204,0.7551020408163265,0.020408163265306034,0.6818181818181818,0.6590909090909091,-0.022727272727272707,0.6600142551674982,0.6635531135531135,0.0035388583856152955,0.7225130890052356,0.7329842931937173,0.010471204188481686,0.7884972170686457,0.6707554551408955
xgboost,1,engagement,30c140ca,900,15.0,True,2,60,62,True,True,adapted,0.5467762476764619,0.046776247676461935,0.4763249112293124,0.6172275841236115,147,44,191,074cccdb84c2db09871004d40f9e61ce9e06b55ccaaba87c7749ed0330fad996,0.7082560296846011,0.7070964749536177,-0.001159554730983392,0.6669737145113005,0.6726484524649663,0.005674737953665798,0.7346938775510204,0.7551020408163265,0.020408163265306034,0.6818181818181818,0.6590909090909091,-0.022727272727272707,0.6600142551674982,0.6635531135531135,0.0035388583856152955,0.7225130890052356,0.7329842931937173,0.010471204188481686,0.7884972170686457,0.6707554551408955
lightgbm,1,engagement,30c140ca,300,5.0,True,2,13,15,True,False,nonseparated_medians,0.5,0.0,0.6382163599960188,0.579329942327847,147,44,191,074cccdb84c2db09871004d40f9e61ce9e06b55ccaaba87c7749ed0330fad996,0.7242578849721706,0.7242578849721706,0.0,0.6501831501831501,0.6501831501831501,0.0,0.6530612244897959,0.6530612244897959,0.0,0.7954545454545454,0.7954545454545454,0.0,0.6606312292358804,0.6606312292358804,0.0,0.6858638743455497,0.6858638743455497,0.0,0.8036487322201609,0.6572233285781295
lightgbm,1,engagement,30c140ca,600,10.0,True,2,39,41,True,True,adapted,0.6628815872911926,0.16288158729119262,0.6382163599960188,0.6875468145863665,147,44,191,074cccdb84c2db09871004d40f9e61ce9e06b55ccaaba87c7749ed0330fad996,0.7242578849721706,0.7183828076685219,-0.005875077303648668,0.6501831501831501,0.7029119189726895,0.05272876878953936,0.6530612244897959,0.8231292517006803,0.17006802721088443,0.7954545454545454,0.6136363636363636,-0.18181818181818177,0.6606312292358804,0.6931227782335248,0.03249154899764439,0.6858638743455497,0.774869109947644,0.08900523560209428,0.8036487322201609,0.6572233285781295
lightgbm,1,engagement,30c140ca,900,15.0,True,2,60,62,True,True,adapted,0.6603906713825628,0.1603906713825628,0.6382163599960188,0.6825649827691068,147,44,191,074cccdb84c2db09871004d40f9e61ce9e06b55ccaaba87c7749ed0330fad996,0.7242578849721706,0.7183828076685219,-0.005875077303648668,0.6501831501831501,0.7029119189726895,0.05272876878953936,0.6530612244897959,0.8231292517006803,0.17006802721088443,0.7954545454545454,0.6136363636363636,-0.18181818181818177,0.6606312292358804,0.6931227782335248,0.03249154899764439,0.6858638743455497,0.774869109947644,0.08900523560209428,0.8036487322201609,0.6572233285781295
xgboost,1,excitement,30c140ca,300,5.0,True,9,14,23,True,True,adapted,0.6260888874530792,0.12608888745307922,0.2598140239715576,0.9923637509346008,141,71,212,87357978b375fa8c6ebf8e56068a3b556dff9aba7fcec4bde7839891674b6696,0.8158026171211668,0.8159524523024673,0.0001498351813005172,0.7689583144128599,0.7803007622688437,0.011342447855983817,0.6879432624113475,0.7304964539007093,0.042553191489361764,0.9436619718309859,0.9014084507042254,-0.04225352112676051,0.781999821603782,0.7819073083778967,-9.251322588532673e-05,0.7735849056603774,0.7877358490566038,0.014150943396226356,0.9176905404055539,0.8839349340833546
xgboost,1,excitement,30c140ca,600,10.0,True,20,19,39,True,True,adapted,0.5603422746062279,0.060342274606227875,0.131459578871727,0.9892249703407288,141,71,212,87357978b375fa8c6ebf8e56068a3b556dff9aba7fcec4bde7839891674b6696,0.8158026171211668,0.8264409149935071,0.010638297872340385,0.7689583144128599,0.7824649412837761,0.013506626870916194,0.6879432624113475,0.7092198581560284,0.021276595744680882,0.9436619718309859,0.9436619718309859,0.0,0.781999821603782,0.790954415954416,0.008954594350633949,0.7735849056603774,0.7877358490566038,0.014150943396226356,0.9176905404055539,0.8839349340833546
xgboost,1,excitement,30c140ca,900,15.0,True,25,29,54,True,True,adapted,0.5465610176324844,0.046561017632484436,0.10885509848594666,0.9842669367790222,141,71,212,87357978b375fa8c6ebf8e56068a3b556dff9aba7fcec4bde7839891674b6696,0.8158026171211668,0.8264409149935071,0.010638297872340385,0.7689583144128599,0.7824649412837761,0.013506626870916194,0.6879432624113475,0.7092198581560284,0.021276595744680882,0.9436619718309859,0.9436619718309859,0.0,0.781999821603782,0.790954415954416,0.008954594350633949,0.7735849056603774,0.7877358490566038,0.014150943396226356,0.9176905404055539,0.8839349340833546
lightgbm,1,excitement,30c140ca,300,5.0,True,9,14,23,True,True,adapted,0.7066504380944227,0.20665043809442274,0.4297304505800256,0.9835704256088199,141,71,212,87357978b375fa8c6ebf8e56068a3b556dff9aba7fcec4bde7839891674b6696,0.8371791029867146,0.8303366297073219,-0.006842473279392691,0.8036127836961555,0.8128772155824329,0.009264431886277347,0.7588652482269503,0.8156028368794326,0.05673758865248224,0.9154929577464789,0.8450704225352113,-0.07042253521126762,0.8017341557164566,0.8051864156515319,0.0034522599350753636,0.8113207547169812,0.8254716981132075,0.014150943396226356,0.920087903306363,0.8938031619170463
lightgbm,1,excitement,30c140ca,600,10.0,True,20,19,39,True,True,adapted,0.6432213909523516,0.14322139095235165,0.30724347592738505,0.9791993059773182,141,71,212,87357978b375fa8c6ebf8e56068a3b556dff9aba7fcec4bde7839891674b6696,0.8371791029867146,0.8302866846468884,-0.006892418339826234,0.8036127836961555,0.8092803030303031,0.005667519334147553,0.7588652482269503,0.8014184397163121,0.042553191489361764,0.9154929577464789,0.8591549295774648,-0.05633802816901412,0.8017341557164566,0.802046222709418,0.00031206699296149054,0.8113207547169812,0.8207547169811321,0.009433962264150941,0.920087903306363,0.8938031619170463
lightgbm,1,excitement,30c140ca,900,15.0,True,25,29,54,True,True,adapted,0.6891466878662591,0.1891466878662591,0.3990940697552001,0.9791993059773182,141,71,212,87357978b375fa8c6ebf8e56068a3b556dff9aba7fcec4bde7839891674b6696,0.8371791029867146,0.8232444311257616,-0.013934671860952985,0.8036127836961555,0.8037735849056604,0.00016080120950490162,0.7588652482269503,0.8014184397163121,0.042553191489361764,0.9154929577464789,0.8450704225352113,-0.07042253521126762,0.8017341557164566,0.7965542521994134,-0.005179903517043116,0.8113207547169812,0.8160377358490566,0.004716981132075415,0.920087903306363,0.8938031619170463
xgboost,1,stress,30c140ca,300,5.0,True,22,5,27,True,True,adapted,0.0992965663317591,-0.4007034336682409,0.009268306661397219,0.18932482600212097,91,147,238,e87de54ed35ff53c97873b18979945b299c5462b8e035e570493aa9ddf857358,0.7681841967556253,0.7569335426478283,-0.01125065410779702,0.7385912698412698,0.760531561461794,0.021940291620524244,0.8901098901098901,0.6703296703296703,-0.21978021978021978,0.6462585034013606,0.8435374149659864,0.19727891156462585,0.7568922305764412,0.7656926406926408,0.008800410116199586,0.7394957983193278,0.7773109243697479,0.037815126050420145,0.8611796366898408,0.920448557940711
xgboost,1,stress,30c140ca,600,10.0,True,38,9,47,True,True,adapted,0.04964103200472891,-0.4503589679952711,0.008963294792920351,0.09031876921653748,91,147,238,e87de54ed35ff53c97873b18979945b299c5462b8e035e570493aa9ddf857358,0.7681841967556253,0.7237048665620094,-0.04447933019361594,0.7385912698412698,0.7330128205128206,-0.005578449328449198,0.8901098901098901,0.5494505494505495,-0.34065934065934056,0.6462585034013606,0.8979591836734694,0.2517006802721088,0.7568922305764412,0.766118274788795,0.009226044212353846,0.7394957983193278,0.7647058823529411,0.025210084033613356,0.8611796366898408,0.920448557940711
xgboost,1,stress,30c140ca,900,15.0,True,44,23,67,True,True,adapted,0.04961861320771277,-0.45038138679228723,0.008963294792920351,0.09027393162250519,91,147,238,e87de54ed35ff53c97873b18979945b299c5462b8e035e570493aa9ddf857358,0.7681841967556253,0.7237048665620094,-0.04447933019361594,0.7385912698412698,0.7330128205128206,-0.005578449328449198,0.8901098901098901,0.5494505494505495,-0.34065934065934056,0.6462585034013606,0.8979591836734694,0.2517006802721088,0.7568922305764412,0.766118274788795,0.009226044212353846,0.7394957983193278,0.7647058823529411,0.025210084033613356,0.8611796366898408,0.920448557940711
lightgbm,1,stress,30c140ca,300,5.0,True,22,5,27,True,True,adapted,0.27909228808686776,-0.22090771191313224,0.06302762323644158,0.4951569529372939,91,147,238,e87de54ed35ff53c97873b18979945b299c5462b8e035e570493aa9ddf857358,0.7948717948717949,0.7639979068550498,-0.030873888016745177,0.7638888888888888,0.7617352614015573,-0.0021536274873314998,0.9230769230769231,0.7252747252747253,-0.19780219780219788,0.6666666666666666,0.8027210884353742,0.13605442176870752,0.7824561403508772,0.7599558336400443,-0.022500306710832918,0.7647058823529411,0.773109243697479,0.008403361344537896,0.8740375270987515,0.9285675265244737
lightgbm,1,stress,30c140ca,600,10.0,True,38,9,47,True,True,adapted,0.16584969609801595,-0.3341503039019841,0.06495075793477338,0.2667486342612585,91,147,238,e87de54ed35ff53c97873b18979945b299c5462b8e035e570493aa9ddf857358,0.7948717948717949,0.7195185766614338,-0.07535321821036112,0.7638888888888888,0.7293697205977907,-0.034519168291098135,0.9230769230769231,0.5274725274725275,-0.39560439560439564,0.6666666666666666,0.9115646258503401,0.24489795918367352,0.7824561403508772,0.7719736963971473,-0.01048244395372988,0.7647058823529411,0.7647058823529411,0.0,0.8740375270987515,0.9285675265244737
lightgbm,1,stress,30c140ca,900,15.0,True,44,23,67,True,True,adapted,0.1491114162006495,-0.3508885837993505,0.06495075793477338,0.2332720744665256,91,147,238,e87de54ed35ff53c97873b18979945b299c5462b8e035e570493aa9ddf857358,0.7948717948717949,0.7119309262166404,-0.08294086865515449,0.7638888888888888,0.7215688689120128,-0.04232001997687607,0.9230769230769231,0.5054945054945055,-0.41758241758241765,0.6666666666666666,0.9183673469387755,0.2517006802721089,0.7824561403508772,0.771551724137931,-0.010904416212946133,0.7647058823529411,0.7605042016806722,-0.004201680672268893,0.8740375270987515,0.9285675265244737
xgboost,1,relaxation,30c140ca,300,5.0,True,0,30,30,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,143,101,244,6dac3309d113aa30a9b0848868f18956374b07d37a2579abf1f104141da3c7c4,0.7103787301807104,0.7103787301807104,0.0,0.656456043956044,0.656456043956044,0.0,0.4405594405594406,0.4405594405594406,0.0,0.9801980198019802,0.9801980198019802,0.0,0.7611516974645467,0.7611516974645467,0.0,0.6639344262295082,0.6639344262295082,0.0,0.8584781555078584,0.8006841090847376
xgboost,1,relaxation,30c140ca,600,10.0,True,0,57,57,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,143,101,244,6dac3309d113aa30a9b0848868f18956374b07d37a2579abf1f104141da3c7c4,0.7103787301807104,0.7103787301807104,0.0,0.656456043956044,0.656456043956044,0.0,0.4405594405594406,0.4405594405594406,0.0,0.9801980198019802,0.9801980198019802,0.0,0.7611516974645467,0.7611516974645467,0.0,0.6639344262295082,0.6639344262295082,0.0,0.8584781555078584,0.8006841090847376
xgboost,1,relaxation,30c140ca,900,15.0,True,0,87,87,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,143,101,244,6dac3309d113aa30a9b0848868f18956374b07d37a2579abf1f104141da3c7c4,0.7103787301807104,0.7103787301807104,0.0,0.656456043956044,0.656456043956044,0.0,0.4405594405594406,0.4405594405594406,0.0,0.9801980198019802,0.9801980198019802,0.0,0.7611516974645467,0.7611516974645467,0.0,0.6639344262295082,0.6639344262295082,0.0,0.8584781555078584,0.8006841090847376
lightgbm,1,relaxation,30c140ca,300,5.0,True,0,30,30,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,143,101,244,6dac3309d113aa30a9b0848868f18956374b07d37a2579abf1f104141da3c7c4,0.6963927161946963,0.6963927161946963,0.0,0.6378072355702844,0.6378072355702844,0.0,0.4125874125874126,0.4125874125874126,0.0,0.9801980198019802,0.9801980198019802,0.0,0.7540983606557377,0.7540983606557377,0.0,0.6475409836065574,0.6475409836065574,0.0,0.8343142006508344,0.7670645889416603
lightgbm,1,relaxation,30c140ca,600,10.0,True,0,57,57,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,143,101,244,6dac3309d113aa30a9b0848868f18956374b07d37a2579abf1f104141da3c7c4,0.6963927161946963,0.6963927161946963,0.0,0.6378072355702844,0.6378072355702844,0.0,0.4125874125874126,0.4125874125874126,0.0,0.9801980198019802,0.9801980198019802,0.0,0.7540983606557377,0.7540983606557377,0.0,0.6475409836065574,0.6475409836065574,0.0,0.8343142006508344,0.7670645889416603
lightgbm,1,relaxation,30c140ca,900,15.0,True,0,87,87,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,143,101,244,6dac3309d113aa30a9b0848868f18956374b07d37a2579abf1f104141da3c7c4,0.6963927161946963,0.6963927161946963,0.0,0.6378072355702844,0.6378072355702844,0.0,0.4125874125874126,0.4125874125874126,0.0,0.9801980198019802,0.9801980198019802,0.0,0.7540983606557377,0.7540983606557377,0.0,0.6475409836065574,0.6475409836065574,0.0,0.8343142006508344,0.7670645889416603
