model,outer_fold,pm,subject_id,budget_seconds,budget_minutes,budget_fully_available,calibration_low,calibration_high,calibration_extreme,calibration_class_eligible,adaptation_applied,adaptation_reason,personalized_threshold,threshold_shift_from_0_5,median_probability_low,median_probability_high,evaluation_low,evaluation_high,evaluation_extreme,evaluation_sample_hash,zero_shot_balanced_accuracy,personalized_balanced_accuracy,delta_balanced_accuracy,zero_shot_macro_f1,personalized_macro_f1,delta_macro_f1,zero_shot_low_recall,personalized_low_recall,delta_low_recall,zero_shot_high_recall,personalized_high_recall,delta_high_recall,zero_shot_precision,personalized_precision,delta_precision,zero_shot_accuracy,personalized_accuracy,delta_accuracy,zero_shot_roc_auc,zero_shot_pr_auc
lightgbm,5,engagement,0001508a,600,10.0,True,5,30,35,True,True,adapted,0.35531531746856093,-0.14468468253143907,0.23754732286962435,0.47308331206749754,97,74,171,0339003edf13477c3490ea7a8d6e1a928090b4378ba7b7799892bdd155fdc504,0.7901922541097799,0.8387433825578156,0.04855112844803566,0.7975732465226398,0.8427864214992928,0.045213174976653,0.9587628865979382,0.9072164948453608,-0.05154639175257736,0.6216216216216216,0.7702702702702703,0.14864864864864868,0.844297520661157,0.8508658008658009,0.006568280204643839,0.8128654970760234,0.847953216374269,0.03508771929824561,0.953886876567289,0.9192455917263573
lightgbm,5,engagement,0001508a,900,15.0,True,13,36,49,True,True,adapted,0.19861296085778674,-0.30138703914221326,0.01965879603391739,0.37756712568165607,97,74,171,0339003edf13477c3490ea7a8d6e1a928090b4378ba7b7799892bdd155fdc504,0.7901922541097799,0.8960016717748676,0.10580941766508767,0.7975732465226398,0.8934210526315789,0.09584780610893906,0.9587628865979382,0.8865979381443299,-0.07216494845360832,0.6216216216216216,0.9054054054054054,0.28378378378378377,0.844297520661157,0.8918527708850289,0.04755525022387186,0.8128654970760234,0.8947368421052632,0.08187134502923976,0.953886876567289,0.9192455917263573
xgboost,5,excitement,0001508a,300,5.0,True,17,2,19,True,True,adapted,0.5092373266816139,0.009237326681613922,0.018578484654426575,0.9998961687088013,44,81,125,96e955cabaad7c18af998bd80659ec1da3c40ad342768a3ffc8772af7ef0fae5,0.9113355780022446,0.9113355780022446,0.0,0.9049692445918861,0.9049692445918861,0.0,0.9090909090909091,0.9090909090909091,0.0,0.9135802469135802,0.9135802469135802,0.0,0.8998908892525914,0.8998908892525914,0.0,0.912,0.912,0.0,0.9812008978675645,0.9906324734335117
xgboost,5,excitement,0001508a,600,10.0,True,29,3,32,True,True,adapted,0.5087186275050044,0.008718627505004406,0.01753309927880764,0.9999041557312012,44,81,125,96e955cabaad7c18af998bd80659ec1da3c40ad342768a3ffc8772af7ef0fae5,0.9113355780022446,0.9113355780022446,0.0,0.9049692445918861,0.9049692445918861,0.0,0.9090909090909091,0.9090909090909091,0.0,0.9135802469135802,0.9135802469135802,0.0,0.8998908892525914,0.8998908892525914,0.0,0.912,0.912,0.0,0.9812008978675645,0.9906324734335117
xgboost,5,excitement,0001508a,900,15.0,True,39,6,45,True,True,adapted,0.5092005953192711,0.009200595319271088,0.018578484654426575,0.9998227059841156,44,81,125,96e955cabaad7c18af998bd80659ec1da3c40ad342768a3ffc8772af7ef0fae5,0.9113355780022446,0.9113355780022446,0.0,0.9049692445918861,0.9049692445918861,0.0,0.9090909090909091,0.9090909090909091,0.0,0.9135802469135802,0.9135802469135802,0.0,0.8998908892525914,0.8998908892525914,0.0,0.912,0.912,0.0,0.9812008978675645,0.9906324734335117
lightgbm,5,excitement,0001508a,300,5.0,True,17,2,19,True,True,adapted,0.5598245543036224,0.059824554303622435,0.12225857270550507,0.9973905359017399,44,81,125,96e955cabaad7c18af998bd80659ec1da3c40ad342768a3ffc8772af7ef0fae5,0.9061447811447811,0.9061447811447811,0.0,0.9040407565077815,0.9040407565077815,0.0,0.8863636363636364,0.8863636363636364,0.0,0.9259259259259259,0.9259259259259259,0.0,0.9020833333333333,0.9020833333333333,0.0,0.912,0.912,0.0,0.9769921436588103,0.9894360693109612
lightgbm,5,excitement,0001508a,600,10.0,True,29,3,32,True,True,adapted,0.5264762918128345,0.026476291812834507,0.05535214438488642,0.9976004392407826,44,81,125,96e955cabaad7c18af998bd80659ec1da3c40ad342768a3ffc8772af7ef0fae5,0.9061447811447811,0.9061447811447811,0.0,0.9040407565077815,0.9040407565077815,0.0,0.8863636363636364,0.8863636363636364,0.0,0.9259259259259259,0.9259259259259259,0.0,0.9020833333333333,0.9020833333333333,0.0,0.912,0.912,0.0,0.9769921436588103,0.9894360693109612
lightgbm,5,excitement,0001508a,900,15.0,True,39,6,45,True,True,adapted,0.5257735414922485,0.02577354149224853,0.05535214438488642,0.9961949385996107,44,81,125,96e955cabaad7c18af998bd80659ec1da3c40ad342768a3ffc8772af7ef0fae5,0.9061447811447811,0.9061447811447811,0.0,0.9040407565077815,0.9040407565077815,0.0,0.8863636363636364,0.8863636363636364,0.0,0.9259259259259259,0.9259259259259259,0.0,0.9020833333333333,0.9020833333333333,0.0,0.912,0.912,0.0,0.9769921436588103,0.9894360693109612
xgboost,5,stress,0001508a,300,5.0,True,16,2,18,True,True,adapted,0.6733362525701523,0.17333625257015228,0.37639090418815613,0.9702816009521484,73,108,181,ded6f655cac50b8fc9ec137ef1b1680023f59a4c96e9d409c391155ff5ded5ba,0.5820015220700152,0.6275367833587011,0.0455352612886859,0.5415849673202615,0.6131297709923664,0.07154480367210492,0.1917808219178082,0.3013698630136986,0.1095890410958904,0.9722222222222222,0.9537037037037037,-0.01851851851851849,0.7318866571018652,0.7418229918229917,0.009936334721126538,0.6574585635359116,0.6906077348066298,0.03314917127071826,0.72843734145104,0.794440217903726
xgboost,5,stress,0001508a,600,10.0,True,33,4,37,True,True,adapted,0.6875193268060684,0.18751932680606842,0.4172525107860565,0.9577861428260803,73,108,181,ded6f655cac50b8fc9ec137ef1b1680023f59a4c96e9d409c391155ff5ded5ba,0.5820015220700152,0.6297564687975646,0.04775494672754943,0.5415849673202615,0.6177978883861237,0.0762129210658622,0.1917808219178082,0.3150684931506849,0.1232876712328767,0.9722222222222222,0.9444444444444444,-0.02777777777777779,0.7318866571018652,0.7320780399274047,0.00019138282553954333,0.6574585635359116,0.6906077348066298,0.03314917127071826,0.72843734145104,0.794440217903726
