model,contrast,target_budget_seconds,reference_budget_seconds,subject_id,delta_balanced_accuracy,delta_macro_f1,delta_low_recall,delta_high_recall,delta_precision,delta_accuracy
xgboost,600s_minus_300s,600,300,7150e10a,0.007716830618629711,0.005975392536881063,-0.013985065402242425,0.029418726639502013,-0.009204796577997998,0.0014298822977467651
xgboost,600s_minus_300s,600,300,71a251fa,0.01199637567134082,0.014008653049258246,-0.008976464148877983,0.03296921549155907,0.013184690640422825,0.014782103317517503
xgboost,600s_minus_300s,600,300,71c09041,0.06182817783745953,0.06139160864219473,0.0029085666102982577,0.12074778906462069,0.008252506407574245,0.03726964074114347
xgboost,600s_minus_300s,600,300,71e10186,0.0,0.0,0.0,0.0,0.0,0.0
xgboost,600s_minus_300s,600,300,71f0603f,0.0035771963492258196,0.004435135869836571,0.002951650848205034,0.004202741850246716,0.0016497546156889475,0.004342242890899017
xgboost,600s_minus_300s,600,300,71f21142,0.01563957256396975,0.02971167115831319,0.009166268133269373,0.022112876994670128,0.01705556009763476,0.02698537407323942
xgboost,600s_minus_300s,600,300,8030618f,-0.007349930020828288,0.012265357313937297,0.04668399733994333,-0.06138385738159935,0.011782511808056007,0.019798913398159645
xgboost,600s_minus_300s,600,300,8191f1d9,0.015183428586901582,0.10457176652540712,0.20469438714372745,-0.17432752996992407,0.0010458565518004503,0.14642133797202284
xgboost,600s_minus_300s,600,300,81e150c1,-0.006836458419820612,-0.005944649569902594,-0.026534710269650152,0.01286179343000915,-0.007118376708759144,-0.006422080412619602
xgboost,600s_minus_300s,600,300,81f1f0fe,0.006732521100789812,0.004654567464601023,-0.04620910758071717,0.059674149782296904,0.0024388256162815036,0.000338600716658366
xgboost,600s_minus_300s,600,300,a02151ac,-0.002426686361312602,-0.0065238793472714995,0.025044259534935276,-0.02989763225756037,-0.009585182213333487,-0.012452034577086213
xgboost,600s_minus_300s,600,300,a1721173,0.0,0.0,0.0,0.0,0.0,0.0
xgboost,600s_minus_300s,600,300,a1b210fc,0.007690628909590047,0.019802896676514026,0.020997256190123714,-0.005615998370943731,0.008618819242751652,0.01953776108770411
xgboost,600s_minus_300s,600,300,b0700166,-0.00407916350279558,-0.0026312441676089593,-0.018281864437650897,0.010123537432059848,0.007940474838082245,0.00506034787686338
xgboost,600s_minus_300s,600,300,b112005d,-0.005201767920355538,-0.01288770960808383,0.008399734907448608,-0.018803270748160017,-0.013289297820165302,-0.02774229127668626
