model,contrast,target_budget_seconds,reference_budget_seconds,metric,observed_mean_delta,bootstrap_ci_low,bootstrap_ci_high,bootstrap_replicates,bootstrap_seed,resampling_unit,n_subjects
xgboost,600s_minus_300s,600,300,balanced_accuracy,0.006530454676531714,0.0018073109776060078,0.011389577229473582,10000,642,subject_id,53
xgboost,600s_minus_300s,600,300,macro_f1,0.0122251649310525,0.005105522079565482,0.020120100758245975,10000,642,subject_id,53
xgboost,900s_minus_300s,900,300,balanced_accuracy,0.009494313398925197,0.003874101120222372,0.015636026621114876,10000,942,subject_id,53
xgboost,900s_minus_300s,900,300,macro_f1,0.015704398569917098,0.007809186376225438,0.024258771710336736,10000,942,subject_id,53
lightgbm,600s_minus_300s,600,300,balanced_accuracy,0.0053052359520636295,1.0237208876741147e-05,0.01089639094114846,10000,742,subject_id,53
lightgbm,600s_minus_300s,600,300,macro_f1,0.011177916255327477,0.0038401650878216375,0.018980630673180742,10000,742,subject_id,53
lightgbm,900s_minus_300s,900,300,balanced_accuracy,0.010832453865733652,0.004959563475937756,0.017117218888560604,10000,1042,subject_id,53
lightgbm,900s_minus_300s,900,300,macro_f1,0.018239852247997398,0.010303527611082454,0.026943158443681448,10000,1042,subject_id,53
