model,budget_seconds,participants,participant_pm_rows,mean_pm_per_participant,min_pm_per_participant,max_pm_per_participant,class_eligible_participant_pm,adaptation_applied_participant_pm,zero_shot_balanced_accuracy_mean,personalized_balanced_accuracy_mean,delta_balanced_accuracy_mean,delta_balanced_accuracy_median,zero_shot_macro_f1_mean,personalized_macro_f1_mean,delta_macro_f1_mean,delta_macro_f1_median,zero_shot_low_recall_mean,personalized_low_recall_mean,delta_low_recall_mean,delta_low_recall_median,zero_shot_high_recall_mean,personalized_high_recall_mean,delta_high_recall_mean,delta_high_recall_median,zero_shot_precision_mean,personalized_precision_mean,delta_precision_mean,delta_precision_median,zero_shot_accuracy_mean,personalized_accuracy_mean,delta_accuracy_mean,delta_accuracy_median
lightgbm,900,50,345,6.9,5,7,294,288,0.756843772831521,0.7716899928098973,0.01484621997837619,0.009708324155412722,0.7174947351483177,0.7413626634478014,0.02386792829948354,0.016792065437523037,0.7530679733161075,0.8010735568632001,0.04800558354709263,0.0473283705781622,0.7606195723469342,0.742306428756594,-0.018313143590340256,-0.018845274838553,0.7786793719877002,0.7829844799813465,0.004305107993646234,0.004442140930164373,0.7559244860591149,0.7779235680982627,0.021999082039147976,0.010500419300573287
lightgbm,1200,50,345,6.9,5,7,317,308,0.756843772831521,0.7738085081716076,0.016964735340086703,0.00876825117152606,0.7174947351483177,0.7444893785007168,0.026994643352399084,0.01886917305005178,0.7530679733161075,0.7998297920185209,0.04676181870241328,0.043292178472976034,0.7606195723469342,0.7477872243246944,-0.012832348022239868,-0.009543395942928776,0.7786793719877002,0.7843867505762071,0.005707378588506997,0.005628417046382014,0.7559244860591149,0.7800316834259065,0.024107197366791636,0.019643619641657742
lightgbm,1800,50,345,6.9,5,7,324,320,0.756843772831521,0.7797669752551565,0.022923202423635537,0.015056851677361514,0.7174947351483177,0.7542714614390214,0.03677672629070363,0.02816346114808219,0.7530679733161075,0.801480601434135,0.048412628118027594,0.03426522172390073,0.7606195723469342,0.7580533490761776,-0.0025662232707565156,0.0,0.7786793719877002,0.7836594673720352,0.004980095384334829,0.006456351798268447,0.7559244860591149,0.7890186957970617,0.03309420973794669,0.02271026923555651
xgboost,900,50,345,6.9,5,7,294,288,0.7551225390598222,0.7686733685455869,0.013550829485764679,0.010731518934983857,0.7162145641679953,0.7384674698218956,0.02225290565390031,0.011777524523944401,0.7504284670876734,0.7838550526865308,0.033426585598857535,0.022895967082013594,0.759816611031971,0.7534916844046426,-0.006324926627328175,-0.0008767353563458194,0.7746667378566605,0.7782345926154854,0.0035678547588250107,0.0008814229197492498,0.7542338031950764,0.7738000363365893,0.01956623314151286,0.011570102229990765
xgboost,1200,50,345,6.9,5,7,317,311,0.7551225390598222,0.7695289823119252,0.014406443252103131,0.013050166876509332,0.7162145641679953,0.7397020680727732,0.023487503904777784,0.016381586872321552,0.7504284670876734,0.7824504805892873,0.03202201350161421,0.02144647330230903,0.759816611031971,0.7566074840345629,-0.0032091269974079363,2.2045855379190398e-05,0.7746667378566605,0.7778265788390206,0.0031598409823601187,0.0021189285245817153,0.7542338031950764,0.7747070350131257,0.02047323181804901,0.01527723292907559
xgboost,1800,50,345,6.9,5,7,324,318,0.7551225390598222,0.7753100051780661,0.020187466118243978,0.01581795289985899,0.7162145641679953,0.7483393899333826,0.032124825765386965,0.018848988121355825,0.7504284670876734,0.7850597789735062,0.03463131188583293,0.01870748432642252,0.759816611031971,0.7655602313826259,0.005743620350655031,0.0,0.7746667378566605,0.7791748602155163,0.004508122358855918,0.0027971621509189637,0.7542338031950764,0.7811458735864698,0.026912070391393206,0.015585500750606869
