model,contrast,target_budget_seconds,reference_budget_seconds,subject_id,delta_balanced_accuracy,delta_macro_f1,delta_low_recall,delta_high_recall,delta_precision,delta_accuracy
xgboost,1800s_minus_900s,1800,900,30908049,-0.00024002243424137149,-0.0004662929034520147,0.023805868117245277,-0.02428591298572791,-0.00015706254915592854,0.002768588130373395
xgboost,1800s_minus_900s,1800,900,30c140ca,0.024042901366103764,0.04240895070588446,0.0729690474841429,-0.024883244751935596,0.02164644595157894,0.043108833922405276
xgboost,1800s_minus_900s,1800,900,3110e0c7,-0.012670567727372628,-0.020929491251413523,-0.004057235517049618,-0.02128389993769564,-0.01909783379507679,-0.015616853761559857
xgboost,1800s_minus_900s,1800,900,40009139,-0.0010367895769247681,0.006122184984931334,-0.035549934259418214,0.03347635510556868,-0.0022654855823756037,0.01084492420870975
xgboost,1800s_minus_900s,1800,900,41e2010c,0.015418058820396041,0.014568028569410085,0.010852765650206986,0.01998335199058532,-0.008078620822160265,0.007215007215007119
xgboost,1800s_minus_900s,1800,900,5001d09a,0.004261504261504179,0.002576334594574181,0.010354510354510515,-0.001831501831501825,0.0028786463296028852,0.0015037593984963404
xgboost,1800s_minus_900s,1800,900,50c02189,-0.0011586616588703524,0.0054954546540394444,-0.07241933621973429,0.07010201290199403,0.0038620480402709045,0.0041878386628010356
xgboost,1800s_minus_900s,1800,900,517001af,-0.008113193624557202,-0.008817209268500714,-0.0028335301062573093,-0.013392857142857206,-0.0051316390673744605,-0.008432652442654565
xgboost,1800s_minus_900s,1800,900,6030f0fd,0.021043029260336743,0.04032262005909604,-0.0014891358641357932,0.04357519438480928,0.010616272777722702,0.04092423708967774
xgboost,1800s_minus_900s,1800,900,7072a0e0,0.005251418715904177,0.019380784959047714,-0.045085703155550605,0.05558854058735896,0.01511501190437714,0.019300908065868816
xgboost,1800s_minus_900s,1800,900,7092f07b,0.022982534854442682,0.06714615808383118,-0.08158340498130634,0.1275484746901917,0.021149021199448725,0.08202831260990517
xgboost,1800s_minus_900s,1800,900,7150e10a,0.010503400878572489,0.023802600970035948,0.027643461914642953,-0.0066366601574979756,0.006370074853144336,0.029369126503879905
xgboost,1800s_minus_900s,1800,900,71a251fa,0.034960915179511276,0.049315169841684825,0.08459564860426927,-0.014673818245246828,0.010338886286504256,0.04959610828001737
xgboost,1800s_minus_900s,1800,900,71c09041,-0.035925839373869395,-0.031092440527256127,-0.09173492513320236,0.01988324638546346,-0.017125444170354776,-0.021358732361382415
xgboost,1800s_minus_900s,1800,900,71e10186,-0.0002578648788035265,-0.00032160280954174336,-0.000515729757607053,0.0,-0.00035787616047633364,-0.0003167564143173873
xgboost,1800s_minus_900s,1800,900,71f0603f,0.0013359095249320108,0.0024569625134421846,0.014731272249533522,-0.012059453199669612,-0.0026790372375112836,-2.9561313522608046e-06
xgboost,1800s_minus_900s,1800,900,71f21142,0.004867050004764506,0.014521047949980215,-0.03533437287837127,0.04506847288790017,-0.006744946848758815,0.004575988644616058
xgboost,1800s_minus_900s,1800,900,8030618f,-0.0001919795959064441,-0.001490270459492904,0.0018814518814517234,-0.0022654110732650556,-0.0014638225614377331,0.0004395631106985931
xgboost,1800s_minus_900s,1800,900,8191f1d9,0.023630999683004084,-0.036363856116921944,-0.04953036712734604,0.09679236649335388,0.002386667238064244,-0.0879067092601713
