model,outer_fold,pm,subject_id,budget_seconds,budget_minutes,budget_fully_available,calibration_low,calibration_high,calibration_extreme,calibration_class_eligible,adaptation_applied,adaptation_reason,personalized_threshold,threshold_shift_from_0_5,median_probability_low,median_probability_high,evaluation_low,evaluation_high,evaluation_extreme,evaluation_sample_hash,zero_shot_balanced_accuracy,personalized_balanced_accuracy,delta_balanced_accuracy,zero_shot_macro_f1,personalized_macro_f1,delta_macro_f1,zero_shot_low_recall,personalized_low_recall,delta_low_recall,zero_shot_high_recall,personalized_high_recall,delta_high_recall,zero_shot_precision,personalized_precision,delta_precision,zero_shot_accuracy,personalized_accuracy,delta_accuracy
lightgbm,5,engagement,0001508a,1200,20.0,True,36,38,74,True,True,adapted,0.2179899034540208,-0.2820100965459792,0.013999104904256333,0.4219807020037853,34,68,102,fcce3680fa7beb162dc83d583f5ec4062fb67da959d3903be556c50bcbe44a85,0.8014705882352942,0.8970588235294117,0.09558823529411753,0.7508549096238397,0.8912579957356077,0.140403086111768,0.9411764705882353,0.8823529411764706,-0.05882352941176472,0.6617647058823529,0.9117647058823529,0.25,0.76963249516441,0.8863636363636365,0.11673114119922645,0.7549019607843137,0.9019607843137255,0.1470588235294118
lightgbm,5,engagement,0001508a,1800,30.0,True,76,42,118,True,True,adapted,0.17800870586306816,-0.32199129413693184,0.008305028381621733,0.3477123833445146,34,68,102,fcce3680fa7beb162dc83d583f5ec4062fb67da959d3903be556c50bcbe44a85,0.8014705882352942,0.9044117647058824,0.1029411764705882,0.7508549096238397,0.9014492753623189,0.15059436573847917,0.9411764705882353,0.8823529411764706,-0.05882352941176472,0.6617647058823529,0.9264705882352942,0.26470588235294124,0.76963249516441,0.8987206823027718,0.1290881871383618,0.7549019607843137,0.9117647058823529,0.1568627450980392
xgboost,5,excitement,0001508a,900,15.0,True,39,6,45,True,True,adapted,0.5092005953192711,0.009200595319271088,0.018578484654426575,0.9998227059841156,27,47,74,0b094782358b6530b924f0b10adf1a6bcddcfd8c6bdb0f644b7b03bd4165ee99,0.9018912529550827,0.9018912529550827,0.0,0.8987292277614858,0.8987292277614858,0.0,0.8888888888888888,0.8888888888888888,0.0,0.9148936170212766,0.9148936170212766,0.0,0.8959627329192547,0.8959627329192547,0.0,0.9054054054054054,0.9054054054054054,0.0
xgboost,5,excitement,0001508a,1200,20.0,True,43,17,60,True,True,adapted,0.5072118686512113,0.007211868651211262,0.015094885602593422,0.9993288516998291,27,47,74,0b094782358b6530b924f0b10adf1a6bcddcfd8c6bdb0f644b7b03bd4165ee99,0.9018912529550827,0.9018912529550827,0.0,0.8987292277614858,0.8987292277614858,0.0,0.8888888888888888,0.8888888888888888,0.0,0.9148936170212766,0.9148936170212766,0.0,0.8959627329192547,0.8959627329192547,0.0,0.9054054054054054,0.9054054054054054,0.0
xgboost,5,excitement,0001508a,1800,30.0,True,56,40,96,True,True,adapted,0.5067518488503993,0.006751848850399256,0.014362004585564137,0.9991416931152344,27,47,74,0b094782358b6530b924f0b10adf1a6bcddcfd8c6bdb0f644b7b03bd4165ee99,0.9018912529550827,0.9018912529550827,0.0,0.8987292277614858,0.8987292277614858,0.0,0.8888888888888888,0.8888888888888888,0.0,0.9148936170212766,0.9148936170212766,0.0,0.8959627329192547,0.8959627329192547,0.0,0.9054054054054054,0.9054054054054054,0.0
lightgbm,5,excitement,0001508a,900,15.0,True,39,6,45,True,True,adapted,0.5257735414922485,0.02577354149224853,0.05535214438488642,0.9961949385996107,27,47,74,0b094782358b6530b924f0b10adf1a6bcddcfd8c6bdb0f644b7b03bd4165ee99,0.8861308116627266,0.8861308116627266,0.0,0.8952900747928038,0.8952900747928038,0.0,0.8148148148148148,0.8148148148148148,0.0,0.9574468085106383,0.9574468085106383,0.0,0.9083333333333333,0.9083333333333333,0.0,0.9054054054054054,0.9054054054054054,0.0
lightgbm,5,excitement,0001508a,1200,20.0,True,43,17,60,True,True,adapted,0.5209074436167591,0.020907443616759114,0.05220338772437819,0.9896114995091401,27,47,74,0b094782358b6530b924f0b10adf1a6bcddcfd8c6bdb0f644b7b03bd4165ee99,0.8861308116627266,0.8861308116627266,0.0,0.8952900747928038,0.8952900747928038,0.0,0.8148148148148148,0.8148148148148148,0.0,0.9574468085106383,0.9574468085106383,0.0,0.9083333333333333,0.9083333333333333,0.0,0.9054054054054054,0.9054054054054054,0.0
lightgbm,5,excitement,0001508a,1800,30.0,True,56,40,96,True,True,adapted,0.5226674146217413,0.022667414621741266,0.052171331837732794,0.9931634974057497,27,47,74,0b094782358b6530b924f0b10adf1a6bcddcfd8c6bdb0f644b7b03bd4165ee99,0.8861308116627266,0.8861308116627266,0.0,0.8952900747928038,0.8952900747928038,0.0,0.8148148148148148,0.8148148148148148,0.0,0.9574468085106383,0.9574468085106383,0.0,0.9083333333333333,0.9083333333333333,0.0,0.9054054054054054,0.9054054054054054,0.0
xgboost,5,stress,0001508a,900,15.0,True,38,18,56,True,True,adapted,0.6631799042224884,0.1631799042224884,0.3648502230644226,0.9615095853805542,67,39,106,c7e60c6b6d43fb1a622b52f710061ff2c921677cb01688ed0de749dd9f0a5b98,0.5671641791044776,0.606582472254114,0.03941829314963641,0.40518575851393185,0.48735119047619047,0.08216543196225862,0.13432835820895522,0.23880597014925373,0.1044776119402985,1.0,0.9743589743589743,-0.02564102564102566,0.7010309278350515,0.6840713813615333,-0.01695954647351816,0.4528301886792453,0.5094339622641509,0.05660377358490565
xgboost,5,stress,0001508a,1200,20.0,True,41,39,80,True,True,adapted,0.6554207056760788,0.1554207056760788,0.33552929759025574,0.9753121137619019,67,39,106,c7e60c6b6d43fb1a622b52f710061ff2c921677cb01688ed0de749dd9f0a5b98,0.5671641791044776,0.606582472254114,0.03941829314963641,0.40518575851393185,0.48735119047619047,0.08216543196225862,0.13432835820895522,0.23880597014925373,0.1044776119402985,1.0,0.9743589743589743,-0.02564102564102566,0.7010309278350515,0.6840713813615333,-0.01695954647351816,0.4528301886792453,0.5094339622641509,0.05660377358490565
xgboost,5,stress,0001508a,1800,30.0,True,44,87,131,True,True,adapted,0.6359863430261612,0.1359863430261612,0.30976900458335876,0.9622036814689636,67,39,106,c7e60c6b6d43fb1a622b52f710061ff2c921677cb01688ed0de749dd9f0a5b98,0.5671641791044776,0.606582472254114,0.03941829314963641,0.40518575851393185,0.48735119047619047,0.08216543196225862,0.13432835820895522,0.23880597014925373,0.1044776119402985,1.0,0.9743589743589743,-0.02564102564102566,0.7010309278350515,0.6840713813615333,-0.01695954647351816,0.4528301886792453,0.5094339622641509,0.05660377358490565
lightgbm,5,stress,0001508a,900,15.0,True,38,18,56,True,True,adapted,0.6873894967135874,0.1873894967135874,0.46729685840848234,0.9074821350186926,67,39,106,c7e60c6b6d43fb1a622b52f710061ff2c921677cb01688ed0de749dd9f0a5b98,0.6791044776119403,0.7728664370455415,0.09376195943360122,0.5860503133230406,0.726195778035094,0.14014546471205347,0.3582089552238806,0.5970149253731343,0.2388059701492537,1.0,0.9487179487179487,-0.05128205128205132,0.7378048780487805,0.7652529761904762,0.027448098141695687,0.5943396226415094,0.7264150943396226,0.13207547169811318
lightgbm,5,stress,0001508a,1200,20.0,True,41,39,80,True,True,adapted,0.6742500615448714,0.17425006154487144,0.442977131829312,0.9055229912604308,67,39,106,c7e60c6b6d43fb1a622b52f710061ff2c921677cb01688ed0de749dd9f0a5b98,0.6791044776119403,0.7579410639112132,0.07883658629927293,0.5860503133230406,0.7075211392968402,0.12147082597379966,0.3582089552238806,0.5671641791044776,0.208955223880597,1.0,0.9487179487179487,-0.05128205128205132,0.7378048780487805,0.7553030303030303,0.017498152254249777,0.5943396226415094,0.7075471698113207,0.1132075471698113
lightgbm,5,stress,0001508a,1800,30.0,True,44,87,131,True,True,adapted,0.6620358464472296,0.16203584644722957,0.44255454224828994,0.8815171506461692,67,39,106,c7e60c6b6d43fb1a622b52f710061ff2c921677cb01688ed0de749dd9f0a5b98,0.6791044776119403,0.750478377344049,0.07137389973210873,0.5860503133230406,0.6981132075471698,0.11206289422412918,0.3582089552238806,0.5522388059701493,0.19402985074626872,1.0,0.9487179487179487,-0.05128205128205132,0.7378048780487805,0.750478377344049,0.012673499295268509,0.5943396226415094,0.6981132075471698,0.10377358490566035
xgboost,5,relaxation,0001508a,900,15.0,True,5,32,37,True,True,adapted,0.9491346627473831,0.4491346627473831,0.9013851881027222,0.9968841373920441,53,59,112,2e5f9dfd935773f60e9920a44c8989bf24090d1e5e160f1786142af0dbefcbd5,0.5471698113207547,0.6320754716981132,0.08490566037735847,0.4416285832987121,0.5847514022245461,0.14312281892583406,0.09433962264150944,0.2641509433962264,0.16981132075471697,1.0,1.0,0.0,0.7757009345794392,0.8010204081632653,0.025319473583826024,0.5714285714285714,0.6517857142857143,0.0803571428571429
xgboost,5,relaxation,0001508a,1200,20.0,True,10,48,58,True,True,adapted,0.8831218630075455,0.38312186300754547,0.7674317359924316,0.9988119900226593,53,59,112,2e5f9dfd935773f60e9920a44c8989bf24090d1e5e160f1786142af0dbefcbd5,0.5471698113207547,0.6132075471698113,0.06603773584905659,0.4416285832987121,0.5556845670053217,0.11405598370660958,0.09433962264150944,0.22641509433962265,0.1320754716981132,1.0,1.0,0.0,0.7757009345794392,0.7949999999999999,0.0192990654205607,0.5714285714285714,0.6339285714285714,0.0625
xgboost,5,relaxation,0001508a,1800,30.0,True,12,91,103,True,True,adapted,0.9352037012577057,0.4352037012577057,0.8713421821594238,0.9990652203559875,53,59,112,2e5f9dfd935773f60e9920a44c8989bf24090d1e5e160f1786142af0dbefcbd5,0.5471698113207547,0.6226415094339622,0.07547169811320753,0.4416285832987121,0.5703874184886844,0.12875883518997228,0.09433962264150944,0.24528301886792453,0.1509433962264151,1.0,1.0,0.0,0.7757009345794392,0.797979797979798,0.022278863400358784,0.5714285714285714,0.6428571428571429,0.07142857142857151
lightgbm,5,relaxation,0001508a,900,15.0,True,5,32,37,True,True,adapted,0.9005703279113281,0.4005703279113281,0.8318251250599731,0.9693155307626831,53,59,112,2e5f9dfd935773f60e9920a44c8989bf24090d1e5e160f1786142af0dbefcbd5,0.5660377358490566,0.6915574032619124,0.1255196674128558,0.4764227642276423,0.6773461370580532,0.20092337283041095,0.1320754716981132,0.4339622641509434,0.30188679245283023,1.0,0.9491525423728814,-0.05084745762711862,0.780952380952381,0.7678890876565295,-0.01306329329585143,0.5892857142857143,0.7053571428571429,0.1160714285714286
lightgbm,5,relaxation,0001508a,1200,20.0,True,10,48,58,True,True,adapted,0.850848638998009,0.350848638998009,0.7246987769076341,0.9769985010883838,53,59,112,2e5f9dfd935773f60e9920a44c8989bf24090d1e5e160f1786142af0dbefcbd5,0.5660377358490566,0.6896386312759835,0.12360089542692687,0.4764227642276423,0.669261744966443,0.19283898073880068,0.1320754716981132,0.39622641509433965,0.26415094339622647,1.0,0.9830508474576272,-0.016949152542372836,0.780952380952381,0.7994949494949495,0.018542568542568527,0.5892857142857143,0.7053571428571429,0.1160714285714286
