model,outer_fold,pm,subject_id,budget_seconds,budget_minutes,budget_fully_available,calibration_low,calibration_high,calibration_extreme,calibration_class_eligible,adaptation_applied,adaptation_reason,personalized_threshold,threshold_shift_from_0_5,median_probability_low,median_probability_high,evaluation_low,evaluation_high,evaluation_extreme,evaluation_sample_hash,zero_shot_balanced_accuracy,personalized_balanced_accuracy,delta_balanced_accuracy,zero_shot_macro_f1,personalized_macro_f1,delta_macro_f1,zero_shot_low_recall,personalized_low_recall,delta_low_recall,zero_shot_high_recall,personalized_high_recall,delta_high_recall,zero_shot_precision,personalized_precision,delta_precision,zero_shot_accuracy,personalized_accuracy,delta_accuracy
lightgbm,1,interest,3110e0c7,900,15.0,True,26,9,35,True,True,adapted,0.20885748070251411,-0.2911425192974859,0.02041735169506647,0.39729760970996175,130,77,207,1c52cc19f3be3879d4d55b7af6ba78d8098458963bce35cdd07bfaa9b77a1f86,0.5561938061938062,0.5167832167832168,-0.03941058941058939,0.5001289475535132,0.42312127618681533,-0.0770076713666979,0.34615384615384615,0.2153846153846154,-0.13076923076923075,0.7662337662337663,0.8181818181818182,0.051948051948051965,0.5620039682539683,0.5242424242424242,-0.03776154401154408,0.5024154589371981,0.4396135265700483,-0.06280193236714976
lightgbm,1,interest,3110e0c7,1200,20.0,True,37,24,61,True,True,adapted,0.13741941186179848,-0.3625805881382015,0.020957388777886592,0.25388143494571036,130,77,207,1c52cc19f3be3879d4d55b7af6ba78d8098458963bce35cdd07bfaa9b77a1f86,0.5561938061938062,0.5259240759240759,-0.030269730269730344,0.5001289475535132,0.42506943605844705,-0.07505951149506618,0.34615384615384615,0.2076923076923077,-0.13846153846153844,0.7662337662337663,0.8441558441558441,0.07792207792207784,0.5620039682539683,0.5396062271062271,-0.02239774114774118,0.5024154589371981,0.4444444444444444,-0.05797101449275366
lightgbm,1,interest,3110e0c7,1800,30.0,True,51,49,100,True,True,adapted,0.19930614387757806,-0.30069385612242194,0.020579064945346608,0.3780332228098095,130,77,207,1c52cc19f3be3879d4d55b7af6ba78d8098458963bce35cdd07bfaa9b77a1f86,0.5561938061938062,0.512937062937063,-0.043256743256743224,0.5001289475535132,0.4171539961013645,-0.08297495145214873,0.34615384615384615,0.2076923076923077,-0.13846153846153844,0.7662337662337663,0.8181818181818182,0.051948051948051965,0.5620039682539683,0.5190273288275051,-0.042976639426463126,0.5024154589371981,0.43478260869565216,-0.06763285024154592
xgboost,1,focus,3110e0c7,900,15.0,True,21,0,21,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,37,185,222,f9c03b5d4c62318fd1263b5af6ec519c3a8859d5f192852cd20660658954a74d,0.572972972972973,0.572972972972973,0.0,0.5546504559270516,0.5546504559270516,0.0,0.3783783783783784,0.3783783783783784,0.0,0.7675675675675676,0.7675675675675676,0.0,0.55311004784689,0.55311004784689,0.0,0.7027027027027027,0.7027027027027027,0.0
xgboost,1,focus,3110e0c7,1200,20.0,True,25,5,30,True,True,adapted,0.06243004836142063,-0.43756995163857937,0.042685989290475845,0.08217410743236542,37,185,222,f9c03b5d4c62318fd1263b5af6ec519c3a8859d5f192852cd20660658954a74d,0.572972972972973,0.5243243243243243,-0.04864864864864871,0.5546504559270516,0.5240307307486154,-0.030619725178436252,0.3783783783783784,0.13513513513513514,-0.24324324324324326,0.7675675675675676,0.9135135135135135,0.1459459459459459,0.55311004784689,0.5394456289978677,-0.013664418849022253,0.7027027027027027,0.7837837837837838,0.08108108108108103
xgboost,1,focus,3110e0c7,1800,30.0,True,28,41,69,True,False,nonseparated_medians,0.5,0.0,0.04477016441524029,0.04158707335591316,37,185,222,f9c03b5d4c62318fd1263b5af6ec519c3a8859d5f192852cd20660658954a74d,0.572972972972973,0.572972972972973,0.0,0.5546504559270516,0.5546504559270516,0.0,0.3783783783783784,0.3783783783783784,0.0,0.7675675675675676,0.7675675675675676,0.0,0.55311004784689,0.55311004784689,0.0,0.7027027027027027,0.7027027027027027,0.0
lightgbm,1,focus,3110e0c7,900,15.0,True,21,0,21,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,37,185,222,f9c03b5d4c62318fd1263b5af6ec519c3a8859d5f192852cd20660658954a74d,0.5486486486486487,0.5486486486486487,0.0,0.5317151430523782,0.5317151430523782,0.0,0.35135135135135137,0.35135135135135137,0.0,0.745945945945946,0.745945945945946,0.0,0.5342592592592592,0.5342592592592592,0.0,0.6801801801801802,0.6801801801801802,0.0
lightgbm,1,focus,3110e0c7,1200,20.0,True,25,5,30,True,False,nonseparated_medians,0.5,0.0,0.1016360921553279,0.05530876388919432,37,185,222,f9c03b5d4c62318fd1263b5af6ec519c3a8859d5f192852cd20660658954a74d,0.5486486486486487,0.5486486486486487,0.0,0.5317151430523782,0.5317151430523782,0.0,0.35135135135135137,0.35135135135135137,0.0,0.745945945945946,0.745945945945946,0.0,0.5342592592592592,0.5342592592592592,0.0,0.6801801801801802,0.6801801801801802,0.0
lightgbm,1,focus,3110e0c7,1800,30.0,True,28,41,69,True,False,nonseparated_medians,0.5,0.0,0.11685826072176378,0.0805089490366167,37,185,222,f9c03b5d4c62318fd1263b5af6ec519c3a8859d5f192852cd20660658954a74d,0.5486486486486487,0.5486486486486487,0.0,0.5317151430523782,0.5317151430523782,0.0,0.35135135135135137,0.35135135135135137,0.0,0.745945945945946,0.745945945945946,0.0,0.5342592592592592,0.5342592592592592,0.0,0.6801801801801802,0.6801801801801802,0.0
xgboost,4,attention,40009139,900,15.0,True,81,1,82,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,42,89,131,9c374c282bbdf5979ec2317011acdc3a5779617957414e5e13ff0ef90451a6aa,0.6056714820759764,0.6056714820759764,0.0,0.5479323857986782,0.5479323857986782,0.0,0.7619047619047619,0.7619047619047619,0.0,0.449438202247191,0.449438202247191,0.0,0.5975308641975309,0.5975308641975309,0.0,0.549618320610687,0.549618320610687,0.0
xgboost,4,attention,40009139,1200,20.0,True,88,9,97,True,True,adapted,0.0037492800584004726,-0.4962507199415995,8.660938328830525e-05,0.00741195073351264,42,89,131,9c374c282bbdf5979ec2317011acdc3a5779617957414e5e13ff0ef90451a6aa,0.6056714820759764,0.6082129481005886,0.002541466024612138,0.5479323857986782,0.6094850948509485,0.06155270905227028,0.7619047619047619,0.4523809523809524,-0.3095238095238095,0.449438202247191,0.7640449438202247,0.3146067415730337,0.5975308641975309,0.6111263736263737,0.0135955094288428,0.549618320610687,0.6641221374045801,0.1145038167938931
xgboost,4,attention,40009139,1800,30.0,True,106,27,133,True,True,adapted,0.012262507960258517,-0.4877374920397415,7.696387183386832e-05,0.024448052048683167,42,89,131,9c374c282bbdf5979ec2317011acdc3a5779617957414e5e13ff0ef90451a6aa,0.6056714820759764,0.5870786516853932,-0.018592830390583237,0.5479323857986782,0.5812020460358056,0.03326966023712741,0.7619047619047619,0.5,-0.26190476190476186,0.449438202247191,0.6741573033707865,0.2247191011235955,0.5975308641975309,0.5803703703703703,-0.01716049382716056,0.549618320610687,0.6183206106870229,0.06870229007633588
lightgbm,4,attention,40009139,900,15.0,True,81,1,82,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,42,89,131,9c374c282bbdf5979ec2317011acdc3a5779617957414e5e13ff0ef90451a6aa,0.6407169609416801,0.6407169609416801,0.0,0.5785810376089373,0.5785810376089373,0.0,0.8095238095238095,0.8095238095238095,0.0,0.47191011235955055,0.47191011235955055,0.0,0.6298765432098765,0.6298765432098765,0.0,0.5801526717557252,0.5801526717557252,0.0
lightgbm,4,attention,40009139,1200,20.0,True,88,9,97,True,True,adapted,0.02763938006958161,-0.4723606199304184,0.008328988257243333,0.046949771881919886,42,89,131,9c374c282bbdf5979ec2317011acdc3a5779617957414e5e13ff0ef90451a6aa,0.6407169609416801,0.6749598715890851,0.034242910647405034,0.5785810376089373,0.6891695369307309,0.1105884993217936,0.8095238095238095,0.42857142857142855,-0.380952380952381,0.47191011235955055,0.9213483146067416,0.44943820224719105,0.6298765432098765,0.7467924528301887,0.11691590962031218,0.5801526717557252,0.7633587786259542,0.1832061068702291
lightgbm,4,attention,40009139,1800,30.0,True,106,27,133,True,True,adapted,0.05585683145533495,-0.44414316854466507,0.00863030770815439,0.10308335520251552,42,89,131,9c374c282bbdf5979ec2317011acdc3a5779617957414e5e13ff0ef90451a6aa,0.6407169609416801,0.6194489031567684,-0.021268057784911698,0.5785810376089373,0.6221153846153846,0.043534347006447316,0.8095238095238095,0.4523809523809524,-0.35714285714285715,0.47191011235955055,0.7865168539325843,0.31460674157303375,0.6298765432098765,0.6263440860215054,-0.003532457188371141,0.5801526717557252,0.6793893129770993,0.0992366412213741
xgboost,4,engagement,40009139,900,15.0,True,4,40,44,True,True,adapted,0.6054640635848045,0.10546406358480453,0.23836366832256317,0.9725644588470459,64,104,168,1927cef6a89f14267c555a8dfd74d66d883500c754f9bd16d457c48fcd8514ac,0.8936298076923077,0.8840144230769231,-0.009615384615384581,0.8829182408392326,0.8711609392688895,-0.01175730157034316,0.921875,0.921875,0.0,0.8653846153846154,0.8461538461538461,-0.019230769230769273,0.8777937995674117,0.8664516129032258,-0.01134218666418585,0.8869047619047619,0.875,-0.011904761904761862
xgboost,4,engagement,40009139,1200,20.0,True,9,46,55,True,True,adapted,0.5480463057756424,0.048046305775642395,0.12721019983291626,0.9688824117183685,64,104,168,1927cef6a89f14267c555a8dfd74d66d883500c754f9bd16d457c48fcd8514ac,0.8936298076923077,0.8936298076923077,0.0,0.8829182408392326,0.8829182408392326,0.0,0.921875,0.921875,0.0,0.8653846153846154,0.8653846153846154,0.0,0.8777937995674117,0.8777937995674117,0.0,0.8869047619047619,0.8869047619047619,0.0
xgboost,4,engagement,40009139,1800,30.0,True,26,57,83,True,True,adapted,0.5785911865532398,0.07859118655323982,0.20738784223794937,0.9497945308685303,64,104,168,1927cef6a89f14267c555a8dfd74d66d883500c754f9bd16d457c48fcd8514ac,0.8936298076923077,0.8888221153846154,-0.004807692307692291,0.8829182408392326,0.8770311813790075,-0.005887059460225164,0.921875,0.921875,0.0,0.8653846153846154,0.8557692307692307,-0.009615384615384692,0.8777937995674117,0.8720529039677976,-0.005740895599614104,0.8869047619047619,0.8809523809523809,-0.005952380952380931
lightgbm,4,engagement,40009139,900,15.0,True,4,40,44,True,True,adapted,0.5971925205841297,0.09719252058412975,0.3111948238783454,0.883190217289914,64,104,168,1927cef6a89f14267c555a8dfd74d66d883500c754f9bd16d457c48fcd8514ac,0.8870192307692308,0.8515625,-0.03545673076923084,0.8716857610474632,0.8255951315553964,-0.04609062949206677,0.9375,0.953125,0.015625,0.8365384615384616,0.75,-0.08653846153846156,0.8676323676323676,0.8320561941251596,-0.03557617350720799,0.875,0.8273809523809523,-0.04761904761904767
lightgbm,4,engagement,40009139,1200,20.0,True,9,46,55,True,True,adapted,0.5367454395115441,0.036745439511544076,0.19030066173317428,0.883190217289914,64,104,168,1927cef6a89f14267c555a8dfd74d66d883500c754f9bd16d457c48fcd8514ac,0.8870192307692308,0.8822115384615384,-0.004807692307692402,0.8716857610474632,0.8658341803397706,-0.00585158070769265,0.9375,0.9375,0.0,0.8365384615384616,0.8269230769230769,-0.009615384615384692,0.8676323676323676,0.8623931623931624,-0.00523920523920518,0.875,0.8690476190476191,-0.005952380952380931
lightgbm,4,engagement,40009139,1800,30.0,True,26,57,83,True,True,adapted,0.5468576867622275,0.04685768676222746,0.23307792616318176,0.8606374473612731,64,104,168,1927cef6a89f14267c555a8dfd74d66d883500c754f9bd16d457c48fcd8514ac,0.8870192307692308,0.8725961538461539,-0.014423076923076983,0.8716857610474632,0.8541666666666667,-0.017519094380796463,0.9375,0.9375,0.0,0.8365384615384616,0.8076923076923077,-0.028846153846153855,0.8676323676323676,0.8522727272727273,-0.015359640359640325,0.875,0.8571428571428571,-0.017857142857142905
xgboost,4,excitement,40009139,900,15.0,True,35,26,61,True,True,adapted,0.6263938993215561,0.1263938993215561,0.2528330385684967,0.9999547600746155,89,67,156,87edb7cdad9e7842bfd4df2ca63bc761418964643b34240f05f140bd561b4b35,0.9401308066409526,0.9402146570518195,8.385041086689249e-05,0.9352159468438539,0.9410257487293653,0.00580980188551139,0.9101123595505618,0.9550561797752809,0.0449438202247191,0.9701492537313433,0.9253731343283582,-0.04477611940298509,0.9331572866809705,0.9419191919191919,0.008761905238221401,0.9358974358974359,0.9423076923076923,0.0064102564102563875
xgboost,4,excitement,40009139,1200,20.0,True,41,38,79,True,True,adapted,0.6210745722055435,0.12107457220554352,0.24224558472633362,0.9999035596847534,89,67,156,87edb7cdad9e7842bfd4df2ca63bc761418964643b34240f05f140bd561b4b35,0.9401308066409526,0.9402146570518195,8.385041086689249e-05,0.9352159468438539,0.9410257487293653,0.00580980188551139,0.9101123595505618,0.9550561797752809,0.0449438202247191,0.9701492537313433,0.9253731343283582,-0.04477611940298509,0.9331572866809705,0.9419191919191919,0.008761905238221401,0.9358974358974359,0.9423076923076923,0.0064102564102563875
xgboost,4,excitement,40009139,1800,30.0,True,53,67,120,True,True,adapted,0.6061036810278893,0.10610368102788925,0.21233110129833221,0.9998762607574463,89,67,156,87edb7cdad9e7842bfd4df2ca63bc761418964643b34240f05f140bd561b4b35,0.9401308066409526,0.9402146570518195,8.385041086689249e-05,0.9352159468438539,0.9410257487293653,0.00580980188551139,0.9101123595505618,0.9550561797752809,0.0449438202247191,0.9701492537313433,0.9253731343283582,-0.04477611940298509,0.9331572866809705,0.9419191919191919,0.008761905238221401,0.9358974358974359,0.9423076923076923,0.0064102564102563875
lightgbm,4,excitement,40009139,900,15.0,True,35,26,61,True,True,adapted,0.6139560393737624,0.11395603937376242,0.2293793760982745,0.9985327026492504,89,67,156,87edb7cdad9e7842bfd4df2ca63bc761418964643b34240f05f140bd561b4b35,0.968220694281402,0.9439879255408351,-0.0242327687405669,0.9673571876961707,0.9472527472527472,-0.02010444044342352,0.9662921348314607,0.9775280898876404,0.011235955056179692,0.9701492537313433,0.9104477611940298,-0.059701492537313494,0.9665775401069518,0.9518689196108551,-0.01470862049609678,0.967948717948718,0.9487179487179487,-0.019230769230769273
lightgbm,4,excitement,40009139,1200,20.0,True,41,38,79,True,True,adapted,0.6120070825910057,0.11200708259100567,0.2269689767786917,0.9970451884033196,89,67,156,87edb7cdad9e7842bfd4df2ca63bc761418964643b34240f05f140bd561b4b35,0.968220694281402,0.9439879255408351,-0.0242327687405669,0.9673571876961707,0.9472527472527472,-0.02010444044342352,0.9662921348314607,0.9775280898876404,0.011235955056179692,0.9701492537313433,0.9104477611940298,-0.059701492537313494,0.9665775401069518,0.9518689196108551,-0.01470862049609678,0.967948717948718,0.9487179487179487,-0.019230769230769273
lightgbm,4,excitement,40009139,1800,30.0,True,53,67,120,True,True,adapted,0.5979558365620992,0.09795583656209916,0.19892679847084194,0.9969848746533565,89,67,156,87edb7cdad9e7842bfd4df2ca63bc761418964643b34240f05f140bd561b4b35,0.968220694281402,0.9589132986751635,-0.0093073956062385,0.9673571876961707,0.9606060606060607,-0.006751127090110054,0.9662921348314607,0.9775280898876404,0.011235955056179692,0.9701492537313433,0.9402985074626866,-0.02985074626865669,0.9665775401069518,0.9626373626373627,-0.00394017746958919,0.967948717948718,0.9615384615384616,-0.0064102564102563875
xgboost,4,stress,40009139,900,15.0,True,48,7,55,True,True,adapted,0.7235777750611305,0.22357777506113052,0.4495510011911392,0.9976045489311218,52,40,92,5169a1318cb6381b46d1ff2ffab36ed231fc8b8da1576bcf23f07942e8b9d3ec,0.7634615384615384,0.8028846153846154,0.039423076923077005,0.7371428571428571,0.7932584269662921,0.05611556982343502,0.5769230769230769,0.7307692307692307,0.15384615384615385,0.95,0.875,-0.07499999999999996,0.7854166666666667,0.7990033222591362,0.013586655592469521,0.7391304347826086,0.7934782608695652,0.05434782608695654
xgboost,4,stress,40009139,1200,20.0,True,52,14,66,True,True,adapted,0.7231766507029533,0.22317665070295334,0.4495510011911392,0.9968023002147675,52,40,92,5169a1318cb6381b46d1ff2ffab36ed231fc8b8da1576bcf23f07942e8b9d3ec,0.7634615384615384,0.8028846153846154,0.039423076923077005,0.7371428571428571,0.7932584269662921,0.05611556982343502,0.5769230769230769,0.7307692307692307,0.15384615384615385,0.95,0.875,-0.07499999999999996,0.7854166666666667,0.7990033222591362,0.013586655592469521,0.7391304347826086,0.7934782608695652,0.05434782608695654
xgboost,4,stress,40009139,1800,30.0,True,60,44,104,True,True,adapted,0.706661157310009,0.206661157310009,0.4170948415994644,0.9962274730205536,52,40,92,5169a1318cb6381b46d1ff2ffab36ed231fc8b8da1576bcf23f07942e8b9d3ec,0.7634615384615384,0.8028846153846154,0.039423076923077005,0.7371428571428571,0.7932584269662921,0.05611556982343502,0.5769230769230769,0.7307692307692307,0.15384615384615385,0.95,0.875,-0.07499999999999996,0.7854166666666667,0.7990033222591362,0.013586655592469521,0.7391304347826086,0.7934782608695652,0.05434782608695654
lightgbm,4,stress,40009139,900,15.0,True,48,7,55,True,True,adapted,0.7468804721442006,0.2468804721442006,0.519800130217168,0.9739608140712332,52,40,92,5169a1318cb6381b46d1ff2ffab36ed231fc8b8da1576bcf23f07942e8b9d3ec,0.773076923076923,0.8701923076923077,0.09711538461538471,0.748544266191325,0.8680057388809181,0.11946147268959317,0.5961538461538461,0.8653846153846154,0.2692307692307693,0.95,0.875,-0.07499999999999996,0.7917308680020545,0.8666666666666667,0.0749357986646122,0.75,0.8695652173913043,0.11956521739130432
lightgbm,4,stress,40009139,1200,20.0,True,52,14,66,True,True,adapted,0.7314321989497181,0.23143219894971812,0.5104577199845748,0.9524066779148614,52,40,92,5169a1318cb6381b46d1ff2ffab36ed231fc8b8da1576bcf23f07942e8b9d3ec,0.773076923076923,0.8730769230769231,0.10000000000000009,0.748544266191325,0.8685714285714285,0.12002716238010358,0.5961538461538461,0.8461538461538461,0.25,0.95,0.9,-0.04999999999999993,0.7917308680020545,0.8674242424242424,0.07569337442218793,0.75,0.8695652173913043,0.11956521739130432
lightgbm,4,stress,40009139,1800,30.0,True,60,44,104,True,True,adapted,0.7215970323279325,0.22159703232793249,0.49174331476397093,0.951450749891894,52,40,92,5169a1318cb6381b46d1ff2ffab36ed231fc8b8da1576bcf23f07942e8b9d3ec,0.773076923076923,0.8730769230769231,0.10000000000000009,0.748544266191325,0.8685714285714285,0.12002716238010358,0.5961538461538461,0.8461538461538461,0.25,0.95,0.9,-0.04999999999999993,0.7917308680020545,0.8674242424242424,0.07569337442218793,0.75,0.8695652173913043,0.11956521739130432
xgboost,4,relaxation,40009139,900,15.0,True,33,10,43,True,True,adapted,0.6112630665302277,0.11126306653022766,0.22323107719421387,0.9992950558662415,49,103,152,c58f4e33bfb99ae34dc7c9b8acc07c03d0e750157ef6010bb82ef956a05b7a29,0.7619377848226669,0.7532197344957401,-0.008718050326926852,0.7795326349717969,0.7598736176935229,-0.019659017278274016,0.5918367346938775,0.6326530612244898,0.04081632653061229,0.9320388349514563,0.8737864077669902,-0.058252427184466105,0.8165708812260537,0.768939393939394,-0.04763148728665967,0.8223684210526315,0.7960526315789473,-0.02631578947368418
xgboost,4,relaxation,40009139,1200,20.0,True,42,16,58,True,True,adapted,0.6499882265925407,0.14998822659254074,0.30068139731884,0.9992950558662415,49,103,152,c58f4e33bfb99ae34dc7c9b8acc07c03d0e750157ef6010bb82ef956a05b7a29,0.7619377848226669,0.7736278977610461,0.011690112938379182,0.7795326349717969,0.7779904306220096,-0.0015422043497873572,0.5918367346938775,0.673469387755102,0.08163265306122447,0.9320388349514563,0.8737864077669902,-0.058252427184466105,0.8165708812260537,0.7832239540607056,-0.03334692716534815,0.8223684210526315,0.8092105263157895,-0.013157894736842035
xgboost,4,relaxation,40009139,1800,30.0,True,62,37,99,True,True,adapted,0.6174693666398525,0.11746936663985252,0.23670809715986252,0.9982306361198425,49,103,152,c58f4e33bfb99ae34dc7c9b8acc07c03d0e750157ef6010bb82ef956a05b7a29,0.7619377848226669,0.763423816128393,0.0014860313057261099,0.7795326349717969,0.7689969604863222,-0.010535674485474766,0.5918367346938775,0.6530612244897959,0.061224489795918324,0.9320388349514563,0.8737864077669902,-0.058252427184466105,0.8165708812260537,0.776116303219107,-0.04045457800694674,0.8223684210526315,0.8026315789473685,-0.019736842105263053
lightgbm,4,relaxation,40009139,900,15.0,True,33,10,43,True,True,adapted,0.7246640853157953,0.2246640853157953,0.46534996904363535,0.9839782015879552,49,103,152,c58f4e33bfb99ae34dc7c9b8acc07c03d0e750157ef6010bb82ef956a05b7a29,0.7007132950267486,0.7235981771349316,0.022884882108182958,0.7178059071729959,0.7259615384615384,0.008155631288542575,0.46938775510204084,0.6122448979591837,0.14285714285714285,0.9320388349514563,0.8349514563106796,-0.09708737864077677,0.776775956284153,0.7286727456940223,-0.048103210590130674,0.7828947368421053,0.7631578947368421,-0.019736842105263164
lightgbm,4,relaxation,40009139,1200,20.0,True,42,16,58,True,True,adapted,0.7270442022895209,0.22704420228952094,0.4746225939108089,0.979465810668233,49,103,152,c58f4e33bfb99ae34dc7c9b8acc07c03d0e750157ef6010bb82ef956a05b7a29,0.7007132950267486,0.7235981771349316,0.022884882108182958,0.7178059071729959,0.7259615384615384,0.008155631288542575,0.46938775510204084,0.6122448979591837,0.14285714285714285,0.9320388349514563,0.8349514563106796,-0.09708737864077677,0.776775956284153,0.7286727456940223,-0.048103210590130674,0.7828947368421053,0.7631578947368421,-0.019736842105263164
lightgbm,4,relaxation,40009139,1800,30.0,True,62,37,99,True,True,adapted,0.7230509370839451,0.22305093708394508,0.4652505518600427,0.9808513223078473,49,103,152,c58f4e33bfb99ae34dc7c9b8acc07c03d0e750157ef6010bb82ef956a05b7a29,0.7007132950267486,0.7235981771349316,0.022884882108182958,0.7178059071729959,0.7259615384615384,0.008155631288542575,0.46938775510204084,0.6122448979591837,0.14285714285714285,0.9320388349514563,0.8349514563106796,-0.09708737864077677,0.776775956284153,0.7286727456940223,-0.048103210590130674,0.7828947368421053,0.7631578947368421,-0.019736842105263164
xgboost,4,interest,40009139,900,15.0,True,58,1,59,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,40,70,110,f8a3d3fb25f292cc9d465a34c0630945204414b08e040bc038a57cba30a0e4d2,0.8464285714285714,0.8464285714285714,0.0,0.8151881720430108,0.8151881720430108,0.0,0.95,0.95,0.0,0.7428571428571429,0.7428571428571429,0.0,0.8207671957671958,0.8207671957671958,0.0,0.8181818181818182,0.8181818181818182,0.0
xgboost,4,interest,40009139,1200,20.0,True,58,3,61,True,True,adapted,0.5321402177214622,0.03214021772146225,0.09821920096874237,0.9660612344741821,40,70,110,f8a3d3fb25f292cc9d465a34c0630945204414b08e040bc038a57cba30a0e4d2,0.8464285714285714,0.8392857142857142,-0.0071428571428572285,0.8151881720430108,0.806386723661051,-0.008801448381959731,0.95,0.95,0.0,0.7428571428571429,0.7285714285714285,-0.014285714285714346,0.8207671957671958,0.8144654088050314,-0.006301786962164435,0.8181818181818182,0.8090909090909091,-0.00909090909090915
xgboost,4,interest,40009139,1800,30.0,True,58,23,81,True,True,adapted,0.49400710314512253,-0.005992896854877472,0.09821920096874237,0.8897950053215027,40,70,110,f8a3d3fb25f292cc9d465a34c0630945204414b08e040bc038a57cba30a0e4d2,0.8464285714285714,0.8464285714285714,0.0,0.8151881720430108,0.8151881720430108,0.0,0.95,0.95,0.0,0.7428571428571429,0.7428571428571429,0.0,0.8207671957671958,0.8207671957671958,0.0,0.8181818181818182,0.8181818181818182,0.0
lightgbm,4,interest,40009139,900,15.0,True,58,1,59,False,False,ineligible_zero_shot_fallback,0.5,0.0,,,40,70,110,f8a3d3fb25f292cc9d465a34c0630945204414b08e040bc038a57cba30a0e4d2,0.8535714285714285,0.8535714285714285,0.0,0.8240000000000001,0.8240000000000001,0.0,0.95,0.95,0.0,0.7571428571428571,0.7571428571428571,0.0,0.8272727272727273,0.8272727272727273,0.0,0.8272727272727273,0.8272727272727273,0.0
lightgbm,4,interest,40009139,1200,20.0,True,58,3,61,True,True,adapted,0.54960525565637,0.04960525565636997,0.24346240877614814,0.8557481025365917,40,70,110,f8a3d3fb25f292cc9d465a34c0630945204414b08e040bc038a57cba30a0e4d2,0.8535714285714285,0.8321428571428571,-0.021428571428571463,0.8240000000000001,0.7975911676145868,-0.02640883238541325,0.95,0.95,0.0,0.7571428571428571,0.7142857142857143,-0.042857142857142816,0.8272727272727273,0.8083554376657824,-0.01891728960694483,0.8272727272727273,0.8,-0.027272727272727226
lightgbm,4,interest,40009139,1800,30.0,True,58,23,81,True,True,adapted,0.5062545711567529,0.006254571156752875,0.24346240877614814,0.7690467335373575,40,70,110,f8a3d3fb25f292cc9d465a34c0630945204414b08e040bc038a57cba30a0e4d2,0.8535714285714285,0.8535714285714285,0.0,0.8240000000000001,0.8240000000000001,0.0,0.95,0.95,0.0,0.7571428571428571,0.7571428571428571,0.0,0.8272727272727273,0.8272727272727273,0.0,0.8272727272727273,0.8272727272727273,0.0
xgboost,4,focus,40009139,900,15.0,True,27,14,41,True,True,adapted,0.7239667028188705,0.22396670281887054,0.4628523290157318,0.9850810766220093,136,52,188,3bd000be8a7d6e68fe9e8d63562fef606f801abe484e86258e93eaf94a4b0738,0.7635746606334841,0.7205882352941176,-0.042986425339366474,0.7761904761904761,0.7437048917401764,-0.0324855844502997,0.9117647058823529,0.9411764705882353,0.02941176470588236,0.6153846153846154,0.5,-0.11538461538461542,0.7941919191919192,0.7979373567608862,0.0037454375689669472,0.8297872340425532,0.8191489361702128,-0.010638297872340385
xgboost,4,focus,40009139,1200,20.0,True,30,21,51,True,True,adapted,0.7094026878476143,0.2094026878476143,0.43865056335926056,0.980154812335968,136,52,188,3bd000be8a7d6e68fe9e8d63562fef606f801abe484e86258e93eaf94a4b0738,0.7635746606334841,0.7169117647058824,-0.046662895927601755,0.7761904761904761,0.7382969414946506,-0.03789353469582546,0.9117647058823529,0.9338235294117647,0.022058823529411797,0.6153846153846154,0.5,-0.11538461538461542,0.7941919191919192,0.7864612511671336,-0.007730668024785614,0.8297872340425532,0.8138297872340425,-0.015957446808510634
xgboost,4,focus,40009139,1800,30.0,True,36,54,90,True,True,adapted,0.6916025951504707,0.19160259515047073,0.4025917202234268,0.9806134700775146,136,52,188,3bd000be8a7d6e68fe9e8d63562fef606f801abe484e86258e93eaf94a4b0738,0.7635746606334841,0.7169117647058824,-0.046662895927601755,0.7761904761904761,0.7382969414946506,-0.03789353469582546,0.9117647058823529,0.9338235294117647,0.022058823529411797,0.6153846153846154,0.5,-0.11538461538461542,0.7941919191919192,0.7864612511671336,-0.007730668024785614,0.8297872340425532,0.8138297872340425,-0.015957446808510634
lightgbm,4,focus,40009139,900,15.0,True,27,14,41,True,True,adapted,0.7335141002275571,0.23351410022755714,0.5335036165901532,0.9335245838649612,136,52,188,3bd000be8a7d6e68fe9e8d63562fef606f801abe484e86258e93eaf94a4b0738,0.7901583710407241,0.7064479638009049,-0.08371040723981915,0.8041666666666667,0.7355836849507735,-0.06858298171589317,0.9264705882352942,0.9705882352941176,0.044117647058823484,0.6538461538461539,0.4423076923076923,-0.21153846153846156,0.8238636363636364,0.8358638141246837,0.012000177761047337,0.851063829787234,0.824468085106383,-0.02659574468085102
lightgbm,4,focus,40009139,1200,20.0,True,30,21,51,True,True,adapted,0.6914219550811557,0.19142195508115567,0.4804159919233736,0.9024279182389378,136,52,188,3bd000be8a7d6e68fe9e8d63562fef606f801abe484e86258e93eaf94a4b0738,0.7901583710407241,0.7123868778280543,-0.07777149321266974,0.8041666666666667,0.7403640929064658,-0.06380257376020093,0.9264705882352942,0.9632352941176471,0.03676470588235292,0.6538461538461539,0.46153846153846156,-0.1923076923076923,0.8238636363636364,0.825742788982867,0.0018791526192306618,0.851063829787234,0.824468085106383,-0.02659574468085102
