model,outer_fold,subject_id,pm,calibration_low,calibration_high,calibration_extreme,budget_fully_available,logit_calibration_eligible,logit_calibration_applied,logit_offset,equivalent_original_probability_threshold,frozen_median_threshold,evaluation_low,evaluation_high,evaluation_extreme,evaluation_sample_hash,zero_shot_brier,personalized_brier,brier_improvement,zero_shot_log_loss,personalized_log_loss,log_loss_improvement,zero_shot_ece10,personalized_ece10,zero_shot_balanced_accuracy,frozen_median_balanced_accuracy,candidate_balanced_accuracy,delta_balanced_accuracy_vs_median,delta_balanced_accuracy_vs_zero,zero_shot_macro_f1,frozen_median_macro_f1,candidate_macro_f1,delta_macro_f1_vs_median,delta_macro_f1_vs_zero
xgboost,5,71e10186,relaxation,118,8,126,True,False,False,0.0,0.4976013969717314,0.4976013969717314,275,242,517,f18975ab0bed24e8d5f4a308eee9b1d5e4beba365641180dbfc8cbff0e7037ae,0.0019271865850778661,0.0019271865850778661,0.0,0.009249428642786293,0.009249428642786293,0.0,0.007588393010278699,0.007588393010278699,0.9963636363636363,0.9963636363636363,0.9963636363636363,0.0,0.0,0.9961175693130275,0.9961175693130275,0.9961175693130275,0.0,0.0
lightgbm,5,71e10186,relaxation,118,8,126,True,False,False,0.0,0.4774673594594502,0.4774673594594502,275,242,517,f18975ab0bed24e8d5f4a308eee9b1d5e4beba365641180dbfc8cbff0e7037ae,0.008459136047583209,0.008459136047583209,0.0,0.04502262628169624,0.04502262628169624,0.0,0.034046576928945846,0.034046576928945846,0.9942975206611571,0.9942975206611571,0.9942975206611571,0.0,0.0,0.9941749760576869,0.9941749760576869,0.9941749760576869,0.0,0.0
xgboost,5,71e10186,interest,73,21,94,True,True,True,0.357413455883145,0.411585839220302,0.4887094622245058,182,270,452,15a29d244a55d88a70e12a90e70e064d4f54db08a65fd89cb943f7e363365eac,0.08688643701388006,0.08331487143921311,0.0035715655746669517,0.37432468726203516,0.34834030435678376,0.025984382905251402,0.0793205350130694,0.07123805947778983,0.9093813593813593,0.9112332112332112,0.9094424094424094,-0.0017908017908018214,6.105006105006083e-05,0.8947811572884008,0.8969693365840121,0.8967565098218364,-0.00021282676217571073,0.001975352533435615
lightgbm,5,71e10186,interest,73,21,94,True,True,True,0.4407880908277748,0.3915531990149128,0.4485553431786322,182,270,452,15a29d244a55d88a70e12a90e70e064d4f54db08a65fd89cb943f7e363365eac,0.10026175995632096,0.0916814481928331,0.008580311763487863,0.34004501185041636,0.30568511190749864,0.034359899942917715,0.09912497192115514,0.0671300390939176,0.8964183964183964,0.9020350020350021,0.891045991045991,-0.010989010989011061,-0.005372405372405353,0.8794904710180704,0.8880101484608829,0.8788011202256341,-0.009209028235248828,-0.0006893507924363718
xgboost,5,71e10186,focus,15,55,70,True,True,True,0.3661241863713205,0.40947788570763427,0.5059707416221499,166,253,419,250c92c8db6820c8f6670807a13255a61c0be6be0e739308a69ac0b5a7c98a00,0.06309998557862107,0.07032809670742562,-0.00722811112880456,0.20312568430446715,0.22873176703000808,-0.025606082725540935,0.06229650952264345,0.07748896172403355,0.8857326539359017,0.8857326539359017,0.8826253631125291,-0.003107290823372577,-0.003107290823372577,0.8967573427951903,0.8967573427951903,0.8958488690032314,-0.0009084737919589081,-0.0009084737919589081
lightgbm,5,71e10186,focus,15,55,70,True,True,True,0.600349172829836,0.35426381259704876,0.5259791918085607,166,253,419,250c92c8db6820c8f6670807a13255a61c0be6be0e739308a69ac0b5a7c98a00,0.07578001358802434,0.09369758548153474,-0.017917571893510398,0.25666340283044625,0.2946872758262136,-0.03802387299576737,0.08261638281498052,0.1135646303681381,0.8706724129720462,0.8887447021286727,0.8243606838420877,-0.06438401828658502,-0.04631172912995851,0.8830051935641998,0.8994802079168334,0.8409171348224225,-0.05856307309441089,-0.042088058741777346
xgboost,1,71f0603f,attention,81,19,100,True,True,True,-2.596790618627928,0.9306547434948126,0.6634548604488373,228,305,533,595ed4334245853a6b5b381c05dd115a0859ce688496b5a07eacb19f52a08d68,0.1983446841586001,0.2983279099279995,-0.09998322576939941,0.640588793482951,1.1122042346312087,-0.4716154411482577,0.14508432877674812,0.30742457131090545,0.7269053781995973,0.7122375611159045,0.6671052631578948,-0.04513229795800977,-0.05980011504170257,0.7221329701779957,0.699726768260049,0.6173642533936652,-0.0823625148663838,-0.10476871678433053
lightgbm,1,71f0603f,attention,81,19,100,True,True,True,-2.1816067300624207,0.8985855864573418,0.6132045821970098,228,305,533,595ed4334245853a6b5b381c05dd115a0859ce688496b5a07eacb19f52a08d68,0.18203313190858103,0.32475768197787513,-0.1427245500692941,0.5429418199253045,0.9874940165015125,-0.4445521965762079,0.09528973363898133,0.3525224270790912,0.7262870290480299,0.6979508196721311,0.5955708944492378,-0.1023799252228933,-0.13071613459879206,0.7252262573032421,0.6896931333425071,0.5022656991518937,-0.18742743419061347,-0.2229605581513484
xgboost,1,71f0603f,engagement,39,94,133,True,True,True,0.7946407708094783,0.31117307556222984,0.5167225860059261,328,296,624,b9e416d0ae782905233d16d9fb5ef741890087f7eab54551646b30d85e5ede93,0.14305772963257257,0.15255718457696693,-0.009499454944394359,0.5917247826442121,0.6240100136269119,-0.03228523098269975,0.09649118669746518,0.13209988307012466,0.8306690837178642,0.8288150955833882,0.8185975609756098,-0.010217534607778411,-0.012071522742254426,0.8299535189831764,0.8282923617772543,0.8156667822602397,-0.012625579517014596,-0.014286736722936677
lightgbm,1,71f0603f,engagement,39,94,133,True,True,True,0.9688455624373091,0.27511066589487193,0.4905642115260782,328,296,624,b9e416d0ae782905233d16d9fb5ef741890087f7eab54551646b30d85e5ede93,0.13463639097455155,0.1526403713979716,-0.018003980423420052,0.4562424265384186,0.49749161485541094,-0.041249188316992313,0.06313931169812118,0.12253222380980416,0.8354070533948583,0.8387854317732366,0.7967205009887937,-0.042064930784442955,-0.03868655240606467,0.8347487369354776,0.8379908229759778,0.7909709338280766,-0.04701988914790123,-0.04377780310740098
xgboost,1,71f0603f,excitement,43,52,95,True,True,True,-5.257078753229537,0.9948165049450542,0.9714453518390656,256,365,621,897a8c81caee2087a0f6590982f571d507fc215958f9a2d44b9d931f6a29f6b0,0.14757563333346596,0.08195901822932386,0.0656166151041421,0.5542831658693507,0.3623916273687431,0.19189153850060758,0.1546291350013075,0.07790174434815535,0.7829730308219178,0.8938677226027397,0.9104023972602739,0.01653467465753422,0.12742936643835612,0.7938586236458578,0.8950126796280642,0.8991228070175439,0.00411012738947969,0.10526418337168608
lightgbm,1,71f0603f,excitement,43,52,95,True,True,True,-3.434084223575293,0.9687529369677931,0.9395402440593406,256,365,621,897a8c81caee2087a0f6590982f571d507fc215958f9a2d44b9d931f6a29f6b0,0.1279912202508225,0.07537771161985862,0.05261350863096387,0.39028931576242676,0.28027957223322025,0.1100097435292065,0.14474416826695216,0.08527996754384388,0.7771136558219178,0.9196382705479452,0.9168450342465753,-0.0027932363013699613,0.13973137842465744,0.7877476538060479,0.9159485675614707,0.9041558869615488,-0.01179268059992189,0.11640823315550086
xgboost,1,71f0603f,stress,103,54,157,True,True,True,0.8529330140388984,0.29881795306435105,0.397569976747036,161,327,488,d787e18f302ccca0ab46a4a273d2012a1941ca8ae6a209be119a1ebbf97000a6,0.13990284127115502,0.14706867802792453,-0.007165836756769517,0.6189207017753223,0.6686923387153609,-0.04977163694003861,0.11431048341151723,0.12953069201458628,0.7941193230383499,0.7847550667654377,0.7707561684426463,-0.013998898322791442,-0.023363154595703595,0.8060413354531002,0.7988539258067759,0.7864528209720751,-0.012401104834700805,-0.019588514481025054
lightgbm,1,71f0603f,stress,103,54,157,True,True,True,0.545665483565386,0.366870633388166,0.3768631518817104,161,327,488,d787e18f302ccca0ab46a4a273d2012a1941ca8ae6a209be119a1ebbf97000a6,0.12548013015767126,0.13262007825708622,-0.0071399480994149556,0.4566794021931495,0.4855375860781156,-0.028858183884966082,0.07102243598044594,0.099625935776605,0.8050126312990293,0.7831310426045168,0.7831310426045168,0.0,-0.02188158869451251,0.815055986218777,0.7992840277248838,0.7992840277248838,0.0,-0.015771958493893123
xgboost,1,71f0603f,relaxation,66,23,89,True,True,True,-0.7015719524116046,0.6685362020632729,0.5017334278672934,240,430,670,f6dec376ee7a2d1be5c34360ae3918569adc5173430d48815d0c80b19b8ec8a5,0.11153422693615882,0.11338113282122848,-0.0018469058850696662,0.46453725125905604,0.45281021151263456,0.011727039746421475,0.08907879276101816,0.08853675595881197,0.8433624031007751,0.8433624031007751,0.8381782945736433,-0.005184108527131803,-0.005184108527131803,0.8527840199750312,0.8527840199750312,0.8400424864306526,-0.01274153354437857,-0.01274153354437857
lightgbm,1,71f0603f,relaxation,66,23,89,True,True,True,-0.23984731034260348,0.5596760209583862,0.4916369961428868,240,430,670,f6dec376ee7a2d1be5c34360ae3918569adc5173430d48815d0c80b19b8ec8a5,0.10869255829819355,0.10978710710585107,-0.001094548807657525,0.3667972798967855,0.36450125030053354,0.0022960295962519695,0.06461766223138109,0.05858266725883837,0.8296511627906977,0.8298934108527132,0.8277616279069767,-0.00213178294573646,-0.0018895348837210113,0.8359707106452116,0.8371139953957292,0.8310644579301296,-0.006049537465599553,-0.004906252715081938
xgboost,1,71f0603f,interest,103,47,150,True,True,True,2.048541865419004,0.11419980060166661,0.0649886596947908,278,388,666,f6eff89343b13c9acdd70afb4d74011f571d713196caed9bfd5922101df857ad,0.15478790009200635,0.14932736934071458,0.00546053075129177,0.5478089080463842,0.5536562855005046,-0.00584737745412045,0.13273307767683962,0.1021353271731526,0.8159441518949788,0.7591504116294594,0.7778591559741896,0.018708744344730244,-0.03808499592078918,0.8075875765206888,0.76707221788146,0.7847758141688532,0.017703596287393264,-0.022811762351835574
lightgbm,1,71f0603f,interest,103,47,150,True,True,True,0.8370855126930359,0.3021489635317111,0.1691880705303872,278,388,666,f6eff89343b13c9acdd70afb4d74011f571d713196caed9bfd5922101df857ad,0.13952379100540716,0.13623399979307577,0.003289791212331389,0.43111893453125555,0.4283706837182685,0.002748250812987074,0.058914810759885104,0.05276560585651337,0.8044296521545651,0.7496755173181042,0.7963546688422458,0.04667915152414159,-0.008074983312319262,0.8011739417989419,0.7573009140693802,0.8027100374589098,0.045409123389529626,0.0015360956599679287
xgboost,1,71f0603f,focus,38,61,99,True,True,True,-3.9990135075024975,0.9819963576229918,0.9785388261079788,302,339,641,c782f2fde0942647968fc529161733ded7f9b917e78e60f5862de7c4515e4f59,0.18992591288560506,0.1615863269119791,0.028339585973625958,0.7755392526441087,0.6593858941559146,0.11615335848819408,0.1914664684663081,0.13049347057524066,0.762615014944617,0.7960645841880092,0.8019349860321554,0.0058704018441462225,0.039319971087538375,0.7616590603479891,0.7924611897823901,0.7969304402074316,0.004469250425041538,0.03527137985944251
lightgbm,1,71f0603f,focus,38,61,99,True,True,True,-2.5923481274065914,0.930367491603945,0.958327489757504,302,339,641,c782f2fde0942647968fc529161733ded7f9b917e78e60f5862de7c4515e4f59,0.15887920988186005,0.1508978695100155,0.007981340371844559,0.5087781737595252,0.5116896343839791,-0.00291146062445391,0.13096904872032894,0.1414691080528408,0.7811883412451894,0.7637089999804645,0.8102131317275196,0.046504131747055144,0.0290247904823302,0.7817423785755182,0.749098242067503,0.80461939492364,0.05552115285613701,0.02287701634812178
xgboost,3,71f21142,attention,46,39,85,True,True,True,-2.8020711678647316,0.9427876435455904,0.8897541910409927,105,138,243,fea1489cdf339c287bb1cd782a1989662353ec2522b080eeedf983247f9def48,0.1847300065438381,0.13736137749731508,0.047368629046523,0.5802250456729551,0.46004197325591195,0.12018307241704312,0.17743470118651655,0.09665374489598753,0.717287784679089,0.8128364389233955,0.8198757763975155,0.00703933747412,0.10258799171842647,0.7195457930007445,0.8089883800410116,0.8137931034482759,0.004804723407264344,0.09424731044753143
lightgbm,3,71f21142,attention,46,39,85,True,True,True,-1.8338108366206542,0.8622150803502271,0.8345787313223489,105,138,243,fea1489cdf339c287bb1cd782a1989662353ec2522b080eeedf983247f9def48,0.18792046436034365,0.1517722329477471,0.03614823141259654,0.556036908102763,0.46200760681281566,0.0940293012899473,0.1876968361895432,0.08908983934128265,0.6721532091097309,0.7779503105590062,0.7945134575569358,0.0165631469979296,0.12236024844720494,0.6659826147561614,0.7724137931034483,0.7855688297583492,0.01315503665490092,0.1195862150021878
xgboost,3,71f21142,engagement,115,6,121,True,False,False,0.0,0.226293496787548,0.226293496787548,116,71,187,07ad8f6f517f48a907dba4d0390b7d7af4ac88b3a5fe0d5784f97e52e4e5584c,0.27260441414655284,0.27260441414655284,0.0,1.041569469906756,1.041569469906756,0.0,0.2543066937148511,0.2543066937148511,0.5840820786789703,0.5816537153958232,0.5816537153958232,0.0,-0.002428363283147106,0.5570613132450588,0.575,0.575,0.0,0.017938686754941147
lightgbm,3,71f21142,engagement,115,6,121,True,False,False,0.0,0.2716350829052082,0.2716350829052082,116,71,187,07ad8f6f517f48a907dba4d0390b7d7af4ac88b3a5fe0d5784f97e52e4e5584c,0.22997979639165017,0.22997979639165017,0.0,0.7147788590855736,0.7147788590855736,0.0,0.17587479803499242,0.17587479803499242,0.6013234579893152,0.6438805245264692,0.6438805245264692,0.0,0.042557066537153965,0.5731106572149465,0.6466936572199731,0.6466936572199731,0.0,0.0735830000050266
xgboost,3,71f21142,excitement,116,22,138,True,True,True,0.7109120136186486,0.3293973498475222,0.499620209877321,165,97,262,7a9df755593ef4ba68e9613233034cec2e6b2f603aee0ad5c8b99017b15ed4dd,0.08599512279790701,0.0764253561805025,0.00956976661740451,0.44058791680535586,0.3782869544418852,0.06230096236347066,0.09624515516294675,0.0798754226610515,0.8577944392377381,0.8577944392377381,0.8835676351140269,0.02577319587628879,0.02577319587628879,0.8773408239700375,0.8773408239700375,0.9007624787971609,0.023421654827123328,0.023421654827123328
lightgbm,3,71f21142,excitement,116,22,138,True,True,True,0.27901206742731466,0.43069599751553317,0.4936548117920112,165,97,262,7a9df755593ef4ba68e9613233034cec2e6b2f603aee0ad5c8b99017b15ed4dd,0.08570483013409883,0.08101062592109932,0.0046942042129995,0.34095196517103266,0.3167806166822647,0.024171348488767952,0.09128379045282717,0.08188323360003956,0.8681037175882537,0.8681037175882537,0.8732583567635114,0.005154639175257714,0.005154639175257714,0.886806247922898,0.886806247922898,0.8914898199228003,0.004683571999902325,0.004683571999902325
xgboost,3,71f21142,relaxation,32,69,101,True,True,True,2.3283476640494145,0.08880227357048821,0.3691341408994049,146,111,257,e84cbe38009098df945a2010229dc466e3ec0b40646d449ab40bca5a378b3859,0.10552380676706055,0.18585290432163798,-0.08032909755457743,0.3203436372432187,0.6173870092893419,-0.2970433720461232,0.07249072422114701,0.22472059279844223,0.8480809576699988,0.8567197334320622,0.7808219178082192,-0.07589781562384301,-0.06725903986177961,0.8461526654284793,0.8477973668625575,0.7477610109189057,-0.10003635594365179,-0.09839165450957366
lightgbm,3,71f21142,relaxation,32,69,101,True,True,True,2.3276214266891877,0.08886105565619329,0.2699676340330921,146,111,257,e84cbe38009098df945a2010229dc466e3ec0b40646d449ab40bca5a378b3859,0.0904615680631839,0.17492861494931541,-0.08446704688613152,0.2941832302103781,0.5292152766251278,-0.23503204641474967,0.06658817451783196,0.2311975999844089,0.8790879921016908,0.8577995804023202,0.766043440700975,-0.09175613970134522,-0.11304455140071579,0.8834248353745326,0.8479174569456035,0.7315019665683382,-0.11641549037726528,-0.15192286880619443
xgboost,3,71f21142,interest,21,13,34,True,True,True,1.3776482252918294,0.2013869706732234,0.2417027931660413,17,119,136,cf443d911e229a2b1af0805c6eaf7996f470b726eb20939238d5d3b172b0c7ba,0.146197303780386,0.07035298594125951,0.0758443178391265,0.44995669642163266,0.23069961044893952,0.21925708597269314,0.22070239544058604,0.11042485790843597,0.8487394957983193,0.8907563025210083,0.8949579831932772,0.004201680672268893,0.04621848739495793,0.6866359447004609,0.8102073365231259,0.820452929826343,0.01024559330321706,0.13381698512588214
lightgbm,3,71f21142,interest,21,13,34,True,True,True,0.5520716970399633,0.36538389314307945,0.3299196721329275,17,119,136,cf443d911e229a2b1af0805c6eaf7996f470b726eb20939238d5d3b172b0c7ba,0.17268767095893203,0.11574778798403643,0.056939882974895606,0.5057868926144885,0.3636562247985555,0.14213066781593298,0.2982226249954305,0.21779042258892026,0.8403361344537815,0.8361344537815125,0.8613445378151261,0.025210084033613578,0.021008403361344574,0.6411111111111112,0.7386290839205637,0.746606334841629,0.007977250921065271,0.10549522373051778
xgboost,3,71f21142,focus,129,9,138,True,False,False,0.0,0.2303384644910693,0.2303384644910693,93,123,216,9ed04541354f10d54b6c50fd2fbc3916a0bad783d21f273e06fcae28e071f872,0.23012070286790454,0.23012070286790454,0.0,0.9141352842833583,0.9141352842833583,0.0,0.23534725814217247,0.23534725814217247,0.7495410437975347,0.7647521636506688,0.7647521636506688,0.0,0.015211119853134059,0.7198201314424075,0.75,0.75,0.0,0.03017986855759247
lightgbm,3,71f21142,focus,129,9,138,True,False,False,0.0,0.1749216846903118,0.1749216846903118,93,123,216,9ed04541354f10d54b6c50fd2fbc3916a0bad783d21f273e06fcae28e071f872,0.21839762206319996,0.21839762206319996,0.0,0.6917233961724344,0.6917233961724344,0.0,0.23129897701248395,0.23129897701248395,0.7292158405455023,0.7757671125098349,0.7757671125098349,0.0,0.04655127196433262,0.6949881601529404,0.7678018575851393,0.7678018575851393,0.0,0.0728136974321989
xgboost,4,8030618f,attention,25,81,106,True,True,True,2.0220615322996247,0.11690599223890936,0.3812140524387359,130,76,206,a0fc97f917cb0d9a9d56b34554d3c265f479e0cb5d73e10e98be1a9d1bdc57ea,0.14772456184848254,0.24491261860746222,-0.09718805675897968,0.48665924958990875,0.8258706187740692,-0.33921136918416045,0.09560447771737812,0.27673263941566795,0.7804655870445344,0.8007085020242914,0.7198380566801619,-0.08087044534412957,-0.06062753036437252,0.7716017444009166,0.7811262436008886,0.6596809213631644,-0.1214453222377242,-0.11192082303775219
lightgbm,4,8030618f,attention,25,81,106,True,True,True,1.4914452853259759,0.18370489709502746,0.4236496071411312,130,76,206,a0fc97f917cb0d9a9d56b34554d3c265f479e0cb5d73e10e98be1a9d1bdc57ea,0.1276501895339183,0.22739303155975887,-0.09974284202584058,0.4076533206889187,0.6670194589987132,-0.2593661383097945,0.06906179523573805,0.2878825884422536,0.8298582995951418,0.8149797570850202,0.7082995951417004,-0.10668016194331986,-0.12155870445344141,0.8215832322882384,0.7957288315960045,0.6446177478435543,-0.1511110837524502,-0.17696548444468407
xgboost,4,8030618f,engagement,21,37,58,True,True,True,-2.166749262048043,0.8972235917350792,0.9167602956295012,165,17,182,7f942bb4421a8a1df4b0df11ee43bc50e11c204c21af00ba2e149accce5c20d9,0.33303930143011884,0.15550872102889512,0.17753058040122371,1.0875251104110768,0.47552002908741636,0.6120050813236604,0.4050824142569571,0.16902647498392775,0.6905525846702317,0.65650623885918,0.6413547237076649,-0.015151515151515138,-0.04919786096256684,0.4884615384615385,0.6009522019670488,0.577922077922078,-0.023030124044970846,0.08946053946053945
lightgbm,4,8030618f,engagement,21,37,58,True,True,True,-1.465026705821499,0.8123002926417187,0.8852214502023776,165,17,182,7f942bb4421a8a1df4b0df11ee43bc50e11c204c21af00ba2e149accce5c20d9,0.3159242356248675,0.14429094605341647,0.17163328957145102,0.8921549930293908,0.4368174840531067,0.4553375089762841,0.4314684727017677,0.1965436537235328,0.6775401069518716,0.6401069518716578,0.6119429590017825,-0.028163992869875254,-0.06559714795008909,0.4444177671068427,0.6364741641337386,0.5609296852015299,-0.07554447893220873,0.11651191809468714
xgboost,4,8030618f,excitement,66,23,89,True,True,True,0.057143921054032765,0.4857179059538027,0.4959990923525765,51,74,125,15ec32f2483a6678b7b1cf725124f4b765e5c5fcb9b0902ae636eea53dbbbee8,0.18761708841671998,0.18598902252978666,0.0016280658869333164,0.8903611941963325,0.8785021371195273,0.011859057076805235,0.21401891172514298,0.21536787273720018,0.8145204027556969,0.8145204027556969,0.8145204027556969,0.0,0.0,0.7839446898405993,0.7839446898405993,0.7839446898405993,0.0,0.0
lightgbm,4,8030618f,excitement,66,23,89,True,True,True,-0.12868431631218846,0.5321267573123506,0.4860823884764187,51,74,125,15ec32f2483a6678b7b1cf725124f4b765e5c5fcb9b0902ae636eea53dbbbee8,0.16135502123454867,0.16768709333827322,-0.006332072103724551,0.5381875886442231,0.5646782236366962,-0.02649063499247306,0.20138426484212305,0.21032791587358513,0.8280339162692103,0.8280339162692103,0.8212771595124536,-0.006756756756756688,-0.006756756756756688,0.8,0.8,0.7919866871479775,-0.008013312852022558,-0.008013312852022558
xgboost,4,8030618f,stress,16,45,61,True,True,True,3.4600789660897497,0.030469700417379123,0.4206368552404456,1,124,125,728dbc5d626fcb6deea620edfcf96387f659728e1ab3014ba61507aaa961ea8b,0.49461259111984535,0.13373172023211666,0.3608808708877287,1.8141412370384187,0.39085935997598364,1.423281877062435,0.58307820586022,0.23109514081249455,0.685483870967742,0.7096774193548387,0.8951612903225806,0.18548387096774188,0.20967741935483863,0.28308823529411764,0.308968058968059,0.4771557271557271,0.16818766818766812,0.1940674918616095
lightgbm,4,8030618f,stress,16,45,61,True,True,True,2.08602482854449,0.11046257264842278,0.3908876558926457,1,124,125,728dbc5d626fcb6deea620edfcf96387f659728e1ab3014ba61507aaa961ea8b,0.4346654101889815,0.13166322154872467,0.30300218864025685,1.262843021522925,0.3885096964751571,0.8743333250477678,0.5692017973489768,0.267378847872572,0.689516129032258,0.7096774193548387,0.8870967741935484,0.17741935483870963,0.19758064516129037,0.2875120290176919,0.308968058968059,0.46969696969696967,0.16072891072891066,0.18218494067927776
xgboost,4,8030618f,relaxation,14,54,68,True,True,True,0.5785562727440037,0.35926486290102044,0.5238740844652057,108,75,183,302eb6acec0f17da0f9503b266b44ee0a9bf3057decbb115f6f8ebc8d7b2e7ee,0.1335254440821874,0.12835623499871815,0.0051692090834692395,0.40968153548609887,0.3929165280447653,0.01676500744133358,0.07451180080624721,0.07609286556952927,0.7911111111111111,0.7844444444444445,0.8151851851851852,0.030740740740740735,0.024074074074074137,0.7970082084112446,0.7906178489702517,0.8176836861768368,0.027065837206585175,0.0206754777655922
lightgbm,4,8030618f,relaxation,14,54,68,True,True,True,0.861301923675208,0.2970674082761882,0.4971201023959228,108,75,183,302eb6acec0f17da0f9503b266b44ee0a9bf3057decbb115f6f8ebc8d7b2e7ee,0.11289917859606037,0.10543881907952943,0.007460359516530943,0.34635687994168524,0.3336115958817224,0.012745284059962836,0.08094964897480791,0.052285046298675905,0.8229629629629629,0.8229629629629629,0.847962962962963,0.025000000000000133,0.025000000000000133,0.8308418066490295,0.8308418066490295,0.8435897435897436,0.012747936940714077,0.012747936940714077
xgboost,4,8030618f,interest,40,33,73,True,True,True,0.6687285320292595,0.3387816021830811,0.3501079976558685,43,104,147,56486f0282116bf1baa8ed512a5c19d2c38d6a4ea75b1a202aa56ce29a22108d,0.21884277960543952,0.1762776158447695,0.042565163760670016,0.699021745134655,0.549428739789699,0.149593005344956,0.2631239432740171,0.18414655631138319,0.7748211091234347,0.7996422182468694,0.7880143112701252,-0.011627906976744207,0.013193202146690508,0.6944444444444444,0.7421052631578948,0.7340732410893267,-0.008032022068568123,0.03962879664488228
lightgbm,4,8030618f,interest,40,33,73,True,True,True,0.47538513551797557,0.38334244881287743,0.3456068144072719,43,104,147,56486f0282116bf1baa8ed512a5c19d2c38d6a4ea75b1a202aa56ce29a22108d,0.21171109766092353,0.16394725917022446,0.04776383849069907,0.614003386721981,0.49093864815697313,0.12306473856500783,0.2963360067930621,0.23768401363749295,0.7816413237924866,0.8180903398926656,0.8084749552772809,-0.009615384615384692,0.02683363148479423,0.6955948795180723,0.7515572939301753,0.7388235294117647,-0.012733764518410684,0.04322864989369235
xgboost,4,8030618f,focus,103,12,115,True,True,True,-1.3965753387179665,0.8016398840878057,0.4254754004068672,52,115,167,70aef016ec525db6a9f5449da9e2cca52fcfd26a686fcc930a15aefe5d210d83,0.2806916228585815,0.382582645442416,-0.10189102258383448,0.993614038870583,1.522516900820584,-0.5289028619500011,0.3126383378190647,0.44099469320064255,0.732943143812709,0.745066889632107,0.6565217391304348,-0.08854515050167222,-0.07642140468227421,0.6458939802336028,0.6683277362510381,0.5225636014909709,-0.14576413476006722,-0.12333037874263186
lightgbm,4,8030618f,focus,103,12,115,True,True,True,-1.4515937539401529,0.8102435930879953,0.4565895837216459,52,115,167,70aef016ec525db6a9f5449da9e2cca52fcfd26a686fcc930a15aefe5d210d83,0.28663619933974044,0.4244870767305922,-0.13785087739085178,0.8555992631332294,1.4388403036744382,-0.5832410405412087,0.30934377153304987,0.4859658592220231,0.6963210702341137,0.7137123745819398,0.6077759197324415,-0.10593645484949832,-0.08854515050167222,0.6102753742864324,0.6334160998956422,0.45582689561747153,-0.17758920427817065,-0.1544484786689609
xgboost,5,8191f1d9,attention,58,19,77,True,True,True,-1.4797312208021105,0.814531979764679,0.4623711332678795,94,337,431,33d4e3638a3dab0d04624a4ae5b8823cabbc1b38c497e63483e6a1632c682482,0.1266508320465849,0.1913017784099383,-0.06465094636335342,0.4059010097287915,0.5970430800315812,-0.19114207030278973,0.07639781062445561,0.21677983411309162,0.74445987751752,0.730601679398952,0.7567554769871836,0.026153797588231553,0.012295599469663632,0.7463415410065535,0.7405006392016166,0.6789810814836883,-0.061519557717928275,-0.06736045952286518
lightgbm,5,8191f1d9,attention,58,19,77,True,True,True,-0.5290689831093445,0.6292659408942433,0.365472007878457,94,337,431,33d4e3638a3dab0d04624a4ae5b8823cabbc1b38c497e63483e6a1632c682482,0.1392956329460623,0.18292866216265086,-0.04363302921658857,0.43340486148764934,0.5417833457510179,-0.1083784842633686,0.16300837522652076,0.2512718954194405,0.7786160742471115,0.7456910158469601,0.7650419849737988,0.019350969126838757,-0.013574089273312717,0.7482620092312953,0.7572554996024383,0.6863934028619937,-0.07086209674044464,-0.06186860636930158
xgboost,5,8191f1d9,engagement,13,97,110,True,True,True,0.9766209673264958,0.27356277188243483,0.5,490,23,513,4e471f685c421c8f5f228c83cb601ac1b1acb50313bead70a1edf37a7dc073ee,0.4219662426623333,0.5454641260817329,-0.1234978834193996,1.4353375796711991,2.0134793133579323,-0.5781417336867332,0.5342117757723502,0.6470077808013922,0.7071428571428572,0.7071428571428572,0.639795918367347,-0.06734693877551023,-0.06734693877551023,0.361998361998362,0.361998361998362,0.2761449077238551,-0.08585345427450691,-0.08585345427450691
lightgbm,5,8191f1d9,engagement,13,97,110,True,True,True,0.2761984890123672,0.43138601246857866,0.8753324068440369,490,23,513,4e471f685c421c8f5f228c83cb601ac1b1acb50313bead70a1edf37a7dc073ee,0.39430806258577233,0.4443949430608067,-0.050086880475034345,1.1087811510147132,1.26722577794709,-0.1584446269323767,0.5511462829742125,0.5958472710844767,0.689795918367347,0.7879325643300799,0.6581632653061225,-0.1297692990239574,-0.031632653061224536,0.3408622147083686,0.5942052980132451,0.30067753158762134,-0.2935277664256237,-0.040184683120747244
xgboost,5,8191f1d9,excitement,17,91,108,True,True,True,-5.1854237968303565,0.9944335944280516,0.9996993541717528,215,224,439,c25903cf3f166704e486ca4d88271b56382ad84acfd8c26cb481102ac457cd3a,0.21389608991845316,0.1179643771266246,0.09593171279182856,1.1738354913960296,0.4318635152628146,0.7419719761332151,0.23872521940422203,0.10693882977154567,0.7466985049833887,0.8511835548172757,0.8527512458471761,0.0015676910299003977,0.10605274086378735,0.7337543469189038,0.8491691654172913,0.8530543933054393,0.003885227888148046,0.11930004638653546
