model,applied,median_offset,q25_offset,q75_offset,median_equivalent_threshold
lightgbm,285,-0.49252401493360576,-1.5845224464729202,0.861301923675208,0.620700845247925
xgboost,285,-0.7015719524116046,-2.596790618627928,1.4978817341468473,0.6685362020632729
