scope,pm,n_participant_pm_rows,n_unique_participants,independence_note,balanced_accuracy_n_valid_participants,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_median,balanced_accuracy_q25,balanced_accuracy_q75,balanced_accuracy_min,balanced_accuracy_max,macro_f1_n_valid_participants,macro_f1_mean,macro_f1_std,macro_f1_median,macro_f1_q25,macro_f1_q75,macro_f1_min,macro_f1_max,roc_auc_n_valid_participants,roc_auc_mean,roc_auc_std,roc_auc_median,roc_auc_q25,roc_auc_q75,roc_auc_min,roc_auc_max,ba_n_gt_0_50,ba_fraction_gt_0_50,ba_n_ge_0_60,ba_fraction_ge_0_60,ba_n_ge_0_70,ba_fraction_ge_0_70,ba_n_ge_0_80,ba_fraction_ge_0_80
per_pm,attention,53,53,one row per participant,53,0.717457492004,0.0876569816743,0.71772875817,0.661170321787,0.776345088292,0.513711970706,0.948294314381,53,0.685116409067,0.126301412421,0.719342251951,0.612040113372,0.776960784314,0.351251771375,0.951642601027,53,0.858910887995,0.0657289643092,0.86230195713,0.833817029661,0.899301558063,0.639788087725,0.99,53,1,48,0.905660377358,34,0.641509433962,7,0.132075471698
per_pm,engagement,53,53,one row per participant,53,0.728727147924,0.0977494639867,0.725602522478,0.6633640553,0.786107053871,0.513434270608,0.949896682356,53,0.70645999611,0.124412298733,0.707637969095,0.634514938366,0.793164488017,0.325978907857,0.950704812745,53,0.853855242253,0.0893272412865,0.873836891078,0.787745569446,0.923486055777,0.639793107326,0.993548387097,53,1,48,0.905660377358,33,0.622641509434,11,0.207547169811
per_pm,excitement,54,54,one row per participant,54,0.840453910467,0.0724552825794,0.837367527944,0.804144051133,0.891722167717,0.654547537228,1,54,0.811286490607,0.0983930685502,0.831818805514,0.761912568111,0.878510828149,0.5,0.957544342184,53,0.942392201412,0.0346604006844,0.949191064326,0.919615489874,0.965733151184,0.832937127448,0.998949238971,54,1,54,1,51,0.944444444444,44,0.814814814815
per_pm,stress,54,54,one row per participant,54,0.735303625613,0.117671676869,0.752730059002,0.667237201205,0.812835184445,0.373188405797,0.949870578085,54,0.688314328065,0.164587176006,0.748005045915,0.598649006674,0.799591664586,0.241911527284,0.948645192135,53,0.86378038562,0.0951072629401,0.886145776813,0.834015195792,0.91935618799,0.444176060118,0.990163934426,51,0.944444444444,48,0.888888888889,36,0.666666666667,19,0.351851851852
per_pm,relaxation,54,54,one row per participant,54,0.791055381733,0.110830974671,0.824038656823,0.722769758395,0.861242716259,0.523255813953,1,54,0.769968679367,0.129119295774,0.815469404877,0.69126940875,0.855045232679,0.414147834275,0.996732457923,53,0.927020636038,0.0427827418253,0.933950086059,0.89842519685,0.953143534994,0.8,1,54,1,49,0.907407407407,43,0.796296296296,31,0.574074074074
per_pm,interest,54,54,one row per participant,54,0.735979949763,0.114127983843,0.738491764796,0.672860512129,0.813945049144,0.351934668481,1,54,0.679342439649,0.169202984639,0.719191896192,0.626702556022,0.796116457517,0.155072463768,0.913916815103,53,0.848746386128,0.109928593896,0.88061491029,0.811392537002,0.924528301887,0.368510596928,0.968121968122,53,0.981481481481,48,0.888888888889,35,0.648148148148,17,0.314814814815
per_pm,focus,54,54,one row per participant,54,0.701002462289,0.0925065211388,0.701032330456,0.655395779978,0.754428731917,0.489666136725,0.896337088326,54,0.663121693802,0.143205036168,0.691315614032,0.611602781439,0.745107493642,0.23477233391,0.909063859858,53,0.815159337327,0.0880043355559,0.827940746516,0.761317629739,0.8659375,0.547058823529,0.99173553719,52,0.962962962963,48,0.888888888889,27,0.5,7,0.12962962963
pooled_repeated_measures,pooled,376,54,PM-participant rows repeat participants and are descriptive only,376,0.750140249279,0.109157908774,0.753891336403,0.681288114527,0.826079188991,0.351934668481,1,376,0.714902568018,0.146410629797,0.741328536859,0.636910592632,0.818782560768,0.155072463768,0.996732457923,371,0.87283786811,0.0893143540824,0.890640491771,0.832431175379,0.937215811765,0.368510596928,1,370,0.984042553191,343,0.912234042553,259,0.688829787234,136,0.36170212766
