n_fold_pm_runs,n_pm,n_folds,lag_seconds,independence_note,participant_macro_balanced_accuracy_mean,participant_macro_balanced_accuracy_std,participant_macro_balanced_accuracy_median,valid_fold_pm_balanced_accuracy,valid_participants_balanced_accuracy,participant_macro_f1_mean,participant_macro_f1_std,participant_macro_f1_median,valid_fold_pm_f1,valid_participants_f1,participant_macro_roc_auc_mean,participant_macro_roc_auc_std,participant_macro_roc_auc_median,valid_fold_pm_roc_auc,valid_participants_roc_auc,participant_macro_pr_auc_mean,participant_macro_pr_auc_std,participant_macro_pr_auc_median,valid_fold_pm_pr_auc,valid_participants_pr_auc,participant_macro_low_recall_mean,participant_macro_low_recall_std,participant_macro_low_recall_median,valid_fold_pm_low_recall,valid_participants_low_recall,participant_macro_high_recall_mean,participant_macro_high_recall_std,participant_macro_high_recall_median,valid_fold_pm_high_recall,valid_participants_high_recall,participant_macro_precision_mean,participant_macro_precision_std,participant_macro_precision_median,valid_fold_pm_precision,valid_participants_precision,participant_macro_accuracy_mean,participant_macro_accuracy_std,participant_macro_accuracy_median,valid_fold_pm_accuracy,valid_participants_accuracy
35,7,5,-10,fold-PM rows are descriptive and not independent inferential units,0.7500785628308192,0.054967171441077906,0.7396412613633704,35,376,0.7151519789793355,0.06173304026382306,0.707206615370653,35,376,0.873249984775188,0.04606954061022152,0.8584403701728184,35,371,0.8624135545795235,0.06177661006567115,0.8609391357541895,35,371,0.741582069730605,0.07889991502807309,0.733533942642648,35,376,0.758769108670798,0.07769647141455541,0.7601334842974249,35,371,0.7714080455709506,0.04881542974571574,0.7609826916432805,35,376,0.7581533097946191,0.061676876360797515,0.750815160796702,35,376
