model,outer_fold,pm,subject_id,budget_seconds,budget_role,strategy,strategy_role,budget_fully_available,calibration_low,calibration_high,calibration_extreme,calibration_class_eligible,adaptation_applied,adaptation_reason,personalized_threshold,evaluation_low,evaluation_high,evaluation_extreme,evaluation_sample_hash,zero_shot_balanced_accuracy,personalized_balanced_accuracy,delta_balanced_accuracy,zero_shot_macro_f1,personalized_macro_f1,delta_macro_f1,zero_shot_low_recall,personalized_low_recall,delta_low_recall,zero_shot_high_recall,personalized_high_recall,delta_high_recall,zero_shot_precision,personalized_precision,delta_precision,zero_shot_accuracy,personalized_accuracy,delta_accuracy,zero_shot_roc_auc,zero_shot_pr_auc,median_probability_low,median_probability_high,calibration_balanced_accuracy_at_threshold,threshold_candidate_count
lightgbm,4,excitement,01c2a0d8,60,exploratory,empirical_balanced_accuracy,sensitivity,True,0,3,3,False,False,ineligible_zero_shot_fallback,0.5,179,180,359,fb104886812213bf41e4c0a74e7a85ab8bc5b5dc9c8d6bb6776e7f008ace00e3,0.8665580384854128,0.8665580384854128,0.0,0.865155878302241,0.865155878302241,0.0,0.9608938547486033,0.9608938547486033,0.0,0.7722222222222223,0.7722222222222223,0.0,0.879783265804875,0.879783265804875,0.0,0.8662952646239555,0.8662952646239555,0.0,0.9437616387337058,0.9539374718300493,,,,
lightgbm,4,excitement,01c2a0d8,120,secondary,median_midpoint,primary,True,2,7,9,True,True,adapted,0.7494594501782281,179,180,359,fb104886812213bf41e4c0a74e7a85ab8bc5b5dc9c8d6bb6776e7f008ace00e3,0.8665580384854128,0.8415890751086281,-0.02496896337678467,0.865155878302241,0.838575316530588,-0.026580561771653022,0.9608938547486033,0.9720670391061452,0.011173184357541888,0.7722222222222223,0.7111111111111111,-0.061111111111111116,0.879783265804875,0.8661587597311864,-0.013624506073688591,0.8662952646239555,0.841225626740947,-0.025069637883008422,0.9437616387337058,0.9539374718300493,0.5065035991026469,0.9924153012538094,,
lightgbm,4,excitement,01c2a0d8,120,secondary,empirical_balanced_accuracy,sensitivity,True,2,7,9,True,True,adapted,0.5,179,180,359,fb104886812213bf41e4c0a74e7a85ab8bc5b5dc9c8d6bb6776e7f008ace00e3,0.8665580384854128,0.8665580384854128,0.0,0.865155878302241,0.865155878302241,0.0,0.9608938547486033,0.9608938547486033,0.0,0.7722222222222223,0.7722222222222223,0.0,0.879783265804875,0.879783265804875,0.0,0.8662952646239555,0.8662952646239555,0.0,0.9437616387337058,0.9539374718300493,,,0.75,11.0
lightgbm,4,excitement,01c2a0d8,300,primary,median_midpoint,primary,True,18,7,25,True,True,adapted,0.5253775767405222,179,180,359,fb104886812213bf41e4c0a74e7a85ab8bc5b5dc9c8d6bb6776e7f008ace00e3,0.8665580384854128,0.8610024829298573,-0.005555555555555536,0.865155878302241,0.8593877295230933,-0.005768148779147775,0.9608938547486033,0.9608938547486033,0.0,0.7722222222222223,0.7611111111111111,-0.011111111111111183,0.879783265804875,0.8756944444444444,-0.004088821360430539,0.8662952646239555,0.8607242339832869,-0.005571030640668551,0.9437616387337058,0.9539374718300493,0.05833985222723495,0.9924153012538094,,
lightgbm,4,excitement,01c2a0d8,300,primary,empirical_balanced_accuracy,sensitivity,True,18,7,25,True,True,adapted,0.8854254887475597,179,180,359,fb104886812213bf41e4c0a74e7a85ab8bc5b5dc9c8d6bb6776e7f008ace00e3,0.8665580384854128,0.8249379267535693,-0.041620111731843545,0.865155878302241,0.8204501250347318,-0.04470575326750925,0.9608938547486033,0.9776536312849162,0.016759776536312887,0.7722222222222223,0.6722222222222223,-0.09999999999999998,0.879783265804875,0.8579316239316239,-0.02185164187325106,0.8662952646239555,0.8245125348189415,-0.04178272980501396,0.9437616387337058,0.9539374718300493,,,0.9444444444444444,27.0
xgboost,4,stress,01c2a0d8,60,exploratory,median_midpoint,primary,True,0,2,2,False,False,ineligible_zero_shot_fallback,0.5,209,123,332,d1e1f16d82ccef7e26a0570b06b63883002ae301177771498f622df2a1e8724f,0.8904384019916755,0.8904384019916755,0.0,0.8673517742489989,0.8673517742489989,0.0,0.8133971291866029,0.8133971291866029,0.0,0.967479674796748,0.967479674796748,0.0,0.8650880256074495,0.8650880256074495,0.0,0.8704819277108434,0.8704819277108434,0.0,0.9476796203368731,0.9113669899856097,,,,
xgboost,4,stress,01c2a0d8,60,exploratory,empirical_balanced_accuracy,sensitivity,True,0,2,2,False,False,ineligible_zero_shot_fallback,0.5,209,123,332,d1e1f16d82ccef7e26a0570b06b63883002ae301177771498f622df2a1e8724f,0.8904384019916755,0.8904384019916755,0.0,0.8673517742489989,0.8673517742489989,0.0,0.8133971291866029,0.8133971291866029,0.0,0.967479674796748,0.967479674796748,0.0,0.8650880256074495,0.8650880256074495,0.0,0.8704819277108434,0.8704819277108434,0.0,0.9476796203368731,0.9113669899856097,,,,
xgboost,4,stress,01c2a0d8,120,secondary,median_midpoint,primary,True,1,2,3,False,False,ineligible_zero_shot_fallback,0.5,209,123,332,d1e1f16d82ccef7e26a0570b06b63883002ae301177771498f622df2a1e8724f,0.8904384019916755,0.8904384019916755,0.0,0.8673517742489989,0.8673517742489989,0.0,0.8133971291866029,0.8133971291866029,0.0,0.967479674796748,0.967479674796748,0.0,0.8650880256074495,0.8650880256074495,0.0,0.8704819277108434,0.8704819277108434,0.0,0.9476796203368731,0.9113669899856097,,,,
xgboost,4,stress,01c2a0d8,120,secondary,empirical_balanced_accuracy,sensitivity,True,1,2,3,False,False,ineligible_zero_shot_fallback,0.5,209,123,332,d1e1f16d82ccef7e26a0570b06b63883002ae301177771498f622df2a1e8724f,0.8904384019916755,0.8904384019916755,0.0,0.8673517742489989,0.8673517742489989,0.0,0.8133971291866029,0.8133971291866029,0.0,0.967479674796748,0.967479674796748,0.0,0.8650880256074495,0.8650880256074495,0.0,0.8704819277108434,0.8704819277108434,0.0,0.9476796203368731,0.9113669899856097,,,,
xgboost,4,stress,01c2a0d8,300,primary,median_midpoint,primary,True,11,2,13,True,False,nonseparated_medians,0.5,209,123,332,d1e1f16d82ccef7e26a0570b06b63883002ae301177771498f622df2a1e8724f,0.8904384019916755,0.8904384019916755,0.0,0.8673517742489989,0.8673517742489989,0.0,0.8133971291866029,0.8133971291866029,0.0,0.967479674796748,0.967479674796748,0.0,0.8650880256074495,0.8650880256074495,0.0,0.8704819277108434,0.8704819277108434,0.0,0.9476796203368731,0.9113669899856097,0.9939401149749756,0.9885137379169464,,
xgboost,4,stress,01c2a0d8,300,primary,empirical_balanced_accuracy,sensitivity,True,11,2,13,True,True,adapted,0.9998033046722412,209,123,332,d1e1f16d82ccef7e26a0570b06b63883002ae301177771498f622df2a1e8724f,0.8904384019916755,0.6432294705722177,-0.24720893141945777,0.8673517742489989,0.6381715097412537,-0.2291802645077452,0.8133971291866029,0.9856459330143541,0.1722488038277512,0.967479674796748,0.3008130081300813,-0.6666666666666667,0.8650880256074495,0.8152397260273974,-0.0498482995800521,0.8704819277108434,0.7319277108433735,-0.13855421686746994,0.9476796203368731,0.9113669899856097,,,0.7045454545454546,15.0
lightgbm,4,stress,01c2a0d8,60,exploratory,median_midpoint,primary,True,0,2,2,False,False,ineligible_zero_shot_fallback,0.5,209,123,332,d1e1f16d82ccef7e26a0570b06b63883002ae301177771498f622df2a1e8724f,0.8789629283852647,0.8789629283852647,0.0,0.8603412012152372,0.8603412012152372,0.0,0.8229665071770335,0.8229665071770335,0.0,0.9349593495934959,0.9349593495934959,0.0,0.8560672514619883,0.8560672514619883,0.0,0.8644578313253012,0.8644578313253012,0.0,0.9590383942116935,0.9409791017345227,,,,
lightgbm,4,stress,01c2a0d8,60,exploratory,empirical_balanced_accuracy,sensitivity,True,0,2,2,False,False,ineligible_zero_shot_fallback,0.5,209,123,332,d1e1f16d82ccef7e26a0570b06b63883002ae301177771498f622df2a1e8724f,0.8789629283852647,0.8789629283852647,0.0,0.8603412012152372,0.8603412012152372,0.0,0.8229665071770335,0.8229665071770335,0.0,0.9349593495934959,0.9349593495934959,0.0,0.8560672514619883,0.8560672514619883,0.0,0.8644578313253012,0.8644578313253012,0.0,0.9590383942116935,0.9409791017345227,,,,
lightgbm,4,stress,01c2a0d8,120,secondary,median_midpoint,primary,True,1,2,3,False,False,ineligible_zero_shot_fallback,0.5,209,123,332,d1e1f16d82ccef7e26a0570b06b63883002ae301177771498f622df2a1e8724f,0.8789629283852647,0.8789629283852647,0.0,0.8603412012152372,0.8603412012152372,0.0,0.8229665071770335,0.8229665071770335,0.0,0.9349593495934959,0.9349593495934959,0.0,0.8560672514619883,0.8560672514619883,0.0,0.8644578313253012,0.8644578313253012,0.0,0.9590383942116935,0.9409791017345227,,,,
lightgbm,4,stress,01c2a0d8,120,secondary,empirical_balanced_accuracy,sensitivity,True,1,2,3,False,False,ineligible_zero_shot_fallback,0.5,209,123,332,d1e1f16d82ccef7e26a0570b06b63883002ae301177771498f622df2a1e8724f,0.8789629283852647,0.8789629283852647,0.0,0.8603412012152372,0.8603412012152372,0.0,0.8229665071770335,0.8229665071770335,0.0,0.9349593495934959,0.9349593495934959,0.0,0.8560672514619883,0.8560672514619883,0.0,0.8644578313253012,0.8644578313253012,0.0,0.9590383942116935,0.9409791017345227,,,,
lightgbm,4,stress,01c2a0d8,300,primary,median_midpoint,primary,True,11,2,13,True,True,adapted,0.939039269050467,209,123,332,d1e1f16d82ccef7e26a0570b06b63883002ae301177771498f622df2a1e8724f,0.8789629283852647,0.8923833975181856,0.013420469132920942,0.8603412012152372,0.898299390310181,0.03795818909494386,0.8229665071770335,0.9473684210526315,0.12440191387559807,0.9349593495934959,0.8373983739837398,-0.09756097560975607,0.8560672514619883,0.9058828263318848,0.04981557486989652,0.8644578313253012,0.9066265060240963,0.04216867469879515,0.9590383942116935,0.9409791017345227,0.9311581114369633,0.9469204266639706,,
lightgbm,4,stress,01c2a0d8,300,primary,empirical_balanced_accuracy,sensitivity,True,11,2,13,True,True,adapted,0.9957034802965932,209,123,332,d1e1f16d82ccef7e26a0570b06b63883002ae301177771498f622df2a1e8724f,0.8789629283852647,0.6260162601626016,-0.2529466682226631,0.8603412012152372,0.6111026228673287,-0.2492385783479084,0.8229665071770335,1.0,0.17703349282296654,0.9349593495934959,0.25203252032520324,-0.6829268292682926,0.8560672514619883,0.8471760797342193,-0.008891171727768987,0.8644578313253012,0.7228915662650602,-0.14156626506024095,0.9590383942116935,0.9409791017345227,,,0.75,15.0
xgboost,4,relaxation,01c2a0d8,60,exploratory,median_midpoint,primary,True,0,5,5,False,False,ineligible_zero_shot_fallback,0.5,272,101,373,e792fb1a93c9af4867c99afe2408c5a97f135ccb1b561ce105ea2a0ae837224e,0.7643600757134537,0.7643600757134537,0.0,0.796789875115246,0.796789875115246,0.0,0.9742647058823529,0.9742647058823529,0.0,0.5544554455445545,0.5544554455445545,0.0,0.8718637992831542,0.8718637992831542,0.0,0.8605898123324397,0.8605898123324397,0.0,0.9502402446126966,0.8810262216815705,,,,
xgboost,4,relaxation,01c2a0d8,60,exploratory,empirical_balanced_accuracy,sensitivity,True,0,5,5,False,False,ineligible_zero_shot_fallback,0.5,272,101,373,e792fb1a93c9af4867c99afe2408c5a97f135ccb1b561ce105ea2a0ae837224e,0.7643600757134537,0.7643600757134537,0.0,0.796789875115246,0.796789875115246,0.0,0.9742647058823529,0.9742647058823529,0.0,0.5544554455445545,0.5544554455445545,0.0,0.8718637992831542,0.8718637992831542,0.0,0.8605898123324397,0.8605898123324397,0.0,0.9502402446126966,0.8810262216815705,,,,
xgboost,4,relaxation,01c2a0d8,120,secondary,median_midpoint,primary,True,0,7,7,False,False,ineligible_zero_shot_fallback,0.5,272,101,373,e792fb1a93c9af4867c99afe2408c5a97f135ccb1b561ce105ea2a0ae837224e,0.7643600757134537,0.7643600757134537,0.0,0.796789875115246,0.796789875115246,0.0,0.9742647058823529,0.9742647058823529,0.0,0.5544554455445545,0.5544554455445545,0.0,0.8718637992831542,0.8718637992831542,0.0,0.8605898123324397,0.8605898123324397,0.0,0.9502402446126966,0.8810262216815705,,,,
xgboost,4,relaxation,01c2a0d8,120,secondary,empirical_balanced_accuracy,sensitivity,True,0,7,7,False,False,ineligible_zero_shot_fallback,0.5,272,101,373,e792fb1a93c9af4867c99afe2408c5a97f135ccb1b561ce105ea2a0ae837224e,0.7643600757134537,0.7643600757134537,0.0,0.796789875115246,0.796789875115246,0.0,0.9742647058823529,0.9742647058823529,0.0,0.5544554455445545,0.5544554455445545,0.0,0.8718637992831542,0.8718637992831542,0.0,0.8605898123324397,0.8605898123324397,0.0,0.9502402446126966,0.8810262216815705,,,,
xgboost,4,relaxation,01c2a0d8,300,primary,median_midpoint,primary,True,9,7,16,True,True,adapted,0.5001303198951064,272,101,373,e792fb1a93c9af4867c99afe2408c5a97f135ccb1b561ce105ea2a0ae837224e,0.7643600757134537,0.7643600757134537,0.0,0.796789875115246,0.796789875115246,0.0,0.9742647058823529,0.9742647058823529,0.0,0.5544554455445545,0.5544554455445545,0.0,0.8718637992831542,0.8718637992831542,0.0,0.8605898123324397,0.8605898123324397,0.0,0.9502402446126966,0.8810262216815705,0.00032668173662386835,0.9999339580535889,,
xgboost,4,relaxation,01c2a0d8,300,primary,empirical_balanced_accuracy,sensitivity,True,9,7,16,True,True,adapted,0.5,272,101,373,e792fb1a93c9af4867c99afe2408c5a97f135ccb1b561ce105ea2a0ae837224e,0.7643600757134537,0.7643600757134537,0.0,0.796789875115246,0.796789875115246,0.0,0.9742647058823529,0.9742647058823529,0.0,0.5544554455445545,0.5544554455445545,0.0,0.8718637992831542,0.8718637992831542,0.0,0.8605898123324397,0.8605898123324397,0.0,0.9502402446126966,0.8810262216815705,,,1.0,18.0
lightgbm,4,relaxation,01c2a0d8,60,exploratory,median_midpoint,primary,True,0,5,5,False,False,ineligible_zero_shot_fallback,0.5,272,101,373,e792fb1a93c9af4867c99afe2408c5a97f135ccb1b561ce105ea2a0ae837224e,0.7693105707629586,0.7693105707629586,0.0,0.8015647003598811,0.8015647003598811,0.0,0.9742647058823529,0.9742647058823529,0.0,0.5643564356435643,0.5643564356435643,0.0,0.8741150889967637,0.8741150889967637,0.0,0.8632707774798928,0.8632707774798928,0.0,0.9555911473500291,0.8903649769267079,,,,
lightgbm,4,relaxation,01c2a0d8,60,exploratory,empirical_balanced_accuracy,sensitivity,True,0,5,5,False,False,ineligible_zero_shot_fallback,0.5,272,101,373,e792fb1a93c9af4867c99afe2408c5a97f135ccb1b561ce105ea2a0ae837224e,0.7693105707629586,0.7693105707629586,0.0,0.8015647003598811,0.8015647003598811,0.0,0.9742647058823529,0.9742647058823529,0.0,0.5643564356435643,0.5643564356435643,0.0,0.8741150889967637,0.8741150889967637,0.0,0.8632707774798928,0.8632707774798928,0.0,0.9555911473500291,0.8903649769267079,,,,
lightgbm,4,relaxation,01c2a0d8,120,secondary,median_midpoint,primary,True,0,7,7,False,False,ineligible_zero_shot_fallback,0.5,272,101,373,e792fb1a93c9af4867c99afe2408c5a97f135ccb1b561ce105ea2a0ae837224e,0.7693105707629586,0.7693105707629586,0.0,0.8015647003598811,0.8015647003598811,0.0,0.9742647058823529,0.9742647058823529,0.0,0.5643564356435643,0.5643564356435643,0.0,0.8741150889967637,0.8741150889967637,0.0,0.8632707774798928,0.8632707774798928,0.0,0.9555911473500291,0.8903649769267079,,,,
lightgbm,4,relaxation,01c2a0d8,120,secondary,empirical_balanced_accuracy,sensitivity,True,0,7,7,False,False,ineligible_zero_shot_fallback,0.5,272,101,373,e792fb1a93c9af4867c99afe2408c5a97f135ccb1b561ce105ea2a0ae837224e,0.7693105707629586,0.7693105707629586,0.0,0.8015647003598811,0.8015647003598811,0.0,0.9742647058823529,0.9742647058823529,0.0,0.5643564356435643,0.5643564356435643,0.0,0.8741150889967637,0.8741150889967637,0.0,0.8632707774798928,0.8632707774798928,0.0,0.9555911473500291,0.8903649769267079,,,,
lightgbm,4,relaxation,01c2a0d8,300,primary,median_midpoint,primary,True,9,7,16,True,True,adapted,0.4993910050972919,272,101,373,e792fb1a93c9af4867c99afe2408c5a97f135ccb1b561ce105ea2a0ae837224e,0.7693105707629586,0.7693105707629586,0.0,0.8015647003598811,0.8015647003598811,0.0,0.9742647058823529,0.9742647058823529,0.0,0.5643564356435643,0.5643564356435643,0.0,0.8741150889967637,0.8741150889967637,0.0,0.8632707774798928,0.8632707774798928,0.0,0.9555911473500291,0.8903649769267079,0.004183250019143553,0.9945987601754402,,
lightgbm,4,relaxation,01c2a0d8,300,primary,empirical_balanced_accuracy,sensitivity,True,9,7,16,True,True,adapted,0.5,272,101,373,e792fb1a93c9af4867c99afe2408c5a97f135ccb1b561ce105ea2a0ae837224e,0.7693105707629586,0.7693105707629586,0.0,0.8015647003598811,0.8015647003598811,0.0,0.9742647058823529,0.9742647058823529,0.0,0.5643564356435643,0.5643564356435643,0.0,0.8741150889967637,0.8741150889967637,0.0,0.8632707774798928,0.8632707774798928,0.0,0.9555911473500291,0.8903649769267079,,,1.0,18.0
xgboost,4,interest,01c2a0d8,60,exploratory,median_midpoint,primary,True,0,6,6,False,False,ineligible_zero_shot_fallback,0.5,269,117,386,b100a4b2c0448148757f93513145c046cfa767232246d084be85ec87e133651f,0.8271693197343755,0.8271693197343755,0.0,0.8060897796372525,0.8060897796372525,0.0,0.8252788104089219,0.8252788104089219,0.0,0.8290598290598291,0.8290598290598291,0.0,0.7954832415059688,0.7954832415059688,0.0,0.8264248704663213,0.8264248704663213,0.0,0.9156737521049788,0.8260462857508042,,,,
xgboost,4,interest,01c2a0d8,60,exploratory,empirical_balanced_accuracy,sensitivity,True,0,6,6,False,False,ineligible_zero_shot_fallback,0.5,269,117,386,b100a4b2c0448148757f93513145c046cfa767232246d084be85ec87e133651f,0.8271693197343755,0.8271693197343755,0.0,0.8060897796372525,0.8060897796372525,0.0,0.8252788104089219,0.8252788104089219,0.0,0.8290598290598291,0.8290598290598291,0.0,0.7954832415059688,0.7954832415059688,0.0,0.8264248704663213,0.8264248704663213,0.0,0.9156737521049788,0.8260462857508042,,,,
xgboost,4,interest,01c2a0d8,120,secondary,median_midpoint,primary,True,0,10,10,False,False,ineligible_zero_shot_fallback,0.5,269,117,386,b100a4b2c0448148757f93513145c046cfa767232246d084be85ec87e133651f,0.8271693197343755,0.8271693197343755,0.0,0.8060897796372525,0.8060897796372525,0.0,0.8252788104089219,0.8252788104089219,0.0,0.8290598290598291,0.8290598290598291,0.0,0.7954832415059688,0.7954832415059688,0.0,0.8264248704663213,0.8264248704663213,0.0,0.9156737521049788,0.8260462857508042,,,,
xgboost,4,interest,01c2a0d8,120,secondary,empirical_balanced_accuracy,sensitivity,True,0,10,10,False,False,ineligible_zero_shot_fallback,0.5,269,117,386,b100a4b2c0448148757f93513145c046cfa767232246d084be85ec87e133651f,0.8271693197343755,0.8271693197343755,0.0,0.8060897796372525,0.8060897796372525,0.0,0.8252788104089219,0.8252788104089219,0.0,0.8290598290598291,0.8290598290598291,0.0,0.7954832415059688,0.7954832415059688,0.0,0.8264248704663213,0.8264248704663213,0.0,0.9156737521049788,0.8260462857508042,,,,
xgboost,4,interest,01c2a0d8,300,primary,median_midpoint,primary,True,2,17,19,True,True,adapted,0.9793780893087387,269,117,386,b100a4b2c0448148757f93513145c046cfa767232246d084be85ec87e133651f,0.8271693197343755,0.7359641597559813,-0.09120515997839418,0.8060897796372525,0.760929758088021,-0.04516002154923149,0.8252788104089219,0.9591078066914498,0.13382899628252787,0.8290598290598291,0.5128205128205128,-0.31623931623931634,0.7954832415059688,0.8320590207914151,0.03657577928544631,0.8264248704663213,0.8238341968911918,-0.002590673575129543,0.9156737521049788,0.8260462857508042,0.9594211876392365,0.999334990978241,,
xgboost,4,interest,01c2a0d8,300,primary,empirical_balanced_accuracy,sensitivity,True,2,17,19,True,True,adapted,0.9794500470161438,269,117,386,b100a4b2c0448148757f93513145c046cfa767232246d084be85ec87e133651f,0.8271693197343755,0.7359641597559813,-0.09120515997839418,0.8060897796372525,0.760929758088021,-0.04516002154923149,0.8252788104089219,0.9591078066914498,0.13382899628252787,0.8290598290598291,0.5128205128205128,-0.31623931623931634,0.7954832415059688,0.8320590207914151,0.03657577928544631,0.8264248704663213,0.8238341968911918,-0.002590673575129543,0.9156737521049788,0.8260462857508042,,,1.0,21.0
lightgbm,4,interest,01c2a0d8,60,exploratory,median_midpoint,primary,True,0,6,6,False,False,ineligible_zero_shot_fallback,0.5,269,117,386,b100a4b2c0448148757f93513145c046cfa767232246d084be85ec87e133651f,0.8548597210307247,0.8548597210307247,0.0,0.8363614341085271,0.8363614341085271,0.0,0.8550185873605948,0.8550185873605948,0.0,0.8547008547008547,0.8547008547008547,0.0,0.8252992747502403,0.8252992747502403,0.0,0.8549222797927462,0.8549222797927462,0.0,0.9170082292758873,0.8496497384950213,,,,
lightgbm,4,interest,01c2a0d8,60,exploratory,empirical_balanced_accuracy,sensitivity,True,0,6,6,False,False,ineligible_zero_shot_fallback,0.5,269,117,386,b100a4b2c0448148757f93513145c046cfa767232246d084be85ec87e133651f,0.8548597210307247,0.8548597210307247,0.0,0.8363614341085271,0.8363614341085271,0.0,0.8550185873605948,0.8550185873605948,0.0,0.8547008547008547,0.8547008547008547,0.0,0.8252992747502403,0.8252992747502403,0.0,0.8549222797927462,0.8549222797927462,0.0,0.9170082292758873,0.8496497384950213,,,,
lightgbm,4,interest,01c2a0d8,120,secondary,median_midpoint,primary,True,0,10,10,False,False,ineligible_zero_shot_fallback,0.5,269,117,386,b100a4b2c0448148757f93513145c046cfa767232246d084be85ec87e133651f,0.8548597210307247,0.8548597210307247,0.0,0.8363614341085271,0.8363614341085271,0.0,0.8550185873605948,0.8550185873605948,0.0,0.8547008547008547,0.8547008547008547,0.0,0.8252992747502403,0.8252992747502403,0.0,0.8549222797927462,0.8549222797927462,0.0,0.9170082292758873,0.8496497384950213,,,,
lightgbm,4,interest,01c2a0d8,120,secondary,empirical_balanced_accuracy,sensitivity,True,0,10,10,False,False,ineligible_zero_shot_fallback,0.5,269,117,386,b100a4b2c0448148757f93513145c046cfa767232246d084be85ec87e133651f,0.8548597210307247,0.8548597210307247,0.0,0.8363614341085271,0.8363614341085271,0.0,0.8550185873605948,0.8550185873605948,0.0,0.8547008547008547,0.8547008547008547,0.0,0.8252992747502403,0.8252992747502403,0.0,0.8549222797927462,0.8549222797927462,0.0,0.9170082292758873,0.8496497384950213,,,,
lightgbm,4,interest,01c2a0d8,300,primary,median_midpoint,primary,True,2,17,19,True,True,adapted,0.9294247996270208,269,117,386,b100a4b2c0448148757f93513145c046cfa767232246d084be85ec87e133651f,0.8548597210307247,0.7409843357798749,-0.11387538525084984,0.8363614341085271,0.769938536040231,-0.06642289806829615,0.8550185873605948,0.9776951672862454,0.12267657992565062,0.8547008547008547,0.5042735042735043,-0.3504273504273504,0.8252992747502403,0.863503474718428,0.03820419996818769,0.8549222797927462,0.8341968911917098,-0.020725388601036343,0.9170082292758873,0.8496497384950213,0.8747418488195772,0.9841077504344645,,
lightgbm,4,interest,01c2a0d8,300,primary,empirical_balanced_accuracy,sensitivity,True,2,17,19,True,True,adapted,0.932858762254066,269,117,386,b100a4b2c0448148757f93513145c046cfa767232246d084be85ec87e133651f,0.8548597210307247,0.7409843357798749,-0.11387538525084984,0.8363614341085271,0.769938536040231,-0.06642289806829615,0.8550185873605948,0.9776951672862454,0.12267657992565062,0.8547008547008547,0.5042735042735043,-0.3504273504273504,0.8252992747502403,0.863503474718428,0.03820419996818769,0.8549222797927462,0.8341968911917098,-0.020725388601036343,0.9170082292758873,0.8496497384950213,,,0.9705882352941176,21.0
xgboost,4,focus,01c2a0d8,60,exploratory,median_midpoint,primary,True,4,0,4,False,False,ineligible_zero_shot_fallback,0.5,59,236,295,0a74748421a50013eb146e52bd455395f1dfac387980529bb0b469c53e991720,0.5699152542372882,0.5699152542372882,0.0,0.5777268823361008,0.5777268823361008,0.0,0.22033898305084745,0.22033898305084745,0.0,0.9194915254237288,0.9194915254237288,0.0,0.6156725285171103,0.6156725285171103,0.0,0.7796610169491526,0.7796610169491526,0.0,0.7487790864694054,0.9303066814675475,,,,
xgboost,4,focus,01c2a0d8,60,exploratory,empirical_balanced_accuracy,sensitivity,True,4,0,4,False,False,ineligible_zero_shot_fallback,0.5,59,236,295,0a74748421a50013eb146e52bd455395f1dfac387980529bb0b469c53e991720,0.5699152542372882,0.5699152542372882,0.0,0.5777268823361008,0.5777268823361008,0.0,0.22033898305084745,0.22033898305084745,0.0,0.9194915254237288,0.9194915254237288,0.0,0.6156725285171103,0.6156725285171103,0.0,0.7796610169491526,0.7796610169491526,0.0,0.7487790864694054,0.9303066814675475,,,,
xgboost,4,focus,01c2a0d8,120,secondary,median_midpoint,primary,True,4,3,7,True,True,adapted,0.9774189740419388,59,236,295,0a74748421a50013eb146e52bd455395f1dfac387980529bb0b469c53e991720,0.5699152542372882,0.6758474576271187,0.10593220338983056,0.5777268823361008,0.5874339583549155,0.009707076018814709,0.22033898305084745,0.7457627118644068,0.5254237288135594,0.9194915254237288,0.6059322033898306,-0.31355932203389825,0.6156725285171103,0.6131155871754597,-0.0025569413416506315,0.7796610169491526,0.6338983050847458,-0.1457627118644068,0.7487790864694054,0.9303066814675475,0.955956906080246,0.9988810420036316,,
xgboost,4,focus,01c2a0d8,120,secondary,empirical_balanced_accuracy,sensitivity,True,4,3,7,True,True,adapted,0.9864793419837952,59,236,295,0a74748421a50013eb146e52bd455395f1dfac387980529bb0b469c53e991720,0.5699152542372882,0.7033898305084746,0.13347457627118642,0.5777268823361008,0.5780309756338168,0.00030409329771596827,0.22033898305084745,0.864406779661017,0.6440677966101696,0.9194915254237288,0.5423728813559322,-0.3771186440677966,0.6156725285171103,0.6309655937846836,0.015293065267573347,0.7796610169491526,0.6067796610169491,-0.17288135593220344,0.7487790864694054,0.9303066814675475,,,1.0,9.0
xgboost,4,focus,01c2a0d8,300,primary,median_midpoint,primary,True,20,3,23,True,True,adapted,0.9706066250801086,59,236,295,0a74748421a50013eb146e52bd455395f1dfac387980529bb0b469c53e991720,0.5699152542372882,0.663135593220339,0.09322033898305082,0.5777268823361008,0.5889783840447977,0.011251501708696932,0.22033898305084745,0.6949152542372882,0.47457627118644075,0.9194915254237288,0.6313559322033898,-0.288135593220339,0.6156725285171103,0.6062640344311377,-0.009408494085972552,0.7796610169491526,0.6440677966101694,-0.13559322033898313,0.7487790864694054,0.9303066814675475,0.9423322081565857,0.9988810420036316,,
xgboost,4,focus,01c2a0d8,300,primary,empirical_balanced_accuracy,sensitivity,True,20,3,23,True,True,adapted,0.9914049804210663,59,236,295,0a74748421a50013eb146e52bd455395f1dfac387980529bb0b469c53e991720,0.5699152542372882,0.7055084745762712,0.13559322033898302,0.5777268823361008,0.566813509544787,-0.010913372791313769,0.22033898305084745,0.8983050847457628,0.6779661016949153,0.9194915254237288,0.5127118644067796,-0.4067796610169492,0.6156725285171103,0.6341160479940007,0.01844351947689038,0.7796610169491526,0.5898305084745763,-0.18983050847457628,0.7487790864694054,0.9303066814675475,,,0.95,25.0
lightgbm,4,focus,01c2a0d8,60,exploratory,median_midpoint,primary,True,4,0,4,False,False,ineligible_zero_shot_fallback,0.5,59,236,295,0a74748421a50013eb146e52bd455395f1dfac387980529bb0b469c53e991720,0.5572033898305084,0.5572033898305084,0.0,0.5621616902392177,0.5621616902392177,0.0,0.2033898305084746,0.2033898305084746,0.0,0.9110169491525424,0.9110169491525424,0.0,0.5921235253296322,0.5921235253296322,0.0,0.7694915254237288,0.7694915254237288,0.0,0.7273771904625107,0.9212636086049613,,,,
