model,outer_fold,pm,subject_id,budget_seconds,budget_role,strategy,strategy_role,budget_fully_available,calibration_low,calibration_high,calibration_extreme,calibration_class_eligible,adaptation_applied,adaptation_reason,personalized_threshold,evaluation_low,evaluation_high,evaluation_extreme,evaluation_sample_hash,zero_shot_balanced_accuracy,personalized_balanced_accuracy,delta_balanced_accuracy,zero_shot_macro_f1,personalized_macro_f1,delta_macro_f1,zero_shot_low_recall,personalized_low_recall,delta_low_recall,zero_shot_high_recall,personalized_high_recall,delta_high_recall,zero_shot_precision,personalized_precision,delta_precision,zero_shot_accuracy,personalized_accuracy,delta_accuracy,zero_shot_roc_auc,zero_shot_pr_auc,median_probability_low,median_probability_high,calibration_balanced_accuracy_at_threshold,threshold_candidate_count
xgboost,5,attention,0001508a,60,exploratory,median_midpoint,primary,True,0,3,3,False,False,ineligible_zero_shot_fallback,0.5,189,11,200,5df44c254da64c42be87a21c8db48eab796cc447449f4ee47d035eaa68cf2ea4,0.6572871572871573,0.6572871572871573,0.0,0.44881086046749,0.44881086046749,0.0,0.5873015873015873,0.5873015873015873,0.0,0.7272727272727273,0.7272727272727273,0.0,0.5333537331701347,0.5333537331701347,0.0,0.595,0.595,0.0,0.6945646945646945,0.13429175035996047,,,,
xgboost,5,attention,0001508a,60,exploratory,empirical_balanced_accuracy,sensitivity,True,0,3,3,False,False,ineligible_zero_shot_fallback,0.5,189,11,200,5df44c254da64c42be87a21c8db48eab796cc447449f4ee47d035eaa68cf2ea4,0.6572871572871573,0.6572871572871573,0.0,0.44881086046749,0.44881086046749,0.0,0.5873015873015873,0.5873015873015873,0.0,0.7272727272727273,0.7272727272727273,0.0,0.5333537331701347,0.5333537331701347,0.0,0.595,0.595,0.0,0.6945646945646945,0.13429175035996047,,,,
xgboost,5,attention,0001508a,120,secondary,median_midpoint,primary,True,0,9,9,False,False,ineligible_zero_shot_fallback,0.5,189,11,200,5df44c254da64c42be87a21c8db48eab796cc447449f4ee47d035eaa68cf2ea4,0.6572871572871573,0.6572871572871573,0.0,0.44881086046749,0.44881086046749,0.0,0.5873015873015873,0.5873015873015873,0.0,0.7272727272727273,0.7272727272727273,0.0,0.5333537331701347,0.5333537331701347,0.0,0.595,0.595,0.0,0.6945646945646945,0.13429175035996047,,,,
xgboost,5,attention,0001508a,120,secondary,empirical_balanced_accuracy,sensitivity,True,0,9,9,False,False,ineligible_zero_shot_fallback,0.5,189,11,200,5df44c254da64c42be87a21c8db48eab796cc447449f4ee47d035eaa68cf2ea4,0.6572871572871573,0.6572871572871573,0.0,0.44881086046749,0.44881086046749,0.0,0.5873015873015873,0.5873015873015873,0.0,0.7272727272727273,0.7272727272727273,0.0,0.5333537331701347,0.5333537331701347,0.0,0.595,0.595,0.0,0.6945646945646945,0.13429175035996047,,,,
xgboost,5,attention,0001508a,300,primary,median_midpoint,primary,True,4,13,17,True,True,adapted,0.9704891592264175,189,11,200,5df44c254da64c42be87a21c8db48eab796cc447449f4ee47d035eaa68cf2ea4,0.6572871572871573,0.5618085618085618,-0.0954785954785955,0.44881086046749,0.5567375886524822,0.10792672818499222,0.5873015873015873,0.9417989417989417,0.3544973544973544,0.7272727272727273,0.18181818181818182,-0.5454545454545454,0.5333537331701347,0.5528589058000823,0.019505172629947665,0.595,0.9,0.30500000000000005,0.6945646945646945,0.13429175035996047,0.9440943896770477,0.9968839287757874,,
xgboost,5,attention,0001508a,300,primary,empirical_balanced_accuracy,sensitivity,True,4,13,17,True,True,adapted,0.9900453090667725,189,11,200,5df44c254da64c42be87a21c8db48eab796cc447449f4ee47d035eaa68cf2ea4,0.6572871572871573,0.5401635401635402,-0.11712361712361707,0.44881086046749,0.5558845299777943,0.10707366951030423,0.5873015873015873,0.9894179894179894,0.4021164021164021,0.7272727272727273,0.09090909090909091,-0.6363636363636364,0.5333537331701347,0.6412859560067682,0.1079322228366335,0.595,0.94,0.345,0.6945646945646945,0.13429175035996047,,,0.9615384615384616,19.0
lightgbm,5,attention,0001508a,60,exploratory,median_midpoint,primary,True,0,3,3,False,False,ineligible_zero_shot_fallback,0.5,189,11,200,5df44c254da64c42be87a21c8db48eab796cc447449f4ee47d035eaa68cf2ea4,0.644059644059644,0.644059644059644,0.0,0.4341360705355968,0.4341360705355968,0.0,0.5608465608465608,0.5608465608465608,0.0,0.7272727272727273,0.7272727272727273,0.0,0.5301945760661357,0.5301945760661357,0.0,0.57,0.57,0.0,0.7012987012987013,0.10118999745351888,,,,
lightgbm,5,attention,0001508a,60,exploratory,empirical_balanced_accuracy,sensitivity,True,0,3,3,False,False,ineligible_zero_shot_fallback,0.5,189,11,200,5df44c254da64c42be87a21c8db48eab796cc447449f4ee47d035eaa68cf2ea4,0.644059644059644,0.644059644059644,0.0,0.4341360705355968,0.4341360705355968,0.0,0.5608465608465608,0.5608465608465608,0.0,0.7272727272727273,0.7272727272727273,0.0,0.5301945760661357,0.5301945760661357,0.0,0.57,0.57,0.0,0.7012987012987013,0.10118999745351888,,,,
lightgbm,5,attention,0001508a,120,secondary,median_midpoint,primary,True,0,9,9,False,False,ineligible_zero_shot_fallback,0.5,189,11,200,5df44c254da64c42be87a21c8db48eab796cc447449f4ee47d035eaa68cf2ea4,0.644059644059644,0.644059644059644,0.0,0.4341360705355968,0.4341360705355968,0.0,0.5608465608465608,0.5608465608465608,0.0,0.7272727272727273,0.7272727272727273,0.0,0.5301945760661357,0.5301945760661357,0.0,0.57,0.57,0.0,0.7012987012987013,0.10118999745351888,,,,
lightgbm,5,attention,0001508a,120,secondary,empirical_balanced_accuracy,sensitivity,True,0,9,9,False,False,ineligible_zero_shot_fallback,0.5,189,11,200,5df44c254da64c42be87a21c8db48eab796cc447449f4ee47d035eaa68cf2ea4,0.644059644059644,0.644059644059644,0.0,0.4341360705355968,0.4341360705355968,0.0,0.5608465608465608,0.5608465608465608,0.0,0.7272727272727273,0.7272727272727273,0.0,0.5301945760661357,0.5301945760661357,0.0,0.57,0.57,0.0,0.7012987012987013,0.10118999745351888,,,,
lightgbm,5,attention,0001508a,300,primary,median_midpoint,primary,True,4,13,17,True,True,adapted,0.8958795060698966,189,11,200,5df44c254da64c42be87a21c8db48eab796cc447449f4ee47d035eaa68cf2ea4,0.644059644059644,0.5031265031265031,-0.1409331409331409,0.4341360705355968,0.500768049155146,0.06663197861954917,0.5608465608465608,0.9153439153439153,0.35449735449735453,0.7272727272727273,0.09090909090909091,-0.6363636363636364,0.5301945760661357,0.5020893603342976,-0.028105215731838107,0.57,0.87,0.30000000000000004,0.7012987012987013,0.10118999745351888,0.8159623078984453,0.975796704241348,,
lightgbm,5,attention,0001508a,300,primary,empirical_balanced_accuracy,sensitivity,True,4,13,17,True,True,adapted,0.9456031497392441,189,11,200,5df44c254da64c42be87a21c8db48eab796cc447449f4ee47d035eaa68cf2ea4,0.644059644059644,0.48412698412698413,-0.15993265993265987,0.4341360705355968,0.47780678851174935,0.04367071797615257,0.5608465608465608,0.9682539682539683,0.40740740740740744,0.7272727272727273,0.0,-0.7272727272727273,0.5301945760661357,0.47164948453608246,-0.05854509153005327,0.57,0.915,0.3450000000000001,0.7012987012987013,0.10118999745351888,,,0.9615384615384616,19.0
xgboost,5,engagement,0001508a,60,exploratory,median_midpoint,primary,True,0,6,6,False,False,ineligible_zero_shot_fallback,0.5,109,85,194,1765ca4c5216ebd08caa36353409b8c7b526885c3b20bc95dd944853b7d7153d,0.7287101996762008,0.7287101996762008,0.0,0.7291709983069474,0.7291709983069474,0.0,0.963302752293578,0.963302752293578,0.0,0.49411764705882355,0.49411764705882355,0.0,0.8112514688601644,0.8112514688601644,0.0,0.7577319587628866,0.7577319587628866,0.0,0.930706961683756,0.873159514890837,,,,
xgboost,5,engagement,0001508a,60,exploratory,empirical_balanced_accuracy,sensitivity,True,0,6,6,False,False,ineligible_zero_shot_fallback,0.5,109,85,194,1765ca4c5216ebd08caa36353409b8c7b526885c3b20bc95dd944853b7d7153d,0.7287101996762008,0.7287101996762008,0.0,0.7291709983069474,0.7291709983069474,0.0,0.963302752293578,0.963302752293578,0.0,0.49411764705882355,0.49411764705882355,0.0,0.8112514688601644,0.8112514688601644,0.0,0.7577319587628866,0.7577319587628866,0.0,0.930706961683756,0.873159514890837,,,,
xgboost,5,engagement,0001508a,120,secondary,median_midpoint,primary,True,0,11,11,False,False,ineligible_zero_shot_fallback,0.5,109,85,194,1765ca4c5216ebd08caa36353409b8c7b526885c3b20bc95dd944853b7d7153d,0.7287101996762008,0.7287101996762008,0.0,0.7291709983069474,0.7291709983069474,0.0,0.963302752293578,0.963302752293578,0.0,0.49411764705882355,0.49411764705882355,0.0,0.8112514688601644,0.8112514688601644,0.0,0.7577319587628866,0.7577319587628866,0.0,0.930706961683756,0.873159514890837,,,,
xgboost,5,engagement,0001508a,120,secondary,empirical_balanced_accuracy,sensitivity,True,0,11,11,False,False,ineligible_zero_shot_fallback,0.5,109,85,194,1765ca4c5216ebd08caa36353409b8c7b526885c3b20bc95dd944853b7d7153d,0.7287101996762008,0.7287101996762008,0.0,0.7291709983069474,0.7291709983069474,0.0,0.963302752293578,0.963302752293578,0.0,0.49411764705882355,0.49411764705882355,0.0,0.8112514688601644,0.8112514688601644,0.0,0.7577319587628866,0.7577319587628866,0.0,0.930706961683756,0.873159514890837,,,,
xgboost,5,engagement,0001508a,300,primary,median_midpoint,primary,True,1,25,26,False,False,ineligible_zero_shot_fallback,0.5,109,85,194,1765ca4c5216ebd08caa36353409b8c7b526885c3b20bc95dd944853b7d7153d,0.7287101996762008,0.7287101996762008,0.0,0.7291709983069474,0.7291709983069474,0.0,0.963302752293578,0.963302752293578,0.0,0.49411764705882355,0.49411764705882355,0.0,0.8112514688601644,0.8112514688601644,0.0,0.7577319587628866,0.7577319587628866,0.0,0.930706961683756,0.873159514890837,,,,
xgboost,5,engagement,0001508a,300,primary,empirical_balanced_accuracy,sensitivity,True,1,25,26,False,False,ineligible_zero_shot_fallback,0.5,109,85,194,1765ca4c5216ebd08caa36353409b8c7b526885c3b20bc95dd944853b7d7153d,0.7287101996762008,0.7287101996762008,0.0,0.7291709983069474,0.7291709983069474,0.0,0.963302752293578,0.963302752293578,0.0,0.49411764705882355,0.49411764705882355,0.0,0.8112514688601644,0.8112514688601644,0.0,0.7577319587628866,0.7577319587628866,0.0,0.930706961683756,0.873159514890837,,,,
lightgbm,5,engagement,0001508a,60,exploratory,median_midpoint,primary,True,0,6,6,False,False,ineligible_zero_shot_fallback,0.5,109,85,194,1765ca4c5216ebd08caa36353409b8c7b526885c3b20bc95dd944853b7d7153d,0.769886670264436,0.769886670264436,0.0,0.7750724637681159,0.7750724637681159,0.0,0.963302752293578,0.963302752293578,0.0,0.5764705882352941,0.5764705882352941,0.0,0.8346045764753112,0.8346045764753112,0.0,0.7938144329896907,0.7938144329896907,0.0,0.9452779276848355,0.9101593610978009,,,,
lightgbm,5,engagement,0001508a,60,exploratory,empirical_balanced_accuracy,sensitivity,True,0,6,6,False,False,ineligible_zero_shot_fallback,0.5,109,85,194,1765ca4c5216ebd08caa36353409b8c7b526885c3b20bc95dd944853b7d7153d,0.769886670264436,0.769886670264436,0.0,0.7750724637681159,0.7750724637681159,0.0,0.963302752293578,0.963302752293578,0.0,0.5764705882352941,0.5764705882352941,0.0,0.8346045764753112,0.8346045764753112,0.0,0.7938144329896907,0.7938144329896907,0.0,0.9452779276848355,0.9101593610978009,,,,
lightgbm,5,engagement,0001508a,120,secondary,median_midpoint,primary,True,0,11,11,False,False,ineligible_zero_shot_fallback,0.5,109,85,194,1765ca4c5216ebd08caa36353409b8c7b526885c3b20bc95dd944853b7d7153d,0.769886670264436,0.769886670264436,0.0,0.7750724637681159,0.7750724637681159,0.0,0.963302752293578,0.963302752293578,0.0,0.5764705882352941,0.5764705882352941,0.0,0.8346045764753112,0.8346045764753112,0.0,0.7938144329896907,0.7938144329896907,0.0,0.9452779276848355,0.9101593610978009,,,,
lightgbm,5,engagement,0001508a,120,secondary,empirical_balanced_accuracy,sensitivity,True,0,11,11,False,False,ineligible_zero_shot_fallback,0.5,109,85,194,1765ca4c5216ebd08caa36353409b8c7b526885c3b20bc95dd944853b7d7153d,0.769886670264436,0.769886670264436,0.0,0.7750724637681159,0.7750724637681159,0.0,0.963302752293578,0.963302752293578,0.0,0.5764705882352941,0.5764705882352941,0.0,0.8346045764753112,0.8346045764753112,0.0,0.7938144329896907,0.7938144329896907,0.0,0.9452779276848355,0.9101593610978009,,,,
lightgbm,5,engagement,0001508a,300,primary,median_midpoint,primary,True,1,25,26,False,False,ineligible_zero_shot_fallback,0.5,109,85,194,1765ca4c5216ebd08caa36353409b8c7b526885c3b20bc95dd944853b7d7153d,0.769886670264436,0.769886670264436,0.0,0.7750724637681159,0.7750724637681159,0.0,0.963302752293578,0.963302752293578,0.0,0.5764705882352941,0.5764705882352941,0.0,0.8346045764753112,0.8346045764753112,0.0,0.7938144329896907,0.7938144329896907,0.0,0.9452779276848355,0.9101593610978009,,,,
lightgbm,5,engagement,0001508a,300,primary,empirical_balanced_accuracy,sensitivity,True,1,25,26,False,False,ineligible_zero_shot_fallback,0.5,109,85,194,1765ca4c5216ebd08caa36353409b8c7b526885c3b20bc95dd944853b7d7153d,0.769886670264436,0.769886670264436,0.0,0.7750724637681159,0.7750724637681159,0.0,0.963302752293578,0.963302752293578,0.0,0.5764705882352941,0.5764705882352941,0.0,0.8346045764753112,0.8346045764753112,0.0,0.7938144329896907,0.7938144329896907,0.0,0.9452779276848355,0.9101593610978009,,,,
xgboost,5,excitement,0001508a,60,exploratory,median_midpoint,primary,True,4,0,4,False,False,ineligible_zero_shot_fallback,0.5,66,85,151,db6cd636cc056c39641e48070e6aaf8e4f99b96291286db442c1e92253ebd2e0,0.9133689839572192,0.9133689839572192,0.0,0.9126662810873337,0.9126662810873337,0.0,0.9090909090909091,0.9090909090909091,0.0,0.9176470588235294,0.9176470588235294,0.0,0.9120469083155651,0.9120469083155651,0.0,0.9139072847682119,0.9139072847682119,0.0,0.9825311942959002,0.9880891504678768,,,,
xgboost,5,excitement,0001508a,60,exploratory,empirical_balanced_accuracy,sensitivity,True,4,0,4,False,False,ineligible_zero_shot_fallback,0.5,66,85,151,db6cd636cc056c39641e48070e6aaf8e4f99b96291286db442c1e92253ebd2e0,0.9133689839572192,0.9133689839572192,0.0,0.9126662810873337,0.9126662810873337,0.0,0.9090909090909091,0.9090909090909091,0.0,0.9176470588235294,0.9176470588235294,0.0,0.9120469083155651,0.9120469083155651,0.0,0.9139072847682119,0.9139072847682119,0.0,0.9825311942959002,0.9880891504678768,,,,
xgboost,5,excitement,0001508a,120,secondary,median_midpoint,primary,True,6,2,8,True,True,adapted,0.5141446078196168,66,85,151,db6cd636cc056c39641e48070e6aaf8e4f99b96291286db442c1e92253ebd2e0,0.9133689839572192,0.9133689839572192,0.0,0.9126662810873337,0.9126662810873337,0.0,0.9090909090909091,0.9090909090909091,0.0,0.9176470588235294,0.9176470588235294,0.0,0.9120469083155651,0.9120469083155651,0.0,0.9139072847682119,0.9139072847682119,0.0,0.9825311942959002,0.9880891504678768,0.02839304693043232,0.9998961687088013,,
xgboost,5,excitement,0001508a,120,secondary,empirical_balanced_accuracy,sensitivity,True,6,2,8,True,True,adapted,0.9981591403484344,66,85,151,db6cd636cc056c39641e48070e6aaf8e4f99b96291286db442c1e92253ebd2e0,0.9133689839572192,0.788235294117647,-0.12513368983957218,0.9126662810873337,0.7585287846481876,-0.1541374964391461,0.9090909090909091,1.0,0.09090909090909094,0.9176470588235294,0.5764705882352941,-0.3411764705882353,0.9120469083155651,0.8235294117647058,-0.08851749655085928,0.9139072847682119,0.7615894039735099,-0.152317880794702,0.9825311942959002,0.9880891504678768,,,1.0,10.0
xgboost,5,excitement,0001508a,300,primary,median_midpoint,primary,True,17,2,19,True,True,adapted,0.5092373266816139,66,85,151,db6cd636cc056c39641e48070e6aaf8e4f99b96291286db442c1e92253ebd2e0,0.9133689839572192,0.9133689839572192,0.0,0.9126662810873337,0.9126662810873337,0.0,0.9090909090909091,0.9090909090909091,0.0,0.9176470588235294,0.9176470588235294,0.0,0.9120469083155651,0.9120469083155651,0.0,0.9139072847682119,0.9139072847682119,0.0,0.9825311942959002,0.9880891504678768,0.018578484654426575,0.9998961687088013,,
xgboost,5,excitement,0001508a,300,primary,empirical_balanced_accuracy,sensitivity,True,17,2,19,True,True,adapted,0.9981591403484344,66,85,151,db6cd636cc056c39641e48070e6aaf8e4f99b96291286db442c1e92253ebd2e0,0.9133689839572192,0.788235294117647,-0.12513368983957218,0.9126662810873337,0.7585287846481876,-0.1541374964391461,0.9090909090909091,1.0,0.09090909090909094,0.9176470588235294,0.5764705882352941,-0.3411764705882353,0.9120469083155651,0.8235294117647058,-0.08851749655085928,0.9139072847682119,0.7615894039735099,-0.152317880794702,0.9825311942959002,0.9880891504678768,,,1.0,21.0
lightgbm,5,excitement,0001508a,60,exploratory,median_midpoint,primary,True,4,0,4,False,False,ineligible_zero_shot_fallback,0.5,66,85,151,db6cd636cc056c39641e48070e6aaf8e4f99b96291286db442c1e92253ebd2e0,0.9116755793226381,0.9116755793226381,0.0,0.9123699834828802,0.9123699834828802,0.0,0.8939393939393939,0.8939393939393939,0.0,0.9294117647058824,0.9294117647058824,0.0,0.9131484794275492,0.9131484794275492,0.0,0.9139072847682119,0.9139072847682119,0.0,0.9796791443850267,0.9873371879741203,,,,
lightgbm,5,excitement,0001508a,60,exploratory,empirical_balanced_accuracy,sensitivity,True,4,0,4,False,False,ineligible_zero_shot_fallback,0.5,66,85,151,db6cd636cc056c39641e48070e6aaf8e4f99b96291286db442c1e92253ebd2e0,0.9116755793226381,0.9116755793226381,0.0,0.9123699834828802,0.9123699834828802,0.0,0.8939393939393939,0.8939393939393939,0.0,0.9294117647058824,0.9294117647058824,0.0,0.9131484794275492,0.9131484794275492,0.0,0.9139072847682119,0.9139072847682119,0.0,0.9796791443850267,0.9873371879741203,,,,
lightgbm,5,excitement,0001508a,120,secondary,median_midpoint,primary,True,6,2,8,True,True,adapted,0.6095944021759815,66,85,151,db6cd636cc056c39641e48070e6aaf8e4f99b96291286db442c1e92253ebd2e0,0.9116755793226381,0.9419786096256685,0.030303030303030387,0.9123699834828802,0.9397205588822355,0.02735057539935526,0.8939393939393939,0.9545454545454546,0.06060606060606066,0.9294117647058824,0.9294117647058824,0.0,0.9131484794275492,0.9382290562036055,0.02508057677605635,0.9139072847682119,0.9403973509933775,0.026490066225165587,0.9796791443850267,0.9873371879741203,0.22179826845022307,0.9973905359017399,,
lightgbm,5,excitement,0001508a,120,secondary,empirical_balanced_accuracy,sensitivity,True,6,2,8,True,True,adapted,0.9867350623804654,66,85,151,db6cd636cc056c39641e48070e6aaf8e4f99b96291286db442c1e92253ebd2e0,0.9116755793226381,0.7941176470588236,-0.1175579322638145,0.9123699834828802,0.7655799512086937,-0.14679003227418652,0.8939393939393939,1.0,0.10606060606060608,0.9294117647058824,0.5882352941176471,-0.3411764705882353,0.9131484794275492,0.8267326732673268,-0.08641580616022237,0.9139072847682119,0.7682119205298014,-0.14569536423841056,0.9796791443850267,0.9873371879741203,,,1.0,10.0
lightgbm,5,excitement,0001508a,300,primary,median_midpoint,primary,True,17,2,19,True,True,adapted,0.5598245543036224,66,85,151,db6cd636cc056c39641e48070e6aaf8e4f99b96291286db442c1e92253ebd2e0,0.9116755793226381,0.9116755793226381,0.0,0.9123699834828802,0.9123699834828802,0.0,0.8939393939393939,0.8939393939393939,0.0,0.9294117647058824,0.9294117647058824,0.0,0.9131484794275492,0.9131484794275492,0.0,0.9139072847682119,0.9139072847682119,0.0,0.9796791443850267,0.9873371879741203,0.12225857270550507,0.9973905359017399,,
lightgbm,5,excitement,0001508a,300,primary,empirical_balanced_accuracy,sensitivity,True,17,2,19,True,True,adapted,0.9867350623804654,66,85,151,db6cd636cc056c39641e48070e6aaf8e4f99b96291286db442c1e92253ebd2e0,0.9116755793226381,0.7941176470588236,-0.1175579322638145,0.9123699834828802,0.7655799512086937,-0.14679003227418652,0.8939393939393939,1.0,0.10606060606060608,0.9294117647058824,0.5882352941176471,-0.3411764705882353,0.9131484794275492,0.8267326732673268,-0.08641580616022237,0.9139072847682119,0.7682119205298014,-0.14569536423841056,0.9796791443850267,0.9873371879741203,,,1.0,21.0
xgboost,5,stress,0001508a,60,exploratory,median_midpoint,primary,True,6,0,6,False,False,ineligible_zero_shot_fallback,0.5,95,124,219,d4942f34daa44f08290b9bae29fcbf10ae84e3f55d4357610464c2824b4f3e62,0.6312393887945671,0.6312393887945671,0.0,0.6063245309770362,0.6063245309770362,0.0,0.29473684210526313,0.29473684210526313,0.0,0.967741935483871,0.967741935483871,0.0,0.758355614973262,0.758355614973262,0.0,0.6757990867579908,0.6757990867579908,0.0,0.75169779286927,0.7948206230781216,,,,
xgboost,5,stress,0001508a,60,exploratory,empirical_balanced_accuracy,sensitivity,True,6,0,6,False,False,ineligible_zero_shot_fallback,0.5,95,124,219,d4942f34daa44f08290b9bae29fcbf10ae84e3f55d4357610464c2824b4f3e62,0.6312393887945671,0.6312393887945671,0.0,0.6063245309770362,0.6063245309770362,0.0,0.29473684210526313,0.29473684210526313,0.0,0.967741935483871,0.967741935483871,0.0,0.758355614973262,0.758355614973262,0.0,0.6757990867579908,0.6757990867579908,0.0,0.75169779286927,0.7948206230781216,,,,
xgboost,5,stress,0001508a,120,secondary,median_midpoint,primary,True,9,1,10,False,False,ineligible_zero_shot_fallback,0.5,95,124,219,d4942f34daa44f08290b9bae29fcbf10ae84e3f55d4357610464c2824b4f3e62,0.6312393887945671,0.6312393887945671,0.0,0.6063245309770362,0.6063245309770362,0.0,0.29473684210526313,0.29473684210526313,0.0,0.967741935483871,0.967741935483871,0.0,0.758355614973262,0.758355614973262,0.0,0.6757990867579908,0.6757990867579908,0.0,0.75169779286927,0.7948206230781216,,,,
xgboost,5,stress,0001508a,120,secondary,empirical_balanced_accuracy,sensitivity,True,9,1,10,False,False,ineligible_zero_shot_fallback,0.5,95,124,219,d4942f34daa44f08290b9bae29fcbf10ae84e3f55d4357610464c2824b4f3e62,0.6312393887945671,0.6312393887945671,0.0,0.6063245309770362,0.6063245309770362,0.0,0.29473684210526313,0.29473684210526313,0.0,0.967741935483871,0.967741935483871,0.0,0.758355614973262,0.758355614973262,0.0,0.6757990867579908,0.6757990867579908,0.0,0.75169779286927,0.7948206230781216,,,,
xgboost,5,stress,0001508a,300,primary,median_midpoint,primary,True,16,2,18,True,True,adapted,0.6733362525701523,95,124,219,d4942f34daa44f08290b9bae29fcbf10ae84e3f55d4357610464c2824b4f3e62,0.6312393887945671,0.6652801358234296,0.034040747028862506,0.6063245309770362,0.654800300700827,0.04847576972379075,0.29473684210526313,0.37894736842105264,0.08421052631578951,0.967741935483871,0.9516129032258065,-0.016129032258064502,0.758355614973262,0.7619047619047619,0.0035491469314998803,0.6757990867579908,0.7031963470319634,0.0273972602739726,0.75169779286927,0.7948206230781216,0.37639090418815613,0.9702816009521484,,
xgboost,5,stress,0001508a,300,primary,empirical_balanced_accuracy,sensitivity,True,16,2,18,True,True,adapted,0.9349600672721863,95,124,219,d4942f34daa44f08290b9bae29fcbf10ae84e3f55d4357610464c2824b4f3e62,0.6312393887945671,0.673981324278438,0.04274193548387095,0.6063245309770362,0.6696832579185521,0.0633587269415159,0.29473684210526313,0.6947368421052632,0.4000000000000001,0.967741935483871,0.6532258064516129,-0.3145161290322581,0.758355614973262,0.6709341117597998,-0.0874215032134622,0.6757990867579908,0.6712328767123288,-0.004566210045662045,0.75169779286927,0.7948206230781216,,,0.96875,20.0
lightgbm,5,stress,0001508a,60,exploratory,median_midpoint,primary,True,6,0,6,False,False,ineligible_zero_shot_fallback,0.5,95,124,219,d4942f34daa44f08290b9bae29fcbf10ae84e3f55d4357610464c2824b4f3e62,0.7077249575551783,0.7077249575551783,0.0,0.703768115942029,0.703768115942029,0.0,0.43157894736842106,0.43157894736842106,0.0,0.9838709677419355,0.9838709677419355,0.0,0.8233350951374208,0.8233350951374208,0.0,0.7442922374429224,0.7442922374429224,0.0,0.8559422750424449,0.8616349269250819,,,,
lightgbm,5,stress,0001508a,60,exploratory,empirical_balanced_accuracy,sensitivity,True,6,0,6,False,False,ineligible_zero_shot_fallback,0.5,95,124,219,d4942f34daa44f08290b9bae29fcbf10ae84e3f55d4357610464c2824b4f3e62,0.7077249575551783,0.7077249575551783,0.0,0.703768115942029,0.703768115942029,0.0,0.43157894736842106,0.43157894736842106,0.0,0.9838709677419355,0.9838709677419355,0.0,0.8233350951374208,0.8233350951374208,0.0,0.7442922374429224,0.7442922374429224,0.0,0.8559422750424449,0.8616349269250819,,,,
lightgbm,5,stress,0001508a,120,secondary,median_midpoint,primary,True,9,1,10,False,False,ineligible_zero_shot_fallback,0.5,95,124,219,d4942f34daa44f08290b9bae29fcbf10ae84e3f55d4357610464c2824b4f3e62,0.7077249575551783,0.7077249575551783,0.0,0.703768115942029,0.703768115942029,0.0,0.43157894736842106,0.43157894736842106,0.0,0.9838709677419355,0.9838709677419355,0.0,0.8233350951374208,0.8233350951374208,0.0,0.7442922374429224,0.7442922374429224,0.0,0.8559422750424449,0.8616349269250819,,,,
lightgbm,5,stress,0001508a,120,secondary,empirical_balanced_accuracy,sensitivity,True,9,1,10,False,False,ineligible_zero_shot_fallback,0.5,95,124,219,d4942f34daa44f08290b9bae29fcbf10ae84e3f55d4357610464c2824b4f3e62,0.7077249575551783,0.7077249575551783,0.0,0.703768115942029,0.703768115942029,0.0,0.43157894736842106,0.43157894736842106,0.0,0.9838709677419355,0.9838709677419355,0.0,0.8233350951374208,0.8233350951374208,0.0,0.7442922374429224,0.7442922374429224,0.0,0.8559422750424449,0.8616349269250819,,,,
lightgbm,5,stress,0001508a,300,primary,median_midpoint,primary,True,16,2,18,True,True,adapted,0.6712406291168274,95,124,219,d4942f34daa44f08290b9bae29fcbf10ae84e3f55d4357610464c2824b4f3e62,0.7077249575551783,0.7661714770797963,0.05844651952461799,0.703768115942029,0.7714951714951714,0.0677270555531424,0.43157894736842106,0.6210526315789474,0.18947368421052635,0.9838709677419355,0.9112903225806451,-0.07258064516129037,0.8233350951374208,0.8006232023010547,-0.0227118928363661,0.7442922374429224,0.7853881278538812,0.041095890410958846,0.8559422750424449,0.8616349269250819,0.4102253341202313,0.9322559241134234,,
lightgbm,5,stress,0001508a,300,primary,empirical_balanced_accuracy,sensitivity,True,16,2,18,True,True,adapted,0.8290540488701597,95,124,219,d4942f34daa44f08290b9bae29fcbf10ae84e3f55d4357610464c2824b4f3e62,0.7077249575551783,0.7678268251273345,0.06010186757215619,0.703768115942029,0.7578090766823161,0.05404096074028708,0.43157894736842106,0.8421052631578947,0.41052631578947363,0.9838709677419355,0.6935483870967742,-0.29032258064516125,0.8233350951374208,0.7647256251048833,-0.05860947003253747,0.7442922374429224,0.7579908675799086,0.013698630136986245,0.8559422750424449,0.8616349269250819,,,1.0,20.0
xgboost,5,relaxation,0001508a,60,exploratory,median_midpoint,primary,True,0,3,3,False,False,ineligible_zero_shot_fallback,0.5,65,130,195,c817aff85665c62ef36e2a621fd2670295227d5c4147e96a7f856b8c6335d83b,0.5538461538461539,0.5538461538461539,0.0,0.5060272536687631,0.5060272536687631,0.0,0.1076923076923077,0.1076923076923077,0.0,1.0,1.0,0.0,0.8457446808510638,0.8457446808510638,0.0,0.7025641025641025,0.7025641025641025,0.0,0.8285207100591716,0.9046744119050554,,,,
