model,budget_seconds,budget_role,strategy,strategy_role,subject_id,n_pm,n_class_eligible_pm,n_adaptation_applied_pm,zero_shot_balanced_accuracy,personalized_balanced_accuracy,delta_balanced_accuracy,zero_shot_macro_f1,personalized_macro_f1,delta_macro_f1,zero_shot_low_recall,personalized_low_recall,delta_low_recall,zero_shot_high_recall,personalized_high_recall,delta_high_recall,zero_shot_precision,personalized_precision,delta_precision,zero_shot_accuracy,personalized_accuracy,delta_accuracy
lightgbm,120,secondary,median_midpoint,primary,2182c1cd,7,5,5,0.746565554982182,0.7549449672631623,0.008379412280980412,0.7296453287711339,0.7396045014295611,0.009959172658427289,0.5601754375816076,0.580271580478629,0.02009614289702133,0.9329556723827563,0.9296183540476959,-0.0033373183350604734,0.7820819943821183,0.7845415778818484,0.0024595834997302207,0.7467515283908039,0.7564867334110297,0.009735205020225781
lightgbm,120,secondary,median_midpoint,primary,219060fa,7,0,0,0.7907003690912645,0.7907003690912645,0.0,0.7411916811141562,0.7411916811141562,0.0,0.7988515772518173,0.7988515772518173,0.0,0.7825491609307117,0.7825491609307117,0.0,0.7759908603339519,0.7759908603339519,0.0,0.8302910229583376,0.8302910229583376,0.0
lightgbm,120,secondary,median_midpoint,primary,21a031f6,7,0,0,0.77518335498805,0.77518335498805,0.0,0.741056787098768,0.741056787098768,0.0,0.7376057063684855,0.7376057063684855,0.0,0.8127610036076149,0.8127610036076149,0.0,0.7674789549552585,0.7674789549552585,0.0,0.7543883841601616,0.7543883841601616,0.0
lightgbm,120,secondary,median_midpoint,primary,30908049,7,1,1,0.7207395333279684,0.7278073717161367,0.007067838388168475,0.6615801582209536,0.6369086538355057,-0.024671504385447945,0.7801501149019536,0.8677077185885896,0.08755760368663594,0.661328951753983,0.587907024843684,-0.07342192691029902,0.7377553409414574,0.7095765919345066,-0.028178749006950974,0.72572803402403,0.680931530336513,-0.04479650368751707
lightgbm,120,secondary,median_midpoint,primary,30c140ca,7,3,2,0.7026132357926725,0.702071612440138,-0.0005416233525343341,0.6773639307816489,0.6831033809383132,0.0057394501566643595,0.6644581915759382,0.6644018249675171,-5.636660842116876e-05,0.7407682800094065,0.739741399912759,-0.001026880096647531,0.7247099983570414,0.7253676082042951,0.0006576098472536833,0.6891923354441216,0.6964648243313187,0.007272488887197115
lightgbm,120,secondary,median_midpoint,primary,3110e0c7,7,0,0,0.6068220627241496,0.6068220627241496,0.0,0.5560438212691474,0.5560438212691474,0.0,0.6090372517141444,0.6090372517141444,0.0,0.604606873734155,0.604606873734155,0.0,0.6010756828889087,0.6010756828889087,0.0,0.5848489610842583,0.5848489610842583,0.0
lightgbm,120,secondary,median_midpoint,primary,40009139,7,0,0,0.8143662795827525,0.8143662795827525,0.0,0.8059640091108337,0.8059640091108337,0.0,0.8180646512616142,0.8180646512616142,0.0,0.8106679079038909,0.8106679079038909,0.0,0.835564640088774,0.835564640088774,0.0,0.8155908580696583,0.8155908580696583,0.0
lightgbm,120,secondary,median_midpoint,primary,40f0714a,7,3,3,0.789372097016364,0.7966535281073189,0.0072814310909548995,0.7043256533247825,0.7137234416764467,0.009397788351664367,0.885368662001734,0.8836049935713989,-0.0017636684303350889,0.6933755320309941,0.7097020626432391,0.016326530612244903,0.7794887529297083,0.7794954359845641,6.683054855801832e-06,0.7824930639602449,0.7869651136496859,0.004472049689441006
lightgbm,120,secondary,median_midpoint,primary,41e2010c,7,3,3,0.7355999869893726,0.7554275809429108,0.019827593953538232,0.6977600912027218,0.7313306071898115,0.03357051598708972,0.7742805505703345,0.7651057723153214,-0.009174778255013085,0.6969194234084106,0.7457493895705002,0.04882996616208958,0.796322509092892,0.804621715733869,0.008299206640977053,0.7392184568458339,0.7742877992681174,0.03506934242228361
lightgbm,120,secondary,median_midpoint,primary,5001d09a,7,2,2,0.8075775645324388,0.8167565211690224,0.00917895663658373,0.782907437385235,0.7925762650277326,0.009668827642497593,0.9046748530383831,0.9022535455323298,-0.002421307506053278,0.7104802760264944,0.7312594968057152,0.02077922077922077,0.8098173279756645,0.8144255833733188,0.004608255397654367,0.8110670533058536,0.819838983130415,0.008771929824561415
lightgbm,120,secondary,median_midpoint,primary,50c02189,7,3,3,0.6350381343224049,0.6589875676019596,0.02394943327955471,0.548417528670537,0.6046586200268714,0.0562410913563343,0.5553870438824924,0.6957141290628855,0.14032708518039322,0.7146892247623174,0.6222610061410336,-0.09242821862128378,0.7097967540496609,0.7176858726399823,0.007889118590321391,0.6277631918498869,0.6546193896363173,0.026856197786430336
lightgbm,120,secondary,median_midpoint,primary,517001af,7,3,3,0.8152898684972794,0.828122959392417,0.012833090895137638,0.8081049525198115,0.8391971460909244,0.031092193571112987,0.7237491286885717,0.8244494088006166,0.10070028011204482,0.9068306083059872,0.8317965099842175,-0.07503409832176955,0.8407372001495371,0.8624662825209173,0.021729082371380208,0.8642257552092738,0.901343410957695,0.03711765574842126
lightgbm,120,secondary,median_midpoint,primary,6030f0fd,7,1,1,0.7624973997783145,0.7552357758375583,-0.0072616239407563244,0.7369842962611001,0.7215602970646147,-0.015423999196485452,0.8313673094292948,0.7917263221443286,-0.039640987284966345,0.6936274901273342,0.7187452295307878,0.02511773940345368,0.7777185305607076,0.7658225784597519,-0.011895952100955716,0.7559394149197824,0.7371957472399445,-0.018743667679837896
lightgbm,120,secondary,median_midpoint,primary,7072a0e0,7,2,1,0.7464172507903697,0.7384985777031572,-0.007918673087212407,0.6739133692211026,0.661308103684396,-0.012605265536706664,0.7945575500871117,0.7977678229603059,0.0032102728731942293,0.6982769514936278,0.6792293324460087,-0.019047619047619042,0.7305134310644424,0.7243033433234815,-0.006210087740961022,0.7039056622899577,0.6894224496500628,-0.014483212639894669
lightgbm,120,secondary,median_midpoint,primary,7092f07b,7,3,3,0.6808724907638695,0.6533880778066765,-0.027484412957192998,0.6434535582509422,0.6052097894790555,-0.038243768771886656,0.8494896058766994,0.8378391799405592,-0.011650425936140225,0.5122553756510397,0.46893697567279385,-0.04331839997824581,0.763277467251374,0.757495723000038,-0.005781744251335914,0.7001937541991742,0.683835639103887,-0.01635811509528708
lightgbm,120,secondary,median_midpoint,primary,7150e10a,7,0,0,0.7006039799313852,0.7006039799313852,0.0,0.6548689139419533,0.6548689139419533,0.0,0.8747591384446638,0.8747591384446638,0.0,0.5264488214181068,0.5264488214181068,0.0,0.775947440562561,0.775947440562561,0.0,0.704890229144396,0.704890229144396,0.0
lightgbm,120,secondary,median_midpoint,primary,71a251fa,7,2,2,0.8408471191752505,0.8218460396466848,-0.01900107952856586,0.8277262053625396,0.8103800973679924,-0.01734610799454726,0.7912179229779864,0.8106256437606411,0.019407720782654687,0.8904763153725146,0.8330664355327283,-0.05740987983978639,0.8469446832846407,0.8397794944045823,-0.007165188880058301,0.8605925558344326,0.8445683083691371,-0.0160242474652955
lightgbm,120,secondary,median_midpoint,primary,71c09041,6,2,2,0.8131458086347593,0.742709932497243,-0.07043587613751633,0.7918147652300528,0.7440628705458079,-0.047751894684244976,0.8727256772156308,0.8953459884326618,0.022620311217030824,0.753565940053888,0.5900738765618244,-0.1634920634920635,0.8208419145525766,0.8339517660837438,0.013109851531167135,0.8628102748534134,0.8633732081464806,0.0005629332930670398
lightgbm,120,secondary,median_midpoint,primary,71e10186,7,4,4,0.9392862932022863,0.9397435012862128,0.0004572080839265112,0.940466553325991,0.9409863135791047,0.0005197602531133359,0.9297378314067727,0.9341118816504341,0.0043740502436616325,0.9488347549977999,0.9453751209219912,-0.003459634075808658,0.9465454020699815,0.9472467905146197,0.0007013884446380736,0.942804032709037,0.9433120906017386,0.0005080578927017283
lightgbm,120,secondary,median_midpoint,primary,71f0603f,7,4,3,0.7909185077487642,0.7727115839339939,-0.0182069238147702,0.7927471778430573,0.7625814921705676,-0.030165685672489735,0.7186208458363917,0.7562305568193904,0.03760971098299865,0.8632161696611363,0.7891926110485974,-0.07402355861253905,0.8103117392916271,0.7954164420784441,-0.014895297213182977,0.8014862121818948,0.770013460245815,-0.03147275193607985
lightgbm,120,secondary,median_midpoint,primary,71f21142,7,0,0,0.7673458308942708,0.7673458308942708,0.0,0.7164803086194714,0.7164803086194714,0.0,0.8758661540394478,0.8758661540394478,0.0,0.6588255077490937,0.6588255077490937,0.0,0.7766770333135229,0.7766770333135229,0.0,0.7887086712728386,0.7887086712728386,0.0
lightgbm,120,secondary,median_midpoint,primary,8030618f,7,1,1,0.7747633163522886,0.7720689237572337,-0.0026943925950548525,0.6754798260754998,0.6724665285239156,-0.0030132975515840504,0.8657733871205522,0.845905837451678,-0.01986754966887418,0.6837532455840248,0.6982320100627893,0.014478764478764474,0.7368169832320064,0.7351700032518036,-0.0016469799802028007,0.702874806115217,0.7000081075963447,-0.00286669851887243
lightgbm,120,secondary,median_midpoint,primary,8191f1d9,7,0,0,0.6736406861511346,0.6736406861511346,0.0,0.5553575512362776,0.5553575512362776,0.0,0.4056643819519585,0.4056643819519585,0.0,0.9416169903503105,0.9416169903503105,0.0,0.7162222661833084,0.7162222661833084,0.0,0.5881292702093874,0.5881292702093874,0.0
lightgbm,120,secondary,median_midpoint,primary,81e150c1,7,2,2,0.7515406190899453,0.7488015868338117,-0.0027390322561336366,0.6970552095500169,0.691695879979658,-0.00535932957035899,0.8689469494015715,0.8864291517986155,0.01748220239704425,0.634134288778319,0.6111740218690075,-0.022960266909311505,0.7201164206343001,0.7200491409359755,-6.727969832465153e-05,0.746737718561515,0.7412602028799178,-0.005477515681597315
lightgbm,120,secondary,median_midpoint,primary,81f1f0fe,7,2,2,0.7457666758546334,0.7548843878249176,0.009117711970284294,0.7070999311172512,0.7167126513317739,0.009612720214522641,0.7782946352214631,0.75931517320765,-0.018979462013813175,0.7132387164878036,0.7504536024421854,0.037214885954381764,0.7410815979616647,0.7444692367834697,0.0033876388218050074,0.7302286671985831,0.738385878408426,0.008157211209842792
lightgbm,120,secondary,median_midpoint,primary,a02151ac,7,0,0,0.7169719027849064,0.7169719027849064,0.0,0.6930737089773508,0.6930737089773508,0.0,0.6156954606857395,0.6156954606857395,0.0,0.8182483448840735,0.8182483448840735,0.0,0.7573163183860853,0.7573163183860853,0.0,0.738337748566478,0.738337748566478,0.0
lightgbm,120,secondary,median_midpoint,primary,a1721173,7,2,2,0.7516685798447428,0.7454066265128935,-0.0062619533318493915,0.7563648333869146,0.7483841016540389,-0.007980731732875819,0.7489273235996093,0.7499434483330848,0.0010161247334754858,0.7544098360898766,0.7408698046927024,-0.013540031397174255,0.8046458238161692,0.7972396342581545,-0.007406189558014927,0.8064677335193581,0.7981135146388235,-0.00835421888053467
lightgbm,120,secondary,median_midpoint,primary,a1b210fc,7,1,1,0.7699269289551001,0.7470855134898314,-0.02284141546526868,0.7607873700543767,0.7317367909142893,-0.02905057914008729,0.833140102418575,0.770885842916609,-0.06225425950196593,0.7067137554916252,0.7232851840630536,0.01657142857142857,0.7812198829110945,0.7734845714107322,-0.007735311500362234,0.7962309419907021,0.7760844218441819,-0.020146520146520155
lightgbm,120,secondary,median_midpoint,primary,b0700166,7,1,1,0.6676066639680408,0.6704908798553527,0.002884215887311866,0.587671158486583,0.592474055664024,0.004802897177441042,0.7605369482187099,0.7596711473529091,-0.0008658008658008555,0.5746763797173716,0.5813106123577964,0.006634232640424588,0.717611395481791,0.7181031423214981,0.0004917468397071285,0.6299440137999035,0.6340423744556413,0.004098360655737702
lightgbm,120,secondary,median_midpoint,primary,b112005d,7,2,2,0.6986274059277833,0.6870806339622921,-0.011546771965491174,0.6724343876295205,0.6587979003432388,-0.013636487286281498,0.7612922292802565,0.7846537118043007,0.0233614825240441,0.63596258257531,0.5895075561202835,-0.04645502645502645,0.7210095149531063,0.7241510828917678,0.0031415679386615886,0.7209552628589251,0.7209196122350392,-3.56506238859173e-05
lightgbm,120,secondary,median_midpoint,primary,b1c2f044,7,4,3,0.8098226647383813,0.8040715292166632,-0.0057511355217179415,0.7912617208347159,0.8076551996845748,0.01639347884985885,0.8982118168271837,0.9419808250271524,0.043769008199968776,0.7214335126495789,0.6661622334061742,-0.05527127924340466,0.833862528945499,0.8566973483006445,0.02283481935514537,0.8317865106983046,0.8518182440982194,0.02003173339991477
lightgbm,120,secondary,median_midpoint,primary,c060c06a,7,1,1,0.7417719044830823,0.743158613012648,0.0013867085295656675,0.6865544490429893,0.6948889180612398,0.008334469018250317,0.5548482399399324,0.6127236978153903,0.05787545787545788,0.9286955690262324,0.8735935282099058,-0.055102040816326525,0.7778252283189158,0.7808398716881185,0.0030146433692029373,0.7821765470698071,0.7928375278800416,0.010660980810234541
lightgbm,120,secondary,median_midpoint,primary,c112918e,7,5,5,0.6593319082807543,0.6764681787099127,0.01713627042915852,0.5924457280694126,0.6358438799735031,0.0433981519040905,0.4514382598780034,0.6726371587565666,0.22119889887856317,0.8672255566835051,0.680299198663259,-0.18692635802024618,0.7524388477121023,0.788073084182252,0.03563423647014947,0.6480810767576145,0.7040191132262066,0.05593803646859217
lightgbm,120,secondary,median_midpoint,primary,c1a150b1,7,0,0,0.7335976081080131,0.7335976081080131,0.0,0.6311712515810426,0.6311712515810426,0.0,0.8336937394506106,0.8336937394506106,0.0,0.6335014767654155,0.6335014767654155,0.0,0.7339508916290658,0.7339508916290658,0.0,0.7390556595390266,0.7390556595390266,0.0
lightgbm,120,secondary,median_midpoint,primary,d0724095,7,3,3,0.7584475441135404,0.7682381714539259,0.009790627340385336,0.7286513984662003,0.7540912478742772,0.025439849408076958,0.729733899704517,0.7854954344598468,0.05576153475532982,0.7871611885225641,0.750980908448005,-0.036180280074559104,0.7813670908069861,0.793134091960053,0.011767001153066932,0.7529448458293209,0.7851741659950627,0.03222932016574186
lightgbm,120,secondary,median_midpoint,primary,d0e2d025,7,2,2,0.7614162053963048,0.751543262235762,-0.0098729431605428,0.7443464001634182,0.7345598526592532,-0.009786547504165142,0.8141609709155943,0.8365145891000282,0.0223536181844339,0.7086714398770153,0.6665719353714957,-0.04209950450551953,0.7990317013285171,0.7984627992266751,-0.0005689021018419219,0.7881193102186642,0.7809417228141724,-0.007177587404491782
lightgbm,120,secondary,median_midpoint,primary,d111e017,7,4,4,0.8768898378537765,0.8772932264654809,0.0004033886117044932,0.8740090994038007,0.874464119772539,0.00045502036873826653,0.8317266580908919,0.8319297863225981,0.000203128231706167,0.9220530176166611,0.9226566666083639,0.0006036489917027955,0.8880264757617102,0.8868453727741826,-0.0011811029875276682,0.8767065255882354,0.8769229452738234,0.00021641968558811748
lightgbm,120,secondary,median_midpoint,primary,d142d110,7,1,1,0.776790145916328,0.7823739929635896,0.005583847047261685,0.7545379867509344,0.7626531118332255,0.008115125082290984,0.719756099031753,0.7344081136837676,0.014652014652014655,0.8338241928009028,0.8303398722434115,-0.0034843205574912922,0.7829471849033862,0.7830052151084753,5.803020508905148e-05,0.7976098344716028,0.7999711095601507,0.002361275088547808
lightgbm,120,secondary,median_midpoint,primary,d151b0c4,7,1,1,0.7726649909861695,0.7647824380939465,-0.007882552892222934,0.763104431049756,0.7571321204643026,-0.005972310585453365,0.7542593214474219,0.8086585645883869,0.054399243140965,0.7910706605249169,0.7209063115995061,-0.07016434892541087,0.788344863345354,0.7922581806475412,0.003913317302187104,0.7847580604934056,0.7858403115756566,0.0010822510822510814
lightgbm,120,secondary,median_midpoint,primary,d18000a3,7,0,0,0.8307715262306911,0.8307715262306911,0.0,0.8000849251852186,0.8000849251852186,0.0,0.805728745776824,0.805728745776824,0.0,0.855814306684558,0.855814306684558,0.0,0.8151976711893101,0.8151976711893101,0.0,0.8204240957018791,0.8204240957018791,0.0
lightgbm,120,secondary,median_midpoint,primary,e0c0408a,5,2,2,0.7225364096244657,0.7485284351428071,0.0259920255183413,0.6974234369172752,0.7136123748112408,0.016188937893965784,0.6891219910240718,0.7032272541819666,0.014105263157894754,0.7559508282248598,0.7938296161036477,0.037878787878787866,0.7755203230219295,0.7762284186401833,0.0007080956182539344,0.7542224521029639,0.765478314531312,0.011255862428348085
lightgbm,120,secondary,median_midpoint,primary,f0f2a1e1,7,1,1,0.8093652267132556,0.8089639426041063,-0.00040128410914927075,0.782740874789221,0.7822421303972188,-0.0004987443920022912,0.8170405489710102,0.8170405489710102,0.0,0.8016899044555009,0.8008873362372023,-0.0008025682182985573,0.7814538473913191,0.7810036499836438,-0.0004501974076754107,0.8260464571196716,0.825526976600191,-0.0005194805194805228
