model,budget_seconds,budget_role,strategy,strategy_role,subject_id,n_pm,n_class_eligible_pm,n_adaptation_applied_pm,zero_shot_balanced_accuracy,personalized_balanced_accuracy,delta_balanced_accuracy,zero_shot_macro_f1,personalized_macro_f1,delta_macro_f1,zero_shot_low_recall,personalized_low_recall,delta_low_recall,zero_shot_high_recall,personalized_high_recall,delta_high_recall,zero_shot_precision,personalized_precision,delta_precision,zero_shot_accuracy,personalized_accuracy,delta_accuracy
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,21a031f6,7,0,0,0.77518335498805,0.77518335498805,0.0,0.741056787098768,0.741056787098768,0.0,0.7376057063684855,0.7376057063684855,0.0,0.8127610036076149,0.8127610036076149,0.0,0.7674789549552585,0.7674789549552585,0.0,0.7543883841601616,0.7543883841601616,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,30908049,7,0,0,0.7207395333279684,0.7207395333279684,0.0,0.6615801582209536,0.6615801582209536,0.0,0.7801501149019536,0.7801501149019536,0.0,0.661328951753983,0.661328951753983,0.0,0.7377553409414574,0.7377553409414574,0.0,0.72572803402403,0.72572803402403,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,30c140ca,7,1,1,0.7026132357926725,0.69966721426258,-0.0029460215300923165,0.6773639307816489,0.6792514352020393,0.0018875044203903654,0.6644581915759382,0.6265315164811216,-0.03792667509481668,0.7407682800094065,0.7728029120440386,0.032034632034632034,0.7247099983570414,0.722404349020716,-0.0023056493363256786,0.6891923354441216,0.69278945774628,0.003597122302158267
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,3110e0c7,7,0,0,0.6068220627241496,0.6068220627241496,0.0,0.5560438212691474,0.5560438212691474,0.0,0.6090372517141444,0.6090372517141444,0.0,0.604606873734155,0.604606873734155,0.0,0.6010756828889087,0.6010756828889087,0.0,0.5848489610842583,0.5848489610842583,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,40009139,7,0,0,0.8143662795827525,0.8143662795827525,0.0,0.8059640091108337,0.8059640091108337,0.0,0.8180646512616142,0.8180646512616142,0.0,0.8106679079038909,0.8106679079038909,0.0,0.835564640088774,0.835564640088774,0.0,0.8155908580696583,0.8155908580696583,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,40f0714a,7,2,2,0.789372097016364,0.7909282750431305,0.001556178026766267,0.7043256533247825,0.7044702832995676,0.00014462997478521217,0.885368662001734,0.8800776567107287,-0.005291005291005283,0.6933755320309941,0.701778893375532,0.008403361344537816,0.7794887529297083,0.7756418699658015,-0.0038468829639066726,0.7824930639602449,0.7812508279354002,-0.0012422360248447134
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,41e2010c,7,3,3,0.7355999869893726,0.7355999869893726,0.0,0.6977600912027218,0.6977600912027218,0.0,0.7742805505703345,0.7742805505703345,0.0,0.6969194234084106,0.6969194234084106,0.0,0.796322509092892,0.796322509092892,0.0,0.7392184568458339,0.7392184568458339,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,5001d09a,7,0,0,0.8075775645324388,0.8075775645324388,0.0,0.782907437385235,0.782907437385235,0.0,0.9046748530383831,0.9046748530383831,0.0,0.7104802760264944,0.7104802760264944,0.0,0.8098173279756645,0.8098173279756645,0.0,0.8110670533058536,0.8110670533058536,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,50c02189,7,3,3,0.6350381343224049,0.6566633343083351,0.021625199985930297,0.548417528670537,0.6002107788382508,0.05179325016771385,0.5553870438824924,0.687038510142683,0.1316514662601907,0.7146892247623174,0.6262881584739873,-0.08840106628833011,0.7097967540496609,0.7138484444356141,0.004051690385953163,0.6277631918498869,0.6498299581026997,0.02206676625281277
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,517001af,7,0,0,0.8152898684972794,0.8152898684972794,0.0,0.8081049525198115,0.8081049525198115,0.0,0.7237491286885717,0.7237491286885717,0.0,0.9068306083059872,0.9068306083059872,0.0,0.8407372001495371,0.8407372001495371,0.0,0.8642257552092738,0.8642257552092738,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,6030f0fd,7,1,1,0.7624973997783145,0.7486152460307905,-0.01388215374752398,0.7369842962611001,0.7115455439370593,-0.025438752324040772,0.8313673094292948,0.7737756863926456,-0.05759162303664921,0.6936274901273342,0.7234548056689354,0.029827315541601247,0.7777185305607076,0.7621011615549752,-0.015617369005732422,0.7559394149197824,0.7265574493676041,-0.029381965552178313
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,7072a0e0,7,0,0,0.7464172507903697,0.7464172507903697,0.0,0.6739133692211026,0.6739133692211026,0.0,0.7945575500871117,0.7945575500871117,0.0,0.6982769514936278,0.6982769514936278,0.0,0.7305134310644424,0.7305134310644424,0.0,0.7039056622899577,0.7039056622899577,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,7092f07b,7,1,1,0.6808724907638695,0.6808724907638695,0.0,0.6434535582509422,0.6434535582509422,0.0,0.8494896058766994,0.8494896058766994,0.0,0.5122553756510397,0.5122553756510397,0.0,0.763277467251374,0.763277467251374,0.0,0.7001937541991742,0.7001937541991742,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,7150e10a,7,0,0,0.7006039799313852,0.7006039799313852,0.0,0.6548689139419533,0.6548689139419533,0.0,0.8747591384446638,0.8747591384446638,0.0,0.5264488214181068,0.5264488214181068,0.0,0.775947440562561,0.775947440562561,0.0,0.704890229144396,0.704890229144396,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,71a251fa,7,0,0,0.8408471191752505,0.8408471191752505,0.0,0.8277262053625396,0.8277262053625396,0.0,0.7912179229779864,0.7912179229779864,0.0,0.8904763153725146,0.8904763153725146,0.0,0.8469446832846407,0.8469446832846407,0.0,0.8605925558344326,0.8605925558344326,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,71c09041,6,0,0,0.8131458086347593,0.8131458086347593,0.0,0.7918147652300528,0.7918147652300528,0.0,0.8727256772156308,0.8727256772156308,0.0,0.753565940053888,0.753565940053888,0.0,0.8208419145525766,0.8208419145525766,0.0,0.8628102748534134,0.8628102748534134,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,71e10186,7,1,1,0.9392862932022863,0.9392862932022863,0.0,0.940466553325991,0.940466553325991,0.0,0.9297378314067727,0.9297378314067727,0.0,0.9488347549977999,0.9488347549977999,0.0,0.9465454020699815,0.9465454020699815,0.0,0.942804032709037,0.942804032709037,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,71f0603f,7,1,1,0.7909185077487642,0.791564404405299,0.0006458966565349484,0.7927471778430573,0.7929519200788063,0.0002047422357489876,0.7186208458363917,0.7221922744078204,0.003571428571428575,0.8632161696611363,0.8609365344027776,-0.002279635258358662,0.8103117392916271,0.8101760235214128,-0.000135715770214254,0.8014862121818948,0.8014862121818948,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,71f21142,7,0,0,0.7673458308942708,0.7673458308942708,0.0,0.7164803086194714,0.7164803086194714,0.0,0.8758661540394478,0.8758661540394478,0.0,0.6588255077490937,0.6588255077490937,0.0,0.7766770333135229,0.7766770333135229,0.0,0.7887086712728386,0.7887086712728386,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,8030618f,7,0,0,0.7747633163522886,0.7747633163522886,0.0,0.6754798260754998,0.6754798260754998,0.0,0.8657733871205522,0.8657733871205522,0.0,0.6837532455840248,0.6837532455840248,0.0,0.7368169832320064,0.7368169832320064,0.0,0.702874806115217,0.702874806115217,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,8191f1d9,7,0,0,0.6736406861511346,0.6736406861511346,0.0,0.5553575512362776,0.5553575512362776,0.0,0.4056643819519585,0.4056643819519585,0.0,0.9416169903503105,0.9416169903503105,0.0,0.7162222661833084,0.7162222661833084,0.0,0.5881292702093874,0.5881292702093874,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,81e150c1,7,1,1,0.7515406190899453,0.7413521929826016,-0.010188426107343782,0.6970552095500169,0.6846688571844931,-0.012386352365523847,0.8689469494015715,0.8804172309448457,0.011470281543274246,0.634134288778319,0.6022871550203572,-0.03184713375796179,0.7201164206343001,0.7153528854964112,-0.004763535137888948,0.746737718561515,0.7350759109813401,-0.01166180758017494
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,81f1f0fe,7,1,1,0.7457666758546334,0.7457666758546334,0.0,0.7070999311172512,0.7070999311172512,0.0,0.7782946352214631,0.7782946352214631,0.0,0.7132387164878036,0.7132387164878036,0.0,0.7410815979616647,0.7410815979616647,0.0,0.7302286671985831,0.7302286671985831,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,a02151ac,7,0,0,0.7169719027849064,0.7169719027849064,0.0,0.6930737089773508,0.6930737089773508,0.0,0.6156954606857395,0.6156954606857395,0.0,0.8182483448840735,0.8182483448840735,0.0,0.7573163183860853,0.7573163183860853,0.0,0.738337748566478,0.738337748566478,0.0
lightgbm,60,exploratory,empirical_balanced_accuracy,sensitivity,a1721173,7,1,1,0.7516685798447428,0.7516685798447428,0.0,0.7563648333869146,0.7563648333869146,0.0,0.7489273235996093,0.7489273235996093,0.0,0.7544098360898766,0.7544098360898766,0.0,0.8046458238161692,0.8046458238161692,0.0,0.8064677335193581,0.8064677335193581,0.0
