model,budget_seconds,budget_role,strategy,strategy_role,subject_id,n_adapted_pm,delta_balanced_accuracy,delta_macro_f1,delta_low_recall,delta_high_recall,delta_precision,delta_accuracy
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,50c02189,3,0.06333122440037338,0.13704199791261354,0.3618333375775633,-0.2351708887768165,0.021593765012745608,0.06869448729913845
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,517001af,3,-0.013815430696977807,0.03657760040586685,0.2503267973856209,-0.27795765877957657,0.061436377242085616,0.07251102690006335
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,6030f0fd,1,-0.08434497439733035,-0.15759270173933404,-0.3664921465968586,0.19780219780219777,-0.10354701950451806,-0.18439716312056742
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,7072a0e0,2,-0.13875967970691955,-0.2680943812525317,0.14281490242460088,-0.4203342618384401,-0.0619735036936353,-0.3029598652022981
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,7092f07b,3,-0.05111686053141743,-0.07489339341757728,0.007207207207207207,-0.1094409282700422,-0.009198959919188657,-0.03368554766441478
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,71a251fa,2,-0.21279070054781968,-0.20580732620979025,0.080830248545743,-0.5064116496413823,-0.05497000982552974,-0.15673106611971244
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,71c09041,2,-0.24106953317445373,-0.19177910607977355,0.06786093365109247,-0.55,0.03600892627287311,-0.005642578419919109
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,71e10186,4,0.0,0.0,0.0,0.0,0.0,0.0
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,71f0603f,4,-0.009082353117518704,-0.028870078944220168,0.07753281963470324,-0.09569752586974056,-0.019977842681908414,-0.035226817497863744
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,8030618f,1,-0.011768390907463733,-0.015983749242719614,-0.17218543046357615,0.14864864864864868,0.007074913026034468,-0.013377926421404673
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,81e150c1,2,-0.06079552974953356,-0.08621796090541617,0.0833558619446697,-0.20494692144373677,-0.03036730709630986,-0.08673469387755106
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,81f1f0fe,2,0.006222336262749373,0.00728611025668674,-0.04007633587786258,0.05252100840336138,-0.006746013809866169,0.0040000000000000036
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,a1721173,2,-0.08040327210103326,-0.09898723849906832,0.007462686567164201,-0.16826923076923073,-0.06192046493404729,-0.09941520467836257
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,a1b210fc,1,-0.26256880733944965,-0.3935008822387895,-0.6651376146788991,0.14,-0.19144375865816676,-0.2350427350427351
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,b0700166,1,0.0,0.0,0.0,0.0,0.0,0.0
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,b112005d,2,-0.03433444322812135,-0.041781994793459676,0.08173234811165847,-0.15040123456790122,0.01918207633021174,0.002887700534759341
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,b1c2f044,4,-0.0253340266689078,0.018056382482713962,0.07099861332885116,-0.12166666666666667,0.04514445297588454,0.029707429989619255
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,c060c06a,1,-0.039194139194139166,0.0045681752618808025,0.4358974358974359,-0.5142857142857142,0.013397308655929363,0.03880597014925369
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,c112918e,5,-0.03561537571798053,-0.009716324563800649,0.2862089778639499,-0.35743972929991097,0.05084115709485739,0.03413657544224134
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,d0724095,3,-0.0029799979693370116,0.0447982268173992,0.14029850746268657,-0.14625850340136054,0.0385300822097799,0.0754426481909161
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,d0e2d025,2,-0.09560162845581832,-0.06226429404556322,-0.07816717019133934,-0.11303608672029727,0.03635629443246047,-0.022311082770205437
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,d111e017,4,0.0,0.0,0.0,0.0,0.0,0.0
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,d142d110,1,0.10381488430268926,0.1311399812734083,0.25641025641025644,-0.04878048780487798,0.027897727272727324,0.04958677685950408
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,d151b0c4,1,-0.05961730059192405,-0.04952207518364404,0.39403973509933776,-0.5132743362831859,0.03851094712281944,0.005681818181818121
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,e0c0408a,2,0.0717902711323764,0.054994253995690134,0.06403508771929828,0.07954545454545453,0.015419344483874553,0.044368346609097
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,f0f2a1e1,1,0.0,0.0,0.0,0.0,0.0,0.0
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,f121f1e0,4,0.02407072588675324,0.011896070026732403,-0.0875154774802662,0.13565692925377268,-0.019153453953607374,-0.019271319725470998
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,f1a0c120,7,0.0018141894409743659,-0.0001365344515459808,0.03642010163749294,-0.032791722755544206,0.01024458697754173,-0.02009690282712156
lightgbm,120,secondary,empirical_balanced_accuracy,sensitivity,f1d06060,3,0.0806116342244011,0.130644113981874,0.45647950773247525,-0.2952562392836731,0.017173906142715672,0.12211941624269958
lightgbm,120,secondary,median_midpoint,primary,0001508a,1,0.030303030303030387,0.02735057539935526,0.06060606060606066,0.0,0.02508057677605635,0.026490066225165587
lightgbm,120,secondary,median_midpoint,primary,0012905a,2,-0.04463302133670993,-0.054456508066431486,0.009204348900420045,-0.09847039157383991,-0.020290028876039257,-0.04825462012320331
lightgbm,120,secondary,median_midpoint,primary,0110f12e,2,-0.00494483908443516,-0.008393230910799077,0.05487562189054729,-0.06476530005941766,-0.0006942860111116,-0.008309234625024087
lightgbm,120,secondary,median_midpoint,primary,0182e16c,2,0.13948009251052984,0.20050407986880348,0.09638398622470945,0.18257619879635023,0.03764622711643839,0.1702450997766987
lightgbm,120,secondary,median_midpoint,primary,01c2a0d8,3,0.03957576912354329,-0.0068101484692623115,0.24536254761998963,-0.16621100937290303,0.007803424230027445,-0.06870436655879975
lightgbm,120,secondary,median_midpoint,primary,1081b177,2,0.05305979150157225,0.05657181488516638,0.2709350834350834,-0.16481550043193877,0.0037919151997065637,0.04599517188763247
lightgbm,120,secondary,median_midpoint,primary,20201194,3,0.052985948674398986,0.05365789918514804,0.11484123589555585,-0.00886933854675794,-0.004742967162480682,0.03773776272930792
lightgbm,120,secondary,median_midpoint,primary,2162c09e,1,0.023767734386426875,0.04757042170598491,0.12893081761006286,-0.08139534883720922,0.0502726541063917,0.055102040816326636
lightgbm,120,secondary,median_midpoint,primary,2182c1cd,5,0.011731177193372577,0.013942841721798205,0.02813460005582986,-0.004672245669084663,0.0034434168996223093,0.013629287028316095
lightgbm,120,secondary,median_midpoint,primary,30908049,1,0.04947486871717932,-0.17270053069813562,0.6129032258064516,-0.5139534883720931,-0.19725124304865682,-0.3135755258126195
lightgbm,120,secondary,median_midpoint,primary,30c140ca,2,-0.0018956817338701692,0.020088075548325257,-0.00019728312947409066,-0.003594080338266359,0.0023016344653878917,0.025453711105189902
lightgbm,120,secondary,median_midpoint,primary,40f0714a,3,0.016990005878894765,0.02192817282055019,-0.004115226337448541,0.038095238095238106,1.5593794663537608e-05,0.01043478260869568
lightgbm,120,secondary,median_midpoint,primary,41e2010c,3,0.04626438589158921,0.07833120396987601,-0.021407815928363865,0.11393658771154236,0.019364815495613124,0.08182846565199509
lightgbm,120,secondary,median_midpoint,primary,5001d09a,2,0.032126348228043056,0.03384089674874158,-0.008474576271186474,0.0727272727272727,0.016128893891790286,0.030701754385964952
lightgbm,120,secondary,median_midpoint,primary,50c02189,3,0.05588201098562765,0.13122921316478003,0.3274298654209175,-0.21566584344966214,0.01840794337741658,0.06266446150167078
lightgbm,120,secondary,median_midpoint,primary,517001af,3,0.029943878755321156,0.07254845166593031,0.23496732026143793,-0.17507956275079561,0.05070119219988715,0.08660786341298295
lightgbm,120,secondary,median_midpoint,primary,6030f0fd,1,-0.050831367585294274,-0.10796799437539817,-0.2774869109947644,0.17582417582417575,-0.08327166470669001,-0.13120567375886527
lightgbm,120,secondary,median_midpoint,primary,7072a0e0,1,-0.05543071161048685,-0.08823685875694665,0.022471910112359605,-0.1333333333333333,-0.04347061418672715,-0.10138248847926268
lightgbm,120,secondary,median_midpoint,primary,7092f07b,3,-0.064130296900117,-0.08923546046773552,-0.02718432718432719,-0.10107626661590689,-0.013490736586450466,-0.03816893522233652
lightgbm,120,secondary,median_midpoint,primary,71a251fa,2,-0.0665037783499805,-0.060711377980915415,0.06792702273929141,-0.20093457943925236,-0.025078161080204053,-0.05608486612853425
lightgbm,120,secondary,median_midpoint,primary,71c09041,2,-0.21130762841254896,-0.14325568405273492,0.06786093365109247,-0.4904761904761905,0.039329554593501403,0.0016887998792011194
lightgbm,120,secondary,median_midpoint,primary,71e10186,4,0.0008001141468713946,0.0009095804429483378,0.007654587926407858,-0.006054359632665152,0.0012274297781166288,0.0008891013122280245
lightgbm,120,secondary,median_midpoint,primary,71f0603f,3,-0.04248282223446379,-0.07038659990247605,0.08775599229366353,-0.1727216367625911,-0.034755693497426944,-0.07343642118418632
lightgbm,120,secondary,median_midpoint,primary,8030618f,1,-0.018860748165383967,-0.021093082861088353,-0.13907284768211925,0.10135135135135132,-0.011528859861419605,-0.02006688963210701
lightgbm,120,secondary,median_midpoint,primary,81e150c1,2,-0.009586612896467728,-0.018757653496256466,0.06118770838965487,-0.08036093418259027,-0.00023547894413628034,-0.0191713048855906
lightgbm,120,secondary,median_midpoint,primary,81f1f0fe,2,0.03191199189599503,0.03364452075082924,-0.06642811704834611,0.13025210084033617,0.011856735876317526,0.02855023923444977
