model,outer_fold,pm,subject_id,delta_balanced_accuracy_vs_xgboost,delta_f1_vs_xgboost,delta_roc_auc_vs_xgboost,delta_pr_auc_vs_xgboost,delta_low_recall_vs_xgboost,delta_high_recall_vs_xgboost,delta_precision_vs_xgboost,delta_accuracy_vs_xgboost
random_forest,1,engagement,c060c06a,0.009693182728510719,0.01076089133815561,0.00500680926059438,-0.00017464452888504844,-0.0273972602739726,0.04678362573099415,0.022452350657767406,0.012618296529968376
random_forest,1,engagement,c112918e,-0.021191097678252446,-0.02260350889965168,-0.01471355955488396,-0.005243077842807309,-0.08620689655172409,0.043824701195219085,-0.026942227349254888,-0.025878003696857665
random_forest,1,engagement,d111e017,-0.008515815085158196,-0.010202585723350532,0.09272808763780716,0.15911862342858263,-0.017031630170316392,0.0,-0.0038828455691722885,-0.008443908323281124
random_forest,1,engagement,f1d06060,-0.014056224899598346,-0.018464618402537658,-0.012648886142862081,-0.056927079259195046,-0.02811244979919658,0.0,-0.04048165311283758,-0.01912568306010931
random_forest,1,excitement,30c140ca,0.04518072289156638,0.05454065187092061,0.02734939759036137,0.025253082709621233,0.09036144578313254,0.0,0.04227321850726096,0.05639097744360899
random_forest,1,excitement,3110e0c7,0.009984639016897057,0.01988268456040343,0.025320846340617265,0.005778937341034185,-0.021505376344086002,0.041474654377880116,0.015923476139344306,0.022580645161290325
random_forest,1,excitement,40f0714a,-0.004237288135593209,-0.006928580619974145,-0.007415254237288171,-0.11968147306769594,-0.008474576271186418,0.0,-0.003371589089245286,-0.007936507936507908
random_forest,1,excitement,7150e10a,-0.005289248882397235,0.002918199990885495,-0.00618554419510442,0.004101483907553383,0.009029345372460473,-0.019607843137254943,0.01954711375596674,0.00366972477064198
random_forest,1,excitement,71f0603f,0.006941603907509419,0.007644608202869607,-0.0015519357089578412,-0.005707744001039572,0.006688963210702337,0.007194244604316613,0.010530658219495947,0.006983240223463638
random_forest,1,excitement,81f1f0fe,0.024444573015505733,0.02515218655040452,0.015664776672066782,0.008404048452586355,0.04026845637583898,0.008620689655172376,0.02070702369366928,0.02099737532808399
random_forest,1,excitement,a1721173,-0.005867709815078337,0.004120835326000383,-0.010075865339023271,-0.00893594311264001,-0.06578947368421073,0.054054054054053946,0.006186868686868685,0.005347593582887722
random_forest,1,excitement,c060c06a,0.008583690987124415,0.012121392047588997,0.014826375341396747,0.024178066444195845,0.01716738197424894,0.0,0.004829592228747015,0.014440433212996373
random_forest,1,excitement,c112918e,-0.025078068039563584,-0.03697917377919402,0.014272350845335957,0.021104339264108707,-0.07046070460704601,0.02030456852791862,-0.014590585957834579,-0.03886925795052998
random_forest,1,excitement,d111e017,-0.011608598590313046,-0.011312032303373631,9.782526901924715e-05,-0.003910143316251169,-0.017031630170316392,-0.0061855670103095894,-0.01082613651626041,-0.01116071428571419
random_forest,1,excitement,f1d06060,-0.060267857142857206,-0.05510410754849704,0.011685267857143189,0.008339051899592165,-0.1312500000000001,0.010714285714285565,-0.02286842579647108,-0.040909090909091006
random_forest,1,stress,30c140ca,-0.0007625272331154287,0.00028936796048728564,0.021721132897603468,0.007346239339214189,-0.00740740740740764,0.00588235294117645,-0.0029679120709507067,0.0
random_forest,1,stress,3110e0c7,0.04133118625872251,0.054538734166596825,0.1373680443728753,0.14010555406925568,0.0579710144927536,0.024691358024691357,0.0820009780855957,0.045662100456621
random_forest,1,stress,40f0714a,0.0714285714285714,0.06536470408072115,0.0012965582272512766,-0.002633555586869618,0.0,0.1428571428571428,0.04088213829593135,0.04195804195804187
random_forest,1,stress,7150e10a,-0.003341450216450159,-0.004155774580569704,-0.004822781385281361,-0.0032709438178448735,0.0028409090909090606,-0.00952380952380949,0.0034686818731002322,-0.001779359430605032
random_forest,1,stress,71f0603f,0.009305654974946287,0.0032170738364708518,-0.0024854847689492754,-0.01906996654123183,0.06060606060606066,-0.04199475065616798,-0.0018223381249011794,0.0
random_forest,1,stress,81f1f0fe,0.09272884107976453,0.11750555523915052,0.10576077396657868,0.04775111250842268,0.019230769230769273,0.16622691292876002,0.06273104603407031,0.12336448598130834
random_forest,1,stress,a1721173,0.050054259359739506,0.041740545688934594,0.003617290649303828,-0.01596190999164293,-0.005154639175257825,0.10526315789473684,0.024749476865845277,0.019920318725099584
random_forest,1,stress,c060c06a,0.022935779816513735,0.02969855058664783,0.03634438955539876,0.04657592937026789,0.04587155963302747,0.0,0.011877559936852466,0.027700831024930705
random_forest,1,stress,c112918e,-0.023701233070547834,-0.05578006029808863,0.018378141634660894,0.003890091916280203,-0.06701030927835051,0.019607843137254832,0.02402962181859125,-0.028818443804034588
random_forest,1,stress,d111e017,0.010351966873706098,0.009730347067414713,0.015720331995822567,0.014765539018584461,0.0,0.020703933747411973,0.009176423105968223,0.009541984732824416
random_forest,1,stress,f1d06060,-0.009624851468341578,-0.012936801546114318,0.001867255134951673,0.021268601335155957,-0.014598540145985384,-0.0046511627906977715,-0.010549734125742782,-0.010224948875255602
random_forest,1,relaxation,30c140ca,0.0026595744680850686,0.0027605917354049936,-0.04119550662103855,-0.06936803545567438,0.0,0.005319148936170137,0.008135321151842456,0.0030211480362538623
random_forest,1,relaxation,3110e0c7,-0.05483870967741933,-0.05747246362961511,-0.013553388347086748,-0.04264777931207209,-0.10967741935483877,0.0,-0.06778694611040159,-0.059859154929577496
random_forest,1,relaxation,40f0714a,0.011363636363636465,0.012346190078148855,0.0029761904761904656,0.0023669958576010286,0.0,0.022727272727272818,0.006818181818181834,0.011627906976744096
random_forest,1,relaxation,7150e10a,0.002577319587628857,0.004142664230455506,-0.029830913566154194,-0.04662241406771073,0.0,0.005154639175257825,0.00106620062267615,0.0020703933747412417
random_forest,1,relaxation,71f0603f,-0.03894515863740633,-0.04093939876720787,-0.013277496429035418,-0.00787648351670378,-0.03594771241830064,-0.04194260485651202,-0.0445726366941952,-0.03952569169960474
random_forest,1,relaxation,81f1f0fe,0.021959117587532884,0.027727601186763096,-0.02400548696844995,-0.03631116418846525,0.04938271604938271,-0.005464480874316946,0.009170650712119421,0.025821596244131495
random_forest,1,relaxation,a1721173,0.0071428571428571175,0.006110110313283901,-0.002699662542182457,-0.024507896054610567,0.0,0.014285714285714235,0.004913654984238347,0.005076142131979711
random_forest,1,relaxation,c060c06a,0.0,0.0,-0.029165656075673008,-0.008563689750014536,0.0,0.0,0.0,0.0
random_forest,1,relaxation,c112918e,-0.005813953488372103,-0.011907762137036593,0.008607094467026566,0.01451143034743474,-0.0116279069767442,0.0,-0.001471290857480101,-0.0049423393739703725
random_forest,1,relaxation,d111e017,0.0006311775405992703,5.734128219836432e-05,-0.0009248504240724209,-0.00024681700836604037,0.009029345372460584,-0.007766990291261933,-8.460158448320154e-05,0.0
random_forest,1,relaxation,f1d06060,-0.05968134834419647,-0.08294923663330767,-0.04124695503324782,-0.08513962694557942,-0.108433734939759,-0.010928961748633892,-0.03757630259395228,-0.06712962962962954
random_forest,1,interest,30c140ca,0.20775811783006032,0.050990604108608506,0.052741590511374614,0.021441226155013093,-0.11151079136690642,0.5270270270270271,0.15981986239994705,0.022727272727272707
random_forest,1,interest,3110e0c7,0.09337455055687105,0.09402777712877841,0.1373103569236166,0.21234823117327806,0.09944751381215466,0.08730158730158732,0.08996219383892323,0.09446254071661231
random_forest,1,interest,40f0714a,0.023809523809523725,0.029169258798435793,0.017148526077097603,0.014502987528905775,0.0,0.047619047619047616,0.010458754208754195,0.015873015873015817
random_forest,1,interest,7150e10a,0.010992727887705112,0.032839096870320716,-0.06189751395230847,-0.04604839704435837,-0.0273972602739726,0.049382716049382686,-0.011794068504594857,0.025531914893617003
random_forest,1,interest,71f0603f,-0.011467101095121723,-0.008702995699926053,-0.017250429903158726,-0.016239817341667906,-0.055118110236220486,0.03218390804597704,-0.014153102400113804,-0.008578431372548989
random_forest,1,interest,81f1f0fe,0.021339101711512876,0.023979244622178042,-0.004925532381356068,-0.005137945940205557,-0.018050541516245522,0.06072874493927116,0.0071920071100055605,0.01908396946564883
random_forest,1,interest,a1721173,-0.04441344883277054,-0.04546977422338161,-0.021509323153722004,-0.04382436478520835,-0.007194244604316613,-0.08163265306122447,-0.03148885997723205,-0.03797468354430378
random_forest,1,interest,c060c06a,0.03706332708005888,0.03920273615225367,0.0578258885565075,0.048886808742272914,0.04958677685950419,0.024539877300613355,0.03928930785064566,0.03521126760563387
random_forest,1,interest,c112918e,-0.035335689045936425,-0.0718760190767741,-0.08144792591228034,-0.07183041228456766,-0.0706713780918728,0.0,-0.0092776207080012,-0.04048582995951422
random_forest,1,interest,d111e017,0.01193310138558279,0.00845815781771242,0.00622342265356346,0.0035584921149097726,-0.015503875968992165,0.03937007874015752,0.008068812348844379,0.007803790412485911
random_forest,1,interest,f1d06060,0.03128259811307632,0.031833068437309486,0.058902617121398326,0.08015764057421482,0.02904564315352698,0.03351955307262566,0.03646277115497365,0.030952380952380953
random_forest,1,focus,30c140ca,0.055890603085553936,0.058687251033104904,-0.027886863020102903,-0.0027960875408857833,0.01612903225806439,0.09565217391304348,0.04700775114659017,0.046511627906976716
random_forest,1,focus,3110e0c7,0.024132062627637896,0.012461306365575076,0.05265486725663715,-0.0008258884421058488,0.06153846153846154,-0.013274336283185861,0.015570964413074706,0.0034364261168384758
random_forest,1,focus,40f0714a,0.012396694214876103,0.014328648980300895,-0.08264462809917361,-0.6541310541310541,0.02479338842975204,0.0,0.0007495003331112748,0.024193548387096808
random_forest,1,focus,7150e10a,0.07375437062937062,0.12025347084807647,0.030730987762237816,0.010554478161258096,0.20432692307692318,-0.05681818181818177,0.045788450253194335,0.15873015873015872
random_forest,1,focus,71f0603f,0.014044117647058929,0.015280823730974169,0.010628676470588183,0.009853370508223658,0.020588235294117685,0.007500000000000062,0.013769304732732301,0.013513513513513487
random_forest,1,focus,81f1f0fe,0.21522257551669322,0.15908495205162393,0.20822734499205087,0.054756193689993626,0.3088235294117647,0.1216216216216216,0.12025062594934083,0.15068493150684925
random_forest,1,focus,a1721173,-0.011072261072261114,0.004683154235145426,-0.036421911421911424,-0.030374521794701237,0.10606060606060597,-0.1282051282051282,-0.06115491624432878,-0.02083333333333337
random_forest,1,focus,c060c06a,0.018828030608135315,-0.013902538217189453,0.005638340716874746,0.0894519439519393,-0.03926701570680624,0.07692307692307687,-0.0006207294236069139,-0.03544303797468362
random_forest,1,focus,c112918e,0.0117325483599664,-0.0003799914847528729,-0.007232968881413004,0.019358415189932976,-0.03170731707317076,0.05517241379310345,-0.017495046452897567,-0.009009009009008917
random_forest,1,focus,d111e017,-0.005955289865778757,-0.005971183983885298,0.005219402425303166,0.0071344176561688455,-0.004784688995215336,-0.0071258907363420665,-0.006403250829017493,-0.005959475566150174
random_forest,1,focus,f1d06060,-0.010269896193771721,-0.006341103941621573,-0.004041522491349592,0.0015142827673245707,-0.02400000000000002,0.0034602076124568004,-0.006854016338021962,-0.004830917874396157
random_forest,2,attention,1081b177,-0.024390243902439046,-0.03497882171969391,-0.014011686991869943,-0.007566869105407603,-0.04878048780487809,0.0,-0.013035102513679675,-0.025188916876574208
random_forest,2,attention,517001af,0.07670454545454541,0.03319258568943373,-0.03879616477272718,-0.09238490249676323,-0.03409090909090906,0.1875,-0.026464808972976872,0.0
random_forest,2,attention,6030f0fd,-0.08358514638732206,-0.13129895798400704,-0.05837026591458505,-0.047492759633450565,-0.007352941176470673,-0.1598173515981735,-0.0808106557703494,-0.10140845070422538
random_forest,2,attention,7072a0e0,-0.0572390572390572,-0.09774375085004089,-0.19860243980846992,-0.23861608002587642,-0.1144781144781145,0.0,-0.03941955578361356,-0.06854838709677424
random_forest,2,attention,71a251fa,-0.029511090643947968,-0.03880623145447304,-0.019456596822472916,-0.020010835062558407,-0.10852713178294571,0.04950495049504955,-0.019782351937728704,-0.03913043478260869
random_forest,2,attention,71c09041,-0.018987341772152,-0.017377559988603464,-0.022798421124268442,-0.011906962811415234,-0.03797468354430389,0.0,-0.02200814393619832,-0.01744186046511631
random_forest,2,attention,a02151ac,-0.006174282264033382,-0.019049042738151112,-0.038954462233648846,-0.07114209440020691,-0.020100502512562804,0.007751937984496027,0.10953779455982093,-0.004376367614879584
random_forest,2,attention,d0e2d025,0.042665220796433534,0.03405044544249569,-0.030851256099765023,-0.07531827276718794,-0.029821073558647937,0.11515151515151523,-0.04675072800072799,0.005988023952095856
random_forest,2,attention,d18000a3,-0.07678457776437886,-0.10950016925233541,-0.04324523498475874,-0.04644426678500635,-0.1822429906542056,0.028673835125447966,0.007536142678777447,-0.06288032454361059
random_forest,2,attention,f0f2a1e1,-0.03251633986928115,-0.046343670809575466,-0.018082788671023864,-0.018077467242849643,0.02941176470588247,-0.09444444444444444,-0.026031569840976987,-0.049645390070921946
