condition,estimator,lag_seconds,model,model_params_hash,n_test,n_test_participants,n_train,outer_fold,participant_macro_accuracy,participant_macro_balanced_accuracy,participant_macro_f1,participant_macro_high_recall,participant_macro_low_recall,participant_macro_pr_auc,participant_macro_precision,participant_macro_roc_auc,participant_valid_accuracy,participant_valid_balanced_accuracy,participant_valid_f1,participant_valid_high_recall,participant_valid_low_recall,participant_valid_pr_auc,participant_valid_precision,participant_valid_roc_auc,pm,protocol_hash,q_high,q_low,result_status,run_id,specification_hash,status,target_id,threshold_hash,training_time_seconds
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4710,11,15941,1,0.8385841613974953,0.8484462559758555,0.8057955625795742,0.911042371211951,0.78585014073976,0.9215849871845131,0.8205512225660022,0.9494376756120494,11,11,11,11,11,11,11,11,excitement,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.3627136666666666,0.198928,confirmatory,lightgbm__fold_01__excitement__low_high__1c9a2a804f18,1c9a2a804f18b457eacac2d07763da84eb808443c8c8a9ce7ef2d689d8e7ab4f,complete,target_excitement,f13db677a8358b59d7e0528258ba7ff9bf95b5314741ce39a724cf74d183ddaa,2.371562800020911
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4905,11,15924,1,0.6970603529549856,0.7011667312257935,0.6676234015725451,0.726575497391133,0.675757965060454,0.8252188584815571,0.736190232869658,0.8452736295254456,11,11,11,11,11,11,11,11,stress,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.461275,0.4029856666666667,confirmatory,lightgbm__fold_01__stress__low_high__699531a3dcc8,699531a3dcc89926d54df4e79dc1e55645fcc928af86248a2c0568c1479ca238,complete,target_stress,bc3be14a13e7a39ebeab010389e1c408e3b117b37aecad2317d7955676362ffa,2.3420004000072367
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4860,11,15947,1,0.7802599854045731,0.7364324854553795,0.7151848975639333,0.8380232108957775,0.6348417600149813,0.922499891459811,0.8413575479112023,0.9119008641868117,11,11,11,11,11,11,11,11,relaxation,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.39230799999999993,0.25662399999999996,confirmatory,lightgbm__fold_01__relaxation__low_high__a34e674f3c44,a34e674f3c447263897c3bd615a0e5bd79a66d5b2ddc4b7b4fdf97aacab060ef,complete,target_relaxation,38b0c29f91cf04074516bcbbf6cf6e9362b22718f7ac54fdbe5adf6de43d5d14,2.3213342999806628
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4692,11,15927,1,0.6716659467252983,0.6850302871385814,0.650621238453427,0.6762616042995359,0.6937989699776271,0.7813622451707811,0.7403694979059747,0.8090456557596593,11,11,11,11,11,11,11,11,interest,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.5305233333333333,0.480751,confirmatory,lightgbm__fold_01__interest__low_high__892da210fe96,892da210fe962488106b3938aba396a6354d2053aca32aa06b7e307aacae7b22,complete,target_interest,bd39db4c19d9f742cb059d0566f550cf160821412eeb67d3cc0780042dbd7317,2.3259468999749515
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4745,11,15934,1,0.6927759014218408,0.7161014365637257,0.6317467296976157,0.7452801685172944,0.6869227046101567,0.7481154417808711,0.6769431664141596,0.8243161159114969,11,11,11,11,11,11,11,11,focus,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.4654386666666666,0.368801,confirmatory,lightgbm__fold_01__focus__low_high__dcdf00afc3fd,dcdf00afc3fd7078c0b0aac7d79482599e56f4babfb27e62af7b260331517842,complete,target_focus,7d71bb99b3a559d0df0aa3bf8b195bafc98a0dd046a82039a430a2fa4892b0d0,2.2830147999920882
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3758,10,15830,2,0.726421598569453,0.7066395972904619,0.6720262904573155,0.7635907454081866,0.6496884491727373,0.8270652280246089,0.7839644063282619,0.8508859451608759,10,10,10,10,10,10,10,10,attention,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.5089703333333333,0.409755,confirmatory,lightgbm__fold_02__attention__low_high__69a4e4fe1de1,69a4e4fe1de19f440dd93e67d6ce1ca82d38a642f1ec7229ad196ee9f8a1e86d,complete,target_attention,05b80bfaecd22890a7e360375d08013c2763762bc191dded6a0bbd75f29be07f,2.3550642000045627
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3812,10,16404,2,0.8056847969640512,0.7501711139664878,0.749535486495368,0.8203145656317415,0.680027662301234,0.9292987653233578,0.798306267187022,0.8848415010909342,10,10,10,10,10,10,10,10,engagement,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.682083,0.572122,confirmatory,lightgbm__fold_02__engagement__low_high__24e19db4d692,24e19db4d692a28add9cc090f86a5da2b6b3f243123a1005ffe2e97779c5e68c,complete,target_engagement,96921223f37aee74e8576505e04d8d93656b6d22365a8c1e79d1aadc606e3780,2.3837920000078157
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4099,11,16414,2,0.8738566256726876,0.8806107283746919,0.801028705419294,0.8740067431034125,0.875760781200827,0.9471448562418712,0.8042767189566734,0.9534787917665781,11,11,11,10,11,10,11,10,excitement,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.357134,0.194812,confirmatory,lightgbm__fold_02__excitement__low_high__23f789f45b5a,23f789f45b5ad3367464ea945f36fffa5e61b4f747b27fa39779fbee6a3baa21,complete,target_excitement,8cf290447cc76b4db2bf7811a784e38768237f66e910c108ea9bd99fce1b2673,2.366709699999774
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3382,11,16401,2,0.7165057905690663,0.7316854475624937,0.6781102938823348,0.7871004143988771,0.7023705183987354,0.9217376903753163,0.7465726013262262,0.8404652881327739,11,11,11,10,11,10,11,10,stress,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.461981,0.396448,confirmatory,lightgbm__fold_02__stress__low_high__804bb4b10fc3,804bb4b10fc3e5eac389edc5a68040db7a144bafbad93733be4c20e0be4a80c6,complete,target_stress,f31c8981acf165f01f66cc01c4f2b2d6927c370f1a035493f12dece19b93ba49,2.226417699974263
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3787,11,16429,2,0.8424726686726284,0.851991849974165,0.7885054524235774,0.832335042080777,0.8564063889658056,0.9258462322761339,0.8054561831432291,0.9438416243906156,11,11,11,10,11,10,11,10,relaxation,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.404291,0.256714,confirmatory,lightgbm__fold_02__relaxation__low_high__a3d5126aac22,a3d5126aac22b34b66d288e8270bf6cfbc72987ce33b81262a8cb8b22d27206b,complete,target_relaxation,7656df549309178054e578a36ceed79ea658632f163e5e508467b9011bdaa756,2.3831208999908995
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3629,11,16405,2,0.7824482962326215,0.8010832848628001,0.7293406864297224,0.8070843426501468,0.7775444400436483,0.9075714865278798,0.766692692026909,0.8937450246854148,11,11,11,10,11,10,11,10,interest,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.52968,0.47714,confirmatory,lightgbm__fold_02__interest__low_high__fb212554d437,fb212554d437fe8a87a09d3784c5086660c2c6d921cd16bd9ea9d56e8eadd139,complete,target_interest,a6f226a94e84838366c4cf62d5dbcdfa343d2e4317631dc9cd843403760f8fb3,2.2768308999948204
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4177,11,16408,2,0.813881995478135,0.7608544775947883,0.6925356203616807,0.7268381308688237,0.7700379271270097,0.7720094280371923,0.6973994933524511,0.8395580967021881,11,11,11,10,11,10,11,10,focus,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.460551,0.364693,confirmatory,lightgbm__fold_02__focus__low_high__22cb4cf23f9c,22cb4cf23f9c7eba0d9c0b1414dd2addf1f5d31e71f6c86eff4759765c347b67,complete,target_focus,74e34c54e7221dc6ee613f5b9c86caff220ef215c764f9f3f1457db68a376147,2.227845299988985
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4019,11,15726,3,0.7213866156313476,0.7113915957558476,0.6774486925704941,0.7647955322903027,0.6579876592213926,0.8787021158910817,0.7597273337928581,0.8611507126771323,11,11,11,11,11,11,11,11,attention,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.50364,0.407012,confirmatory,lightgbm__fold_03__attention__low_high__5f60a4917664,5f60a49176645df28b3b3d212bfc3e131d1cd2f3bfc7c004080e47541f6251e8,complete,target_attention,d9fe93c98329da3f22770036d5d5bcc1723fbbfb61707901d1eaef4a7001f95d,2.2543257999932393
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4210,11,16515,3,0.7781872557826189,0.7452165184751233,0.7363765941904561,0.792045510470786,0.6983875264794606,0.8101122042600539,0.7973820903891536,0.8627152971088581,11,11,11,11,11,11,11,11,engagement,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.689116,0.5875743333333333,confirmatory,lightgbm__fold_03__engagement__low_high__53748ec5937e,53748ec5937e95581c4d6d15ecd857364ef52b7805f60b967ebc95566f0bfedb,complete,target_engagement,a74a573473ef95d46567294f0aa220d0bd8b428d9a9120f4a96756b0c84d9f51,2.2940515000082087
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3925,11,16517,3,0.803577865421432,0.8033879695816296,0.7866317196074696,0.7436206259156278,0.8631553132476316,0.9435532603371442,0.82949006957738,0.9306400748201181,11,11,11,11,11,11,11,11,excitement,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.35695933333333324,0.19379133333333332,confirmatory,lightgbm__fold_03__excitement__low_high__a168bfbae265,a168bfbae26509f8987d572cf2db95c5b386e7dff9f7fadf2cf3a281fc048a65,complete,target_excitement,fa418d56645cfa9ab67032bef122ddca9f2bf2af811172bdbe6b172d6197f493,2.2970199000264984
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4794,11,16507,3,0.7019751079572752,0.7336279178137631,0.675254082795317,0.7028353262098613,0.7644205094176653,0.8386710243093326,0.7413538681350494,0.8661174512823538,11,11,11,11,11,11,11,11,stress,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.460463,0.405259,confirmatory,lightgbm__fold_03__stress__low_high__ca7d6029591f,ca7d6029591fa86a30f982347cffc7409c0434a810dfe4c1e2006523b9010ee2,complete,target_stress,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,2.1889139000268187
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3918,11,16534,3,0.7962410169170578,0.7870364516783112,0.7663538150897704,0.7447851257231884,0.8292877776334336,0.9412191680205576,0.8284895428333227,0.9328121783388835,11,11,11,11,11,11,11,11,relaxation,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.395869,0.25428966666666664,confirmatory,lightgbm__fold_03__relaxation__low_high__3453d6872945,3453d68729452dc705197ef8c89f175bf9f259fc9696ceb61bd5a39093f4d12e,complete,target_relaxation,e60bf995e60c88b6af88b34c7d1f44be24f60c5b4257ba68426a2504b9aa025a,2.410118200001307
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4428,11,16506,3,0.7346022499377856,0.7354425676387699,0.6961085075768925,0.7313784174363677,0.7395067178411723,0.8572424007195043,0.7514245955075457,0.8616985427372147,11,11,11,11,11,11,11,11,interest,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.5285816666666666,0.480798,confirmatory,lightgbm__fold_03__interest__low_high__ad5c97337df7,ad5c97337df70ad000f1ad798be4414152f9cfe2a4393ec43916bb36a3196562,complete,target_interest,3bcb6d908dca29ca782906a4f9f4eb0ea8493afdf7dc53a3c5de50526bd55ffb,2.2795836000004783
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4090,11,16512,3,0.7354669917018298,0.6821086052934031,0.6568199881821497,0.6721920239635361,0.6920251866232701,0.8321121626683575,0.7353861366041913,0.8266318283802453,11,11,11,11,11,11,11,11,focus,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.46152833333333326,0.3654773333333333,confirmatory,lightgbm__fold_03__focus__low_high__ede9b32c40df,ede9b32c40df8761b10e3e72705caf6e0f599807cff62318e834530cd84d80a4,complete,target_focus,0c7365a9f52cdea7f5ff5bd02009df8f23994345c83ad7446745f49568834711,2.2863602999714203
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3789,10,15937,4,0.6914642688784894,0.6832576614677482,0.6525633704754166,0.5053602863830803,0.8611550365524163,0.8219130010650412,0.7545885985259884,0.8590123516204452,10,10,10,10,10,10,10,10,attention,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.5079906666666667,0.410495,confirmatory,lightgbm__fold_04__attention__low_high__3f5bc65f9aeb,3f5bc65f9aeb3e038a8d9c46de1403e21695ba491de144163dc5c22af0fad62a,complete,target_attention,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,2.241160300007323
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3677,10,16687,4,0.7254239245052772,0.7211002634147546,0.671607900354813,0.8110927752087711,0.6311077516207382,0.826019173003383,0.7405027127924557,0.8574811124429889,10,10,10,10,10,10,10,10,engagement,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.6880023333333333,0.5819393333333334,confirmatory,lightgbm__fold_04__engagement__low_high__19dff680f739,19dff680f739a66673d1045c771468308d9eb352e5900415a598515e2fe6294b,complete,target_engagement,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,2.2712798999855295
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3904,10,16689,4,0.889635229023105,0.8460780636305923,0.8575728454372914,0.8087053641464499,0.8834507631147348,0.9409624886309024,0.8925586202517775,0.9451342217810627,10,10,10,10,10,10,10,10,excitement,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.36487366666666665,0.198937,confirmatory,lightgbm__fold_04__excitement__low_high__612791846de0,612791846de0f23f1ceb7b9c6cf4c60feab475ded6e5f1a12842e91290f393a2,complete,target_excitement,01a9a36af7fd4938668057f58a4af0d4815b36985a13f61e071f1297e75e14d1,2.2735262000060175
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,2955,10,16679,4,0.7401323006250864,0.7648540987284124,0.7131973901627363,0.7918977686173698,0.7378104288394546,0.9194260248009632,0.7483610205264662,0.8914094169847712,10,10,10,10,10,10,10,10,stress,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.46365033333333333,0.39695366666666665,confirmatory,lightgbm__fold_04__stress__low_high__64193c2ec453,64193c2ec4535f6cc19849558c01fee5b6573b1787b7e2244aea852ac92fbca4,complete,target_stress,27d0b6e27ea4a69159776babe88351288b3e08a8b6a0e0a437af967ad54f9cf0,2.2796678000013344
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3771,10,16707,4,0.8419088113386424,0.8188617136697139,0.8206247423892912,0.7598160967142364,0.8779073306251913,0.922151218626339,0.8570928010497969,0.9420527972315729,10,10,10,10,10,10,10,10,relaxation,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.403906,0.259306,confirmatory,lightgbm__fold_04__relaxation__low_high__3f39d17e39cf,3f39d17e39cfcd11d7135d532ff6abf3a03dce5454a4c7cca7e4218429b0183d,complete,target_relaxation,a5f608b86ee9061617d36b1743ad601431f955dde27218d8d7829829dc257d43,2.2583766000170726
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3971,10,16683,4,0.7459977551760134,0.7424434992838049,0.712357738776087,0.7587777774153269,0.726109221152283,0.8470646707281853,0.7480213992692063,0.8482677180950426,10,10,10,10,10,10,10,10,interest,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.5286693333333333,0.4793536666666667,confirmatory,lightgbm__fold_04__interest__low_high__2366ed428d32,2366ed428d32a8242ff4af98f65b8a5fd58b406edc9e0e6d163aff91c8ec4102,complete,target_interest,c4110c8ecd8ea7c835b8ea571bfeb6ad10ec8d02d986bd0e2c5b9a70c03e3241,2.258958500024164
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3731,10,16688,4,0.7708587350577679,0.7024687299711783,0.6968976142172045,0.6520296359343006,0.752907824008056,0.7875200505198819,0.7169928402228878,0.8131773407999587,10,10,10,10,10,10,10,10,focus,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.46338333333333337,0.365106,confirmatory,lightgbm__fold_04__focus__low_high__d9a35e8fcc1e,d9a35e8fcc1e5d4f4aac55aa914c9ec9ec00cd410ef370f286ba79ea3271f2f6,complete,target_focus,bcbf7453b6c3768b7f4446c03f027f80397a24d1f0f54a82146b8fe6d4a67bdf,2.2815737000200897
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3818,11,15812,5,0.7867943026019933,0.7783915890366252,0.7549253638249016,0.8242852804989405,0.7324978975743103,0.8239743553205546,0.7843563771859366,0.8859546684172923,11,11,11,11,11,11,11,11,attention,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.5064886666666667,0.408289,confirmatory,lightgbm__fold_05__attention__low_high__a5ed8f4f7a86,a5ed8f4f7a86adaced0a318d0953b1c6b54b427b3a9f5d15c4756979dca4bfe4,complete,target_attention,2f86d0e8c455b4f21168d0123e21d085836ed48610878f7e823e2e4fab91a878,2.2792582999973092
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4267,11,16528,5,0.698332128542733,0.7231869967193627,0.6678397902830792,0.6857279713987553,0.76064602203997,0.8285833830710954,0.7508788786617704,0.8657026479329438,11,11,11,11,11,11,11,11,engagement,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.6832976666666667,0.5812246666666667,confirmatory,lightgbm__fold_05__engagement__low_high__98a27b11826a,98a27b11826a40dd54bc578171e2bc72f7ade6b8b899e40a14141736bc161d4f,complete,target_engagement,fd819c1414dbc4a71c004ee2f223fde45d23c5e1a929dfb308519bdd81be5cc8,2.2252541000198107
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3930,11,16537,5,0.8477774779156458,0.8398018940931081,0.8249478709500095,0.8585065695662852,0.8210972186199311,0.9511576279917248,0.852357280514898,0.9549867155926183,11,11,11,11,11,11,11,11,excitement,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.361125,0.196205,confirmatory,lightgbm__fold_05__excitement__low_high__64cc745a73de,64cc745a73dedb914720c49fd2b21204fad328cfe2429e4524a50062268ecf06,complete,target_excitement,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,2.199220400012564
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4380,11,16523,5,0.7642353915066589,0.7402499322543844,0.7048021755458224,0.8262074960031351,0.6542923685056341,0.8925271572024559,0.792727386583318,0.8868675212667111,11,11,11,11,11,11,11,11,stress,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.4598493333333333,0.4021516666666667,confirmatory,lightgbm__fold_05__stress__low_high__92b8a0bc2163,92b8a0bc2163a7ae97f77c8367f355c5be7634248bb05f486890bcdd0a65aafc,complete,target_stress,f830184ed4091f7c1893003e91eb518737ed15e8b5f007bf46bf30fa7cf23cdb,2.0813911000150256
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4217,11,16548,5,0.8207504917964432,0.7586555092149602,0.7560391108034299,0.7878660803767255,0.7294449380531947,0.9278859922414305,0.8468597604444897,0.9224240625139829,11,11,11,11,11,11,11,11,relaxation,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.3938446666666667,0.256914,confirmatory,lightgbm__fold_05__relaxation__low_high__3ed7aaeb4a95,3ed7aaeb4a95c705b5a5b85f91d9ae674a5150c8234303e9b9786772e09c530a,complete,target_relaxation,a638d2bb20962ed825b35f176b1a4005a8304bfc01370b1636d6ce403b817a6a,2.209278100024676
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3791,11,16528,5,0.635716327212462,0.7196909388909869,0.6057600806282449,0.6678519663662518,0.7715299114157222,0.8882642684339616,0.7250873577366569,0.8912011219435861,11,11,11,11,11,11,11,11,interest,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.529754,0.47852433333333333,confirmatory,lightgbm__fold_05__interest__low_high__f374349ed9c8,f374349ed9c85e3bfb669661d6f18cbd88cc341d052e718f6cbd8b67cacefd37,complete,target_interest,df1d4a9a8a978ee0e3bcd8ba820067c8fc420fd3f5f02f8d6b88fa7e63bbaac1,2.1370982000080403
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,3778,11,16541,5,0.6832593757470982,0.6869310996013985,0.6464660415059815,0.7466201915771289,0.6272420076256684,0.7555889766058559,0.7118798158597986,0.8049264288124647,11,11,11,11,11,11,11,11,focus,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.4675926666666666,0.367191,confirmatory,lightgbm__fold_05__focus__low_high__8545f630916a,8545f630916a7e08927f83ce1048ec676a7e664ad505f9e0ce8963a6f4fb28c7,complete,target_focus,d1251c35ecfb7ccdf7b0d7e26663f103bb7b943f31fc83ad844ddbed424760ce,2.234403200011002
