temporal_model,tabular_model,outer_fold,pm,subject_id,delta_balanced_accuracy_temporal_minus_tabular,delta_f1_temporal_minus_tabular,delta_roc_auc_temporal_minus_tabular,delta_pr_auc_temporal_minus_tabular,delta_low_recall_temporal_minus_tabular,delta_high_recall_temporal_minus_tabular,delta_precision_temporal_minus_tabular,delta_accuracy_temporal_minus_tabular
torch_lstm,lightgbm,5,stress,c1a150b1,-0.06209150326797386,-0.025581625581625578,-0.05055747789311804,-0.0032082307613992,-0.11764705882352944,-0.0065359477124183885,-0.017529577770541538,-0.012383900928792602
torch_lstm,lightgbm,5,stress,e0c0408a,0.025252525252525304,0.05084402454159487,0.009620009620009529,0.029566780018234984,0.05050505050505061,0.0,0.07184210526315782,0.04166666666666674
torch_lstm,lightgbm,5,stress,f121f1e0,0.0002824014086846294,0.0024492085022714827,-0.005371164047531907,-0.008629313880852196,-0.007874015748031371,0.008438818565400796,-0.022095278776313343,-0.0016181229773463146
torch_lstm,lightgbm,5,relaxation,0001508a,0.06030982905982907,0.09660568091114508,-0.003739316239316115,-0.014277627220743216,0.1692307692307693,-0.04861111111111116,-0.07646301753439655,0.019138755980861233
torch_lstm,lightgbm,5,relaxation,0110f12e,-0.06824671616219302,-0.0679266156452829,-0.0535693889206168,-0.03947311112021734,-0.07766990291262132,-0.05882352941176472,-0.06771274743972755,-0.06724511930585686
torch_lstm,lightgbm,5,relaxation,0182e16c,-0.025047928648828988,-0.03464623540417877,-0.22889055597232644,-0.31593155787733906,-0.0035842293906810374,-0.046511627906976716,-0.044735880572084774,-0.009316770186335477
torch_lstm,lightgbm,5,relaxation,2182c1cd,-0.030734767025089482,-0.02978231604811543,0.002732974910394148,0.0007778776684663757,-0.07258064516129037,0.011111111111111183,-0.00516653168768666,-0.023026315789473784
torch_lstm,lightgbm,5,relaxation,219060fa,0.0003676470588235281,-0.05288865546218502,-0.01995798319327724,-0.006525830119349374,0.10000000000000009,-0.09926470588235292,-0.07572317388493865,-0.05847953216374269
torch_lstm,lightgbm,5,relaxation,71e10186,-0.04839371155160621,-0.049663266088375235,-0.014059624585940456,-0.015514436704737955,-0.04415584415584417,-0.05263157894736836,-0.050803419839922426,-0.04746835443037967
torch_lstm,lightgbm,5,relaxation,8191f1d9,-0.06645925157721888,-0.09128872745162409,-0.03530377668308671,-0.025050032313932213,-0.13793103448275867,0.005012531328320802,-0.0014581573728953412,-0.03839441535776611
torch_lstm,lightgbm,5,relaxation,81e150c1,0.05431034482758623,0.04345104701318103,0.01577586206896553,0.006665995328672181,0.09999999999999998,0.008620689655172376,0.04314258658008663,0.03614457831325302
torch_lstm,lightgbm,5,relaxation,c1a150b1,-0.14040071770334928,-0.2281095298345145,-0.04880382775119618,-0.04952373792933107,-0.37171052631578955,0.09090909090909094,-0.08083678177105369,-0.24879227053140107
torch_lstm,lightgbm,5,relaxation,e0c0408a,-0.25,-0.2876967087493403,0.013081395348837233,-0.012538436312140022,0.0,-0.5,-0.06398809523809545,-0.13559322033898302
torch_lstm,lightgbm,5,relaxation,f121f1e0,-0.08749999999999991,-0.12565513392551253,-0.039715639810426584,-0.030507402308619036,0.0,-0.17500000000000002,-0.030479751704554747,-0.08515815085158152
torch_lstm,lightgbm,5,interest,0001508a,-0.1270664051555057,-0.18835355820649946,-0.06920706080134487,-0.03889991589199371,-0.30232558139534893,0.048192771084337394,0.054076605212968865,-0.07142857142857151
torch_lstm,lightgbm,5,interest,0110f12e,0.0021186440677966045,0.015553450025200366,-0.02115053145647794,-0.010512369263815269,-0.05084745762711862,0.05508474576271183,0.023164478443977843,0.019774011299435013
torch_lstm,lightgbm,5,interest,0182e16c,-0.03734623916112123,-0.04668938817925028,-0.074410163339383,-0.037935417400668636,-0.021052631578947212,-0.05363984674329503,-0.028219341358625583,-0.0449438202247191
torch_lstm,lightgbm,5,interest,2182c1cd,0.11885090218423555,0.13906540066151907,0.01025641025641022,-0.004517337995604609,0.25308641975308643,-0.015384615384615441,0.08399302693653721,0.13356164383561642
torch_lstm,lightgbm,5,interest,219060fa,0.023484848484848442,-0.02180768528660093,0.05681818181818177,0.012375486760804133,0.09999999999999998,-0.053030303030303094,-0.016191216191216218,-0.03289473684210531
torch_lstm,lightgbm,5,interest,71e10186,-0.14737834182278642,-0.15790171054601532,-0.12866557311001758,-0.09784270358134228,-0.05349794238683114,-0.24125874125874125,-0.12497682406523147,-0.15500945179584125
torch_lstm,lightgbm,5,interest,8191f1d9,0.0017182130584192379,0.0031882372976574924,0.054421094369548006,-0.06548576706303028,0.0034364261168385035,0.0,0.00015142911224674815,0.003154574132492094
torch_lstm,lightgbm,5,interest,81e150c1,-0.09988986784140974,-0.10160297578477401,-0.21519823788546255,-0.024532671662362948,-0.04999999999999993,-0.14977973568281938,-0.030587600039064133,-0.1417004048582996
torch_lstm,lightgbm,5,interest,c1a150b1,-0.1030595813204509,-0.2650283975268193,-0.01461203554601287,-0.10969799165328231,-0.6135265700483092,0.4074074074074072,-0.14083872783563178,-0.32638888888888884
torch_lstm,lightgbm,5,interest,e0c0408a,0.024999999999999994,0.020202020202020207,,,,0.024999999999999994,0.0,0.024999999999999994
torch_lstm,lightgbm,5,interest,f121f1e0,-0.13134328358208947,-0.1885353679702242,0.0032441100283704394,-0.003648174268711224,0.0,-0.2626865671641791,-0.051009605020479576,-0.15251299826689768
torch_lstm,lightgbm,5,focus,0001508a,0.06864406779661025,0.006227388580329674,0.1375488917861799,0.16939327428185347,-0.2627118644067796,0.40000000000000013,-0.010073720624982685,-0.02732240437158473
torch_lstm,lightgbm,5,focus,0110f12e,0.028137754342062227,0.019399922009896486,0.10000893734918226,0.0667895076413042,-0.12935323383084574,0.18562874251497008,0.016442723942723947,0.013586956521739135
torch_lstm,lightgbm,5,focus,0182e16c,0.13197026022304836,0.2192163645418747,-0.09552287053499264,-0.2048417448927437,0.26394052044609667,0.0,0.0323383412985504,0.21005917159763315
torch_lstm,lightgbm,5,focus,2182c1cd,-0.019409979232120955,-0.0024494697304281443,0.11566111081527242,0.051862644773148614,-0.1573033707865169,0.11848341232227488,0.14832434108607084,0.036666666666666736
torch_lstm,lightgbm,5,focus,219060fa,-0.12005244409261817,-0.238880955090518,0.13155551157728096,0.13920512053697953,-0.441717791411043,0.2016129032258065,0.0478708740770869,-0.16376306620209058
torch_lstm,lightgbm,5,focus,71e10186,-0.019194024665624476,-0.017321135526962572,0.0005018045664215709,0.001168009726063235,-0.03508771929824561,-0.0033003300330032292,-0.012596817232333413,-0.014767932489451407
torch_lstm,lightgbm,5,focus,8191f1d9,0.033068362480127234,0.0029615897600752117,0.07152446564211246,0.1149676777721439,-0.11764705882352944,0.1837837837837838,0.038044554379947026,-0.004073319755600879
torch_lstm,lightgbm,5,focus,81e150c1,0.15952127659574478,0.156973521741116,0.1260106382978724,0.16742939446679883,0.08500000000000008,0.23404255319148937,0.15360503521172153,0.13265306122448983
torch_lstm,lightgbm,5,focus,c1a150b1,0.24095238095238092,0.17267593531665537,0.17555555555555558,0.3110458312380978,-0.03809523809523807,0.52,0.15406763778856802,0.10877192982456141
torch_lstm,lightgbm,5,focus,e0c0408a,-0.020000000000000018,-0.04351204351204352,0.058666666666666645,0.08989808592761428,-0.04,0.0,-0.5048076923076923,-0.025000000000000022
torch_lstm,lightgbm,5,focus,f121f1e0,0.09998798221367622,0.04468348697765889,0.24526298922405165,0.16116989839506146,0.30188679245283023,-0.10191082802547768,0.11579618533093827,0.03382663847780121
torch_lstm,xgboost,1,attention,30c140ca,-0.009036475499890173,-0.012213615408476208,0.08344319929685784,0.12446344614442806,-0.1869918699186992,0.16891891891891875,0.0715726763064114,0.0073800738007380184
torch_lstm,xgboost,1,attention,3110e0c7,-0.023076923076923106,-0.04654183908213061,-0.2504273504273504,-0.15722674939489711,0.0,-0.0461538461538462,-0.005800214822771266,-0.02970297029702973
torch_lstm,xgboost,1,attention,40f0714a,-0.26783625730994154,-0.30299390299390294,-0.3988304093567251,-0.18182159308069745,-0.1578947368421052,-0.37777777777777777,-0.26380265016993154,-0.3125
torch_lstm,xgboost,1,attention,7150e10a,0.04306779356230894,0.02921326226692933,0.02115926392135703,0.01682811306591503,0.13432835820895517,-0.04819277108433728,0.026981122182752837,0.02063789868667909
torch_lstm,xgboost,1,attention,71f0603f,-0.03633271490414347,-0.040440607421060926,-0.046470536266454476,-0.09312815705987498,0.18707482993197277,-0.2597402597402597,-0.037949246109726054,-0.0415282392026578
torch_lstm,xgboost,1,attention,81f1f0fe,-0.16084753569783516,-0.2753903661047501,-0.2490403807769077,-0.27253462662674144,0.06153846153846143,-0.3832335329341317,-0.26118014807669987,-0.14364640883977908
torch_lstm,xgboost,1,attention,a1721173,-0.10859437751004009,-0.12231729837045102,-0.06971887550200806,-0.03796884437501713,-0.25333333333333335,0.03614457831325302,-0.06502927373792611,-0.10126582278481011
torch_lstm,xgboost,1,attention,c060c06a,-0.19089253187613842,-0.30850470727358953,-0.1983606557377049,-0.2112764456290065,-0.4262295081967213,0.0444444444444444,-0.018397588402865317,-0.17898832684824895
torch_lstm,xgboost,1,attention,c112918e,0.051434097212085805,0.08722317191410367,0.013465187563859171,0.004022750470304315,0.12096774193548382,-0.018099547511312375,0.010076195114182562,0.06913996627318719
torch_lstm,xgboost,1,attention,d111e017,-0.12592154543662526,-0.1270195827296613,-0.10954352172566251,-0.09884488448209838,-0.17543859649122806,-0.07640449438202257,-0.12038290445214539,-0.12322274881516593
torch_lstm,xgboost,1,attention,f1d06060,-0.10862938826991797,-0.1740317433186242,-0.05276434727769608,-0.02210215648772418,0.014084507042253391,-0.2313432835820896,-0.032986370072133675,-0.1799410029498526
torch_lstm,xgboost,1,engagement,30c140ca,-0.0004421768707483231,-0.032785862189703474,0.027074829931972744,0.013428015526101289,-0.2108843537414966,0.21000000000000008,0.010572760572760576,-0.04048582995951422
torch_lstm,xgboost,1,engagement,3110e0c7,-0.020238095238095388,-0.04260826383161487,-0.038605442176870786,-0.041037483920957296,0.16666666666666663,-0.20714285714285718,-0.025624378446089224,-0.0669642857142857
torch_lstm,xgboost,1,engagement,40f0714a,0.12962962962962965,0.10743745700486318,-0.0051440329218108705,0.006197120293292557,-0.24074074074074092,0.49999999999999994,-0.010677999251106574,0.05555555555555558
torch_lstm,xgboost,1,engagement,7150e10a,0.04929577464788737,0.05398667631046106,0.020896496143070875,0.052361097564109005,0.0,0.09859154929577468,0.0286140804928805,0.027504911591355596
torch_lstm,xgboost,1,engagement,71f0603f,-0.09872465689640197,-0.10404979949191451,-0.05323136902084258,-0.0693225308879789,-0.22792022792022792,0.030470914127423865,-0.07517154795764958,-0.0969101123595506
torch_lstm,xgboost,1,engagement,81f1f0fe,-0.17766645119586288,-0.12926952922832435,-0.20329670329670335,-0.0591808420026908,-0.5494505494505495,0.1941176470588235,-0.08825823153828272,0.037122969837587005
torch_lstm,xgboost,1,engagement,a1721173,-0.20013477088948795,-0.28937859554034134,-0.07654986522911067,-0.03558617208150183,-0.42857142857142855,0.028301886792452824,0.03538764945149753,-0.08510638297872342
torch_lstm,xgboost,1,engagement,c060c06a,-0.22578435704816613,-0.2659037098298782,0.007335395492708785,-0.002242662953324759,-0.5547945205479452,0.10322580645161294,-0.08000779315001205,-0.21594684385382057
torch_lstm,xgboost,1,engagement,c112918e,0.032796934865900296,0.022268665449893144,0.012766283524904165,0.023022008205195288,-0.16551724137931034,0.23111111111111116,0.011788371011312027,0.007766990291262155
torch_lstm,xgboost,1,engagement,d111e017,-0.0761334280547662,-0.07631081941037898,-0.10373934383880135,-0.06704221413840572,-0.04846938775510212,-0.10379746835443038,-0.10973331717325752,-0.07623888182973315
torch_lstm,xgboost,1,engagement,f1d06060,-0.019115890083632125,-0.021282644125391048,-0.02045997610513739,-0.07441486148168486,0.00806451612903214,-0.04629629629629639,-0.0025220467905570088,-0.008426966292134797
torch_lstm,xgboost,1,excitement,30c140ca,0.032044628956927945,0.04372202287145299,0.01498443175921127,0.013618727744616366,0.08536585365853666,-0.021276595744680882,0.030941701513422015,0.046511627906976716
torch_lstm,xgboost,1,excitement,3110e0c7,0.04286146400483959,0.032341884749182315,0.07326073805202649,0.032012666481288754,0.08045977011494254,0.0052631578947367474,0.03571912231125096,0.028880866425992746
torch_lstm,xgboost,1,excitement,40f0714a,0.01662844036697253,-0.05016839338110002,0.01834862385321101,-0.0044881588999236,-0.09174311926605505,0.125,-0.015007836990595602,-0.07692307692307698
torch_lstm,xgboost,1,excitement,7150e10a,0.05540938120410466,0.021674398246475435,0.006434329179324072,0.027769377652255844,-0.023201856148491795,0.1340206185567011,-0.021420477662970838,0.005681818181818121
torch_lstm,xgboost,1,excitement,71f0603f,-0.09010577051814173,-0.11426958083967931,0.01563350738608482,0.007074160200331581,-0.20618556701030938,0.025974025974025983,-0.01186391101933082,-0.07396449704142016
torch_lstm,xgboost,1,excitement,81f1f0fe,-0.07764356307732057,-0.08156395605890554,-0.08277889025256746,-0.05220670912774705,-0.1021897810218978,-0.05309734513274322,-0.08539647114381821,-0.07162534435261714
torch_lstm,xgboost,1,excitement,a1721173,-0.08465818759936405,-0.08578006354635825,-0.058823529411764386,-0.03859648812218608,-0.08108108108108114,-0.08823529411764719,-0.0841068422099589,-0.08522727272727271
torch_lstm,xgboost,1,excitement,c060c06a,-0.1244343891402715,-0.17393695865456021,0.0017237664296487765,-0.006115218140504086,-0.248868778280543,0.0,-0.05657881845792101,-0.20912547528517111
torch_lstm,xgboost,1,excitement,c112918e,0.05994185427036247,0.07778830704918749,0.012451101267942133,0.01015235663827041,0.12534818941504178,-0.005464480874316835,0.05401031380294041,0.08118081180811809
torch_lstm,xgboost,1,excitement,d111e017,-0.024613676829402187,-0.02475874090606478,-0.008776075440177666,-0.004659654123230772,-0.02577319587628879,-0.023454157782515805,-0.024953860966850927,-0.02450408401400217
torch_lstm,xgboost,1,excitement,f1d06060,0.005138746145940454,-0.00816174083072907,-0.03550406428104291,-0.025021415611103603,0.07142857142857151,-0.06115107913669071,-0.03650503157545404,-0.01388888888888884
torch_lstm,xgboost,1,stress,30c140ca,-0.09129291251384275,-0.13827266187934972,-0.04185123661867862,-0.02675758093882019,0.08527131782945763,-0.26785714285714285,-0.006013193098255432,-0.11447811447811451
torch_lstm,xgboost,1,stress,3110e0c7,0.3177156177156177,0.3592700258397933,0.31631701631701625,0.22062943620705366,0.43846153846153857,0.1969696969696969,0.33098350195971193,0.35714285714285715
torch_lstm,xgboost,1,stress,40f0714a,-0.03618421052631593,-0.01997330626362881,0.016315789473684394,0.05391031944718938,0.05263157894736836,-0.125,0.05491309586109394,0.0
torch_lstm,xgboost,1,stress,7150e10a,0.02716843994920981,0.031380077710598586,-0.0903717325627218,-0.07851857972840104,-0.01812688821752262,0.07246376811594213,-0.007206966779793267,0.016728624535315983
torch_lstm,xgboost,1,stress,71f0603f,-0.07711038961038974,-0.07131961537829001,-0.02016465677179957,0.005348907141939585,-0.1428571428571429,-0.011363636363636354,-0.06512388856617157,-0.0653266331658292
torch_lstm,xgboost,1,stress,81f1f0fe,0.09938402132941071,0.1356269430770165,0.11236554196929305,0.052069530650762585,-0.006711409395973034,0.20547945205479462,0.05999173336500885,0.14396887159533067
torch_lstm,xgboost,1,stress,a1721173,0.058651026392961825,0.0269550162407306,-0.007820136852394799,-0.023411446480216647,-0.06451612903225801,0.18181818181818182,-0.036881183012406504,-0.008298755186721962
torch_lstm,xgboost,1,stress,c060c06a,-0.1808860007686126,-0.25373940795288963,-0.023337875135380437,-0.015708274278585566,-0.35467980295566504,-0.007092198581560183,-0.09228259774763914,-0.21220930232558133
torch_lstm,xgboost,1,stress,c112918e,-0.05983240223463682,-0.13356289635742458,0.06644320297951578,0.10758337536566431,-0.1396648044692737,0.020000000000000018,-0.4626510921043331,-0.06686930091185411
torch_lstm,xgboost,1,stress,d111e017,-0.056641628145865486,-0.05546446381781278,-0.04070364663585002,-0.030213936639321037,-0.009469696969697017,-0.10381355932203384,-0.04938281080702833,-0.05400000000000005
torch_lstm,xgboost,1,stress,f1d06060,0.06517967781908307,0.1097561838481631,-0.06487873959992918,-0.07128785539402172,0.19702602230483274,-0.06666666666666643,-0.012160201145769989,0.08141962421711901
torch_lstm,xgboost,1,relaxation,30c140ca,0.15730359026448404,0.16851924682277142,0.15556510528577572,0.14643097099884206,0.2587412587412588,0.05586592178770944,0.13162686951687497,0.14596273291925466
torch_lstm,xgboost,1,relaxation,3110e0c7,0.05134138162307167,0.0467583586742466,0.07082494969818909,0.04219182109229169,-0.021126760563380254,0.12380952380952381,0.03872883060512544,0.04048582995951411
torch_lstm,xgboost,1,relaxation,40f0714a,0.0625,0.06527759488507145,0.014375000000000027,0.01296245174636279,0.0,0.125,0.04091653027823239,0.0625
torch_lstm,xgboost,1,relaxation,7150e10a,0.021971288515406195,0.03588240522484798,-0.037017584811702475,-0.05672474781486936,-0.003676470588235392,0.0476190476190477,-0.001372566138381437,0.017353579175705014
torch_lstm,xgboost,1,relaxation,71f0603f,-0.06090205690119188,-0.0829800321933547,-0.03338459566833274,-0.026790273373493823,0.07958477508650519,-0.20138888888888906,-0.08290391662148977,-0.08876560332871009
torch_lstm,xgboost,1,relaxation,81f1f0fe,-0.042255908562572664,-0.04899810983405406,-0.03122578457962033,-0.03816767557377998,-0.07327586206896552,-0.011235955056179803,-0.028857699805068138,-0.04634146341463419
torch_lstm,xgboost,1,relaxation,a1721173,-0.027225410383024062,-0.009381319382272157,0.03229681035633247,0.02648642040669591,0.047244094488189003,-0.10169491525423724,0.020361021069534857,0.0
torch_lstm,xgboost,1,relaxation,c060c06a,-0.03622631848438296,-0.06090933548560673,-0.13415258576548905,-0.025543854664987542,-0.0645161290322581,-0.00793650793650802,-0.2535842293906809,-0.014134275618374437
torch_lstm,xgboost,1,relaxation,c112918e,-0.029880478087649376,-0.062421483861704874,0.006107307297755216,0.016098895918522538,-0.0597609561752988,0.0,-0.5075123706702656,-0.02564102564102566
torch_lstm,xgboost,1,relaxation,d111e017,-0.10584277603931769,-0.11313423625559027,-0.04773816775081463,-0.03521221503343841,-0.009280742459396585,-0.20240480961923868,-0.0955492943086359,-0.11290322580645162
torch_lstm,xgboost,1,relaxation,f1d06060,-0.016922791215933874,-0.029254856027109866,-0.03412414689632748,-0.07409404558070909,-0.05042016806722682,0.016574585635359185,0.00828776355059202,-0.021479713603818618
torch_lstm,xgboost,1,interest,30c140ca,0.12267267267267273,0.12942539867560732,0.18293293293293295,0.054777768760637696,0.17777777777777776,0.06756756756756754,0.0887945298789391,0.15406976744186052
torch_lstm,xgboost,1,interest,3110e0c7,0.019602272727272663,-0.03233143779287395,0.09369318181818187,0.1547936852204279,-0.20625000000000004,0.24545454545454548,0.06269363806128514,-0.022222222222222254
torch_lstm,xgboost,1,interest,40f0714a,0.018750000000000044,0.013284380046745703,-0.09812500000000002,-0.1406335557586491,-0.13750000000000007,0.17500000000000004,-0.13387072697417524,-0.033333333333333326
torch_lstm,xgboost,1,interest,7150e10a,-0.005822981366459645,0.0012710871602623075,-0.06787932564330079,-0.02417062724842689,-0.017857142857142794,0.0062111801242235865,-0.015284329975774558,0.0
torch_lstm,xgboost,1,interest,71f0603f,-0.06453741905610955,-0.06721649089997839,-0.055439222109344155,-0.038474353954970675,-0.040345821325648346,-0.08872901678657075,-0.06037398975387154,-0.06675392670157065
torch_lstm,xgboost,1,interest,81f1f0fe,-0.18518986342464672,-0.18563972023072028,-0.27294544880397886,-0.2510858484644609,-0.44150943396226416,0.07112970711297073,-0.22960396234370561,-0.19841269841269837
torch_lstm,xgboost,1,interest,a1721173,-0.1668443496801706,-0.24541770975767674,-0.1055437100213219,-0.11043531865154255,-0.619402985074627,0.2857142857142856,-0.1867669564217732,-0.2533333333333333
torch_lstm,xgboost,1,interest,c060c06a,-0.11469135132200448,-0.11827486194862347,-0.030674846625766805,-0.01331038462376477,-0.24778761061946902,0.018404907975460016,-0.06081973802781171,-0.0905797101449275
torch_lstm,xgboost,1,interest,c112918e,0.003676470588235281,0.006912297534585221,0.07186322804984058,0.09865024862790406,0.007352941176470604,0.0,0.002066345186462648,0.004210526315789498
torch_lstm,xgboost,1,interest,d111e017,-0.12035441791779466,-0.1305753254637504,-0.06074776810686233,-0.06598844335116849,-0.21129707112970708,-0.02941176470588236,-0.11773927129581141,-0.13145539906103276
torch_lstm,xgboost,1,interest,f1d06060,-0.14014986177797184,-0.16462614481188004,-0.14525437703089383,-0.07961385700095713,-0.1940928270042195,-0.08620689655172409,-0.15703569844284104,-0.14841849148418496
torch_lstm,xgboost,1,focus,30c140ca,0.14675007190106404,0.15295504401512927,0.12443677499760342,0.15905083719264745,0.10928961748633881,0.18421052631578938,0.16079203718992052,0.13804713804713808
torch_lstm,xgboost,1,focus,3110e0c7,0.0035994462390400717,0.009788085431182592,0.11019843101061377,0.08244589147897452,-0.018181818181818188,0.025380710659898442,0.0033530383930840957,0.015873015873015928
torch_lstm,xgboost,1,focus,40f0714a,0.2678571428571429,0.30685272148002274,-0.0029761904761904656,0.17142857142857149,0.5357142857142857,0.0,0.0402504472271914,0.5217391304347827
torch_lstm,xgboost,1,focus,7150e10a,0.15636904761904757,0.17184320448637003,0.1422916666666667,0.2426889419028183,0.21750000000000003,0.09523809523809523,0.09535546517180538,0.19628099173553715
torch_lstm,xgboost,1,focus,71f0603f,-0.010808543857026676,-0.015646791908312196,0.044562924576876495,0.061149758501133133,-0.05167173252279639,0.03005464480874298,0.016939592508550816,-0.008633093525179936
torch_lstm,xgboost,1,focus,81f1f0fe,0.06788389513108617,0.0192784039062337,0.09733571671773922,0.017953714422040634,0.16666666666666674,-0.030898876404494402,0.03481314237370625,0.0
torch_lstm,xgboost,1,focus,a1721173,0.10057471264367823,0.09333430546505705,0.1248275862068966,0.10667188459977228,0.5344827586206896,-0.33333333333333337,0.07069810682893851,0.045112781954887216
torch_lstm,xgboost,1,focus,c060c06a,-0.026166456494325363,0.005489374807586378,0.09478772593526685,0.011448466543114572,0.024590163934426257,-0.07692307692307687,-0.0016472646427950766,0.02110817941952514
torch_lstm,xgboost,1,focus,c112918e,0.027756892230576424,-0.05320148873695729,0.009667024704618776,0.015750794697190096,-0.22305764411027573,0.2785714285714286,-0.10798204982276594,-0.09276437847866414
torch_lstm,xgboost,1,focus,d111e017,0.001897179112369085,0.0014117857933539923,0.010375392653873772,0.012938341802062214,-0.03797468354430378,0.04176904176904184,0.013676239681862379,0.0024937655860349794
torch_lstm,xgboost,1,focus,f1d06060,0.004089050431621999,0.06702969828862526,0.026067696501590243,-0.0009507378561139923,-0.185483870967742,0.193661971830986,0.12270010810338772,0.07843137254901944
torch_lstm,xgboost,2,attention,1081b177,0.023053665910808818,0.029244883218726203,0.02734585897851205,0.015199717712335858,0.04081632653061229,0.005291005291005124,0.016762307459981862,0.023376623376623384
torch_lstm,xgboost,2,attention,517001af,-0.20625000000000004,-0.1763560382008168,-0.10957031250000004,-0.23942881517248538,0.05625000000000002,-0.46875,0.10864962337613104,-0.03125
torch_lstm,xgboost,2,attention,6030f0fd,0.19176255707762568,0.2657673204901376,0.004566210045662045,0.04985492073663933,-0.03199999999999992,0.4155251141552512,0.11778422849162673,0.25290697674418605
torch_lstm,xgboost,2,attention,7072a0e0,-0.07828282828282829,-0.04414775152737199,-0.16907288371934837,-0.13458113861636523,0.010101010101010083,-0.16666666666666652,-0.1806229044620693,-0.06060606060606061
torch_lstm,xgboost,2,attention,71a251fa,-0.009454999554009413,-0.009434172173642175,0.016234055838016404,-0.008723633263281405,-0.009009009009009028,-0.00990099009900991,-0.009464285714285703,-0.009433962264150941
torch_lstm,xgboost,2,attention,71c09041,-0.06282051282051282,-0.058756188262961584,-0.005299145299145436,-0.015366468330300642,-0.09230769230769231,-0.033333333333333326,-0.06193881193881201,-0.058064516129032295
torch_lstm,xgboost,2,attention,a02151ac,0.02464127868256949,0.06972857647741709,0.05373251801174539,0.028630667307627422,0.08542713567839189,-0.03614457831325302,-0.0777296623524244,0.017857142857142794
torch_lstm,xgboost,2,attention,d0e2d025,0.03973063973063973,-0.019639399912515954,-0.08254146402294571,-0.14620755863665724,-0.17979797979797996,0.25925925925925936,-0.16807140471460014,-0.07153729071537296
torch_lstm,xgboost,2,attention,d18000a3,0.016648243057649115,0.020264814914331297,-0.01788764948246413,-0.01640846000173446,0.11214953271028044,-0.07885304659498216,-0.04210414932428741,0.0040567951318458695
torch_lstm,xgboost,2,attention,f0f2a1e1,-0.007993581362177649,-0.03322422632534616,-0.013609889456792978,-0.004102677749859618,0.09574468085106391,-0.11173184357541899,-0.013710164837118288,-0.04029304029304026
torch_lstm,xgboost,2,engagement,1081b177,0.02268075686061577,0.011744967054709177,-0.05398688442420929,-0.0555236355900689,0.101123595505618,-0.055762081784386575,-0.015846966511102956,-0.016759776536312887
torch_lstm,xgboost,2,engagement,517001af,-0.23031316509577382,-0.19443414997375524,-0.29938177764264723,-0.07302488438036403,-0.36363636363636365,-0.09698996655518388,-0.1595715321425789,-0.12349397590361444
torch_lstm,xgboost,2,engagement,6030f0fd,-0.15223478444632277,-0.17245478815744675,-0.09578402366863892,-0.05224756119594154,0.044642857142857206,-0.34911242603550297,-0.1822981617277537,-0.19217081850533801
torch_lstm,xgboost,2,engagement,7072a0e0,0.029273542600896985,0.04261572340752584,0.015156950672645664,0.009544244821460546,-0.013452914798206206,0.07200000000000001,0.0033641043041993113,0.031712473572938715
torch_lstm,xgboost,2,engagement,71a251fa,0.030859916782246755,0.011694892384465971,-0.011789181692094641,-0.002706575048245674,0.0714285714285714,-0.009708737864077777,-0.012575281618279588,0.0040322580645162365
torch_lstm,xgboost,2,engagement,71c09041,-0.061619324535898023,-0.06859045489041304,0.05137553120107363,0.06406664135211149,0.05323193916349822,-0.1764705882352942,0.027613168043897685,-0.036951501154734334
torch_lstm,xgboost,2,engagement,a02151ac,-0.095008684145232,-0.07783762616116252,-0.11454801091721123,-0.08381472106650101,-0.19469026548672574,0.004672897196261738,-0.08360680674762655,-0.06422018348623859
torch_lstm,xgboost,2,engagement,d0e2d025,0.010573122529644263,0.002487777384606482,-0.009793588054457736,0.0021689855408659753,0.05303030303030298,-0.03188405797101446,-0.05179550342160888,-0.008385744234800874
torch_lstm,xgboost,2,engagement,d18000a3,-0.19377402342004113,-0.280101209055478,-0.08518816483418246,-0.12615906653088682,-0.43805309734513276,0.050505050505050386,-0.048859891125414445,-0.20990566037735847
torch_lstm,xgboost,2,engagement,f0f2a1e1,-0.05698713756267715,-0.052090518177474676,-0.06282973621103127,-0.048507439745504644,-0.1079136690647482,-0.0060606060606061,-0.06786650622486923,-0.05263157894736836
torch_lstm,xgboost,2,excitement,1081b177,0.013609828148078651,0.012843206524097095,0.0021569408951306324,0.0035674001703933644,0.03626943005181349,-0.009049773755655965,0.006722052043689586,0.012077294685990392
torch_lstm,xgboost,2,excitement,517001af,0.03284671532846717,0.03148688978680725,0.020570670205706798,0.012022833531172838,0.06569343065693434,0.0,0.014910409066665409,0.025210084033613467
torch_lstm,xgboost,2,excitement,6030f0fd,0.005456950722081633,0.0009861978496541468,0.0032521221475029227,0.012047130374361226,-0.01036269430051806,0.021276595744680993,-0.00029599480534059364,0.0
torch_lstm,xgboost,2,excitement,7072a0e0,0.01082665208940714,0.019281423178690527,-0.00531462585034026,-0.002219175322797806,-0.01041666666666663,0.03206997084548102,0.01230661341362449,0.02277904328018221
torch_lstm,xgboost,2,excitement,71a251fa,-0.02803030303030296,-0.008789987692689016,-0.0026170798898071945,-0.0018054300610147456,0.012121212121211977,-0.06818181818181823,0.0064092140921410135,-0.004784688995215225
torch_lstm,xgboost,2,excitement,71c09041,0.06951754385964914,0.09977622643635364,0.024634502923976398,0.14815773915012764,0.07236842105263175,0.06666666666666676,0.08935958090887675,0.07163323782234954
