n_models,n_pm,n_folds,n_matched_cells,new_fits,reused_lstm_reference_fits,best_model,second_model,best_balanced_accuracy,second_balanced_accuracy,best_minus_second_balanced_accuracy,practical_equivalence_margin,advanced_models
4,7,5,140,105,35,xgboost,lightgbm,0.7502241937255136,0.7499550524326329,0.00026914129288069244,0.01,"['xgboost', 'lightgbm']"
