experiment_id,analysis_group,method,analysis_level,folds,seeds,participants,accuracy,balanced_accuracy,macro_f1,weighted_f1,kappa,ordinal_mae,quadratic_weighted_kappa,delta_balanced_accuracy,delta_macro_f1,delta_ordinal_mae,median_delta_macro_f1,participant_win_fraction,bootstrap_95_ci_low,bootstrap_95_ci_high,status,protocol_hash,preregistration_hash,result_artifact
dann_label_q5_old_eeg_to_gpn_diagnostic_v1,diagnostic,source_only_matched,participant,1,42,8,0.2416984605648574,0.2032567033147618,0.1843634906215415,0.2478142621394586,0.0077386687043082,1.438684722321371,,,,,,,,,diagnostic_proceed,7f5642109e1ed26dd6de96aa88fe0711bfa08e8f3a58422b17364301d693f7c5,f5e7cd962cc361b36e74b073c8532e2af5f4a94a36831f21531d6db36b54a817,benchmark_results/domain_adaptation_dann_raw_diagnostic
dann_label_q5_old_eeg_to_gpn_diagnostic_v1,diagnostic,dann,participant,1,42,8,0.2542772488419412,0.2223354670410099,0.1977279460397077,0.2593657590096627,0.0273070421052527,1.369354781944894,,0.019078763726248078,0.013364455418166173,-0.06932994037647687,0.006708239777728345,0.75,-0.0035722359246838503,0.03367633064537469,diagnostic_proceed,7f5642109e1ed26dd6de96aa88fe0711bfa08e8f3a58422b17364301d693f7c5,f5e7cd962cc361b36e74b073c8532e2af5f4a94a36831f21531d6db36b54a817,benchmark_results/domain_adaptation_dann_raw_diagnostic
dann_label_q5_old_eeg_to_gpn_confirmatory_v2_execution,primary_confirmatory,source_only_matched,participant,1|2|3|4|5,123|2026,42,0.24136079204020902,0.22367991690114036,0.19376684730210972,0.23303835696776729,0.03222713591815974,1.4460772112396707,0.10001882641944061,,,,,,,,partially_confirmed,1ce582a3d73a7ae4393e77cc2f3b2cb7749ddbb30c1cb8fcad0056c6d326c368,033ecd4da3d6b68966489dae3db9a90be1b2717653c8e654e9a235dae4c3df11,benchmark_results/domain_adaptation_dann_confirmatory_v2
dann_label_q5_old_eeg_to_gpn_confirmatory_v2_execution,primary_confirmatory,dann,participant,1|2|3|4|5,123|2026,42,0.253282402129408,0.23201179247643924,0.20181526645353834,0.24759541214702369,0.0357112279827027,1.4120687528639646,0.11379970823750415,0.008331875575298851,0.0080484191514286,-0.03400845837570635,0.0019544986285485177,0.5476190476190477,-0.0016724681585696957,0.017882226891373733,partially_confirmed,1ce582a3d73a7ae4393e77cc2f3b2cb7749ddbb30c1cb8fcad0056c6d326c368,033ecd4da3d6b68966489dae3db9a90be1b2717653c8e654e9a235dae4c3df11,benchmark_results/domain_adaptation_dann_confirmatory_v2
