experiment_id,method,analysis_level,folds,seeds,participants,macro_f1,balanced_accuracy,ordinal_mae,delta_macro_f1_vs_supervised_full_model,delta_balanced_accuracy_vs_supervised_full_model,delta_ordinal_mae_vs_supervised_full_model,macro_f1_wins,macro_f1_losses,macro_f1_ties,status,protocol_hash,preregistration_hash,result_artifact
fomaml_label_q5_raw_deduplicated_diagnostic_v1,zero_shot_supervised,participant,1,42,5,0.2100936728028549,0.2241235671621132,1.1858348419646103,,,,,,,do_not_proceed,e73703a443aea3b34f62606efa76bd592ff70099a30cdca80d292f1d76a1fd60,07c57c2f957125e603fa2afaad2078dc0a206f3697f7f01926dcae55133a18e3,benchmark_results/meta_learning_fomaml_label_q5_raw_diagnostic
fomaml_label_q5_raw_deduplicated_diagnostic_v1,supervised_full_model,participant,1,42,5,0.1985212339995715,0.2164384949177839,1.2171695924368762,,,,,,,do_not_proceed,e73703a443aea3b34f62606efa76bd592ff70099a30cdca80d292f1d76a1fd60,07c57c2f957125e603fa2afaad2078dc0a206f3697f7f01926dcae55133a18e3,benchmark_results/meta_learning_fomaml_label_q5_raw_diagnostic
fomaml_label_q5_raw_deduplicated_diagnostic_v1,selected_fomaml,participant,1,42,5,0.1521837148769443,0.2554914145710268,1.6662628002812236,-0.04633751912262721,0.03905291965324291,0.4490932078443476,1,4,0,do_not_proceed,e73703a443aea3b34f62606efa76bd592ff70099a30cdca80d292f1d76a1fd60,07c57c2f957125e603fa2afaad2078dc0a206f3697f7f01926dcae55133a18e3,benchmark_results/meta_learning_fomaml_label_q5_raw_diagnostic
