subject_id,outer_fold,pm,budget_seconds,budget_minutes,calibration_record_group_id,calibration_record_id,calibration_record_start_utc,calibration_record_duration_seconds,budget_fully_available,actual_elapsed_calibration_seconds,fixed_evaluation_boundary_utc,fixed_evaluation_ready_min20_both_classes,calibration_extreme_sample_hash,evaluation_extreme_sample_hash,calibration_exact_lag_slots,calibration_pm_available,calibration_missing_pm,calibration_low,calibration_high,calibration_middle,calibration_extreme,calibration_has_any_extreme,calibration_has_both_classes,calibration_min1_each,calibration_min2_each,calibration_min3_each,calibration_extreme_fraction_of_available,reserved_exact_lag_slots,reserved_pm_available,reserved_missing_pm,reserved_low,reserved_high,reserved_middle,reserved_extreme,reserved_has_any_extreme,reserved_has_both_classes,reserved_min1_each,reserved_min2_each,reserved_min3_each,reserved_extreme_fraction_of_available,evaluation_exact_lag_slots,evaluation_pm_available,evaluation_missing_pm,evaluation_low,evaluation_high,evaluation_middle,evaluation_extreme,evaluation_has_any_extreme,evaluation_has_both_classes,evaluation_min1_each,evaluation_min2_each,evaluation_min3_each,evaluation_extreme_fraction_of_available
0001508a,5,attention,0,0.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,0.0,2023-12-18T11:27:47.101283073+00:00,True,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,5df44c254da64c42be87a21c8db48eab796cc447449f4ee47d035eaa68cf2ea4,0,0,0,0,0,0,0,False,False,False,False,False,,30,30,0,4,13,13,17,True,True,True,True,True,0.5666666666666667,274,245,29,189,11,45,200,True,True,True,True,True,0.8163265306122449
0001508a,5,attention,30,0.5,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,30.0,2023-12-18T11:27:47.101283073+00:00,True,1b9a6c64d9586dba961a1388297c1d316016448f294cbdc35bff3c34bc580308,5df44c254da64c42be87a21c8db48eab796cc447449f4ee47d035eaa68cf2ea4,3,3,0,0,1,2,1,True,False,False,False,False,0.3333333333333333,27,27,0,4,12,11,16,True,True,True,True,True,0.5925925925925926,274,245,29,189,11,45,200,True,True,True,True,True,0.8163265306122449
0001508a,5,attention,60,1.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,60.0,2023-12-18T11:27:47.101283073+00:00,True,06862304fa8241966b2483a816e45af310edb4553c0ce33cf7c3b1c186db4670,5df44c254da64c42be87a21c8db48eab796cc447449f4ee47d035eaa68cf2ea4,6,6,0,0,3,3,3,True,False,False,False,False,0.5,24,24,0,4,10,10,14,True,True,True,True,True,0.5833333333333334,274,245,29,189,11,45,200,True,True,True,True,True,0.8163265306122449
0001508a,5,attention,120,2.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,120.0,2023-12-18T11:27:47.101283073+00:00,True,33cfdc84a8ba620ecfc81c1b26a45f5aa2c8f61f57f2ef2a9cb6a70308f21cb2,5df44c254da64c42be87a21c8db48eab796cc447449f4ee47d035eaa68cf2ea4,12,12,0,0,9,3,9,True,False,False,False,False,0.75,18,18,0,4,4,10,8,True,True,True,True,True,0.4444444444444444,274,245,29,189,11,45,200,True,True,True,True,True,0.8163265306122449
0001508a,5,attention,300,5.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,300.0,2023-12-18T11:27:47.101283073+00:00,True,91ad951ff08cddf2be8ae9f0f105e9ec37aa6a82344d3575083874d2405ba431,5df44c254da64c42be87a21c8db48eab796cc447449f4ee47d035eaa68cf2ea4,30,30,0,4,13,13,17,True,True,True,True,True,0.5666666666666667,0,0,0,0,0,0,0,False,False,False,False,False,,274,245,29,189,11,45,200,True,True,True,True,True,0.8163265306122449
0001508a,5,engagement,0,0.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,0.0,2023-12-18T11:27:47.101283073+00:00,True,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1765ca4c5216ebd08caa36353409b8c7b526885c3b20bc95dd944853b7d7153d,0,0,0,0,0,0,0,False,False,False,False,False,,30,30,0,1,25,4,26,True,True,True,False,False,0.8666666666666667,274,274,0,109,85,80,194,True,True,True,True,True,0.708029197080292
0001508a,5,engagement,30,0.5,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,30.0,2023-12-18T11:27:47.101283073+00:00,True,3c6f53d6ce0d47405dda65718bec05188867107bcf2c14b434fae577802a5a8f,1765ca4c5216ebd08caa36353409b8c7b526885c3b20bc95dd944853b7d7153d,3,3,0,0,3,0,3,True,False,False,False,False,1.0,27,27,0,1,22,4,23,True,True,True,False,False,0.8518518518518519,274,274,0,109,85,80,194,True,True,True,True,True,0.708029197080292
0001508a,5,engagement,60,1.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,60.0,2023-12-18T11:27:47.101283073+00:00,True,8890a78da36deec77dbd31852a66144ccb8f915fcad5018ecfc980946106ef19,1765ca4c5216ebd08caa36353409b8c7b526885c3b20bc95dd944853b7d7153d,6,6,0,0,6,0,6,True,False,False,False,False,1.0,24,24,0,1,19,4,20,True,True,True,False,False,0.8333333333333334,274,274,0,109,85,80,194,True,True,True,True,True,0.708029197080292
0001508a,5,engagement,120,2.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,120.0,2023-12-18T11:27:47.101283073+00:00,True,92d646c7e8b66927811e0cd3ac88431030791b30eaaad75d614d79d1c475463b,1765ca4c5216ebd08caa36353409b8c7b526885c3b20bc95dd944853b7d7153d,12,12,0,0,11,1,11,True,False,False,False,False,0.9166666666666666,18,18,0,1,14,3,15,True,True,True,False,False,0.8333333333333334,274,274,0,109,85,80,194,True,True,True,True,True,0.708029197080292
0001508a,5,engagement,300,5.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,300.0,2023-12-18T11:27:47.101283073+00:00,True,5b6727e0016b863bb9ce98a8d7be61823f072cd9436c577dea4c2b19193cba96,1765ca4c5216ebd08caa36353409b8c7b526885c3b20bc95dd944853b7d7153d,30,30,0,1,25,4,26,True,True,True,False,False,0.8666666666666667,0,0,0,0,0,0,0,False,False,False,False,False,,274,274,0,109,85,80,194,True,True,True,True,True,0.708029197080292
0001508a,5,excitement,0,0.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,0.0,2023-12-18T11:27:47.101283073+00:00,True,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,db6cd636cc056c39641e48070e6aaf8e4f99b96291286db442c1e92253ebd2e0,0,0,0,0,0,0,0,False,False,False,False,False,,30,30,0,17,2,11,19,True,True,True,True,False,0.6333333333333333,274,274,0,66,85,123,151,True,True,True,True,True,0.551094890510949
0001508a,5,excitement,30,0.5,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,30.0,2023-12-18T11:27:47.101283073+00:00,True,4f43f5a4a127f5cc9be52220964fd1b5c57abb85b814c77dcb1a5962e1b86306,db6cd636cc056c39641e48070e6aaf8e4f99b96291286db442c1e92253ebd2e0,3,3,0,1,0,2,1,True,False,False,False,False,0.3333333333333333,27,27,0,16,2,9,18,True,True,True,True,False,0.6666666666666666,274,274,0,66,85,123,151,True,True,True,True,True,0.551094890510949
0001508a,5,excitement,60,1.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,60.0,2023-12-18T11:27:47.101283073+00:00,True,dddb638f7a4a0afa50133236fdbb339ecf2ad9d4e4113213b5227a26040e9494,db6cd636cc056c39641e48070e6aaf8e4f99b96291286db442c1e92253ebd2e0,6,6,0,4,0,2,4,True,False,False,False,False,0.6666666666666666,24,24,0,13,2,9,15,True,True,True,True,False,0.625,274,274,0,66,85,123,151,True,True,True,True,True,0.551094890510949
0001508a,5,excitement,120,2.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,120.0,2023-12-18T11:27:47.101283073+00:00,True,463e1c8b7c70a4a6bfc49e6701cfd34392bb086626c4ff4ebbf527a5d538e09d,db6cd636cc056c39641e48070e6aaf8e4f99b96291286db442c1e92253ebd2e0,12,12,0,6,2,4,8,True,True,True,True,False,0.6666666666666666,18,18,0,11,0,7,11,True,False,False,False,False,0.6111111111111112,274,274,0,66,85,123,151,True,True,True,True,True,0.551094890510949
0001508a,5,excitement,300,5.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,300.0,2023-12-18T11:27:47.101283073+00:00,True,ec26df4dbf7a750f988aeacaddc2c946f564a8795e94d0efa16ded320f6b413f,db6cd636cc056c39641e48070e6aaf8e4f99b96291286db442c1e92253ebd2e0,30,30,0,17,2,11,19,True,True,True,True,False,0.6333333333333333,0,0,0,0,0,0,0,False,False,False,False,False,,274,274,0,66,85,123,151,True,True,True,True,True,0.551094890510949
0001508a,5,stress,0,0.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,0.0,2023-12-18T11:27:47.101283073+00:00,True,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,d4942f34daa44f08290b9bae29fcbf10ae84e3f55d4357610464c2824b4f3e62,0,0,0,0,0,0,0,False,False,False,False,False,,30,30,0,16,2,12,18,True,True,True,True,False,0.6,274,274,0,95,124,55,219,True,True,True,True,True,0.7992700729927007
0001508a,5,stress,30,0.5,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,30.0,2023-12-18T11:27:47.101283073+00:00,True,3c6f53d6ce0d47405dda65718bec05188867107bcf2c14b434fae577802a5a8f,d4942f34daa44f08290b9bae29fcbf10ae84e3f55d4357610464c2824b4f3e62,3,3,0,3,0,0,3,True,False,False,False,False,1.0,27,27,0,13,2,12,15,True,True,True,True,False,0.5555555555555556,274,274,0,95,124,55,219,True,True,True,True,True,0.7992700729927007
0001508a,5,stress,60,1.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,60.0,2023-12-18T11:27:47.101283073+00:00,True,8890a78da36deec77dbd31852a66144ccb8f915fcad5018ecfc980946106ef19,d4942f34daa44f08290b9bae29fcbf10ae84e3f55d4357610464c2824b4f3e62,6,6,0,6,0,0,6,True,False,False,False,False,1.0,24,24,0,10,2,12,12,True,True,True,True,False,0.5,274,274,0,95,124,55,219,True,True,True,True,True,0.7992700729927007
0001508a,5,stress,120,2.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,120.0,2023-12-18T11:27:47.101283073+00:00,True,a3a2a55b36b209363cd012eca1a69385ac1b71629bbab13e4dd00bcdc287ba36,d4942f34daa44f08290b9bae29fcbf10ae84e3f55d4357610464c2824b4f3e62,12,12,0,9,1,2,10,True,True,True,False,False,0.8333333333333334,18,18,0,7,1,10,8,True,True,True,False,False,0.4444444444444444,274,274,0,95,124,55,219,True,True,True,True,True,0.7992700729927007
0001508a,5,stress,300,5.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,300.0,2023-12-18T11:27:47.101283073+00:00,True,d4c51caa6757021e5e1f307c76eaef72183f61cbcdd8b079ab55ba9d59b528a4,d4942f34daa44f08290b9bae29fcbf10ae84e3f55d4357610464c2824b4f3e62,30,30,0,16,2,12,18,True,True,True,True,False,0.6,0,0,0,0,0,0,0,False,False,False,False,False,,274,274,0,95,124,55,219,True,True,True,True,True,0.7992700729927007
0001508a,5,relaxation,0,0.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,0.0,2023-12-18T11:27:47.101283073+00:00,True,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,c817aff85665c62ef36e2a621fd2670295227d5c4147e96a7f856b8c6335d83b,0,0,0,0,0,0,0,False,False,False,False,False,,30,30,0,0,20,10,20,True,False,False,False,False,0.6666666666666666,274,274,0,65,130,79,195,True,True,True,True,True,0.7116788321167883
0001508a,5,relaxation,30,0.5,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,30.0,2023-12-18T11:27:47.101283073+00:00,True,5782989fde05d6756905be7d6f9b945fd960bd1934ee79b33db9c305a390d6eb,c817aff85665c62ef36e2a621fd2670295227d5c4147e96a7f856b8c6335d83b,3,3,0,0,2,1,2,True,False,False,False,False,0.6666666666666666,27,27,0,0,18,9,18,True,False,False,False,False,0.6666666666666666,274,274,0,65,130,79,195,True,True,True,True,True,0.7116788321167883
0001508a,5,relaxation,60,1.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,60.0,2023-12-18T11:27:47.101283073+00:00,True,633addbfc94f1ea9e7cb682fdb5b4fa8f4b95fc7b1b611951a2f65f23524dd2a,c817aff85665c62ef36e2a621fd2670295227d5c4147e96a7f856b8c6335d83b,6,6,0,0,3,3,3,True,False,False,False,False,0.5,24,24,0,0,17,7,17,True,False,False,False,False,0.7083333333333334,274,274,0,65,130,79,195,True,True,True,True,True,0.7116788321167883
0001508a,5,relaxation,120,2.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,120.0,2023-12-18T11:27:47.101283073+00:00,True,44d3e24fef65d7885d4ddddb23b03218bb082a954963ce9fe3d8106b33703bc8,c817aff85665c62ef36e2a621fd2670295227d5c4147e96a7f856b8c6335d83b,12,12,0,0,9,3,9,True,False,False,False,False,0.75,18,18,0,0,11,7,11,True,False,False,False,False,0.6111111111111112,274,274,0,65,130,79,195,True,True,True,True,True,0.7116788321167883
0001508a,5,relaxation,300,5.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,300.0,2023-12-18T11:27:47.101283073+00:00,True,5aa064974451a4d27236803bc0ce3221102e76ebcaf49b70d65e0d65693225ef,c817aff85665c62ef36e2a621fd2670295227d5c4147e96a7f856b8c6335d83b,30,30,0,0,20,10,20,True,False,False,False,False,0.6666666666666666,0,0,0,0,0,0,0,False,False,False,False,False,,274,274,0,65,130,79,195,True,True,True,True,True,0.7116788321167883
0001508a,5,interest,0,0.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,0.0,2023-12-18T11:27:47.101283073+00:00,True,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1d0042736b80fd8d0ce970d8a04ff60c176c045e2fded8da2dbbf99b1b1b5887,0,0,0,0,0,0,0,False,False,False,False,False,,30,30,0,16,0,14,16,True,False,False,False,False,0.5333333333333333,274,274,0,36,83,155,119,True,True,True,True,True,0.4343065693430657
0001508a,5,interest,30,0.5,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,30.0,2023-12-18T11:27:47.101283073+00:00,True,3c6f53d6ce0d47405dda65718bec05188867107bcf2c14b434fae577802a5a8f,1d0042736b80fd8d0ce970d8a04ff60c176c045e2fded8da2dbbf99b1b1b5887,3,3,0,3,0,0,3,True,False,False,False,False,1.0,27,27,0,13,0,14,13,True,False,False,False,False,0.48148148148148145,274,274,0,36,83,155,119,True,True,True,True,True,0.4343065693430657
0001508a,5,interest,60,1.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,60.0,2023-12-18T11:27:47.101283073+00:00,True,8890a78da36deec77dbd31852a66144ccb8f915fcad5018ecfc980946106ef19,1d0042736b80fd8d0ce970d8a04ff60c176c045e2fded8da2dbbf99b1b1b5887,6,6,0,6,0,0,6,True,False,False,False,False,1.0,24,24,0,10,0,14,10,True,False,False,False,False,0.4166666666666667,274,274,0,36,83,155,119,True,True,True,True,True,0.4343065693430657
0001508a,5,interest,120,2.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,120.0,2023-12-18T11:27:47.101283073+00:00,True,8d435c0225500dce7c3a976f9d2f9c49d74718f01a1f3aa8bc0a88f544891174,1d0042736b80fd8d0ce970d8a04ff60c176c045e2fded8da2dbbf99b1b1b5887,12,12,0,11,0,1,11,True,False,False,False,False,0.9166666666666666,18,18,0,5,0,13,5,True,False,False,False,False,0.2777777777777778,274,274,0,36,83,155,119,True,True,True,True,True,0.4343065693430657
0001508a,5,interest,300,5.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,300.0,2023-12-18T11:27:47.101283073+00:00,True,2684b6d739f1461a2530d388ff03ff1d133fc2265ecdbdea9c85ae3e1596835f,1d0042736b80fd8d0ce970d8a04ff60c176c045e2fded8da2dbbf99b1b1b5887,30,30,0,16,0,14,16,True,False,False,False,False,0.5333333333333333,0,0,0,0,0,0,0,False,False,False,False,False,,274,274,0,36,83,155,119,True,True,True,True,True,0.4343065693430657
0001508a,5,focus,0,0.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,0.0,2023-12-18T11:27:47.101283073+00:00,True,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,66acef18df6f37ff73e89ae5e7deae09d8460c93a85eb2f6a33c9b809462fb16,0,0,0,0,0,0,0,False,False,False,False,False,,30,30,0,30,0,0,30,True,False,False,False,False,1.0,274,274,0,97,65,112,162,True,True,True,True,True,0.5912408759124088
0001508a,5,focus,30,0.5,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,30.0,2023-12-18T11:27:47.101283073+00:00,True,3c6f53d6ce0d47405dda65718bec05188867107bcf2c14b434fae577802a5a8f,66acef18df6f37ff73e89ae5e7deae09d8460c93a85eb2f6a33c9b809462fb16,3,3,0,3,0,0,3,True,False,False,False,False,1.0,27,27,0,27,0,0,27,True,False,False,False,False,1.0,274,274,0,97,65,112,162,True,True,True,True,True,0.5912408759124088
0001508a,5,focus,60,1.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,60.0,2023-12-18T11:27:47.101283073+00:00,True,8890a78da36deec77dbd31852a66144ccb8f915fcad5018ecfc980946106ef19,66acef18df6f37ff73e89ae5e7deae09d8460c93a85eb2f6a33c9b809462fb16,6,6,0,6,0,0,6,True,False,False,False,False,1.0,24,24,0,24,0,0,24,True,False,False,False,False,1.0,274,274,0,97,65,112,162,True,True,True,True,True,0.5912408759124088
0001508a,5,focus,120,2.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,120.0,2023-12-18T11:27:47.101283073+00:00,True,7c92e61d0a47b51ca4cc73b8f38134ae013115eb17c51eb349284d3374dab1fa,66acef18df6f37ff73e89ae5e7deae09d8460c93a85eb2f6a33c9b809462fb16,12,12,0,12,0,0,12,True,False,False,False,False,1.0,18,18,0,18,0,0,18,True,False,False,False,False,1.0,274,274,0,97,65,112,162,True,True,True,True,True,0.5912408759124088
0001508a,5,focus,300,5.0,0001508a__day1____2023.12.18T14.22.47p03.00,Old_EEG__0001508a__day1____2023.12.18T14.22.47p03.00,2023-12-18T11:22:47.101283073+00:00,3344.0785989761353,True,300.0,2023-12-18T11:27:47.101283073+00:00,True,64129fa1d9b997ed7e296bd1f71de8a77a391110e099a2eb3ac1660ad795fedd,66acef18df6f37ff73e89ae5e7deae09d8460c93a85eb2f6a33c9b809462fb16,30,30,0,30,0,0,30,True,False,False,False,False,1.0,0,0,0,0,0,0,0,False,False,False,False,False,,274,274,0,97,65,112,162,True,True,True,True,True,0.5912408759124088
0012905a,3,attention,0,0.0,0012905a__day1____2023.11.28T11.47.42p03.00,gpn_data__0012905a__day1____2023.11.28T11.47.42p03.00,2023-11-28T08:47:42.746040106+00:00,3608.763053894043,True,0.0,2023-11-28T08:52:42.746040106+00:00,True,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1287cd97e272ef1158354d483447e92248a61deb95492266ebe278bf7fda4f0e,0,0,0,0,0,0,0,False,False,False,False,False,,30,30,0,1,2,27,3,True,True,True,False,False,0.1,694,694,0,244,145,305,389,True,True,True,True,True,0.5605187319884726
0012905a,3,attention,30,0.5,0012905a__day1____2023.11.28T11.47.42p03.00,gpn_data__0012905a__day1____2023.11.28T11.47.42p03.00,2023-11-28T08:47:42.746040106+00:00,3608.763053894043,True,30.0,2023-11-28T08:52:42.746040106+00:00,True,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1287cd97e272ef1158354d483447e92248a61deb95492266ebe278bf7fda4f0e,3,3,0,0,0,3,0,False,False,False,False,False,0.0,27,27,0,1,2,24,3,True,True,True,False,False,0.1111111111111111,694,694,0,244,145,305,389,True,True,True,True,True,0.5605187319884726
0012905a,3,attention,60,1.0,0012905a__day1____2023.11.28T11.47.42p03.00,gpn_data__0012905a__day1____2023.11.28T11.47.42p03.00,2023-11-28T08:47:42.746040106+00:00,3608.763053894043,True,60.0,2023-11-28T08:52:42.746040106+00:00,True,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1287cd97e272ef1158354d483447e92248a61deb95492266ebe278bf7fda4f0e,6,6,0,0,0,6,0,False,False,False,False,False,0.0,24,24,0,1,2,21,3,True,True,True,False,False,0.125,694,694,0,244,145,305,389,True,True,True,True,True,0.5605187319884726
0012905a,3,attention,120,2.0,0012905a__day1____2023.11.28T11.47.42p03.00,gpn_data__0012905a__day1____2023.11.28T11.47.42p03.00,2023-11-28T08:47:42.746040106+00:00,3608.763053894043,True,120.0,2023-11-28T08:52:42.746040106+00:00,True,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1287cd97e272ef1158354d483447e92248a61deb95492266ebe278bf7fda4f0e,12,12,0,0,0,12,0,False,False,False,False,False,0.0,18,18,0,1,2,15,3,True,True,True,False,False,0.16666666666666666,694,694,0,244,145,305,389,True,True,True,True,True,0.5605187319884726
0012905a,3,attention,300,5.0,0012905a__day1____2023.11.28T11.47.42p03.00,gpn_data__0012905a__day1____2023.11.28T11.47.42p03.00,2023-11-28T08:47:42.746040106+00:00,3608.763053894043,True,300.0,2023-11-28T08:52:42.746040106+00:00,True,86856a9db028d56aa5566b0d3bbeaea9a4363d014ae9b0aea10b927ed53cd187,1287cd97e272ef1158354d483447e92248a61deb95492266ebe278bf7fda4f0e,30,30,0,1,2,27,3,True,True,True,False,False,0.1,0,0,0,0,0,0,0,False,False,False,False,False,,694,694,0,244,145,305,389,True,True,True,True,True,0.5605187319884726
0012905a,3,engagement,0,0.0,0012905a__day1____2023.11.28T11.47.42p03.00,gpn_data__0012905a__day1____2023.11.28T11.47.42p03.00,2023-11-28T08:47:42.746040106+00:00,3608.763053894043,True,0.0,2023-11-28T08:52:42.746040106+00:00,True,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,67b77333e7069698972d9c07662cb9a5c96a75bf512c2710b1153bfddae72d2f,0,0,0,0,0,0,0,False,False,False,False,False,,30,30,0,0,23,7,23,True,False,False,False,False,0.7666666666666667,694,694,0,383,179,132,562,True,True,True,True,True,0.8097982708933718
0012905a,3,engagement,30,0.5,0012905a__day1____2023.11.28T11.47.42p03.00,gpn_data__0012905a__day1____2023.11.28T11.47.42p03.00,2023-11-28T08:47:42.746040106+00:00,3608.763053894043,True,30.0,2023-11-28T08:52:42.746040106+00:00,True,245e06b3ac34ae09bdbbcfbaa2a52f0912764cf8d35a6ea43d84e93291cbaccb,67b77333e7069698972d9c07662cb9a5c96a75bf512c2710b1153bfddae72d2f,3,3,0,0,3,0,3,True,False,False,False,False,1.0,27,27,0,0,20,7,20,True,False,False,False,False,0.7407407407407407,694,694,0,383,179,132,562,True,True,True,True,True,0.8097982708933718
0012905a,3,engagement,60,1.0,0012905a__day1____2023.11.28T11.47.42p03.00,gpn_data__0012905a__day1____2023.11.28T11.47.42p03.00,2023-11-28T08:47:42.746040106+00:00,3608.763053894043,True,60.0,2023-11-28T08:52:42.746040106+00:00,True,92c651e8bc4012965acc3213e87f43bdd9e46ac1d6948294c896946efebc4a47,67b77333e7069698972d9c07662cb9a5c96a75bf512c2710b1153bfddae72d2f,6,6,0,0,6,0,6,True,False,False,False,False,1.0,24,24,0,0,17,7,17,True,False,False,False,False,0.7083333333333334,694,694,0,383,179,132,562,True,True,True,True,True,0.8097982708933718
